Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HETH
2019-08-07,DASHETH,0.4695,0.473,0.4695,0.473,0.9629,0.4551
2019-08-06,DASHETH,0.4718,0.4775,0.458,0.4695,106.68,49.59
2019-08-05,DASHETH,0.4769,0.484,0.465,0.4718,758.9,358.0
2019-08-04,DASHETH,0.4846,0.4846,0.4748,0.4789,111.95,53.51
2019-08-03,DASHETH,0.4861,0.4861,0.4855,0.4855,6.547,3.179
2019-08-02,DASHETH,0.4915,0.5043,0.4801,0.4861,1883.44,921.11
2019-08-01,DASHETH,0.4952,0.5012,0.4905,0.4915,298.43,147.22
2019-07-31,DASHETH,0.4977,0.5,0.4887,0.4952,547.17,270.53
2019-07-30,DASHETH,0.4996,0.5073,0.4976,0.4977,412.98,207.74
2019-07-29,DASHETH,0.5107,0.5107,0.4967,0.4996,274.48,138.45
2019-07-28,DASHETH,0.5346,0.5346,0.5078,0.5107,118.32,61.2
2019-07-27,DASHETH,0.5256,0.5346,0.522,0.5346,55.44,29.21
2019-07-26,DASHETH,0.5211,0.5252,0.5211,0.5252,1.725,0.902
2019-07-25,DASHETH,0.4976,0.524,0.4976,0.5211,165.61,84.41
2019-07-24,DASHETH,0.5135,0.5301,0.5031,0.506,115.03,59.54
2019-07-23,DASHETH,0.5228,0.5294,0.5178,0.5216,68.38,35.71
2019-07-22,DASHETH,0.5253,0.5313,0.5196,0.5228,611.03,320.34
2019-07-21,DASHETH,0.5144,0.5323,0.508,0.5253,130.56,67.41
2019-07-20,DASHETH,0.509,0.5201,0.5057,0.5144,216.23,111.56
2019-07-19,DASHETH,0.4858,0.517,0.485,0.509,556.47,280.44
2019-07-18,DASHETH,0.4828,0.4947,0.4828,0.4838,12.52,6.117
2019-07-17,DASHETH,0.5014,0.5074,0.4818,0.4828,859.54,421.89
2019-07-16,DASHETH,0.5288,0.5331,0.501,0.5014,336.93,173.3
