Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LSK,Volume USD
2019-03-27,LSKUSD,1.5,2.39,1.5,1.69,609.15,1095.53
2019-03-26,LSKUSD,1.5,1.5,1.5,1.5,0.0,0.0
2019-03-25,LSKUSD,1.55,1.55,1.5,1.5,53.32,80.01
2019-03-24,LSKUSD,1.58,1.58,1.5,1.55,52.06,80.35
2019-03-23,LSKUSD,1.5,1.58,1.5,1.58,3.49,5.51
2019-03-22,LSKUSD,1.5,1.5,1.5,1.5,0.0,0.0
2019-03-21,LSKUSD,1.63,1.63,1.5,1.5,38.2,58.08
2019-03-20,LSKUSD,1.63,1.63,1.63,1.63,0.0,0.0
2019-03-19,LSKUSD,1.56,2.85,1.56,1.63,1339.74,3002.12
2019-03-18,LSKUSD,1.54,1.56,1.43,1.56,61.71,92.82
2019-03-17,LSKUSD,1.48,1.54,1.48,1.54,5.0,7.7
2019-03-16,LSKUSD,1.61,1.61,1.48,1.48,24.69,37.36
2019-03-15,LSKUSD,1.54,1.69,1.54,1.61,118.19,198.87
2019-03-14,LSKUSD,1.49,1.58,1.46,1.54,207.86,320.68
2019-03-13,LSKUSD,1.39,1.49,1.35,1.49,1115.51,1646.28
2019-03-12,LSKUSD,1.25,1.44,1.25,1.39,1551.46,2169.46
2019-03-11,LSKUSD,1.27,1.27,1.25,1.25,5.58,6.97
2019-03-10,LSKUSD,1.35,1.35,1.27,1.27,4.03,5.12
2019-03-09,LSKUSD,1.13,1.35,1.13,1.35,22.97,31.01
2019-03-08,LSKUSD,1.13,1.13,1.13,1.13,0.0,0.0
2019-03-07,LSKUSD,1.13,1.13,1.13,1.13,0.0,0.0
2019-03-06,LSKUSD,1.13,1.13,1.13,1.13,0.0,0.0
2019-03-05,LSKUSD,1.17,1.17,1.13,1.13,5.0,5.65
2019-03-04,LSKUSD,1.21,1.21,1.17,1.17,5.96,6.97
2019-03-03,LSKUSD,1.21,1.21,1.21,1.21,0.0,0.0
2019-03-02,LSKUSD,1.22,1.22,1.21,1.21,55.61,67.29
2019-03-01,LSKUSD,1.22,1.22,1.22,1.22,0.0,0.0
2019-02-28,LSKUSD,1.22,1.22,1.22,1.22,0.0,0.0
2019-02-27,LSKUSD,1.2,1.22,1.2,1.22,22.41,27.34
2019-02-26,LSKUSD,1.2,1.2,1.2,1.2,0.0,0.0
2019-02-25,LSKUSD,1.5,1.5,1.2,1.2,22.48,26.98
2019-02-24,LSKUSD,1.3,1.5,1.26,1.5,236.5,323.03
2019-02-23,LSKUSD,1.24,1.3,1.24,1.3,12.39,16.0
2019-02-22,LSKUSD,1.24,1.24,1.24,1.24,114.68,142.2
2019-02-21,LSKUSD,1.25,1.25,1.24,1.24,4.04,5.01
2019-02-20,LSKUSD,1.25,1.25,1.25,1.25,0.0,0.0
2019-02-19,LSKUSD,1.25,1.25,1.25,1.25,0.0,0.0
2019-02-18,LSKUSD,1.14,1.25,1.14,1.25,6.33,7.91
2019-02-17,LSKUSD,1.14,1.14,1.14,1.14,0.0,0.0
2019-02-16,LSKUSD,1.14,1.14,1.14,1.14,0.0,0.0
2019-02-15,LSKUSD,1.14,1.14,1.14,1.14,0.0,0.0
2019-02-14,LSKUSD,1.14,1.14,1.14,1.14,0.0,0.0
2019-02-13,LSKUSD,1.15,1.15,1.14,1.14,4.39,5.01
2019-02-12,LSKUSD,1.09,1.16,1.09,1.15,14.25,16.46
2019-02-11,LSKUSD,1.09,1.09,1.09,1.09,0.0,0.0
2019-02-10,LSKUSD,1.19,1.19,1.09,1.09,72.45,82.7
2019-02-09,LSKUSD,1.19,1.19,1.19,1.19,0.0,0.0
2019-02-08,LSKUSD,1.02,1.19,1.02,1.19,140.45,161.04
2019-02-07,LSKUSD,1.07,1.07,1.02,1.02,94.71,96.87
2019-02-06,LSKUSD,1.07,1.07,1.07,1.07,0.0,0.0
2019-02-05,LSKUSD,1.15,1.15,1.02,1.07,79.31,84.74
2019-02-04,LSKUSD,1.15,1.15,1.15,1.15,0.0,0.0
2019-02-03,LSKUSD,1.29,1.29,1.13,1.15,51.13,58.36
2019-02-02,LSKUSD,1.29,1.29,1.29,1.29,0.0,0.0
2019-02-01,LSKUSD,1.29,1.29,1.29,1.29,0.0,0.0
2019-01-31,LSKUSD,1.29,1.29,1.29,1.29,0.0,0.0
2019-01-30,LSKUSD,1.03,1.29,1.03,1.29,23.26,30.0
2019-01-29,LSKUSD,1.03,1.03,1.03,1.03,0.0,0.0
2019-01-28,LSKUSD,1.28,1.28,1.03,1.03,112.95,122.05
2019-01-27,LSKUSD,1.28,1.28,1.28,1.28,0.0,0.0
2019-01-26,LSKUSD,1.28,1.28,1.28,1.28,0.0,0.0
2019-01-25,LSKUSD,1.28,1.28,1.28,1.28,0.0,0.0
2019-01-24,LSKUSD,1.23,1.28,1.23,1.28,41.66,53.25
2019-01-23,LSKUSD,1.23,1.23,1.23,1.23,0.0,0.0
2019-01-22,LSKUSD,1.23,1.23,1.23,1.23,0.0,0.0
2019-01-21,LSKUSD,1.23,1.23,1.23,1.23,0.0,0.0
2019-01-20,LSKUSD,1.23,1.29,1.23,1.23,21.01,26.12
2019-01-19,LSKUSD,1.19,1.23,1.19,1.23,4.88,6.0
2019-01-18,LSKUSD,1.2,1.23,1.19,1.19,53.56,64.45
2019-01-17,LSKUSD,1.28,1.28,1.19,1.2,35.7,43.75
2019-01-16,LSKUSD,1.36,1.36,1.26,1.28,20.79,26.41
2019-01-15,LSKUSD,1.36,1.36,1.36,1.36,0.0,0.0
2019-01-14,LSKUSD,1.2,1.36,1.2,1.36,14.56,19.53
2019-01-13,LSKUSD,1.2,1.2,1.2,1.2,5.0,6.0
2019-01-12,LSKUSD,1.2,1.2,1.2,1.2,0.0,0.0
2019-01-11,LSKUSD,1.2,1.2,1.2,1.2,0.0,0.0
2019-01-10,LSKUSD,1.49,1.49,1.2,1.2,108.61,131.46
2019-01-09,LSKUSD,1.49,1.49,1.49,1.49,9.93,14.8
2019-01-08,LSKUSD,1.27,1.49,1.27,1.49,100.43,149.44
2019-01-07,LSKUSD,1.27,1.27,1.27,1.27,0.0,0.0
2019-01-06,LSKUSD,1.27,1.27,1.27,1.27,0.0,0.0
2019-01-05,LSKUSD,1.27,1.27,1.27,1.27,0.0,0.0
2019-01-04,LSKUSD,1.33,1.33,1.27,1.27,12.14,15.5
2019-01-03,LSKUSD,1.33,1.33,1.33,1.33,0.0,0.0
2019-01-02,LSKUSD,1.44,1.49,1.32,1.33,3.98,5.31
2019-01-01,LSKUSD,1.33,1.44,1.33,1.44,0.07639,0.11
2018-12-31,LSKUSD,1.45,1.45,1.33,1.33,1.43,1.9
2018-12-30,LSKUSD,1.42,1.45,1.32,1.45,16.86,24.09
2018-12-29,LSKUSD,1.33,1.5,1.33,1.42,33.41,47.88
2018-12-28,LSKUSD,1.4,1.4,1.33,1.33,0.7519,1.0
2018-12-27,LSKUSD,1.5,1.5,1.4,1.4,173.17,250.58
2018-12-26,LSKUSD,1.17,1.5,1.17,1.5,37.98,53.94
2018-12-25,LSKUSD,1.52,1.6,1.17,1.17,53.05,72.97
2018-12-24,LSKUSD,1.49,1.56,1.49,1.52,77.7,119.66
2018-12-23,LSKUSD,1.39,1.5,1.06,1.49,122.2,172.27
2018-12-22,LSKUSD,1.64,1.64,1.38,1.39,3.53,4.91
2018-12-21,LSKUSD,1.55,1.65,1.41,1.64,366.15,577.09
2018-12-20,LSKUSD,1.47,1.57,1.36,1.55,4.81,7.25
2018-12-19,LSKUSD,1.25,1.7,1.17,1.47,132.1,194.71
2018-12-18,LSKUSD,1.3,1.3,1.05,1.25,19.69,24.57
2018-12-17,LSKUSD,1.04,1.3,1.04,1.3,1.26,1.52
2018-12-16,LSKUSD,1.04,1.04,1.04,1.04,0.0,0.0
2018-12-15,LSKUSD,1.05,1.08,1.04,1.04,0.4548,0.49
2018-12-14,LSKUSD,1.13,1.24,1.05,1.05,160.69,177.86
2018-12-13,LSKUSD,1.25,1.27,1.1,1.13,51.18,57.58
2018-12-12,LSKUSD,1.24,1.52,1.13,1.25,35.9,51.26
2018-12-11,LSKUSD,1.18,1.25,1.14,1.24,8.3,9.5
2018-12-10,LSKUSD,1.19,1.33,1.16,1.18,188.57,222.32
2018-12-09,LSKUSD,1.17,1.2,1.17,1.19,2.0,2.39
2018-12-08,LSKUSD,1.39,1.39,1.17,1.17,944.06,1137.05
2018-12-07,LSKUSD,1.24,1.56,1.15,1.39,477.78,563.07
2018-12-06,LSKUSD,1.37,1.37,1.24,1.24,136.55,171.2
2018-12-05,LSKUSD,1.56,1.56,1.37,1.37,52.13,72.17
2018-12-04,LSKUSD,1.35,1.64,1.35,1.56,177.96,273.91
2018-12-03,LSKUSD,1.68,1.68,1.35,1.35,29.53,39.87
2018-12-02,LSKUSD,1.54,1.7,1.54,1.68,111.28,187.78
2018-12-01,LSKUSD,1.54,1.54,1.54,1.54,0.0,0.0
2018-11-30,LSKUSD,1.54,1.54,1.54,1.54,0.0,0.0
2018-11-29,LSKUSD,1.6,1.6,1.47,1.54,124.45,188.61
2018-11-28,LSKUSD,1.32,1.69,1.32,1.6,19.29,31.55
2018-11-27,LSKUSD,1.3,1.7,1.3,1.32,0.4553,0.6502
2018-11-26,LSKUSD,1.72,1.72,1.19,1.3,15.02,21.56
2018-11-25,LSKUSD,1.35,1.73,1.32,1.72,35.45,46.97
2018-11-24,LSKUSD,2,2,1.35,1.35,51.06,75.77
2018-11-23,LSKUSD,1.9,2.2,1.49,2,25.81,47.9
2018-11-22,LSKUSD,1.49,1.9,1.49,1.9,20.09,38.16
2018-11-21,LSKUSD,1.43,1.49,1.43,1.49,52.17,77.74
2018-11-20,LSKUSD,1.7,2.25,1.43,1.43,146.63,234.6
2018-11-19,LSKUSD,2.43,2.43,1.7,1.7,396.32,761.86
2018-11-18,LSKUSD,2.43,2.43,2.43,2.43,0.0,0.0
2018-11-17,LSKUSD,2.43,2.43,2.43,2.43,0.0,0.0
2018-11-16,LSKUSD,2,2.43,2,2.43,31.12,64.82
2018-11-15,LSKUSD,2.2,2.2,2,2,236.34,478.27
2018-11-14,LSKUSD,2.59,2.72,2.2,2.2,674.85,1544.03
2018-11-13,LSKUSD,2.72,2.72,2.59,2.59,31.89,85.0
2018-11-12,LSKUSD,2.86,2.87,2.72,2.72,15.02,41.57
2018-11-11,LSKUSD,2.75,2.86,2.75,2.86,0.04017,0.1149
2018-11-10,LSKUSD,2.75,2.75,2.75,2.75,0.0,0.0
2018-11-09,LSKUSD,2.75,2.75,2.75,2.75,90.55,249.01
2018-11-08,LSKUSD,2.75,2.75,2.75,2.75,0.0,0.0
2018-11-07,LSKUSD,2.75,2.75,2.75,2.75,0.0,0.0
2018-11-06,LSKUSD,2.94,2.94,2.75,2.75,23.91,65.87
2018-11-05,LSKUSD,2.8,2.95,2.71,2.94,153.56,451.29
2018-11-04,LSKUSD,2.7,2.82,2.7,2.8,49.93,139.97
2018-11-03,LSKUSD,2.7,2.7,2.7,2.7,0.0,0.0
2018-11-02,LSKUSD,2.7,2.7,2.62,2.7,5.0,13.31
2018-11-01,LSKUSD,2.7,2.7,2.7,2.7,0.0,0.0
2018-10-31,LSKUSD,2.71,2.71,2.7,2.7,11.29,30.47
2018-10-30,LSKUSD,2.7,2.71,2.7,2.71,18.84,51.06
2018-10-29,LSKUSD,3,3,2.7,2.7,421.97,1157.15
2018-10-28,LSKUSD,2.78,3,2.78,3,35.17,104.77
2018-10-27,LSKUSD,2.84,3.04,2.78,2.78,0.2283,0.6643
2018-10-26,LSKUSD,2.74,2.84,2.74,2.84,35.21,100.0
2018-10-25,LSKUSD,3.05,3.05,2.74,2.74,7.19,20.85
2018-10-24,LSKUSD,3.05,3.05,3.05,3.05,0.0,0.0
2018-10-23,LSKUSD,2.98,3.05,2.98,3.05,1.19,3.61
2018-10-22,LSKUSD,2.9,2.98,2.9,2.98,60.43,178.75
2018-10-21,LSKUSD,3,3,2.51,2.9,60.16,159.74
2018-10-20,LSKUSD,3.05,3.05,3,3,0.47,1.41
2018-10-19,LSKUSD,3.05,3.05,3.05,3.05,0.0,0.0
2018-10-18,LSKUSD,2.89,3.05,2.89,3.05,17.71,53.11
2018-10-17,LSKUSD,2.94,2.95,2.63,2.89,51.88,150.28
2018-10-16,LSKUSD,3.05,3.05,2.44,2.94,50.66,131.96
2018-10-15,LSKUSD,3.09,3.09,2.37,3.05,0.9427,2.33
2018-10-14,LSKUSD,2.83,3.16,2.35,3.09,20.87,49.27
2018-10-13,LSKUSD,3.05,3.06,2.35,2.83,134.75,370.64
2018-10-12,LSKUSD,3.34,3.34,2.8,3.05,35.0,104.32
2018-10-11,LSKUSD,3.65,3.65,3.13,3.34,48.91,154.57
2018-10-10,LSKUSD,3.3,3.65,3.14,3.65,73.99,243.72
2018-10-09,LSKUSD,3.13,3.3,3.13,3.3,0.06061,0.2
2018-10-08,LSKUSD,3.18,3.3,2.12,3.13,12.5,40.63
2018-10-07,LSKUSD,2.16,3.29,2.16,3.18,2.43,8.0
2018-10-06,LSKUSD,2.08,3.29,2.08,2.16,2.2,6.83
2018-10-05,LSKUSD,3.14,3.3,2,2.08,152.17,420.09
2018-10-04,LSKUSD,3.13,3.29,3.13,3.14,19.34,60.58
2018-10-03,LSKUSD,3.32,3.32,3.12,3.13,25.07,79.56
2018-10-02,LSKUSD,3.21,3.32,3.21,3.32,0.06024,0.2
2018-10-01,LSKUSD,3.32,3.32,3.21,3.21,271.02,893.56
2018-09-30,LSKUSD,3.51,3.89,3.21,3.32,180.4,618.15
2018-09-29,LSKUSD,3.36,3.9,3.36,3.51,20.08,73.35
2018-09-28,LSKUSD,3.35,3.36,3.35,3.36,74.43,250.03
2018-09-27,LSKUSD,3.25,3.35,3.25,3.35,96.98,315.18
2018-09-26,LSKUSD,3.3,3.35,3.25,3.25,13.2,42.91
2018-09-25,LSKUSD,3.54,3.54,3.02,3.3,59.25,186.48
2018-09-24,LSKUSD,3.53,3.54,3.19,3.54,1.42,4.57
2018-09-23,LSKUSD,3.53,3.53,3.17,3.53,2.13,6.78
2018-09-22,LSKUSD,3.53,3.53,3.53,3.53,0.3371,1.19
2018-09-21,LSKUSD,3.53,3.53,3.14,3.53,22.8,71.88
2018-09-20,LSKUSD,3.53,3.53,3.53,3.53,0.8215,2.9
2018-09-19,LSKUSD,3.39,3.53,3.2,3.53,78.28,263.01
2018-09-18,LSKUSD,3.39,3.39,3.39,3.39,0.0,0.0
