Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XRP,Volume USD
2018-06-11 04-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-11 03-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-11 02-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-11 01-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-11 12-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 11-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 10-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 09-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 08-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 07-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 06-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 05-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 04-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 03-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 02-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 01-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 12-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 11-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 10-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 09-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 08-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 07-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 06-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 05-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 04-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 03-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 02-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 01-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-10 12-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 11-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 10-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 09-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 08-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 07-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 06-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 05-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 04-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 03-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 02-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 01-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 12-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 11-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 10-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 09-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 08-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 07-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 06-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 05-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 04-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 03-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 02-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 01-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-09 12-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 11-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 10-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 09-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 08-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 07-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 06-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 05-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 04-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 03-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 02-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 01-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 12-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 11-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 10-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 09-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 08-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 07-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 06-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 05-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 04-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 03-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 02-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 01-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-08 12-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 11-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 10-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 09-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 08-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 07-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 06-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 05-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 04-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 03-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 02-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 01-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 12-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 11-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 10-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 09-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 08-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 07-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 06-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 05-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 04-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 03-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 02-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 01-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-07 12-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 11-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 10-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 09-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 08-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 07-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 06-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 05-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 04-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 03-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 02-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 01-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 12-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 11-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 10-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 09-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 08-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 07-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 06-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 05-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 04-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 03-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 02-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 01-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-06 12-AM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
2018-06-05 11-PM,XRPUSD,0.7026,0.7026,0.7026,0.7026,0.0,0.0
