Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETN,Volume BTC
2019-04-07,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-04-06,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-04-05,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-04-04,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-04-03,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-04-02,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-04-01,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-31,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-30,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-29,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-28,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-27,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-26,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-25,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-24,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-23,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-22,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-21,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-20,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-19,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-18,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-17,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-16,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-15,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-14,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-13,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-12,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-11,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-10,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-09,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-08,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-07,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-06,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-05,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-04,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-03,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-02,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-03-01,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-28,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-27,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-26,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-25,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-24,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-23,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-22,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-21,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-20,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-19,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-18,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-17,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-16,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-15,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-14,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-13,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-12,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-11,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-10,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-09,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-08,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-07,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-06,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-05,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-04,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-03,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-02,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-02-01,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-31,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-30,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-29,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-28,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-27,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-26,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-25,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-24,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-23,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-22,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-21,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-20,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-19,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-18,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-17,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-16,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-15,ETNBTC,1.74e-06,1.74e-06,1.74e-06,1.74e-06,0.0,0.0
2019-01-14,ETNBTC,1.8e-06,1.81e-06,1.7e-06,1.74e-06,2279947.6,4.01
2019-01-13,ETNBTC,1.81e-06,1.84e-06,1.79e-06,1.8e-06,6049074.51,10.97
2019-01-12,ETNBTC,1.84e-06,1.84e-06,1.8e-06,1.81e-06,10712227.93,19.41
2019-01-11,ETNBTC,1.83e-06,1.87e-06,1.81e-06,1.84e-06,13482945.78,24.73
2019-01-10,ETNBTC,1.85e-06,1.89e-06,1.69e-06,1.83e-06,15629045.33,28.18
2019-01-09,ETNBTC,1.88e-06,1.89e-06,1.77e-06,1.85e-06,13675285.14,25.32
2019-01-08,ETNBTC,1.94e-06,1.95e-06,1.8e-06,1.88e-06,13039919.31,24.24
2019-01-07,ETNBTC,1.92e-06,1.95e-06,1.9e-06,1.94e-06,4873670.51,9.39
2019-01-06,ETNBTC,1.9e-06,1.94e-06,1.88e-06,1.92e-06,4243047.06,8.13
2019-01-05,ETNBTC,1.91e-06,1.94e-06,1.85e-06,1.9e-06,7163367.49,13.57
2019-01-04,ETNBTC,1.94e-06,1.97e-06,1.9e-06,1.91e-06,9327076.68,17.97
2019-01-03,ETNBTC,1.98e-06,1.99e-06,1.94e-06,1.94e-06,6314540.54,12.41
2019-01-02,ETNBTC,1.98e-06,2.06e-06,1.92e-06,1.98e-06,12861012.69,25.5
2019-01-01,ETNBTC,1.95e-06,2.0e-06,1.95e-06,1.98e-06,3705277.34,7.35
2018-12-31,ETNBTC,1.99e-06,1.99e-06,1.94e-06,1.95e-06,4437518.03,8.7
2018-12-30,ETNBTC,1.99e-06,2.0e-06,1.96e-06,1.99e-06,5198339.62,10.27
2018-12-29,ETNBTC,1.99e-06,2.01e-06,1.96e-06,1.99e-06,7254672.65,14.45
2018-12-28,ETNBTC,1.98e-06,2.01e-06,1.95e-06,1.99e-06,8794866.62,17.43
2018-12-27,ETNBTC,2.02e-06,2.02e-06,1.96e-06,1.98e-06,8480042.01,16.9
2018-12-26,ETNBTC,1.95e-06,2.02e-06,1.91e-06,2.02e-06,9142426.37,17.9
2018-12-25,ETNBTC,2.0e-06,2.03e-06,1.93e-06,1.95e-06,9727206.61,19.09
2018-12-24,ETNBTC,2.02e-06,2.08e-06,2.0e-06,2.0e-06,12085755.22,24.65
2018-12-23,ETNBTC,1.96e-06,2.04e-06,1.94e-06,2.02e-06,10064135.83,20.04
2018-12-22,ETNBTC,1.99e-06,2.02e-06,1.95e-06,1.96e-06,9266765.77,18.37
2018-12-21,ETNBTC,2.0e-06,2.04e-06,1.96e-06,1.99e-06,15760537.5,31.54
2018-12-20,ETNBTC,1.94e-06,2.03e-06,1.88e-06,2.0e-06,16280714.87,31.62
2018-12-19,ETNBTC,1.93e-06,1.96e-06,1.87e-06,1.94e-06,23808088.3,45.38
2018-12-18,ETNBTC,1.93e-06,1.99e-06,1.9e-06,1.93e-06,11428572.19,22.1
2018-12-17,ETNBTC,1.94e-06,1.97e-06,1.9e-06,1.93e-06,13162711.89,25.52
2018-12-16,ETNBTC,1.9e-06,1.97e-06,1.89e-06,1.94e-06,6660566.74,12.97
2018-12-15,ETNBTC,1.9e-06,1.94e-06,1.88e-06,1.9e-06,7876865.43,15.02
2018-12-14,ETNBTC,1.94e-06,2.04e-06,1.87e-06,1.9e-06,15051041.56,29.0
2018-12-13,ETNBTC,2.0e-06,2.02e-06,1.93e-06,1.94e-06,9601742.97,18.76
2018-12-12,ETNBTC,1.92e-06,2.03e-06,1.89e-06,2.0e-06,10673079.0,20.95
2018-12-11,ETNBTC,1.93e-06,2.01e-06,1.8e-06,1.92e-06,11307433.74,21.33
2018-12-10,ETNBTC,1.98e-06,2.02e-06,1.89e-06,1.93e-06,9510448.33,18.35
2018-12-09,ETNBTC,1.84e-06,2.03e-06,1.83e-06,1.98e-06,13059375.73,25.34
2018-12-08,ETNBTC,1.81e-06,1.96e-06,1.79e-06,1.84e-06,10921025.28,20.39
2018-12-07,ETNBTC,1.85e-06,1.89e-06,1.72e-06,1.81e-06,34672337.79,62.26
2018-12-06,ETNBTC,1.91e-06,1.93e-06,1.8e-06,1.85e-06,12316652.44,22.75
2018-12-05,ETNBTC,2.0e-06,2.03e-06,1.89e-06,1.91e-06,14915366.45,29.13
2018-12-04,ETNBTC,2.04e-06,2.05e-06,1.98e-06,1.99e-06,11575996.58,23.36
2018-12-03,ETNBTC,2.05e-06,2.07e-06,2.01e-06,2.04e-06,6729475.99,13.69
2018-12-02,ETNBTC,2.06e-06,2.08e-06,2.04e-06,2.05e-06,4090907.04,8.41
2018-12-01,ETNBTC,2.07e-06,2.08e-06,2.05e-06,2.06e-06,8142693.31,16.77
2018-11-30,ETNBTC,2.06e-06,2.08e-06,2.03e-06,2.07e-06,7278026.6,14.96
2018-11-29,ETNBTC,2.09e-06,2.1e-06,2.01e-06,2.06e-06,13094643.31,26.81
2018-11-28,ETNBTC,2.05e-06,2.11e-06,2.04e-06,2.09e-06,14893908.58,30.79
2018-11-27,ETNBTC,2.08e-06,2.09e-06,2.02e-06,2.05e-06,9499346.91,19.52
2018-11-26,ETNBTC,2.12e-06,2.13e-06,2.04e-06,2.08e-06,12534533.46,26.0
2018-11-25,ETNBTC,2.08e-06,2.13e-06,2.02e-06,2.12e-06,15370234.8,31.86
2018-11-24,ETNBTC,2.09e-06,2.11e-06,2.06e-06,2.08e-06,11417693.81,23.76
2018-11-23,ETNBTC,2.1e-06,2.2e-06,1.98e-06,2.09e-06,20144196.16,41.68
2018-11-22,ETNBTC,2.21e-06,2.25e-06,2.05e-06,2.1e-06,14563007.87,31.44
2018-11-21,ETNBTC,2.15e-06,2.35e-06,2.15e-06,2.21e-06,16709002.13,37.22
2018-11-20,ETNBTC,1.97e-06,2.52e-06,1.9e-06,2.15e-06,45972018.99,98.87
2018-11-19,ETNBTC,2.18e-06,2.2e-06,1.88e-06,1.97e-06,34800234.72,70.68
2018-11-18,ETNBTC,2.29e-06,2.31e-06,2.12e-06,2.18e-06,10274601.23,22.81
2018-11-17,ETNBTC,2.36e-06,2.37e-06,2.25e-06,2.29e-06,9126799.28,20.95
2018-11-16,ETNBTC,2.22e-06,2.39e-06,2.13e-06,2.36e-06,17918484.15,40.44
2018-11-15,ETNBTC,2.22e-06,2.26e-06,2.04e-06,2.22e-06,22393470.37,48.04
2018-11-14,ETNBTC,2.32e-06,2.34e-06,2.09e-06,2.22e-06,24030400.84,52.61
2018-11-13,ETNBTC,2.38e-06,2.4e-06,2.32e-06,2.32e-06,10808498.98,25.45
2018-11-12,ETNBTC,2.31e-06,2.41e-06,2.3e-06,2.38e-06,12875277.11,30.33
2018-11-11,ETNBTC,2.4e-06,2.43e-06,2.3e-06,2.31e-06,8997100.07,21.16
2018-11-10,ETNBTC,2.34e-06,2.54e-06,2.32e-06,2.4e-06,18054259.54,43.14
2018-11-09,ETNBTC,2.55e-06,2.6e-06,2.26e-06,2.34e-06,22101881.63,53.12
2018-11-08,ETNBTC,2.67e-06,2.73e-06,2.49e-06,2.55e-06,17229524.23,44.47
2018-11-07,ETNBTC,2.8e-06,2.81e-06,2.53e-06,2.67e-06,17756252.31,47.3
2018-11-06,ETNBTC,2.81e-06,2.86e-06,2.77e-06,2.8e-06,10399997.73,29.28
2018-11-05,ETNBTC,2.85e-06,2.87e-06,2.77e-06,2.81e-06,8794110.73,24.72
2018-11-04,ETNBTC,2.93e-06,2.95e-06,2.73e-06,2.85e-06,14123206.28,40.07
2018-11-03,ETNBTC,3.0e-06,3.04e-06,2.89e-06,2.93e-06,13504122.7,39.76
2018-11-02,ETNBTC,2.94e-06,3.04e-06,2.9e-06,3.0e-06,17943970.15,53.07
2018-11-01,ETNBTC,2.79e-06,2.96e-06,2.79e-06,2.94e-06,13775310.07,39.78
2018-10-31,ETNBTC,2.89e-06,2.9e-06,2.74e-06,2.79e-06,14458623.15,40.65
2018-10-30,ETNBTC,2.78e-06,2.9e-06,2.69e-06,2.89e-06,16513635.28,46.41
2018-10-29,ETNBTC,2.89e-06,2.93e-06,2.72e-06,2.78e-06,15116706.86,42.17
2018-10-28,ETNBTC,2.76e-06,2.93e-06,2.73e-06,2.89e-06,9774097.44,27.62
2018-10-27,ETNBTC,2.65e-06,2.97e-06,2.62e-06,2.76e-06,26832994.22,75.29
2018-10-26,ETNBTC,2.21e-06,3.1e-06,2.11e-06,2.65e-06,77939398.55,207.71
2018-10-25,ETNBTC,2.54e-06,2.58e-06,2.07e-06,2.21e-06,48473474.03,108.33
2018-10-24,ETNBTC,2.53e-06,3.05e-06,2.36e-06,2.54e-06,27559607.53,71.21
2018-10-23,ETNBTC,2.97e-06,2.97e-06,2.36e-06,2.53e-06,32152113.76,85.56
2018-10-22,ETNBTC,3.0e-06,3.07e-06,2.86e-06,2.97e-06,15633187.49,46.51
2018-10-21,ETNBTC,3.04e-06,3.05e-06,2.98e-06,3.0e-06,7629168.06,22.97
2018-10-20,ETNBTC,3.04e-06,3.14e-06,2.98e-06,3.04e-06,5962297.71,18.16
2018-10-19,ETNBTC,3.03e-06,3.2e-06,2.95e-06,3.04e-06,16982549.84,52.26
2018-10-18,ETNBTC,3.04e-06,3.13e-06,2.81e-06,3.03e-06,24731695.56,73.67
2018-10-17,ETNBTC,3.38e-06,3.39e-06,2.84e-06,3.04e-06,30753360.76,94.8
2018-10-16,ETNBTC,3.5e-06,3.52e-06,3.37e-06,3.38e-06,11789581.2,40.4
2018-10-15,ETNBTC,3.55e-06,3.56e-06,3.38e-06,3.5e-06,12560167.99,43.52
2018-10-14,ETNBTC,3.48e-06,3.57e-06,3.47e-06,3.55e-06,6394610.89,22.6
2018-10-13,ETNBTC,3.55e-06,3.6e-06,3.46e-06,3.48e-06,9422209.84,33.38
2018-10-12,ETNBTC,3.54e-06,3.62e-06,3.44e-06,3.55e-06,13867041.81,48.8
2018-10-11,ETNBTC,3.8e-06,3.82e-06,3.51e-06,3.54e-06,25083647.58,91.02
2018-10-10,ETNBTC,3.79e-06,3.87e-06,3.55e-06,3.8e-06,31159011.69,116.97
2018-10-09,ETNBTC,3.43e-06,3.79e-06,3.42e-06,3.79e-06,25262031.11,91.27
2018-10-08,ETNBTC,3.52e-06,3.56e-06,3.3e-06,3.43e-06,20610296.23,70.28
2018-10-07,ETNBTC,3.14e-06,3.81e-06,3.12e-06,3.52e-06,38490015.28,134.52
2018-10-06,ETNBTC,3.08e-06,3.15e-06,3.04e-06,3.14e-06,11924184.95,36.87
2018-10-05,ETNBTC,3.01e-06,3.1e-06,2.99e-06,3.08e-06,9151682.27,27.8
2018-10-04,ETNBTC,3.04e-06,3.12e-06,3.01e-06,3.01e-06,12050127.96,36.97
