Created on 01-28-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-10-30 11-PM,BCHUSD,421.29,421.29,417.65,417.65,0.0,0.0
2018-10-30 10-PM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 09-PM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 08-PM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 07-PM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 06-PM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 05-PM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 04-PM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 03-PM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 02-PM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 01-PM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 12-PM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 11-AM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 10-AM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 09-AM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 08-AM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 07-AM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 06-AM,BCHUSD,421.29,421.29,421.29,421.29,0.0,0.0
2018-10-30 05-AM,BCHUSD,421.91,422.63,420.11,421.29,2.33,984.43
2018-10-28 08-PM,BCHUSD,439.51,440.21,438.98,440.21,0.00675,2.97
2018-10-28 07-PM,BCHUSD,438.28,440.14,437.97,439.51,18.77,8230.97
2018-10-28 06-PM,BCHUSD,440.59,440.59,438.28,438.28,0.1242,54.46
2018-10-28 05-PM,BCHUSD,440.61,440.63,439.57,440.59,0.9703,426.53
2018-10-28 04-PM,BCHUSD,440.7,440.7,440.61,440.61,0.004,1.76
2018-10-28 03-PM,BCHUSD,439.25,441.08,439.1,440.7,14.27,6285.3
2018-10-28 02-PM,BCHUSD,440,440.61,439.25,439.25,13.58,5965.97
2018-10-28 01-PM,BCHUSD,440,440,438.94,440,3.12,1370.67
2018-10-28 12-PM,BCHUSD,439,440,438.39,440,7.25,3180.95
2018-10-28 11-AM,BCHUSD,440.88,440.88,439,439,16.85,7397.88
2018-10-28 10-AM,BCHUSD,440.88,440.98,440.88,440.88,0.4441,195.83
2018-10-28 09-AM,BCHUSD,440.8,441.52,440.8,440.88,0.947,417.88
2018-10-28 08-AM,BCHUSD,441.83,441.83,440.8,440.8,0.4432,195.36
2018-10-28 07-AM,BCHUSD,440.14,441.83,439.92,441.83,7.75,3407.45
2018-10-28 06-AM,BCHUSD,441,441.88,440.06,440.14,39.71,17495.83
2018-10-28 05-AM,BCHUSD,439.84,441,439.84,441,1.29,568.61
2018-10-28 04-AM,BCHUSD,439.48,440.96,439.48,439.84,10.87,4783.24
2018-10-28 03-AM,BCHUSD,438,441,438,439.48,19.69,8665.34
2018-10-28 02-AM,BCHUSD,439.33,440.35,438,438,4.03,1767.54
2018-10-28 01-AM,BCHUSD,440,440,439.33,439.33,9.83,4319.57
2018-10-28 12-AM,BCHUSD,440.12,440.12,440,440,0.7213,317.44
2018-10-27 11-PM,BCHUSD,440,440.12,440,440.12,0.4906,215.91
2018-10-27 10-PM,BCHUSD,439.56,440,439.34,440,7.5,3296.53
2018-10-27 09-PM,BCHUSD,439.56,439.56,439.56,439.56,0.0,0.0
2018-10-27 08-PM,BCHUSD,439.46,439.56,439.14,439.56,0.01412,6.2
2018-10-27 07-PM,BCHUSD,439.29,439.61,439.14,439.46,0.9872,433.83
2018-10-27 06-PM,BCHUSD,440,440,437.99,439.29,14.51,6362.69
2018-10-27 05-PM,BCHUSD,440,440,439.76,440,4.77,2096.66
2018-10-27 04-PM,BCHUSD,441,441,438.68,440,3.67,1611.82
2018-10-27 03-PM,BCHUSD,440.51,441.1,438.16,441,115.53,50705.27
2018-10-27 02-PM,BCHUSD,442.8,442.8,440.51,440.51,4.24,1871.62
2018-10-27 01-PM,BCHUSD,442.79,442.8,440,442.8,132.43,58368.71
2018-10-27 12-PM,BCHUSD,442.8,442.8,442.5,442.79,2.13,942.9
2018-10-27 11-AM,BCHUSD,443.5,444.89,442.8,442.8,2.04,901.53
2018-10-27 10-AM,BCHUSD,442.5,444.72,442.5,443.5,19.26,8561.93
2018-10-27 09-AM,BCHUSD,443.97,443.97,442.5,442.5,10.01,4429.11
2018-10-27 08-AM,BCHUSD,443.5,444.93,442.13,443.97,2.12,936.91
2018-10-27 07-AM,BCHUSD,442.26,443.5,442.26,443.5,2.0,887.0
2018-10-27 06-AM,BCHUSD,442.42,442.42,442.26,442.26,89.87,39746.97
2018-10-27 05-AM,BCHUSD,443,444.54,442.42,442.42,16.38,7249.45
2018-10-27 04-AM,BCHUSD,443.65,444.46,443,443,3.12,1382.44
2018-10-27 03-AM,BCHUSD,443.5,445.21,443.11,443.65,13.19,5852.55
2018-10-27 02-AM,BCHUSD,445.21,445.21,443.5,443.5,2.79,1240.21
2018-10-27 01-AM,BCHUSD,443.5,445.21,443.5,445.21,2.01,894.76
2018-10-27 12-AM,BCHUSD,443.42,445,443.42,443.5,39.57,17604.34
2018-10-26 11-PM,BCHUSD,443.27,444.32,443.27,443.42,5.94,2637.65
2018-10-26 10-PM,BCHUSD,443.27,443.27,443.27,443.27,0.07256,32.16
2018-10-26 09-PM,BCHUSD,444.86,444.86,443.27,443.27,4.55,2014.91
2018-10-26 08-PM,BCHUSD,444.86,444.86,444.86,444.86,0.004209,1.87
2018-10-26 07-PM,BCHUSD,445.1,445.1,443.27,444.86,2.57,1143.61
2018-10-26 06-PM,BCHUSD,443.87,445.1,443.87,445.1,0.0502,22.34
2018-10-26 05-PM,BCHUSD,443.95,444.76,443.87,443.87,0.9604,426.36
2018-10-26 04-PM,BCHUSD,445.99,445.99,443.04,443.95,10.6,4711.58
2018-10-26 03-PM,BCHUSD,445.28,446.01,444.27,445.99,4.37,1943.33
2018-10-26 02-PM,BCHUSD,445.54,445.54,443.51,445.28,12.61,5604.79
