Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume USD
2019-07-03,BCHUSD,429,429,407.58,418.74,2.607,1093.37
2019-07-02,BCHUSD,423.02,429,394.75,429,11.72,4839.21
2019-07-01,BCHUSD,418.5,429.76,400.1,423.02,4.192,1737.09
2019-06-30,BCHUSD,449.89,449.89,418,418.5,9.737,4270.43
2019-06-29,BCHUSD,440.37,449.89,425,449.89,7.206,3184.61
2019-06-28,BCHUSD,413.79,443.16,401,440.37,6.97,2925.72
2019-06-27,BCHUSD,462.99,462.99,390.53,413.79,20.72,8682.63
2019-06-26,BCHUSD,459.32,500,451,462.99,33.1,15804.03
2019-06-25,BCHUSD,460,473.99,434.4,459.32,13.09,5937.2
2019-06-24,BCHUSD,448.86,478,324.01,460,34.9,15077.71
2019-06-23,BCHUSD,448.61,460,425.92,448.86,18.96,8325.62
2019-06-22,BCHUSD,425.89,464.39,409,448.61,36.38,15945.31
2019-06-21,BCHUSD,414,434,407.9,425.89,17.52,7335.03
2019-06-20,BCHUSD,412,414,396,414,18.86,7601.78
2019-06-19,BCHUSD,412.31,416.26,360.01,412,9.044,3624.23
2019-06-18,BCHUSD,428.63,428.63,409.46,409.46,5.957,2486.29
2019-06-17,BCHUSD,425.77,434.34,410,428.63,10.73,4598.21
2019-06-16,BCHUSD,425.97,436,408.48,425.77,2.465,1052.87
2019-06-15,BCHUSD,419.64,429.5,395.22,425.97,6.053,2542.75
2019-06-14,BCHUSD,424.75,424.75,416.52,419.64,1.095,460.72
2019-06-13,BCHUSD,407.51,429.5,407.51,424.75,9.868,4180.5
2019-06-12,BCHUSD,402.78,412.01,402.61,407.51,0.7302,295.65
2019-06-11,BCHUSD,401.96,410,393.33,402.78,2.438,980.97
2019-06-10,BCHUSD,396.07,409,394.53,401.96,3.008,1203.3
2019-06-09,BCHUSD,406.41,406.41,388.32,396.07,3.615,1437.8
2019-06-08,BCHUSD,408.62,410.44,403.08,406.41,1.224,498.22
2019-06-07,BCHUSD,403.54,417.13,400.43,408.62,3.93,1598.16
2019-06-06,BCHUSD,403.99,414.41,390,403.54,5.03,2006.63
2019-06-05,BCHUSD,394.63,420,394.28,403.99,9.95,3988.26
2019-06-04,BCHUSD,416.02,416.02,385,394.63,7.12,2843.82
2019-06-03,BCHUSD,440.81,446.82,411.07,416.02,5.6,2374.22
2019-06-02,BCHUSD,440.07,443.3,432.4,440.81,1.32,579.45
2019-06-01,BCHUSD,449.9,449.9,411.07,440.07,15.28,6753.97
2019-05-31,BCHUSD,438.03,449.9,390,449.9,7.67,3277.26
2019-05-30,BCHUSD,455,476,420,438.03,60.04,27412.76
2019-05-29,BCHUSD,420.9,459,420.9,455,22.37,9986.84
2019-05-28,BCHUSD,432,437,420.01,420.9,0.7892,337.45
2019-05-27,BCHUSD,430,439.5,413.42,432,13.38,5767.29
2019-05-26,BCHUSD,400,430,390,430,2.65,1102.82
2019-05-25,BCHUSD,410,410,400,400,0.6648,267.59
2019-05-24,BCHUSD,404.75,416,400.95,410,3.44,1408.16
2019-05-23,BCHUSD,390.95,404.75,376.01,404.75,7.12,2769.64
2019-05-22,BCHUSD,420,420,390.95,390.95,1.44,572.23
2019-05-21,BCHUSD,400,420,400,420,1.49,618.77
2019-05-20,BCHUSD,412,419.85,393,400,18.16,7456.32
2019-05-19,BCHUSD,363.38,422.53,363.38,422.53,2.86,1174.98
2019-05-18,BCHUSD,366.33,376,350.8,363.38,37.3,13815.72
2019-05-17,BCHUSD,393,393,350,366.33,33.45,12017.12
2019-05-16,BCHUSD,415,448.72,392,393,34.68,14374.67
2019-05-15,BCHUSD,371.01,415,371.01,415,5.92,2292.26
2019-05-14,BCHUSD,380,418.73,367,371.01,6.14,2411.79
2019-05-13,BCHUSD,362.19,400,353.8,380,21.36,7965.31
2019-05-12,BCHUSD,339.43,372,325,362.19,11.01,3858.68
2019-05-11,BCHUSD,286.04,372.42,286.04,339.43,44.64,14139.16
2019-05-10,BCHUSD,280,290,279.75,286.04,7.63,2211.17
2019-05-09,BCHUSD,288.07,298,280,280,1.64,467.87
2019-05-08,BCHUSD,293.29,293.29,283,288.07,2.05,594.29
2019-05-07,BCHUSD,298,298,294.34,294.34,0.7654,227.47
2019-05-06,BCHUSD,303.38,303.38,290.25,298,1.05,309.78
2019-05-05,BCHUSD,299.99,303.38,290,303.38,0.9333,273.99
2019-05-04,BCHUSD,292.15,310,280,299.99,5.63,1705.73
2019-05-03,BCHUSD,275,299,274.31,292.15,3.51,1021.3
2019-05-02,BCHUSD,279.56,288.95,275,275,1.44,407.73
2019-05-01,BCHUSD,290,292.85,278.17,279.56,1.36,379.97
2019-04-30,BCHUSD,258.07,290,253,290,2.77,747.66
2019-04-29,BCHUSD,266.99,274,255.23,258.07,3.78,1003.44
2019-04-28,BCHUSD,287,287,266.99,266.99,2.03,557.1
