Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XEM,Volume ETH
2018-05-21,XEMETH,0.00045,0.000465,0.000441,0.000443,52940.0,23.75
2018-05-20,XEMETH,0.000441,0.000452,0.000436,0.00045,33790.0,14.97
2018-05-19,XEMETH,0.000448,0.000453,0.000439,0.000441,28130.0,12.46
2018-05-18,XEMETH,0.00045,0.000457,0.00044,0.000448,66380.0,29.6
2018-05-17,XEMETH,0.000459,0.000463,0.000441,0.00045,82430.0,37.62
2018-05-16,XEMETH,0.000472,0.000473,0.00045,0.000459,58270.0,26.74
2018-05-15,XEMETH,0.000501,0.000505,0.000468,0.000472,83500.0,40.92
2018-05-14,XEMETH,0.000484,0.00055,0.000478,0.000501,180130.0,92.95
2018-05-13,XEMETH,0.000485,0.000487,0.00047,0.000484,43610.0,20.87
2018-05-12,XEMETH,0.000477,0.000492,0.000468,0.000485,95430.0,46.0
2018-05-11,XEMETH,0.000484,0.000484,0.00045,0.000477,199450.0,94.08
2018-05-10,XEMETH,0.000505,0.000507,0.000484,0.000484,46170.0,22.78
2018-05-09,XEMETH,0.000504,0.000521,0.000495,0.000505,69400.0,35.02
2018-05-08,XEMETH,0.00052,0.000523,0.000503,0.000504,37690.0,19.28
2018-05-07,XEMETH,0.000528,0.000546,0.000511,0.00052,34490.0,18.19
2018-05-06,XEMETH,0.000525,0.00053,0.000505,0.000528,28880.0,15.03
2018-05-05,XEMETH,0.000552,0.000552,0.000522,0.000525,29920.0,15.84
2018-05-04,XEMETH,0.000559,0.000563,0.000536,0.000552,83010.0,45.22
2018-05-03,XEMETH,0.000615,0.000615,0.000558,0.000559,60170.0,34.49
2018-05-02,XEMETH,0.0006,0.000624,0.000595,0.000615,20530.0,12.42
2018-05-01,XEMETH,0.000607,0.000619,0.000588,0.0006,25000.0,14.99
2018-04-30,XEMETH,0.000615,0.000616,0.000586,0.000607,46860.0,28.32
2018-04-29,XEMETH,0.000617,0.000631,0.000598,0.000615,36170.0,22.41
2018-04-28,XEMETH,0.000598,0.000626,0.000581,0.000617,46090.0,27.61
2018-04-27,XEMETH,0.000609,0.000627,0.000584,0.000598,58640.0,35.15
2018-04-26,XEMETH,0.00061,0.00065,0.000585,0.000609,66360.0,40.12
2018-04-25,XEMETH,0.000612,0.000665,0.000587,0.00061,113700.0,70.5
2018-04-24,XEMETH,0.000613,0.000622,0.000586,0.000612,52820.0,31.68
2018-04-23,XEMETH,0.000621,0.000624,0.000599,0.000613,38180.0,23.19
2018-04-22,XEMETH,0.000631,0.000639,0.000611,0.000621,45730.0,28.68
2018-04-21,XEMETH,0.000659,0.000675,0.000615,0.000631,47900.0,30.55
2018-04-20,XEMETH,0.000678,0.000686,0.000654,0.000659,42690.0,28.53
2018-04-19,XEMETH,0.000713,0.000734,0.000678,0.000678,44610.0,31.28
2018-04-18,XEMETH,0.000679,0.000732,0.000677,0.000713,51500.0,36.42
2018-04-17,XEMETH,0.00067,0.000684,0.000647,0.000679,99270.0,66.12
2018-04-16,XEMETH,0.000672,0.000712,0.000634,0.00067,187300.0,126.04
2018-04-15,XEMETH,0.000612,0.000676,0.0006,0.000672,158630.0,101.67
2018-04-14,XEMETH,0.00057,0.000635,0.000567,0.000612,120560.0,71.59
2018-04-13,XEMETH,0.00056,0.000597,0.000546,0.00057,115190.0,66.42
2018-04-12,XEMETH,0.000572,0.00058,0.000556,0.00056,76890.0,43.57
2018-04-11,XEMETH,0.000568,0.000579,0.000559,0.000572,26070.0,14.87
2018-04-10,XEMETH,0.000572,0.000575,0.000558,0.000568,56070.0,31.76
2018-04-09,XEMETH,0.000584,0.000601,0.000553,0.000572,61050.0,34.88
2018-04-08,XEMETH,0.000576,0.000601,0.000572,0.000584,29120.0,16.84
2018-04-07,XEMETH,0.00059,0.000593,0.000572,0.000576,41170.0,23.93
2018-04-06,XEMETH,0.000583,0.000595,0.000577,0.00059,20080.0,11.79
2018-04-05,XEMETH,0.000589,0.000627,0.000572,0.000583,109020.0,65.01
2018-04-04,XEMETH,0.000616,0.00063,0.000588,0.000589,94500.0,57.78
2018-04-03,XEMETH,0.000581,0.000638,0.000581,0.000616,108560.0,66.41
2018-04-02,XEMETH,0.000555,0.000597,0.000545,0.000581,87360.0,49.45
2018-04-01,XEMETH,0.000559,0.000563,0.000544,0.000555,31700.0,17.62
2018-03-31,XEMETH,0.000561,0.000563,0.00055,0.000559,44100.0,24.57
2018-03-30,XEMETH,0.000577,0.000595,0.000557,0.000561,54440.0,30.94
2018-03-29,XEMETH,0.000564,0.000583,0.000556,0.000577,58710.0,33.54
2018-03-28,XEMETH,0.000553,0.000568,0.000543,0.000564,41260.0,22.87
2018-03-27,XEMETH,0.000546,0.000581,0.00054,0.000553,85130.0,47.28
2018-03-26,XEMETH,0.000553,0.000557,0.000535,0.000546,87620.0,47.73
2018-03-25,XEMETH,0.000532,0.000606,0.000526,0.000553,203500.0,117.3
2018-03-24,XEMETH,0.000525,0.000565,0.000522,0.000532,145750.0,79.05
2018-03-23,XEMETH,0.000551,0.000554,0.000525,0.000525,35630.0,19.0
2018-03-22,XEMETH,0.000532,0.000588,0.00052,0.000551,127450.0,69.64
2018-03-21,XEMETH,0.000544,0.000571,0.00052,0.000532,744440.0,405.15
2018-03-20,XEMETH,0.000517,0.000655,0.000487,0.000544,1566890.0,874.23
2018-03-19,XEMETH,0.000531,0.00059,0.000484,0.000517,1325360.0,671.59
2018-03-18,XEMETH,0.000511,0.000535,0.000481,0.000531,221400.0,113.26
2018-03-17,XEMETH,0.000557,0.000557,0.000485,0.000511,71830.0,36.38
2018-03-16,XEMETH,0.000603,0.00062,0.00054,0.000557,95030.0,53.86
2018-03-15,XEMETH,0.000635,0.000679,0.000567,0.000603,203190.0,122.55
2018-03-14,XEMETH,0.000669,0.000748,0.000625,0.000635,380860.0,263.55
2018-03-13,XEMETH,0.000553,0.000689,0.000551,0.000669,298410.0,187.2
2018-03-12,XEMETH,0.000484,0.00056,0.000479,0.000553,157530.0,83.56
2018-03-11,XEMETH,0.000509,0.000513,0.000477,0.000484,109580.0,54.54
2018-03-10,XEMETH,0.000465,0.000512,0.000461,0.000509,80240.0,39.22
2018-03-09,XEMETH,0.000473,0.000526,0.000448,0.000465,786920.0,390.67
2018-03-08,XEMETH,0.000385,0.000485,0.000375,0.000473,472510.0,212.51
2018-03-07,XEMETH,0.000397,0.000405,0.00038,0.000385,294730.0,115.15
2018-03-06,XEMETH,0.000396,0.000406,0.000365,0.000397,372400.0,143.18
2018-03-05,XEMETH,0.000399,0.000419,0.00036,0.000396,604750.0,235.09
2018-03-04,XEMETH,0.000425,0.000425,0.000379,0.000399,250700.0,99.74
2018-03-03,XEMETH,0.000452,0.000462,0.000395,0.000425,89290.0,38.82
2018-03-02,XEMETH,0.000466,0.00047,0.000452,0.000452,98990.0,45.55
2018-03-01,XEMETH,0.000467,0.000468,0.00045,0.000466,48210.0,22.12
2018-02-28,XEMETH,0.00045,0.000496,0.000448,0.000467,125080.0,59.19
2018-02-27,XEMETH,0.000456,0.000456,0.000441,0.00045,68960.0,30.74
2018-02-26,XEMETH,0.000467,0.000468,0.000442,0.000456,78510.0,35.51
2018-02-25,XEMETH,0.000476,0.000488,0.000446,0.000467,141960.0,65.71
2018-02-24,XEMETH,0.000499,0.000503,0.000475,0.000476,59970.0,29.41
2018-02-23,XEMETH,0.00052,0.000525,0.000487,0.000499,112430.0,57.05
2018-02-22,XEMETH,0.000524,0.000539,0.000494,0.00052,82400.0,42.44
2018-02-21,XEMETH,0.000523,0.000571,0.000497,0.000524,111970.0,59.62
2018-02-20,XEMETH,0.000555,0.000555,0.00052,0.000523,101200.0,53.92
2018-02-19,XEMETH,0.000563,0.000567,0.000542,0.000555,104960.0,58.08
2018-02-18,XEMETH,0.000615,0.000615,0.000555,0.000563,41220.0,23.62
2018-02-17,XEMETH,0.000557,0.000618,0.00055,0.000615,116820.0,70.03
2018-02-16,XEMETH,0.000598,0.000617,0.000527,0.000557,108550.0,61.42
2018-02-15,XEMETH,0.000594,0.000619,0.000567,0.000598,272030.0,160.88
2018-02-14,XEMETH,0.000605,0.000617,0.00056,0.000594,371160.0,219.46
2018-02-13,XEMETH,0.000615,0.000636,0.000565,0.000605,386250.0,236.54
2018-02-12,XEMETH,0.000637,0.000645,0.000595,0.000615,216770.0,133.96
2018-02-11,XEMETH,0.000656,0.000663,0.000631,0.000637,73930.0,47.4
2018-02-10,XEMETH,0.000662,0.0007,0.000646,0.000656,125200.0,84.06
2018-02-09,XEMETH,0.000659,0.000683,0.00064,0.000662,152990.0,100.8
2018-02-08,XEMETH,0.000676,0.000693,0.000658,0.000659,174670.0,118.29
2018-02-07,XEMETH,0.000665,0.000746,0.000665,0.000676,213220.0,150.77
2018-02-06,XEMETH,0.00063,0.000711,0.00061,0.000665,225390.0,146.83
2018-02-05,XEMETH,0.000655,0.000658,0.000615,0.00063,149050.0,94.42
2018-02-04,XEMETH,0.00066,0.000707,0.000638,0.000655,74680.0,49.67
2018-02-03,XEMETH,0.000644,0.000665,0.000603,0.00066,96520.0,61.3
2018-02-02,XEMETH,0.000626,0.000652,0.000566,0.000644,242430.0,147.71
2018-02-01,XEMETH,0.0007,0.000715,0.000599,0.000626,176650.0,115.36
2018-01-31,XEMETH,0.000735,0.00074,0.000681,0.0007,116990.0,81.99
2018-01-30,XEMETH,0.000789,0.000794,0.00072,0.000735,178700.0,134.53
2018-01-29,XEMETH,0.000802,0.000807,0.000765,0.000789,108510.0,85.23
2018-01-28,XEMETH,0.000926,0.00093,0.000789,0.000802,97300.0,81.74
2018-01-27,XEMETH,0.000821,0.000995,0.000801,0.000926,273850.0,242.96
2018-01-26,XEMETH,0.00089,0.000951,0.000774,0.000821,308360.0,253.84
2018-01-25,XEMETH,0.000915,0.000938,0.000874,0.00089,130900.0,118.21
2018-01-24,XEMETH,0.000957,0.000986,0.000904,0.000915,232200.0,216.89
2018-01-23,XEMETH,0.000983,0.000996,0.000919,0.000957,275060.0,266.49
2018-01-22,XEMETH,0.000993,0.001019,0.000926,0.000983,322640.0,314.49
2018-01-21,XEMETH,0.00102,0.001046,0.00096,0.000993,257490.0,256.59
2018-01-20,XEMETH,0.001043,0.001087,0.000999,0.00102,236350.0,241.83
2018-01-19,XEMETH,0.001034,0.00107,0.000959,0.001043,277700.0,282.86
2018-01-18,XEMETH,0.00093,0.001039,0.000893,0.001034,406100.0,387.64
2018-01-17,XEMETH,0.000911,0.000944,0.000792,0.00093,559410.0,489.67
2018-01-16,XEMETH,0.001045,0.001092,0.000645,0.000911,679570.0,634.21
2018-01-15,XEMETH,0.000959,0.001113,0.000959,0.001045,348710.0,368.29
2018-01-14,XEMETH,0.001043,0.00105,0.000958,0.000959,220840.0,219.26
2018-01-13,XEMETH,0.001108,0.001148,0.001001,0.001043,1303760.0,1441.42
2018-01-12,XEMETH,0.001094,0.001134,0.00106,0.001108,1358350.0,1480.3
2018-01-11,XEMETH,0.001117,0.001147,0.000931,0.001094,1867780.0,2001.77
2018-01-10,XEMETH,0.001128,0.001154,0.000858,0.001117,2007010.0,2096.31
2018-01-09,XEMETH,0.001394,0.001452,0.001,0.001128,2939390.0,3843.06
2018-01-08,XEMETH,0.00161,0.00161,0.0013,0.001394,1805360.0,2549.93
2018-01-07,XEMETH,0.00162,0.001785,0.00148,0.00161,1449480.0,2281.61
2018-01-06,XEMETH,0.001627,0.001792,0.001482,0.00162,2310520.0,3733.65
2018-01-05,XEMETH,0.001699,0.001841,0.001501,0.001627,3129990.0,5194.54
2018-01-04,XEMETH,0.00186,0.002244,0.00165,0.001699,3498500.0,6685.18
2018-01-03,XEMETH,0.001312,0.00197,0.001269,0.00186,2301980.0,3516.78
2018-01-02,XEMETH,0.001364,0.001476,0.001157,0.001312,966530.0,1251.84
2018-01-01,XEMETH,0.001385,0.001479,0.00128,0.001364,1469940.0,2015.92
2017-12-31,XEMETH,0.001308,0.001546,0.001266,0.001385,1484540.0,1976.38
2017-12-30,XEMETH,0.00142,0.00154,0.001251,0.001308,2265130.0,3033.2
2017-12-29,XEMETH,0.00126,0.001459,0.001229,0.00142,1673230.0,2217.86
2017-12-28,XEMETH,0.001258,0.001282,0.001201,0.00126,1684450.0,2092.82
2017-12-27,XEMETH,0.001287,0.001332,0.00123,0.001258,1980990.0,2508.82
2017-12-26,XEMETH,0.001358,0.001386,0.001201,0.001287,2398700.0,3079.93
2017-12-25,XEMETH,0.001525,0.001688,0.00126,0.001358,2078050.0,2914.12
2017-12-24,XEMETH,0.001302,0.001533,0.001214,0.001525,2005930.0,2698.1
2017-12-23,XEMETH,0.001183,0.001371,0.001125,0.001302,2158100.0,2705.16
2017-12-22,XEMETH,0.001239,0.001395,0.0009,0.001183,2570660.0,3127.04
2017-12-21,XEMETH,0.001141,0.001999,0.001131,0.001239,2164520.0,2591.1
2017-12-20,XEMETH,0.001123,0.00126,0.001062,0.001141,2355520.0,2668.41
2017-12-19,XEMETH,0.001054,0.001268,0.00105,0.001123,2952730.0,3377.67
2017-12-18,XEMETH,0.000952,0.001289,0.000939,0.001054,1904780.0,1981.11
2017-12-17,XEMETH,0.000967,0.001141,0.000896,0.000952,1556340.0,1510.62
2017-12-16,XEMETH,0.000868,0.00135,0.000825,0.000967,1895750.0,1741.29
2017-12-15,XEMETH,0.000877,0.000949,0.000766,0.000868,2017530.0,1716.87
2017-12-14,XEMETH,0.000747,0.00114,0.000687,0.000877,1752550.0,1391.58
2017-12-13,XEMETH,0.000855,0.000889,0.000722,0.000747,2328710.0,1891.04
2017-12-12,XEMETH,0.000948,0.001099,0.000797,0.000855,1237980.0,1148.94
2017-12-11,XEMETH,0.000914,0.001117,0.000886,0.000948,891710.0,870.67
2017-12-10,XEMETH,0.000956,0.00107,0.000774,0.000914,61910.0,52.23
2017-12-09,XEMETH,0.001451,0.001495,0.000802,0.000956,60040.0,61.27
2017-12-08,XEMETH,0.000707,0.0016,0.000563,0.001451,62130.0,73.17
2017-12-07,XEMETH,0.00075,0.00086,0.000605,0.000707,17370.0,13.34
2017-12-06,XEMETH,0.000661,0.000783,0.000635,0.00075,10430.0,7.48
2017-12-05,XEMETH,0.000649,0.000664,0.00057,0.000661,29770.0,18.89
2017-12-04,XEMETH,0.000588,0.000649,0.000535,0.000649,20990.0,12.48
2017-12-03,XEMETH,0.000556,0.000631,0.000523,0.000588,25980.0,15.5
2017-12-02,XEMETH,0.000508,0.000558,0.000496,0.000556,8260.0,4.5
2017-12-01,XEMETH,0.000505,0.000528,0.00048,0.000508,6440.0,3.23
2017-11-30,XEMETH,0.000496,0.000536,0.000479,0.000505,5240.0,2.69
2017-11-29,XEMETH,0.00054,0.000609,0.000466,0.000496,13450.0,6.84
2017-11-28,XEMETH,0.000462,0.00054,0.000462,0.00054,4680.0,2.41
2017-11-27,XEMETH,0.000453,0.000474,0.00044,0.000462,4650.0,2.12
2017-11-26,XEMETH,0.000469,0.000489,4.0e-05,0.000453,50070.0,13.05
2017-11-25,XEMETH,0.00045,0.000474,0.000443,0.000469,25580.0,11.76
2017-11-24,XEMETH,4.0e-05,0.0005,4.0e-05,0.00045,4950.0,1.97
