Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ICN,Volume ETH
2019-07-03,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-07-02,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-07-01,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-30,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-29,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-28,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-27,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-26,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-25,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-24,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-23,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-22,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-21,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-20,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-19,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-18,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-17,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-16,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-15,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-14,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-13,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-12,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-11,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-10,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-09,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-08,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-07,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-06,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-05,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-04,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-03,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-02,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-06-01,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-31,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-30,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-29,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-28,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-27,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-26,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-25,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-24,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-23,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-22,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-21,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-20,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-19,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-18,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-17,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-16,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-15,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-14,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-13,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-12,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-11,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-10,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-09,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-08,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-07,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-06,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-05,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-04,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-03,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-02,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-05-01,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-30,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-29,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-28,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-27,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-26,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-25,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-24,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-23,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-22,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-21,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-20,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-19,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-18,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-17,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-16,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-15,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-14,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-13,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-12,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-11,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-10,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-09,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-08,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-07,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-06,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-05,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-04,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-03,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-02,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-04-01,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-31,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-30,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-29,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-28,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-27,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-26,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-25,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-24,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-23,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-22,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-21,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-20,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-19,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-18,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-17,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-16,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-15,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-14,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-13,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-12,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-11,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-10,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-09,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-08,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-07,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-06,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-05,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-04,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-03,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-02,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-03-01,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
2019-02-28,ICNETH,0.001707,0.001707,0.001707,0.001707,0.0,0.0
