Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume HST,Volume BTC
2019-07-03,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-07-02,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-07-01,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-30,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-29,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-28,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-27,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-26,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-25,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-24,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-23,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-22,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-21,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-20,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-19,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-18,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-17,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-16,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-15,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-14,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-13,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-12,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-11,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-10,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-09,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-08,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-07,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-06,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-05,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-04,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-03,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-02,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-06-01,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-31,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-30,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-29,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-28,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-27,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-26,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-25,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-24,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-23,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-22,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-21,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-20,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-19,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-18,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-17,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-16,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-15,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-14,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-13,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-12,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-11,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-10,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-09,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-08,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-07,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-06,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-05,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-04,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-03,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-02,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-05-01,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-30,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-29,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-28,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-27,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-26,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-25,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-24,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-23,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-22,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-21,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-20,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-19,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-18,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-17,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-16,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-15,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-14,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-13,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-12,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-11,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-10,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-09,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-08,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-07,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-06,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-05,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-04,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-03,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
2019-04-02,HSTBTC,1.576e-05,1.576e-05,1.576e-05,1.576e-05,0.0,0.0
