Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume TRX,Volume BTC
2019-08-07,TRXBTC,1.89e-06,1.91e-06,1.87e-06,1.89e-06,17165790.0,32.46
2019-08-06,TRXBTC,1.94e-06,1.96e-06,1.83e-06,1.89e-06,259032602.0,490.13
2019-08-05,TRXBTC,2.04e-06,2.05e-06,1.87e-06,1.94e-06,347582656.0,677.43
2019-08-04,TRXBTC,2.01e-06,2.13e-06,1.99e-06,2.04e-06,212529497.0,436.91
2019-08-03,TRXBTC,2.07e-06,2.07e-06,2.0e-06,2.01e-06,157843003.0,318.71
2019-08-02,TRXBTC,2.14e-06,2.14e-06,2.04e-06,2.07e-06,168457179.0,350.88
2019-08-01,TRXBTC,2.23e-06,2.23e-06,2.1e-06,2.14e-06,165171158.0,357.97
2019-07-31,TRXBTC,2.3e-06,2.32e-06,2.21e-06,2.23e-06,143832649.0,325.07
2019-07-30,TRXBTC,2.31e-06,2.33e-06,2.28e-06,2.3e-06,114102943.0,262.77
2019-07-29,TRXBTC,2.33e-06,2.36e-06,2.29e-06,2.31e-06,155569808.0,360.49
2019-07-28,TRXBTC,2.32e-06,2.38e-06,2.31e-06,2.33e-06,139458081.0,326.89
2019-07-27,TRXBTC,2.35e-06,2.36e-06,2.28e-06,2.32e-06,166380110.0,384.77
2019-07-26,TRXBTC,2.33e-06,2.39e-06,2.3e-06,2.35e-06,185696469.0,434.0
2019-07-25,TRXBTC,2.43e-06,2.45e-06,2.29e-06,2.33e-06,302102069.0,705.6
2019-07-24,TRXBTC,2.46e-06,2.49e-06,2.34e-06,2.43e-06,602446986.0,1453.59
2019-07-23,TRXBTC,2.58e-06,2.62e-06,2.2e-06,2.46e-06,1795510721.0,4320.78
2019-07-22,TRXBTC,2.75e-06,2.83e-06,2.53e-06,2.58e-06,516417652.0,1401.18
2019-07-21,TRXBTC,2.71e-06,2.79e-06,2.62e-06,2.75e-06,312394724.0,845.12
2019-07-20,TRXBTC,2.67e-06,2.85e-06,2.62e-06,2.71e-06,550188596.0,1497.39
2019-07-19,TRXBTC,2.4e-06,2.68e-06,2.37e-06,2.67e-06,425858521.0,1070.21
2019-07-18,TRXBTC,2.35e-06,2.38e-06,2.32e-06,2.36e-06,14480674.0,33.93
2019-07-17,TRXBTC,2.22e-06,2.44e-06,2.21e-06,2.35e-06,401402652.0,928.26
2019-07-16,TRXBTC,2.32e-06,2.35e-06,2.15e-06,2.22e-06,409655854.0,930.53
2019-07-15,TRXBTC,2.47e-06,2.5e-06,2.29e-06,2.32e-06,279745926.0,670.67
2019-07-14,TRXBTC,2.5e-06,2.63e-06,2.45e-06,2.47e-06,288711361.0,731.23
2019-07-13,TRXBTC,2.5e-06,2.57e-06,2.47e-06,2.5e-06,178487165.0,448.41
2019-07-12,TRXBTC,2.46e-06,2.57e-06,2.43e-06,2.5e-06,230741100.0,576.43
2019-07-11,TRXBTC,2.65e-06,2.7e-06,2.34e-06,2.46e-06,487718758.0,1203.79
2019-07-10,TRXBTC,2.72e-06,2.73e-06,2.51e-06,2.65e-06,398235618.0,1039.67
2019-07-09,TRXBTC,2.77e-06,2.83e-06,2.64e-06,2.72e-06,372932623.0,1019.65
2019-07-08,TRXBTC,3.03e-06,3.11e-06,2.72e-06,2.77e-06,533472319.0,1547.94
2019-07-07,TRXBTC,2.85e-06,3.1e-06,2.82e-06,3.03e-06,317039720.0,945.76
2019-07-06,TRXBTC,2.9e-06,2.9e-06,2.78e-06,2.85e-06,164334682.0,465.86
2019-07-05,TRXBTC,2.81e-06,2.93e-06,2.78e-06,2.9e-06,248045972.0,707.68
2019-07-04,TRXBTC,2.74e-06,2.82e-06,2.69e-06,2.81e-06,216776950.0,594.91
2019-07-03,TRXBTC,2.94e-06,2.95e-06,2.72e-06,2.74e-06,277313094.0,785.49
2019-07-02,TRXBTC,3.07e-06,3.17e-06,2.93e-06,2.94e-06,338272285.0,1037.25
2019-07-01,TRXBTC,2.95e-06,3.12e-06,2.93e-06,3.07e-06,334128189.0,1008.68
2019-06-30,TRXBTC,2.94e-06,3.06e-06,2.85e-06,2.95e-06,400978950.0,1184.03
2019-06-29,TRXBTC,2.72e-06,2.99e-06,2.7e-06,2.94e-06,415503306.0,1188.4
2019-06-28,TRXBTC,2.89e-06,2.95e-06,2.67e-06,2.72e-06,380479899.0,1067.33
2019-06-27,TRXBTC,2.81e-06,3.02e-06,2.72e-06,2.89e-06,771485691.0,2224.29
2019-06-26,TRXBTC,3.26e-06,3.27e-06,2.75e-06,2.81e-06,902859865.0,2699.14
2019-06-25,TRXBTC,3.49e-06,3.58e-06,3.24e-06,3.26e-06,487977993.0,1670.4
2019-06-24,TRXBTC,3.45e-06,3.65e-06,3.4e-06,3.49e-06,423425801.0,1496.05
2019-06-23,TRXBTC,3.5e-06,3.58e-06,3.38e-06,3.45e-06,438209583.0,1518.56
2019-06-22,TRXBTC,3.25e-06,3.5e-06,3.12e-06,3.5e-06,557426786.0,1841.11
2019-06-21,TRXBTC,3.43e-06,3.48e-06,3.25e-06,3.25e-06,277250762.0,939.39
2019-06-20,TRXBTC,3.59e-06,3.62e-06,3.37e-06,3.43e-06,293037908.0,1026.34
2019-06-19,TRXBTC,3.64e-06,3.71e-06,3.58e-06,3.59e-06,227203908.0,827.58
2019-06-18,TRXBTC,3.63e-06,3.66e-06,3.57e-06,3.64e-06,194820464.0,704.05
2019-06-17,TRXBTC,3.66e-06,3.67e-06,3.55e-06,3.63e-06,283978981.0,1025.64
2019-06-16,TRXBTC,3.71e-06,3.72e-06,3.53e-06,3.66e-06,293041636.0,1060.86
2019-06-15,TRXBTC,3.68e-06,3.79e-06,3.64e-06,3.71e-06,202234927.0,750.71
2019-06-14,TRXBTC,3.97e-06,3.98e-06,3.64e-06,3.68e-06,406244764.0,1537.94
2019-06-13,TRXBTC,4.12e-06,4.15e-06,3.92e-06,3.97e-06,306017227.0,1239.74
2019-06-12,TRXBTC,3.94e-06,4.15e-06,3.93e-06,4.12e-06,409129835.0,1648.44
2019-06-11,TRXBTC,3.94e-06,4.01e-06,3.83e-06,3.94e-06,261408957.0,1020.02
2019-06-10,TRXBTC,3.89e-06,4.06e-06,3.85e-06,3.94e-06,359134210.0,1415.73
2019-06-09,TRXBTC,4.06e-06,4.09e-06,3.81e-06,3.89e-06,312798709.0,1230.54
2019-06-08,TRXBTC,4.2e-06,4.21e-06,4.03e-06,4.06e-06,249551185.0,1026.46
2019-06-07,TRXBTC,4.18e-06,4.3e-06,4.14e-06,4.2e-06,304836348.0,1280.58
2019-06-06,TRXBTC,4.37e-06,4.38e-06,4.1e-06,4.18e-06,427119764.0,1804.97
2019-06-05,TRXBTC,4.56e-06,4.62e-06,4.3e-06,4.37e-06,487220442.0,2157.46
2019-06-04,TRXBTC,4.16e-06,4.57e-06,4.0e-06,4.56e-06,825003252.0,3558.9
2019-06-03,TRXBTC,4.38e-06,4.68e-06,4.08e-06,4.16e-06,1369630095.0,5993.05
2019-06-02,TRXBTC,4.38e-06,4.71e-06,4.25e-06,4.38e-06,1062742636.0,4763.18
2019-06-01,TRXBTC,3.86e-06,4.59e-06,3.82e-06,4.38e-06,1617181847.0,6887.29
2019-05-31,TRXBTC,3.75e-06,3.88e-06,3.71e-06,3.86e-06,409925565.0,1556.61
2019-05-30,TRXBTC,3.89e-06,4.1e-06,3.64e-06,3.75e-06,853776869.0,3340.64
2019-05-29,TRXBTC,3.99e-06,3.99e-06,3.78e-06,3.89e-06,505401931.0,1968.7
2019-05-28,TRXBTC,3.99e-06,4.23e-06,3.8e-06,3.99e-06,1140319145.0,4533.27
2019-05-27,TRXBTC,3.57e-06,4.15e-06,3.55e-06,3.99e-06,1510054708.0,5822.12
2019-05-26,TRXBTC,3.43e-06,3.81e-06,3.39e-06,3.57e-06,1028138531.0,3739.95
2019-05-25,TRXBTC,3.46e-06,3.61e-06,3.41e-06,3.43e-06,237318266.0,826.25
2019-05-24,TRXBTC,3.43e-06,3.54e-06,3.41e-06,3.46e-06,251765804.0,875.89
2019-05-23,TRXBTC,3.48e-06,3.54e-06,3.4e-06,3.43e-06,218141033.0,754.05
2019-05-22,TRXBTC,3.57e-06,3.66e-06,3.35e-06,3.48e-06,356628760.0,1257.45
2019-05-21,TRXBTC,3.5e-06,3.78e-06,3.48e-06,3.57e-06,551180194.0,1992.11
2019-05-20,TRXBTC,3.47e-06,3.61e-06,3.42e-06,3.5e-06,343775368.0,1203.45
2019-05-19,TRXBTC,3.65e-06,3.67e-06,3.46e-06,3.47e-06,314083395.0,1109.61
2019-05-18,TRXBTC,3.68e-06,3.77e-06,3.6e-06,3.65e-06,245176358.0,897.06
2019-05-17,TRXBTC,3.62e-06,3.73e-06,3.44e-06,3.68e-06,612680209.0,2187.37
2019-05-16,TRXBTC,3.79e-06,4.02e-06,3.47e-06,3.62e-06,922899163.0,3438.85
2019-05-15,TRXBTC,3.43e-06,3.88e-06,3.38e-06,3.79e-06,744315609.0,2742.6
2019-05-14,TRXBTC,3.13e-06,3.48e-06,3.09e-06,3.43e-06,813150770.0,2670.25
2019-05-13,TRXBTC,3.41e-06,3.52e-06,3.04e-06,3.13e-06,548495149.0,1799.2
2019-05-12,TRXBTC,3.5e-06,3.55e-06,3.29e-06,3.41e-06,407014039.0,1388.69
2019-05-11,TRXBTC,3.7e-06,3.75e-06,3.4e-06,3.5e-06,569771910.0,2056.43
2019-05-10,TRXBTC,3.74e-06,3.77e-06,3.5e-06,3.7e-06,321776394.0,1180.92
2019-05-09,TRXBTC,4.1e-06,4.1e-06,3.72e-06,3.74e-06,220001205.0,855.94
2019-05-08,TRXBTC,4.08e-06,4.32e-06,4.01e-06,4.1e-06,360239876.0,1509.65
2019-05-07,TRXBTC,4.13e-06,4.16e-06,4.01e-06,4.02e-06,82248516.0,335.69
2019-05-06,TRXBTC,4.02e-06,4.2e-06,4.0e-06,4.13e-06,192739151.0,793.51
2019-05-05,TRXBTC,3.95e-06,4.05e-06,3.94e-06,4.02e-06,125554418.0,500.9
2019-05-04,TRXBTC,4.12e-06,4.19e-06,3.93e-06,3.95e-06,218561555.0,887.64
2019-05-03,TRXBTC,4.26e-06,4.27e-06,4.02e-06,4.12e-06,272861112.0,1126.22
2019-05-02,TRXBTC,4.36e-06,4.36e-06,4.21e-06,4.26e-06,149435537.0,638.33
2019-05-01,TRXBTC,4.41e-06,4.46e-06,4.3e-06,4.36e-06,145604874.0,635.78
2019-04-30,TRXBTC,4.28e-06,4.47e-06,4.26e-06,4.41e-06,237059615.0,1032.78
2019-04-29,TRXBTC,4.39e-06,4.41e-06,4.21e-06,4.28e-06,164609724.0,708.66
2019-04-28,TRXBTC,4.44e-06,4.45e-06,4.38e-06,4.39e-06,88764598.0,391.11
2019-04-27,TRXBTC,4.49e-06,4.49e-06,4.39e-06,4.44e-06,129736598.0,574.75
2019-04-26,TRXBTC,4.42e-06,4.56e-06,4.28e-06,4.49e-06,301531368.0,1325.0
2019-04-25,TRXBTC,4.3e-06,4.62e-06,4.25e-06,4.42e-06,470928772.0,2094.54
2019-04-24,TRXBTC,4.38e-06,4.38e-06,4.16e-06,4.3e-06,294001591.0,1254.7
2019-04-23,TRXBTC,4.66e-06,4.73e-06,4.37e-06,4.38e-06,278484135.0,1253.84
2019-04-22,TRXBTC,4.71e-06,4.81e-06,4.63e-06,4.66e-06,187415953.0,883.17
2019-04-21,TRXBTC,4.88e-06,4.93e-06,4.61e-06,4.71e-06,281884445.0,1335.1
2019-04-20,TRXBTC,4.99e-06,5.0e-06,4.85e-06,4.88e-06,159044578.0,780.8
2019-04-19,TRXBTC,5.08e-06,5.09e-06,4.93e-06,4.99e-06,239891702.0,1200.0
2019-04-18,TRXBTC,5.09e-06,5.16e-06,5.06e-06,5.08e-06,171967260.0,878.31
2019-04-17,TRXBTC,5.15e-06,5.17e-06,5.06e-06,5.09e-06,169192516.0,862.96
2019-04-16,TRXBTC,5.22e-06,5.25e-06,5.11e-06,5.15e-06,130912139.0,678.88
2019-04-15,TRXBTC,5.24e-06,5.37e-06,5.17e-06,5.22e-06,292297926.0,1532.19
2019-04-14,TRXBTC,5.16e-06,5.24e-06,5.15e-06,5.24e-06,126814481.0,658.18
2019-04-13,TRXBTC,5.21e-06,5.27e-06,5.12e-06,5.16e-06,167362416.0,867.78
2019-04-12,TRXBTC,5.27e-06,5.39e-06,5.13e-06,5.21e-06,245916113.0,1288.33
2019-04-11,TRXBTC,5.65e-06,5.65e-06,5.1e-06,5.27e-06,519379008.0,2748.26
2019-04-10,TRXBTC,5.75e-06,5.88e-06,5.59e-06,5.65e-06,411597618.0,2359.68
2019-04-09,TRXBTC,5.79e-06,6.02e-06,5.61e-06,5.75e-06,760801864.0,4414.73
2019-04-08,TRXBTC,5.59e-06,6.1e-06,5.36e-06,5.79e-06,1058486596.0,6134.1
2019-04-07,TRXBTC,5.3e-06,5.74e-06,5.18e-06,5.59e-06,456317250.0,2528.39
2019-04-06,TRXBTC,5.4e-06,5.44e-06,5.22e-06,5.3e-06,248002343.0,1320.35
2019-04-05,TRXBTC,5.28e-06,5.6e-06,5.25e-06,5.4e-06,422170484.0,2294.44
2019-04-04,TRXBTC,5.26e-06,5.34e-06,5.1e-06,5.28e-06,394398458.0,2059.33
2019-04-03,TRXBTC,5.5e-06,5.93e-06,5.02e-06,5.26e-06,998069572.0,5565.33
2019-04-02,TRXBTC,5.87e-06,6.27e-06,5.35e-06,5.5e-06,1247220544.0,7129.37
2019-04-01,TRXBTC,5.72e-06,6.04e-06,5.67e-06,5.87e-06,442670185.0,2592.76
2019-03-19,TRXBTC,5.72e-06,5.72e-06,5.7e-06,5.71e-06,9762972.0,55.69
2019-03-18,TRXBTC,5.75e-06,5.79e-06,5.61e-06,5.72e-06,212160072.0,1209.31
2019-03-17,TRXBTC,5.77e-06,5.79e-06,5.73e-06,5.75e-06,125210983.0,721.2
2019-03-16,TRXBTC,5.86e-06,5.95e-06,5.74e-06,5.77e-06,304103342.0,1769.42
2019-03-15,TRXBTC,5.78e-06,5.89e-06,5.74e-06,5.86e-06,263789629.0,1529.33
2019-03-14,TRXBTC,5.74e-06,5.92e-06,5.71e-06,5.78e-06,388344865.0,2256.13
2019-03-13,TRXBTC,5.74e-06,5.8e-06,5.66e-06,5.74e-06,236792279.0,1357.69
2019-03-12,TRXBTC,5.71e-06,5.8e-06,5.65e-06,5.74e-06,163041979.0,933.04
2019-03-11,TRXBTC,5.83e-06,5.87e-06,5.66e-06,5.71e-06,256429597.0,1470.74
2019-03-10,TRXBTC,5.77e-06,5.91e-06,5.72e-06,5.83e-06,246486640.0,1427.01
2019-03-09,TRXBTC,5.77e-06,5.84e-06,5.68e-06,5.77e-06,272119731.0,1566.06
2019-03-08,TRXBTC,5.92e-06,5.93e-06,5.75e-06,5.77e-06,269999251.0,1574.5
2019-03-07,TRXBTC,6.01e-06,6.04e-06,5.89e-06,5.92e-06,227151487.0,1352.39
2019-03-06,TRXBTC,6.16e-06,6.17e-06,5.96e-06,6.01e-06,250345638.0,1514.09
2019-03-05,TRXBTC,6.13e-06,6.21e-06,5.93e-06,6.16e-06,481101620.0,2925.59
2019-03-04,TRXBTC,5.91e-06,6.21e-06,5.56e-06,6.13e-06,623169716.0,3686.42
2019-03-03,TRXBTC,5.93e-06,6.06e-06,5.88e-06,5.91e-06,187521404.0,1114.36
