Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume MAI,Volume DBTC
2018-06-15,MAIDBTC,5.158e-05,5.163e-05,4.936e-05,5.015e-05,1327074.0,67.02
2018-06-14,MAIDBTC,4.761e-05,5.269e-05,4.754e-05,5.158e-05,3890416.0,191.31
2018-06-13,MAIDBTC,4.895e-05,5.028e-05,4.666e-05,4.761e-05,2635426.0,127.05
2018-06-12,MAIDBTC,5.273e-05,5.346e-05,4.802e-05,4.895e-05,2810002.0,143.87
2018-06-11,MAIDBTC,5.014e-05,5.291e-05,4.89e-05,5.273e-05,2595590.0,132.24
2018-06-10,MAIDBTC,5.655e-05,5.693e-05,4.815e-05,5.014e-05,2861201.0,153.62
2018-06-09,MAIDBTC,5.868e-05,5.887e-05,5.601e-05,5.655e-05,2158088.0,124.18
2018-06-08,MAIDBTC,6.166e-05,6.2e-05,5.833e-05,5.868e-05,2453475.0,147.56
2018-06-07,MAIDBTC,6.129e-05,6.197e-05,6.001e-05,6.166e-05,2677851.0,162.96
2018-06-06,MAIDBTC,6.518e-05,6.568e-05,5.995e-05,6.129e-05,2283203.0,144.1
2018-06-05,MAIDBTC,6.424e-05,6.576e-05,6.119e-05,6.518e-05,2253783.0,142.31
2018-06-04,MAIDBTC,6.444e-05,6.604e-05,6.311e-05,6.424e-05,2246767.0,145.12
2018-06-03,MAIDBTC,6.08e-05,6.519e-05,5.977e-05,6.444e-05,2023794.0,125.68
2018-06-02,MAIDBTC,5.991e-05,6.176e-05,5.747e-05,6.08e-05,2230543.0,133.15
2018-06-01,MAIDBTC,6.067e-05,6.184e-05,5.875e-05,5.991e-05,1270391.0,76.46
2018-05-31,MAIDBTC,5.77e-05,6.193e-05,5.719e-05,6.067e-05,1359575.0,81.3
2018-05-30,MAIDBTC,5.647e-05,6.046e-05,5.6e-05,5.77e-05,1382068.0,80.53
2018-05-29,MAIDBTC,5.66e-05,5.803e-05,5.498e-05,5.647e-05,1516765.0,86.18
2018-05-28,MAIDBTC,6.017e-05,6.269e-05,5.49e-05,5.66e-05,1718530.0,100.46
2018-05-27,MAIDBTC,5.933e-05,6.506e-05,5.771e-05,6.017e-05,1408444.0,85.74
2018-05-26,MAIDBTC,6.536e-05,6.541e-05,5.845e-05,5.933e-05,1529954.0,93.71
2018-05-25,MAIDBTC,5.455e-05,6.724e-05,5.36e-05,6.536e-05,1861846.0,113.07
2018-05-24,MAIDBTC,5.236e-05,5.72e-05,4.915e-05,5.455e-05,1914194.0,101.46
2018-05-23,MAIDBTC,5.104e-05,5.294e-05,4.638e-05,5.236e-05,1473739.0,73.01
2018-05-22,MAIDBTC,4.459e-05,5.31e-05,4.413e-05,5.104e-05,1625781.0,78.5
2018-05-21,MAIDBTC,4.585e-05,4.603e-05,4.324e-05,4.459e-05,2057886.0,91.59
2018-05-20,MAIDBTC,4.238e-05,4.585e-05,4.207e-05,4.585e-05,1642178.0,71.53
2018-05-19,MAIDBTC,4.222e-05,4.292e-05,4.122e-05,4.238e-05,1522589.0,64.37
2018-05-18,MAIDBTC,4.011e-05,4.239e-05,3.921e-05,4.222e-05,1904832.0,76.98
2018-05-17,MAIDBTC,3.964e-05,4.192e-05,3.964e-05,4.011e-05,1486328.0,60.8
2018-05-16,MAIDBTC,4.442e-05,4.442e-05,3.717e-05,3.964e-05,2442149.0,102.37
2018-05-15,MAIDBTC,4.373e-05,4.492e-05,4.354e-05,4.442e-05,960110.0,42.65
2018-05-14,MAIDBTC,4.31e-05,4.543e-05,4.234e-05,4.373e-05,1549696.0,67.73
2018-05-13,MAIDBTC,4.267e-05,4.364e-05,4.2e-05,4.31e-05,1107557.0,47.47
2018-05-12,MAIDBTC,4.083e-05,4.385e-05,4.025e-05,4.267e-05,1510285.0,63.44
2018-05-11,MAIDBTC,3.983e-05,4.243e-05,3.9e-05,4.083e-05,1224819.0,49.39
2018-05-10,MAIDBTC,3.705e-05,4.35e-05,3.683e-05,3.983e-05,1646762.0,65.47
2018-05-09,MAIDBTC,3.789e-05,3.816e-05,3.623e-05,3.705e-05,1381765.0,51.54
2018-05-08,MAIDBTC,3.728e-05,3.836e-05,3.664e-05,3.789e-05,1498993.0,56.14
2018-05-07,MAIDBTC,3.805e-05,3.813e-05,3.703e-05,3.728e-05,1687124.0,63.46
2018-05-06,MAIDBTC,3.823e-05,3.873e-05,3.75e-05,3.805e-05,1076294.0,40.87
2018-05-05,MAIDBTC,3.963e-05,4.037e-05,3.738e-05,3.823e-05,2768874.0,108.64
2018-05-04,MAIDBTC,3.976e-05,4.037e-05,3.951e-05,3.963e-05,2440221.0,97.28
2018-05-03,MAIDBTC,4.04e-05,4.11e-05,3.96e-05,3.976e-05,2346056.0,94.8
2018-05-02,MAIDBTC,4.255e-05,4.267e-05,3.979e-05,4.04e-05,3288412.0,136.14
2018-05-01,MAIDBTC,4.15e-05,4.384e-05,4.091e-05,4.255e-05,2847267.0,119.79
2018-04-30,MAIDBTC,4.01e-05,4.186e-05,3.936e-05,4.15e-05,2854592.0,114.9
2018-04-29,MAIDBTC,4.03e-05,4.109e-05,3.904e-05,4.01e-05,1298764.0,51.73
2018-04-28,MAIDBTC,4.036e-05,4.078e-05,3.86e-05,4.03e-05,1655779.0,66.03
2018-04-27,MAIDBTC,4.071e-05,4.241e-05,3.985e-05,4.036e-05,3100338.0,127.82
2018-04-26,MAIDBTC,4.049e-05,4.089e-05,3.895e-05,4.071e-05,3277703.0,131.36
2018-04-25,MAIDBTC,4.166e-05,4.19e-05,3.806e-05,4.049e-05,2719136.0,109.12
2018-04-24,MAIDBTC,4.231e-05,4.383e-05,4.157e-05,4.166e-05,2419527.0,103.01
2018-04-23,MAIDBTC,4.214e-05,4.299e-05,4.163e-05,4.231e-05,2924142.0,123.05
2018-04-22,MAIDBTC,4.16e-05,4.254e-05,4.055e-05,4.214e-05,2364144.0,98.12
2018-04-21,MAIDBTC,4.37e-05,4.409e-05,4.05e-05,4.16e-05,2348479.0,98.63
2018-04-20,MAIDBTC,4.413e-05,4.542e-05,4.312e-05,4.37e-05,2919601.0,129.4
2018-04-19,MAIDBTC,4.424e-05,4.536e-05,4.315e-05,4.413e-05,2309121.0,101.72
2018-04-18,MAIDBTC,4.287e-05,4.5e-05,4.236e-05,4.424e-05,2792457.0,122.08
2018-04-17,MAIDBTC,4.063e-05,4.42e-05,4.063e-05,4.287e-05,2014730.0,85.74
