Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume RUR
2018-07-10,BTCRUR,419370.36,420937,402223.25,405735.12,25.17,10333560.9
2018-07-09,BTCRUR,416552.83,420937,413000,419370.36,30.7,12796879.11
2018-07-08,BTCRUR,415000,420000,409500,416552.83,19.18,7974737.38
2018-07-07,BTCRUR,412520,415150,404499,415000,23.34,9564549.31
2018-07-06,BTCRUR,408001,415000,403505,412520,20.9,8539462.74
2018-07-05,BTCRUR,410098.96,415000,408000,408001,24.0,9875893.83
2018-07-04,BTCRUR,406261.78,415000,398207.44,410098.96,31.51,12812007.35
2018-07-03,BTCRUR,407170,414197.69,401000,406261.78,21.07,8585605.93
2018-07-02,BTCRUR,392345.39,410000,386404.77,407170,25.72,10255420.83
2018-07-01,BTCRUR,389905.76,401929.6,385001,392345.39,20.06,7829833.03
2018-06-30,BTCRUR,385500,399372.17,381359.9,389905.76,25.66,10053560.44
2018-06-29,BTCRUR,382411,385500,369160,385500,36.63,13864776.79
2018-06-28,BTCRUR,382800,387255.62,380001,382411,26.32,10071808.05
2018-06-27,BTCRUR,385861.41,388000,380200,382800,22.46,8604712.67
2018-06-26,BTCRUR,388063.49,396489,382507,385861.41,17.37,6705851.07
2018-06-25,BTCRUR,386597.67,399000,381010,388063.49,21.6,8390975.18
2018-06-24,BTCRUR,393436.13,396830.03,380001,386597.67,27.12,10445236.61
2018-06-23,BTCRUR,393000,401136,390566.65,393436.13,20.81,8202492.89
2018-06-22,BTCRUR,416214.57,417000,391582.97,393000,34.92,14003746.72
2018-06-21,BTCRUR,415996.84,417000,412028.66,416214.57,20.07,8329634.29
2018-06-20,BTCRUR,421166.47,425000,411161.72,415996.84,31.96,13293036.61
2018-06-19,BTCRUR,412756.09,430000,410105.77,421166.47,30.69,12880917.44
2018-06-18,BTCRUR,405175.83,421957.51,401001,412756.09,32.78,13339528.55
2018-06-17,BTCRUR,409000.01,414000.1,404001,405175.83,18.89,7684691.04
2018-06-16,BTCRUR,410000,412000,403512.01,409000.01,24.24,9869689.1
2018-06-15,BTCRUR,416620.7,437084.62,405051.34,410000,28.55,11847649.48
2018-06-14,BTCRUR,401001,420000.78,401001,416620.7,40.46,16556800.62
2018-06-13,BTCRUR,424100,425900,401001,401001,44.33,18097557.38
2018-06-12,BTCRUR,430000,432438.21,422502,424100,36.64,15583513.97
2018-06-11,BTCRUR,439799.76,439959.74,422333.25,430000,28.87,12304755.82
2018-06-10,BTCRUR,461100,462672,425111,439799.76,32.36,14456166.63
2018-06-09,BTCRUR,461213,464800.64,460200,461100,26.36,12179473.95
2018-06-08,BTCRUR,461780.62,467321,458003,461213,32.55,15041006.03
2018-06-07,BTCRUR,456576.21,466000,455556.05,461780.62,34.66,16022240.49
2018-06-06,BTCRUR,460800.01,463066.52,453200,456576.21,30.45,13931589.42
2018-06-05,BTCRUR,460600,467200,448299.7,460800.01,24.58,11237549.2
2018-06-04,BTCRUR,474500.99,475127.99,456200,460600,25.59,11907935.0
2018-06-03,BTCRUR,471909,476000,467501.15,474500.99,35.41,16680901.84
2018-06-02,BTCRUR,458889,472200,458889,471909,24.69,11563941.62
2018-06-01,BTCRUR,463701,468399.14,457000,458889,23.05,10665306.47
2018-05-31,BTCRUR,467260.09,472200,462545.55,463701,30.51,14245889.39
2018-05-30,BTCRUR,470980,474000,449000,467260.09,31.5,14617120.15
2018-05-29,BTCRUR,450330.75,474435.98,443609.52,470980,28.03,12936764.88
2018-05-28,BTCRUR,465622,469999,446000,450330.75,28.65,13092608.21
2018-05-27,BTCRUR,468100,469990,462593.81,465622,15.97,7439788.93
2018-05-26,BTCRUR,467500,474000,462001.79,468100,23.3,10950481.71
2018-05-25,BTCRUR,469002.96,477274.5,462000,467500,28.82,13506521.42
2018-05-24,BTCRUR,462500,480000,460000.25,469002.96,37.94,17777215.22
2018-05-23,BTCRUR,499800,499800,455001,462500,36.74,17633704.37
2018-05-22,BTCRUR,513792,516101,495005.19,499800,32.88,16504991.52
2018-05-21,BTCRUR,525874.31,528423.16,509456,513792,43.46,22529813.57
2018-05-20,BTCRUR,507100,531150,505001,525874.31,37.68,19445596.11
2018-05-19,BTCRUR,504280,523165.1,502300,507100,30.25,15418602.15
2018-05-18,BTCRUR,495001,514000,495001,504280,35.85,17975923.93
2018-05-17,BTCRUR,513997,515200,495001,495001,46.73,23690683.61
2018-05-16,BTCRUR,530892.74,530892.74,507000,513997,27.15,13966207.94
2018-05-15,BTCRUR,535503,542001.55,524500,530892.74,31.03,16523696.8
2018-05-14,BTCRUR,548834,555000,535500,535503,32.24,17416672.05
2018-05-13,BTCRUR,536446,555000,534267,548834,31.32,17075779.61
2018-05-12,BTCRUR,530844,552076.17,518999,536446,32.61,17452219.32
2018-05-11,BTCRUR,573298,573298,523813.7,530844,38.47,20970933.01
2018-05-10,BTCRUR,578000,584493.67,569477.56,573298,33.82,19468708.21
2018-05-09,BTCRUR,583166,594836,570935.1,578000,38.39,22296953.98
2018-05-08,BTCRUR,576095,597800,567000,583166,49.38,28441885.73
2018-05-07,BTCRUR,589047.34,592554.55,566100,576095,43.2,24963909.85
2018-05-06,BTCRUR,601400.2,607410,581642.86,589047.34,39.78,23520002.54
2018-05-05,BTCRUR,590000,614246.73,586004.25,601400.2,50.19,30218850.86
2018-05-04,BTCRUR,582900,596784.25,572000,590000,64.89,38172408.46
2018-05-03,BTCRUR,566707.47,585000,564012.99,582900,51.3,29465784.28
2018-05-02,BTCRUR,567981.1,570500,558975,566707.47,30.1,17010249.06
2018-05-01,BTCRUR,566000,569598.33,551885.73,567981.1,28.55,16002906.08
2018-04-30,BTCRUR,566564.26,573001,558150,566000,30.27,17141681.1
2018-04-29,BTCRUR,563928.62,573000,560000,566564.26,32.15,18182977.78
2018-04-28,BTCRUR,550090,567437.03,550090,563928.62,38.21,21378322.24
2018-04-27,BTCRUR,567022.68,570000,550000,550090,42.66,23895007.78
2018-04-26,BTCRUR,553324,569978.36,533964.77,567022.68,38.57,21123471.36
2018-04-25,BTCRUR,578001,581470,522117.13,553324,49.28,27189479.32
2018-04-24,BTCRUR,540284.88,581470,539652.1,578001,44.27,24858880.5
2018-04-23,BTCRUR,528011,543210,528011,540284.88,40.58,21809697.95
2018-04-22,BTCRUR,530908,539035,522000,528011,40.9,21733363.05
2018-04-21,BTCRUR,543850.01,550000,518000,530908,40.62,21436799.04
2018-04-20,BTCRUR,489749.48,545001,487007.01,543850.01,49.39,24889975.25
2018-04-19,BTCRUR,485900,495555,479100,489749.48,40.37,19684794.51
2018-04-18,BTCRUR,477000,488104.63,473999.99,485900,38.81,18670422.46
2018-04-17,BTCRUR,480207.12,491999,474500,477000,41.22,19879914.71
2018-04-16,BTCRUR,502679,507700,478802.99,480207.12,40.59,19891540.71
2018-04-15,BTCRUR,479503,507000,479503,502679,37.44,18562892.14
2018-04-14,BTCRUR,482999.99,495000.95,473000,479503,45.7,22033251.98
2018-04-13,BTCRUR,473010,502122.15,461000,482999.99,53.68,25972494.73
2018-04-12,BTCRUR,429247.13,474980,420000,473010,50.63,22704167.43
2018-04-11,BTCRUR,425800,453987.03,420000,429247.13,45.75,19722413.7
2018-04-10,BTCRUR,405400,431551.04,400361.4,425800,43.52,18184657.35
2018-04-09,BTCRUR,400933.89,413073.48,400000,405400,41.67,16877121.35
2018-04-08,BTCRUR,396600,409000,395000,400933.89,33.75,13533334.97
2018-04-07,BTCRUR,383999,403000,382001,396600,37.12,14648602.75
2018-04-06,BTCRUR,390000,394410.01,380345,383999,36.37,14030510.9
2018-04-05,BTCRUR,391574,399300.25,385500,390000,31.78,12405561.65
2018-04-04,BTCRUR,412640.57,417000,391343.48,391574,38.43,15339221.61
2018-04-03,BTCRUR,390846.19,420000,388489.2,412640.57,34.38,14075350.54
2018-04-02,BTCRUR,385768.25,400000,380000,390846.19,32.09,12548954.84
2018-04-01,BTCRUR,403500,405609.97,372800,385768.25,35.05,13677073.8
2018-03-31,BTCRUR,410000.54,419000,400700,403500,30.64,12579039.42
2018-03-30,BTCRUR,430742.11,431862,403000,410000.54,54.44,22859541.6
2018-03-29,BTCRUR,451998,455000,420972.68,430742.11,52.62,22925942.59
2018-03-28,BTCRUR,449195,457365.43,444644.52,451998,32.6,14685028.59
2018-03-27,BTCRUR,461238.99,472443.49,441000,449195,20.44,9190588.59
2018-03-26,BTCRUR,475001,478500,448025,461238.99,29.79,13760957.35
2018-03-25,BTCRUR,481499,488990,473000,475001,20.76,9973235.36
2018-03-24,BTCRUR,492000.17,496652.65,481101.7,481499,27.11,13235457.44
2018-03-23,BTCRUR,488927.61,492000.17,474000,492000.17,24.86,11993150.01
2018-03-22,BTCRUR,498783.5,507000.57,473625.56,488927.61,26.05,12720353.73
2018-03-21,BTCRUR,506289,516985.12,492516.22,498783.5,31.19,15823207.0
2018-03-20,BTCRUR,490613,509901,477408.28,506289,35.41,17503954.39
2018-03-19,BTCRUR,474000,495500,450000,490613,33.25,15972960.91
2018-03-18,BTCRUR,455558.99,484675,414001,474000,38.91,17200743.47
2018-03-17,BTCRUR,481900,485948,450000,455558.99,26.54,12300644.09
2018-03-16,BTCRUR,487399.01,491499,472235,481900,28.54,13781403.95
2018-03-15,BTCRUR,490000,503000,451000,487399.01,33.58,16174600.08
2018-03-14,BTCRUR,534305,537500,481621.06,490000,42.38,21588458.66
2018-03-13,BTCRUR,535836.45,548900,529000.05,534305,29.01,15549515.74
2018-03-12,BTCRUR,546515,557000,525002,535836.45,27.11,14725534.43
2018-03-11,BTCRUR,521000.23,550000.78,515000,546515,31.24,16591392.07
2018-03-10,BTCRUR,546002.74,566000,520128.78,521000.23,33.43,18299574.78
2018-03-09,BTCRUR,562602.28,569746.01,513335.43,546002.74,30.23,16172158.11
2018-03-08,BTCRUR,583000,595000,560619.95,562602.28,26.33,15153272.6
2018-03-07,BTCRUR,607800,611799,566001,583000,31.92,18797788.09
2018-03-06,BTCRUR,634000,634100,596868.66,607800,28.59,17582489.06
2018-03-05,BTCRUR,622122,636135.94,620000,634000,28.79,18067355.75
2018-03-04,BTCRUR,630399,633900,612100,622122,24.69,15331530.72
2018-03-03,BTCRUR,616665,630605,612460.36,630399,30.53,18985265.39
2018-03-02,BTCRUR,607590.84,620000,601345.09,616665,27.3,16697545.86
2018-03-01,BTCRUR,596100,613000,590000.01,607590.84,29.74,17923053.4
2018-02-28,BTCRUR,622000,626000,583291.13,596100,31.17,18911556.96
2018-02-27,BTCRUR,588820.59,624911.01,583000,622000,33.29,19966975.82
2018-02-26,BTCRUR,582379.92,593621.28,551000,588820.59,30.4,17545014.79
2018-02-25,BTCRUR,589998,591940.94,572000,582379.92,25.58,14921913.55
2018-02-24,BTCRUR,605705.55,614323.34,584617.15,589998,28.4,16960145.82
2018-02-23,BTCRUR,600000,615788.55,588000,605705.55,31.66,18955562.91
2018-02-22,BTCRUR,635910.21,645000,595060,600000,30.53,18835834.59
2018-02-21,BTCRUR,655957.76,659000,622000,635910.21,35.27,22616765.89
2018-02-20,BTCRUR,623000,671835.75,618000.2,655957.76,36.0,23094067.43
2018-02-19,BTCRUR,617200,630027.39,605682.65,623000,32.32,19987804.62
2018-02-18,BTCRUR,633000,645595.91,586784.37,617200,39.97,24869318.94
2018-02-17,BTCRUR,589100,642900,585300,633000,35.55,21951170.83
2018-02-16,BTCRUR,565001,590008,558501,589100,45.98,26077230.44
2018-02-15,BTCRUR,527100,569640,521927.77,565001,56.64,31333042.61
2018-02-14,BTCRUR,507900.2,530000,503108,527100,48.02,24856905.47
2018-02-13,BTCRUR,520419.85,521234,503994,507900.2,45.86,23411982.74
2018-02-12,BTCRUR,499830,521234,495000,520419.85,44.43,22556351.46
2018-02-11,BTCRUR,516990,516990,480000,499830,41.47,20658381.67
2018-02-10,BTCRUR,510786.67,540000,499000,516990,51.11,26634563.19
2018-02-09,BTCRUR,502000,512000,476000,510786.67,44.35,22013533.88
2018-02-08,BTCRUR,470000,511060,470000,502000,46.82,23331919.93
2018-02-07,BTCRUR,461896,522975.67,445700,470000,63.07,30333780.54
2018-02-06,BTCRUR,452300,474474,365000,461896,65.96,28048748.55
2018-02-05,BTCRUR,541500,555500,428000,452300,59.55,29211115.65
2018-02-04,BTCRUR,576025.1,583227.79,523995,541500,59.67,32983996.05
2018-02-03,BTCRUR,536755.39,590659.99,524005,576025.1,50.67,28219799.66
2018-02-02,BTCRUR,513640,565988,462000,536755.39,49.43,24889912.11
2018-02-01,BTCRUR,578211.85,581000,490000,513640,47.49,25778285.29
2018-01-31,BTCRUR,587000,596077.11,560000,578211.85,47.74,27684045.13
2018-01-30,BTCRUR,637000,637850,587000,587000,44.54,27274467.04
2018-01-29,BTCRUR,644000,653000,621001,637000,37.88,23980046.31
2018-01-28,BTCRUR,647511,666565.94,642313.98,644000,33.19,21650235.72
2018-01-27,BTCRUR,654054.26,660000,634000,647511,34.63,22374293.37
2018-01-26,BTCRUR,674173.22,688000,633000,654054.26,30.43,20023709.22
2018-01-25,BTCRUR,693883.36,700000,665001,674173.22,33.34,22721478.34
2018-01-24,BTCRUR,703875,725186.91,677000.02,693883.36,35.03,24415042.72
2018-01-23,BTCRUR,747000.1,747000.1,688395.4,703875,9.3,6596301.72
2018-01-22,BTCRUR,747000.1,747000.1,747000.1,747000.1,0.0,0.0
2018-01-21,BTCRUR,807500,807500,743000,747000.1,7.89,6202394.32
2018-01-20,BTCRUR,770685.67,808920,768000,807500,20.87,16597799.96
2018-01-19,BTCRUR,781900,798000,765108,770685.67,16.84,13155598.17
2018-01-18,BTCRUR,761865.78,819990,761865.78,781900,8.14,6423073.83
2018-01-17,BTCRUR,785000,811000,640001,761865.78,40.2,30167556.56
2018-01-16,BTCRUR,852651,859653.04,710000,785000,154.53,123028956.86
2018-01-15,BTCRUR,840999,871067.2,828000,852651,58.66,50057054.98
2018-01-14,BTCRUR,862990,862999,825000,840999,55.73,46750356.32
2018-01-13,BTCRUR,848000,875900.02,848000,862990,47.31,40914108.8
2018-01-12,BTCRUR,840000,855287.24,824600,848000,12.4,10457034.81
2018-01-11,BTCRUR,910000,915028.21,840000,840000,77.21,66831030.98
2018-01-10,BTCRUR,910000,917499,860050,910000,80.46,71711676.48
2018-01-09,BTCRUR,929000.06,932000.06,900000,910000,68.32,62269226.0
2018-01-08,BTCRUR,946529.01,960000,900000,929000.06,76.13,70481958.4
2018-01-07,BTCRUR,998000,999999,925000,946529.01,73.83,70873026.16
2018-01-06,BTCRUR,986500,999823.12,950001,998000,75.22,73663452.36
2018-01-05,BTCRUR,902301,998500,888000,986500,87.38,82505771.7
2018-01-04,BTCRUR,900151.81,910000,872101,902301,59.72,53520673.0
2018-01-03,BTCRUR,884757.63,912693,870200,900151.81,58.16,52035418.73
2018-01-02,BTCRUR,848631,911719.82,810000,884757.63,71.9,61052511.09
2018-01-01,BTCRUR,873258.85,883300.5,830000,848631,31.23,26587201.89
2017-12-31,BTCRUR,834554.8,896122.08,820000,873258.85,46.85,39876676.96
2017-12-30,BTCRUR,901350,902352.85,805000,834554.8,84.18,71111314.54
2017-12-29,BTCRUR,903301,928329.83,875500,901350,65.8,59418871.49
2017-12-28,BTCRUR,1002952.9,1009999,880000,903301,69.41,65687416.23
2017-12-27,BTCRUR,982348.5,1039339.79,960000,1002952.9,97.91,97493383.55
2017-12-26,BTCRUR,901255,1025002,895000,982348.5,100.54,97283559.45
2017-12-25,BTCRUR,940000,946604.12,882000,901255,67.11,60670344.68
2017-12-24,BTCRUR,975000,984000,859957,940000,106.46,97679928.62
2017-12-23,BTCRUR,944370,1033991,920100,975000,91.86,90312989.61
2017-12-22,BTCRUR,993767.73,1038000,789360,944370,257.53,235352594.2
2017-12-21,BTCRUR,1098998,1119400,960200,993767.73,112.29,116971663.27
2017-12-20,BTCRUR,1139950,1159000,1037000,1098998,138.62,152744742.56
2017-12-19,BTCRUR,1177000,1185000,1090000,1139950,137.2,158972654.68
2017-12-18,BTCRUR,1176201,1188500,1149060,1177000,90.81,106696738.77
2017-12-17,BTCRUR,1171192.32,1194900,1119997.99,1176201,96.58,112971947.88
2017-12-16,BTCRUR,1084999,1196813,1050001,1171192.32,87.8,99068168.86
2017-12-15,BTCRUR,1031900.1,1086000,1022023,1084999,85.5,91198763.63
2017-12-14,BTCRUR,1006013,1040500,983900.93,1031900.1,66.02,66964417.82
2017-12-13,BTCRUR,1032000,1040000,945000,1006013,86.59,87352441.4
2017-12-12,BTCRUR,1060000,1072001,1027200,1032000,97.02,101819655.45
2017-12-11,BTCRUR,979000,1090000,970000,1060000,111.77,116603056.7
2017-12-10,BTCRUR,962000,1000000,880000,979000,139.73,133265042.36
2017-12-09,BTCRUR,1011290,1019289,750000,962000,142.14,132618224.72
2017-12-08,BTCRUR,1099000,1120443.51,898001,1011290,191.14,191947750.59
2017-12-07,BTCRUR,898999.53,1099899,869000,1099000,207.04,204784076.96
2017-12-06,BTCRUR,749985,899900,745816,898999.53,127.83,104596767.68
2017-12-05,BTCRUR,724990,750000,720100,749985,87.33,64403175.47
2017-12-04,BTCRUR,705000,729000,705000,724990,77.06,55539692.33
2017-12-03,BTCRUR,667100,722150,666534.52,705000,116.25,81322917.72
2017-12-02,BTCRUR,645949.4,679975,640505,667100,85.72,57049375.27
2017-12-01,BTCRUR,607995,649000,590000,645949.4,77.46,48199645.44
2017-11-30,BTCRUR,593542.01,624999.94,550000,607995,104.87,61805905.81
2017-11-29,BTCRUR,582000,646000,525000,593542.01,186.03,113831998.61
2017-11-28,BTCRUR,555322.19,582000,553280.64,582000,81.8,46933269.8
2017-11-27,BTCRUR,508251.01,556000,508251.01,555322.19,85.19,45796037.17
2017-11-26,BTCRUR,489634.88,524000,485464.91,508251.01,81.67,41133322.68
2017-11-25,BTCRUR,457986.9,489635.8,452038.88,489634.88,71.62,33769159.9
2017-11-24,BTCRUR,453000,467000,450000,457986.9,65.13,29837639.82
2017-11-23,BTCRUR,465800,468899,452050,453000,51.99,23983108.02
2017-11-22,BTCRUR,466001,470000,461600,465800,38.82,18108270.84
2017-11-21,BTCRUR,462859.32,470000,450000,466001,60.33,27914479.51
2017-11-20,BTCRUR,446000,465000,442999,462859.32,60.17,27288206.16
2017-11-19,BTCRUR,438998,447691.79,430469.31,446000,53.87,23674377.79
2017-11-18,BTCRUR,434925.23,440000,430900,438998,36.97,16160102.06
2017-11-17,BTCRUR,439855,442380,419163.85,434925.23,65.14,28476074.47
2017-11-16,BTCRUR,413500,442380,408001,439855,119.46,50739415.05
2017-11-15,BTCRUR,393899,415675,390688,413500,75.75,30648818.1
2017-11-14,BTCRUR,390001,397770,385285.43,393899,38.57,15081880.1
2017-11-13,BTCRUR,369000,404500,360002,390001,77.45,29956609.61
2017-11-12,BTCRUR,377972.25,411000,328000,369000,131.88,48833180.37
2017-11-11,BTCRUR,385813.89,397180.2,364999,377972.25,81.38,30924193.05
2017-11-10,BTCRUR,404000,409000,381000,385813.89,76.92,30428533.03
2017-11-09,BTCRUR,415000,416000,402995.62,404000,46.61,18978493.43
2017-11-08,BTCRUR,408100,431775,399469,415000,81.67,34044604.69
2017-11-07,BTCRUR,409000,412300.61,404000,408100,31.5,12832498.05
2017-11-06,BTCRUR,421195,425000,386900,409000,59.95,24716103.22
2017-11-05,BTCRUR,415499,431371,411310.02,421195,49.14,20746081.51
2017-11-04,BTCRUR,402000.89,416000,396900,415499,40.03,16305329.86
2017-11-03,BTCRUR,398435.63,420000,395500,402000.89,78.12,31935875.86
2017-11-02,BTCRUR,371680.67,410000,369942.76,398435.63,119.62,47117197.34
2017-11-01,BTCRUR,353000,371680.67,348000,371680.67,67.72,24601837.94
2017-10-31,BTCRUR,336009,353000,335001,353000,106.48,36461547.51
2017-10-30,BTCRUR,337151,338997,335000,338424.99,10.57,3567512.35
2017-10-29,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-28,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-27,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-26,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-25,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-24,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-23,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-22,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-21,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-20,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-19,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-18,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-17,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-16,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-15,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-14,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-13,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-12,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-11,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-10,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-09,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-08,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-07,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-06,BTCRUR,244760,244760,244760,244760,0.0,0.0
2017-10-05,BTCRUR,248330,251000,244100,244760,8.22,2028712.94
2017-10-04,BTCRUR,253228.22,254610.68,248050,248330,48.33,12116309.17
2017-10-03,BTCRUR,253707,255000,246000,253228.22,52.17,13056957.99
2017-10-02,BTCRUR,249100,256860,248600,253707,50.94,12894843.22
2017-10-01,BTCRUR,248779.31,249999,247500,249100,37.74,9372970.76
2017-09-30,BTCRUR,243900,250000,241578.84,248779.31,36.72,9037357.81
2017-09-29,BTCRUR,241923.5,244000,237050,243900,58.05,13982819.22
2017-09-28,BTCRUR,239157.71,244600,235444.65,241923.5,69.96,16830241.18
2017-09-27,BTCRUR,229940,239998,225300,239157.71,52.77,12221408.89
2017-09-26,BTCRUR,229000,234100,223725.49,229940,34.94,7969500.6
2017-09-25,BTCRUR,225600.9,231999,222890,229000,36.95,8365921.36
2017-09-24,BTCRUR,226201,229301,222041.01,225600.9,29.4,6586707.13
2017-09-23,BTCRUR,222222.1,230000,222222.1,226201,26.53,6019990.35
2017-09-22,BTCRUR,223500,230000,219681,222222.1,41.89,9345920.44
2017-09-21,BTCRUR,240600,241000,222749.93,223500,60.79,14047297.58
2017-09-20,BTCRUR,242070,245000,238238,240600,36.97,8915011.84
2017-09-19,BTCRUR,250257,250805.61,241955.14,242070,45.41,11107319.75
2017-09-18,BTCRUR,234000.95,250601,232000.49,250257,57.11,14005994.65
2017-09-17,BTCRUR,243392.01,245193.87,229680,234000.95,52.51,12403331.35
2017-09-16,BTCRUR,254000,258878,237806.7,243392.01,69.88,17444201.63
2017-09-15,BTCRUR,215563.87,265000.07,189992,254000,275.86,63870424.85
2017-09-14,BTCRUR,251157.86,253326.99,215000,215563.87,110.31,25616370.94
2017-09-13,BTCRUR,265158.29,267600.18,240100,251157.86,74.38,18730486.93
2017-09-12,BTCRUR,266990,269040,264560,265158.29,47.93,12830369.06
2017-09-11,BTCRUR,274999.44,275000,265800,266990,40.38,10841374.21
2017-09-10,BTCRUR,280001,281000,265525,274999.44,58.03,15837004.09
2017-09-09,BTCRUR,283000,284000,276113.81,280001,38.47,10802993.05
2017-09-08,BTCRUR,288900,288999.5,274000,283000,71.48,20267729.02
2017-09-07,BTCRUR,288801.5,289798,285000,288900,44.28,12727853.14
2017-09-06,BTCRUR,281986.56,290000,280000,288801.5,61.04,17543651.35
2017-09-05,BTCRUR,275112,285000,263438,281986.56,78.23,21687594.74
2017-09-04,BTCRUR,289264.63,295000,260000,275112,106.25,29461598.84
2017-09-03,BTCRUR,281000,290998,278948.64,289264.63,54.94,15634077.48
2017-09-02,BTCRUR,294727.95,297000,275274,281000,84.38,24116882.33
2017-09-01,BTCRUR,276878,297000,276096.62,294727.95,100.46,28953545.04
2017-08-31,BTCRUR,259300,279889,257700,276878,57.51,15333129.71
2017-08-30,BTCRUR,256900,259496,255561,259300,25.29,6518941.41
2017-08-29,BTCRUR,255600,259400,248908.3,256900,59.32,15145113.75
2017-08-28,BTCRUR,257519,259000,255001,255600,69.29,17810868.46
2017-08-27,BTCRUR,259143.81,260000,255000,257519,49.51,12794040.81
2017-08-26,BTCRUR,256000,260100.86,253000,259143.81,52.73,13568507.4
2017-08-25,BTCRUR,252935.74,260990,250999,256000,58.76,15050193.82
2017-08-24,BTCRUR,251970,254000,248614,252935.74,36.92,9282762.8
2017-08-23,BTCRUR,251480,252900,245579,251970,22.67,5686053.85
2017-08-22,BTCRUR,249000,249000,249000,249000,0.0,0.0
2017-08-21,BTCRUR,257600,259343.91,4129.87,249000,48.72,12163673.76
2017-08-20,BTCRUR,259900,261900,255001,257600,28.26,7286400.77
2017-08-19,BTCRUR,259589.89,261323,250035,259900,51.34,13147245.53
2017-08-18,BTCRUR,262900,262999.8,250005,259589.89,67.36,17539045.13
2017-08-17,BTCRUR,259487.67,263530,254900,262900,56.78,14760996.14
2017-08-16,BTCRUR,257172.72,259800,251002,259487.67,49.74,12765872.09
2017-08-15,BTCRUR,259000,259901,243301,257172.72,75.29,19190505.18
2017-08-14,BTCRUR,247500,260000,240000,259000,62.81,16027569.49
2017-08-13,BTCRUR,229910.59,260000,228571,247500,74.78,18505746.11
2017-08-12,BTCRUR,220100,244600,219000,229910.59,65.98,15252913.02
2017-08-11,BTCRUR,206182.63,221789,200119.99,220100,74.12,15653044.72
2017-08-10,BTCRUR,194500,207317,190000,206182.63,66.46,13185264.22
2017-08-09,BTCRUR,201400,201400,187200,194500,50.76,9766383.01
2017-08-08,BTCRUR,198761,206700,195101,201200,65.81,13214549.5
2017-08-07,BTCRUR,191807.93,200000,191000,198761,74.82,14684472.13
2017-08-06,BTCRUR,187500,193000,182252,191807.93,71.34,13519282.14
2017-08-05,BTCRUR,176646.5,193830,172000,187500,87.96,16384294.15
2017-08-04,BTCRUR,171000,178239,166100.02,176646.5,88.82,15152416.32
2017-08-03,BTCRUR,165066,171000,165000,171000,58.79,9793890.67
2017-08-02,BTCRUR,164398.95,167335,162070,165066,43.42,7171319.84
2017-08-01,BTCRUR,169800,171841,162500,164398.95,52.72,8767979.28
2017-07-31,BTCRUR,167000,173501,166001,169800,50.95,8639672.69
2017-07-30,BTCRUR,166948,167900,161859,167000,55.09,9122723.32
2017-07-29,BTCRUR,164999,168000,160007,166948,66.97,11040072.34
2017-07-28,BTCRUR,159900,167259,159000,164999,78.07,12790233.99
2017-07-27,BTCRUR,156975,159923.61,154600.36,159900,58.23,9181645.18
2017-07-26,BTCRUR,158290,159998.99,154400,156975,55.93,8784805.69
2017-07-25,BTCRUR,161028.61,162892.8,155966,158290,58.62,9364115.74
2017-07-24,BTCRUR,160499,164899.54,158300,161028.61,52.37,8471986.77
2017-07-23,BTCRUR,161026.69,162478.37,159200,160499,28.57,4574452.2
2017-07-22,BTCRUR,159491,163721,157000,161026.69,41.73,6727484.2
2017-07-21,BTCRUR,158800,161600,152515,159491,67.93,10713341.12
2017-07-20,BTCRUR,138889.57,162300,137615.57,158800,88.72,13282625.11
2017-07-19,BTCRUR,142640,143405.46,137401.64,138889.57,67.06,9484537.35
2017-07-18,BTCRUR,139099,145500,136700,142640,84.43,11952595.41
2017-07-17,BTCRUR,124700,139099,121800,139099,63.49,8382853.78
2017-07-16,BTCRUR,131224.47,133456.01,114610.12,124700,92.86,11513547.19
2017-07-15,BTCRUR,143532,147000,127600,131224.47,83.01,11125905.14
