Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume REP,Volume ETH
2019-06-28,REPETH,0.057,0.05724,0.05468,0.05527,269.31,14.88
2019-06-27,REPETH,0.05222,0.0635,0.05178,0.057,12013.18,689.37
2019-06-26,REPETH,0.05639,0.05639,0.049,0.05222,903.66,47.56
2019-06-25,REPETH,0.05869,0.05869,0.056,0.05639,512.31,28.86
2019-06-24,REPETH,0.05929,0.06026,0.05813,0.05869,41.91,2.481
2019-06-23,REPETH,0.06,0.06,0.05757,0.05929,238.0,13.98
2019-06-22,REPETH,0.06222,0.06222,0.05872,0.06,821.62,49.28
2019-06-21,REPETH,0.06653,0.06653,0.06164,0.06222,503.58,32.08
2019-06-20,REPETH,0.06795,0.06797,0.0663,0.06653,385.71,25.85
2019-06-19,REPETH,0.06761,0.06893,0.06761,0.06795,28.1,1.92
2019-06-18,REPETH,0.06787,0.07066,0.06751,0.06761,79.24,5.476
2019-06-17,REPETH,0.06925,0.0696,0.06787,0.06787,80.79,5.559
2019-06-16,REPETH,0.06969,0.07131,0.0675,0.06925,184.43,12.65
2019-06-15,REPETH,0.06876,0.06969,0.06785,0.06969,125.59,8.689
2019-06-14,REPETH,0.07219,0.07639,0.06876,0.06876,260.35,18.76
2019-06-13,REPETH,0.071,0.07219,0.07069,0.07219,89.69,6.413
2019-06-12,REPETH,0.07513,0.07609,0.071,0.071,444.36,32.89
2019-06-11,REPETH,0.07719,0.08045,0.07513,0.07513,480.72,37.14
2019-06-10,REPETH,0.07688,0.07965,0.07611,0.07719,261.56,20.14
2019-06-09,REPETH,0.07819,0.08544,0.07653,0.07688,207.19,16.44
2019-06-08,REPETH,0.074,0.0782,0.074,0.07819,16.88,1.297
2019-06-07,REPETH,0.06991,0.074,0.06991,0.074,144.93,10.58
2019-06-06,REPETH,0.07209,0.07244,0.06991,0.06991,261.45,18.39
2019-06-05,REPETH,0.071,0.07722,0.071,0.07209,520.69,38.27
2019-06-04,REPETH,0.07388,0.075,0.071,0.071,214.86,15.54
2019-06-03,REPETH,0.07278,0.07462,0.07205,0.07388,30.32,2.24
2019-06-02,REPETH,0.07269,0.07351,0.07199,0.07278,76.7,5.57
2019-06-01,REPETH,0.07358,0.07388,0.07193,0.07269,5.22,0.3803
2019-05-31,REPETH,0.07613,0.07613,0.073,0.07358,43.08,3.19
2019-05-30,REPETH,0.07708,0.07945,0.07183,0.07613,955.0,71.89
2019-05-29,REPETH,0.0758,0.07754,0.07462,0.07708,215.53,16.23
2019-05-28,REPETH,0.07462,0.07632,0.07394,0.0758,429.04,31.9
2019-05-27,REPETH,0.07537,0.07695,0.0743,0.07462,570.98,43.06
2019-05-26,REPETH,0.07729,0.07965,0.0753,0.07537,259.69,20.21
2019-05-25,REPETH,0.07782,0.07846,0.0768,0.07729,91.91,7.14
2019-05-24,REPETH,0.07965,0.08167,0.07605,0.07782,276.37,21.91
2019-05-23,REPETH,0.08,0.08139,0.07812,0.07965,357.34,28.09
2019-05-22,REPETH,0.08005,0.08332,0.07888,0.08,532.36,42.81
2019-05-21,REPETH,0.08445,0.08445,0.07798,0.08005,778.46,62.77
2019-05-20,REPETH,0.08673,0.09,0.08445,0.08445,104.57,9.04
2019-05-19,REPETH,0.09258,0.09304,0.086,0.08673,128.39,11.51
2019-05-18,REPETH,0.08677,0.09304,0.08656,0.09258,273.07,25.07
2019-05-17,REPETH,0.08735,0.08984,0.08249,0.08677,1458.13,127.17
2019-05-16,REPETH,0.09733,0.09742,0.086,0.08735,1303.85,118.27
2019-05-15,REPETH,0.09659,0.1044,0.09341,0.09733,1260.73,124.64
2019-05-14,REPETH,0.1045,0.1059,0.09658,0.09659,1430.1,144.88
2019-05-13,REPETH,0.1071,0.1072,0.1009,0.1045,314.01,32.68
2019-05-12,REPETH,0.1108,0.1137,0.1032,0.1071,192.34,20.65
2019-05-11,REPETH,0.1143,0.1154,0.1042,0.1108,760.21,82.97
2019-05-10,REPETH,0.1115,0.115,0.1075,0.1143,689.58,75.59
2019-05-09,REPETH,0.1158,0.1177,0.1115,0.1115,279.51,32.26
2019-05-08,REPETH,0.1188,0.1202,0.1158,0.1158,134.42,15.8
2019-05-07,REPETH,0.1202,0.1202,0.116,0.1178,190.38,22.43
2019-05-06,REPETH,0.1241,0.1241,0.116,0.1202,226.78,27.12
2019-05-05,REPETH,0.1235,0.1265,0.1231,0.1241,47.92,5.95
2019-05-04,REPETH,0.1241,0.1272,0.1231,0.1235,156.62,19.6
2019-05-03,REPETH,0.1258,0.1263,0.1202,0.1241,1704.69,208.45
2019-05-02,REPETH,0.1275,0.1306,0.1258,0.1258,41.36,5.29
2019-05-01,REPETH,0.1315,0.1315,0.1267,0.1275,271.68,34.96
2019-04-30,REPETH,0.1337,0.1337,0.13,0.1315,41.01,5.39
2019-04-29,REPETH,0.1364,0.1364,0.1303,0.1337,324.3,43.15
2019-04-28,REPETH,0.1371,0.1405,0.1364,0.1364,65.56,9.13
2019-04-27,REPETH,0.1412,0.1419,0.1371,0.1371,65.41,9.02
2019-04-26,REPETH,0.1384,0.1451,0.1357,0.1412,167.79,23.53
2019-04-25,REPETH,0.131,0.1409,0.131,0.1384,348.2,46.71
2019-04-24,REPETH,0.1269,0.1346,0.1232,0.131,578.79,73.31
2019-04-23,REPETH,0.1342,0.1343,0.1251,0.1269,324.07,41.11
2019-04-22,REPETH,0.1231,0.14,0.1231,0.1342,1324.27,175.54
2019-04-21,REPETH,0.1259,0.1259,0.12,0.1231,217.22,26.48
2019-04-20,REPETH,0.1269,0.1276,0.1236,0.1259,200.81,24.94
2019-04-19,REPETH,0.1218,0.13,0.1218,0.1269,191.07,23.92
2019-04-18,REPETH,0.121,0.1325,0.121,0.1218,3853.05,487.58
2019-04-17,REPETH,0.115,0.121,0.1145,0.121,546.58,64.42
2019-04-16,REPETH,0.1167,0.117,0.1132,0.115,483.12,55.37
2019-04-15,REPETH,0.1208,0.1234,0.1144,0.1167,248.44,29.76
2019-04-14,REPETH,0.1145,0.123,0.1145,0.1208,932.71,108.8
2019-04-13,REPETH,0.1178,0.1178,0.1142,0.1145,359.24,41.23
2019-04-12,REPETH,0.1094,0.1262,0.1094,0.1178,26217.83,3118.18
2019-04-11,REPETH,0.1111,0.112,0.1058,0.1094,720.22,78.02
2019-04-10,REPETH,0.1177,0.1177,0.1111,0.1111,720.43,81.85
2019-04-09,REPETH,0.1238,0.1238,0.114,0.1177,922.66,108.14
2019-04-08,REPETH,0.1266,0.1416,0.1176,0.1238,2173.35,280.57
2019-04-07,REPETH,0.1271,0.1371,0.1198,0.1266,8295.52,1084.59
2019-04-06,REPETH,0.119,0.1412,0.1187,0.1271,741.61,95.85
2019-04-05,REPETH,0.1228,0.1228,0.1153,0.119,601.51,71.0
2019-04-04,REPETH,0.1248,0.131,0.1176,0.1228,3044.04,375.77
2019-04-03,REPETH,0.1078,0.1531,0.1058,0.1248,19203.05,2575.98
2019-04-02,REPETH,0.1114,0.126,0.1064,0.1078,1719.44,194.1
2019-04-01,REPETH,0.1091,0.1114,0.1079,0.1114,89.86,9.88
2019-03-19,REPETH,0.109,0.109,0.108,0.108,0.2055,0.02225
2019-03-18,REPETH,0.1055,0.1103,0.1055,0.109,220.2,23.83
2019-03-17,REPETH,0.102,0.106,0.102,0.1055,49.37,5.09
2019-03-16,REPETH,0.1071,0.1071,0.1016,0.102,337.56,34.77
2019-03-15,REPETH,0.1075,0.11,0.1041,0.1071,620.92,66.12
2019-03-14,REPETH,0.1068,0.1097,0.1031,0.1075,644.46,68.99
2019-03-13,REPETH,0.1045,0.1068,0.1026,0.1068,325.02,34.26
2019-03-12,REPETH,0.1099,0.112,0.1023,0.1045,612.24,64.89
2019-03-11,REPETH,0.1001,0.1144,0.1001,0.1099,1288.08,136.61
2019-03-10,REPETH,0.09514,0.1007,0.09514,0.1001,272.29,26.74
2019-03-09,REPETH,0.09476,0.1,0.09429,0.09514,450.15,43.83
2019-03-08,REPETH,0.09408,0.09647,0.09252,0.09476,171.25,16.28
2019-03-07,REPETH,0.09112,0.09572,0.09061,0.09408,178.82,16.7
2019-03-06,REPETH,0.09239,0.09345,0.09001,0.09112,81.57,7.43
2019-03-05,REPETH,0.09654,0.09763,0.09191,0.09239,355.29,33.67
2019-03-04,REPETH,0.09854,0.09854,0.094,0.09654,304.05,29.29
2019-03-03,REPETH,0.09439,0.1025,0.09373,0.09854,323.05,31.53
2019-03-02,REPETH,0.09315,0.09591,0.09315,0.09439,237.56,22.55
2019-03-01,REPETH,0.0915,0.09534,0.0915,0.09315,53.71,5.04
