Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2019-08-07,LTCUSD,93.04,93.04,92.4,92.4,75.21,6986.24
2019-08-06,LTCUSD,96.07,99.1,91.13,93.04,5820.74,552032.53
2019-08-05,LTCUSD,95.93,106.79,94.14,96.17,12774.02,1263421.44
2019-08-04,LTCUSD,94.01,94.58,90.72,93.44,1630.59,150738.69
2019-08-03,LTCUSD,94.6,96.37,93.8,94.01,925.23,88218.67
2019-08-02,LTCUSD,98.75,98.83,92.7,94.6,3133.71,299689.26
2019-08-01,LTCUSD,98.91,100.6,95.91,98.75,2983.25,293291.19
2019-07-31,LTCUSD,90.38,99.79,90.12,98.91,4091.34,390644.64
2019-07-30,LTCUSD,90.47,92.52,88.72,90.38,1550.6,140587.8
2019-07-29,LTCUSD,89.82,92.18,87.53,90.47,2331.05,209496.96
2019-07-28,LTCUSD,88.75,90.65,83.4,89.82,3380.51,293431.6
2019-07-27,LTCUSD,94.45,96.53,86.5,88.75,3015.15,273494.87
2019-07-26,LTCUSD,92.07,94.59,90.25,94.45,2426.62,224841.35
2019-07-25,LTCUSD,94.85,96.48,91.53,93.49,3818.79,360794.59
2019-07-24,LTCUSD,89.9,97.09,86.46,94.85,5437.34,496710.15
2019-07-23,LTCUSD,94.93,94.99,88.68,89.9,8109.81,738865.74
2019-07-22,LTCUSD,99.96,100.75,91,94.93,6686.52,632492.86
2019-07-21,LTCUSD,100.65,101.48,96.68,99.96,3841.49,381637.99
2019-07-20,LTCUSD,98.26,105.88,97.66,100.65,5924.48,599122.67
2019-07-19,LTCUSD,101.1,101.36,94.95,98.26,7548.43,740973.55
2019-07-18,LTCUSD,90.15,90.26,87.26,89.74,897.22,78992.83
2019-07-17,LTCUSD,79.81,94.9,77.16,90.15,11663.76,1023799.78
2019-07-16,LTCUSD,90.59,92.01,76.62,79.81,10357.87,857398.46
2019-07-15,LTCUSD,89.83,92.69,84.97,90.59,7042.75,623353.04
2019-07-14,LTCUSD,100.92,101.67,88.02,89.83,7183.41,663474.83
2019-07-13,LTCUSD,104.82,105.2,97.68,100.92,2654.48,270427.22
2019-07-12,LTCUSD,103.18,106.92,100.93,104.82,2817.97,294058.3
2019-07-11,LTCUSD,107.85,107.85,95.28,103.18,6384.05,649233.46
2019-07-10,LTCUSD,119.32,120.41,102.06,107.85,9678.7,1056229.55
2019-07-09,LTCUSD,123.42,124.24,118,119.32,4218.43,511252.67
2019-07-08,LTCUSD,119.2,125.55,118.5,123.42,3139.07,380473.31
2019-07-07,LTCUSD,118.3,121,117.37,119.2,1373.98,163775.92
2019-07-06,LTCUSD,118.87,121.91,117.28,118.3,1481.36,176845.24
2019-07-05,LTCUSD,119.39,120.75,116.74,118.87,3057.3,363215.48
2019-07-04,LTCUSD,122,127.1,118.83,119.39,4606.3,564910.12
2019-07-03,LTCUSD,117.95,123.05,117.22,122,5338.5,645161.55
2019-07-02,LTCUSD,122.75,123.43,112,117.95,6922.2,807046.28
2019-07-01,LTCUSD,121.69,126.18,113.16,122.75,5529.3,659817.58
2019-06-30,LTCUSD,133.32,136.16,119.87,121.69,6920.18,888931.08
2019-06-29,LTCUSD,119.45,135.6,115.18,133.32,7162.15,909044.86
2019-06-28,LTCUSD,114.07,121.64,112.43,119.45,4678.86,549316.96
2019-06-27,LTCUSD,130.27,130.8,109.78,114.07,9885.97,1158689.95
