Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XEM,Volume USD
2018-08-22 12-AM,XEMUSD,0.1162,0.1162,0.1162,0.1162,0.0,0.0
2018-08-21 11-PM,XEMUSD,0.1162,0.1162,0.1162,0.1162,0.0,0.0
2018-08-21 10-PM,XEMUSD,0.1162,0.1162,0.1162,0.1162,244.69,28.44
2018-08-21 09-PM,XEMUSD,0.1167,0.1167,0.1162,0.1162,85.39,9.93
2018-08-21 08-PM,XEMUSD,0.1167,0.1167,0.1167,0.1167,0.0,0.0
2018-08-21 07-PM,XEMUSD,0.1167,0.1167,0.1167,0.1167,0.0,0.0
2018-08-21 06-PM,XEMUSD,0.1167,0.1167,0.1167,0.1167,0.0,0.0
2018-08-21 05-PM,XEMUSD,0.1213,0.1213,0.1167,0.1167,3.0,0.35
2018-08-21 04-PM,XEMUSD,0.1213,0.1213,0.1213,0.1213,0.0,0.0
2018-08-21 03-PM,XEMUSD,0.1213,0.1213,0.1213,0.1213,3.14,0.3807
2018-08-21 02-PM,XEMUSD,0.1213,0.1213,0.1213,0.1213,0.0,0.0
2018-08-21 01-PM,XEMUSD,0.1213,0.1213,0.1213,0.1213,0.0,0.0
2018-08-21 12-PM,XEMUSD,0.1213,0.1213,0.1213,0.1213,0.0,0.0
2018-08-21 11-AM,XEMUSD,0.1213,0.1213,0.1213,0.1213,0.0,0.0
2018-08-21 10-AM,XEMUSD,0.1213,0.1213,0.1213,0.1213,0.0,0.0
2018-08-21 09-AM,XEMUSD,0.1152,0.1213,0.1152,0.1213,343.06,41.61
2018-08-21 08-AM,XEMUSD,0.1154,0.1154,0.1152,0.1152,80.0,9.22
2018-08-21 07-AM,XEMUSD,0.1154,0.1154,0.1154,0.1154,0.0,0.0
2018-08-21 06-AM,XEMUSD,0.1154,0.1154,0.1154,0.1154,0.0,0.0
2018-08-21 05-AM,XEMUSD,0.1154,0.1154,0.1154,0.1154,0.0,0.0
2018-08-21 04-AM,XEMUSD,0.1154,0.1154,0.1154,0.1154,0.0,0.0
2018-08-21 03-AM,XEMUSD,0.1154,0.1154,0.1154,0.1154,0.0,0.0
2018-08-21 02-AM,XEMUSD,0.1154,0.1154,0.1154,0.1154,0.0,0.0
2018-08-21 01-AM,XEMUSD,0.1154,0.1154,0.1154,0.1154,0.0,0.0
2018-08-21 12-AM,XEMUSD,0.1154,0.1154,0.1154,0.1154,0.0,0.0
2018-08-20 11-PM,XEMUSD,0.1154,0.1154,0.1154,0.1154,0.0,0.0
2018-08-20 10-PM,XEMUSD,0.1154,0.1154,0.1154,0.1154,0.0,0.0
2018-08-20 09-PM,XEMUSD,0.1154,0.1154,0.1154,0.1154,0.0,0.0
2018-08-20 08-PM,XEMUSD,0.1215,0.1215,0.1154,0.1154,10.0,1.15
2018-08-20 07-PM,XEMUSD,0.1215,0.1215,0.1215,0.1215,0.0,0.0
2018-08-20 06-PM,XEMUSD,0.1131,0.1216,0.1131,0.1215,141.67,17.22
2018-08-20 05-PM,XEMUSD,0.1131,0.1131,0.1131,0.1131,0.0,0.0
2018-08-20 04-PM,XEMUSD,0.1131,0.1131,0.1131,0.1131,0.0,0.0
2018-08-20 03-PM,XEMUSD,0.1131,0.1131,0.1131,0.1131,0.0,0.0
2018-08-20 02-PM,XEMUSD,0.1207,0.1207,0.1131,0.1131,150.0,16.96
2018-08-20 01-PM,XEMUSD,0.1207,0.1207,0.1207,0.1207,0.0,0.0
2018-08-20 12-PM,XEMUSD,0.1169,0.1207,0.1169,0.1207,2.0,0.2414
2018-08-20 11-AM,XEMUSD,0.1169,0.1169,0.1169,0.1169,0.0,0.0
2018-08-20 10-AM,XEMUSD,0.12,0.12,0.1169,0.1169,311.0,36.87
2018-08-20 09-AM,XEMUSD,0.12,0.12,0.12,0.12,82.53,9.9
2018-08-20 08-AM,XEMUSD,0.12,0.12,0.12,0.12,0.0,0.0
2018-08-20 07-AM,XEMUSD,0.12,0.121,0.12,0.12,297.7,35.73
2018-08-20 06-AM,XEMUSD,0.121,0.121,0.12,0.12,54.38,6.53
2018-08-20 05-AM,XEMUSD,0.121,0.121,0.121,0.121,0.0,0.0
2018-08-20 04-AM,XEMUSD,0.121,0.121,0.121,0.121,0.0,0.0
2018-08-20 03-AM,XEMUSD,0.121,0.121,0.121,0.121,0.0,0.0
2018-08-20 02-AM,XEMUSD,0.12,0.121,0.12,0.121,62.97,7.62
2018-08-20 01-AM,XEMUSD,0.12,0.12,0.12,0.12,0.0,0.0
2018-08-20 12-AM,XEMUSD,0.12,0.12,0.12,0.12,0.0,0.0
2018-08-19 11-PM,XEMUSD,0.12,0.12,0.12,0.12,0.0,0.0
2018-08-19 10-PM,XEMUSD,0.1244,0.1244,0.118,0.12,800.1,94.48
2018-08-19 09-PM,XEMUSD,0.117,0.1244,0.117,0.1244,32.16,4.0
2018-08-19 08-PM,XEMUSD,0.117,0.117,0.117,0.117,0.0,0.0
2018-08-19 07-PM,XEMUSD,0.117,0.117,0.117,0.117,0.0,0.0
2018-08-19 06-PM,XEMUSD,0.117,0.117,0.117,0.117,0.0,0.0
2018-08-19 05-PM,XEMUSD,0.117,0.117,0.117,0.117,0.0,0.0
2018-08-19 04-PM,XEMUSD,0.117,0.117,0.117,0.117,0.0,0.0
2018-08-19 03-PM,XEMUSD,0.117,0.117,0.117,0.117,0.0,0.0
2018-08-19 02-PM,XEMUSD,0.117,0.117,0.117,0.117,0.0,0.0
2018-08-19 01-PM,XEMUSD,0.117,0.117,0.117,0.117,0.0,0.0
2018-08-19 12-PM,XEMUSD,0.13,0.13,0.117,0.117,180.0,21.06
2018-08-19 11-AM,XEMUSD,0.13,0.13,0.13,0.13,0.0,0.0
2018-08-19 10-AM,XEMUSD,0.1169,0.13,0.1169,0.13,2163.46,280.4
2018-08-19 09-AM,XEMUSD,0.1289,0.1289,0.1169,0.1169,15.17,1.77
2018-08-19 08-AM,XEMUSD,0.1289,0.1289,0.1289,0.1289,0.0,0.0
2018-08-19 07-AM,XEMUSD,0.1295,0.1295,0.1289,0.1289,15.0,1.93
2018-08-19 06-AM,XEMUSD,0.1295,0.1295,0.1295,0.1295,0.0,0.0
2018-08-19 05-AM,XEMUSD,0.1295,0.1295,0.1295,0.1295,0.0,0.0
2018-08-19 04-AM,XEMUSD,0.1295,0.1295,0.1295,0.1295,0.0,0.0
2018-08-19 03-AM,XEMUSD,0.1259,0.1295,0.1259,0.1295,67.86,8.79
2018-08-19 02-AM,XEMUSD,0.1259,0.1259,0.1259,0.1259,0.0,0.0
2018-08-19 01-AM,XEMUSD,0.1259,0.1259,0.1259,0.1259,0.0,0.0
2018-08-19 12-AM,XEMUSD,0.1259,0.1259,0.1259,0.1259,0.0,0.0
2018-08-18 11-PM,XEMUSD,0.1258,0.1259,0.1258,0.1259,50.0,6.29
2018-08-18 10-PM,XEMUSD,0.1176,0.1258,0.1176,0.1258,38.94,4.9
2018-08-18 09-PM,XEMUSD,0.1176,0.1176,0.1176,0.1176,0.0,0.0
2018-08-18 08-PM,XEMUSD,0.1176,0.1176,0.1176,0.1176,0.0,0.0
2018-08-18 07-PM,XEMUSD,0.1176,0.1176,0.1176,0.1176,0.0,0.0
2018-08-18 06-PM,XEMUSD,0.1176,0.1176,0.1176,0.1176,0.0,0.0
2018-08-18 05-PM,XEMUSD,0.1175,0.1176,0.1175,0.1176,480.49,56.49
2018-08-18 04-PM,XEMUSD,0.1284,0.1284,0.1175,0.1175,66.5,7.81
2018-08-18 03-PM,XEMUSD,0.122,0.1284,0.1179,0.1284,108.47,13.19
2018-08-18 02-PM,XEMUSD,0.122,0.122,0.122,0.122,0.0,0.0
2018-08-18 01-PM,XEMUSD,0.122,0.122,0.122,0.122,0.0,0.0
2018-08-18 12-PM,XEMUSD,0.122,0.122,0.122,0.122,0.0,0.0
2018-08-18 11-AM,XEMUSD,0.122,0.122,0.122,0.122,0.0,0.0
2018-08-18 10-AM,XEMUSD,0.122,0.122,0.122,0.122,0.0,0.0
2018-08-18 09-AM,XEMUSD,0.123,0.123,0.122,0.122,26.66,3.25
2018-08-18 08-AM,XEMUSD,0.125,0.125,0.123,0.123,136.1,16.78
2018-08-18 07-AM,XEMUSD,0.125,0.125,0.125,0.125,0.0,0.0
2018-08-18 06-AM,XEMUSD,0.125,0.125,0.125,0.125,0.0,0.0
2018-08-18 05-AM,XEMUSD,0.125,0.125,0.125,0.125,0.0,0.0
2018-08-18 04-AM,XEMUSD,0.125,0.125,0.125,0.125,0.0,0.0
2018-08-18 03-AM,XEMUSD,0.125,0.125,0.125,0.125,0.0,0.0
2018-08-18 02-AM,XEMUSD,0.125,0.125,0.125,0.125,0.0,0.0
2018-08-18 01-AM,XEMUSD,0.125,0.125,0.125,0.125,0.0,0.0
2018-08-18 12-AM,XEMUSD,0.1259,0.1259,0.125,0.125,10.0,1.25
2018-08-17 11-PM,XEMUSD,0.1224,0.126,0.1224,0.1259,224.26,28.22
2018-08-17 10-PM,XEMUSD,0.1224,0.1224,0.1224,0.1224,0.0,0.0
2018-08-17 09-PM,XEMUSD,0.1224,0.1224,0.1224,0.1224,0.0,0.0
2018-08-17 08-PM,XEMUSD,0.1265,0.1265,0.1224,0.1224,1.13,0.1379
2018-08-17 07-PM,XEMUSD,0.1265,0.1265,0.1265,0.1265,188.58,23.86
2018-08-17 06-PM,XEMUSD,0.1245,0.1265,0.1245,0.1265,131.7,16.42
2018-08-17 05-PM,XEMUSD,0.1221,0.1246,0.1221,0.1245,290.98,36.25
2018-08-17 04-PM,XEMUSD,0.1221,0.1221,0.1221,0.1221,0.0,0.0
2018-08-17 03-PM,XEMUSD,0.1221,0.1221,0.1221,0.1221,0.0,0.0
2018-08-17 02-PM,XEMUSD,0.1221,0.1221,0.1221,0.1221,0.0,0.0
2018-08-17 01-PM,XEMUSD,0.1221,0.1221,0.1221,0.1221,0.0,0.0
2018-08-17 12-PM,XEMUSD,0.1221,0.1221,0.1221,0.1221,0.0,0.0
2018-08-17 11-AM,XEMUSD,0.1221,0.1221,0.1221,0.1221,0.0,0.0
2018-08-17 10-AM,XEMUSD,0.1155,0.1221,0.1155,0.1221,81.08,9.9
2018-08-17 09-AM,XEMUSD,0.1155,0.1155,0.1155,0.1155,0.0,0.0
2018-08-17 08-AM,XEMUSD,0.1155,0.1155,0.1155,0.1155,0.0,0.0
2018-08-17 07-AM,XEMUSD,0.1155,0.1155,0.1155,0.1155,0.0,0.0
2018-08-17 06-AM,XEMUSD,0.1155,0.1155,0.1155,0.1155,0.0,0.0
2018-08-17 05-AM,XEMUSD,0.1155,0.1155,0.1155,0.1155,0.0,0.0
2018-08-17 04-AM,XEMUSD,0.1203,0.1213,0.1155,0.1155,125.94,14.68
2018-08-17 03-AM,XEMUSD,0.1203,0.1203,0.1203,0.1203,0.0,0.0
2018-08-17 02-AM,XEMUSD,0.1207,0.1207,0.1203,0.1203,68.94,8.3
2018-08-17 01-AM,XEMUSD,0.1157,0.1207,0.1157,0.1207,23.66,2.86
2018-08-17 12-AM,XEMUSD,0.1157,0.1157,0.1157,0.1157,0.0,0.0
2018-08-16 11-PM,XEMUSD,0.111,0.116,0.111,0.1157,138.7,16.05
2018-08-16 10-PM,XEMUSD,0.111,0.111,0.111,0.111,0.0,0.0
2018-08-16 09-PM,XEMUSD,0.1247,0.1247,0.1107,0.111,840.19,96.86
2018-08-16 08-PM,XEMUSD,0.1228,0.1247,0.1226,0.1247,653.95,80.97
2018-08-16 07-PM,XEMUSD,0.1234,0.1234,0.1228,0.1228,31.85,3.91
2018-08-16 06-PM,XEMUSD,0.1234,0.1234,0.1234,0.1234,0.0,0.0
2018-08-16 05-PM,XEMUSD,0.1246,0.1246,0.1147,0.1234,198.1,23.68
2018-08-16 04-PM,XEMUSD,0.1182,0.1246,0.1182,0.1246,214.39,26.71
2018-08-16 03-PM,XEMUSD,0.117,0.1182,0.1135,0.1182,113.97,13.37
2018-08-16 02-PM,XEMUSD,0.1154,0.117,0.1154,0.117,169.52,19.7
2018-08-16 01-PM,XEMUSD,0.1257,0.1257,0.1154,0.1154,516.92,60.2
2018-08-16 12-PM,XEMUSD,0.1257,0.1257,0.1257,0.1257,0.0,0.0
2018-08-16 11-AM,XEMUSD,0.1257,0.1257,0.1257,0.1257,0.0,0.0
2018-08-16 10-AM,XEMUSD,0.1257,0.1257,0.1257,0.1257,0.0,0.0
2018-08-16 09-AM,XEMUSD,0.127,0.127,0.1257,0.1257,10.0,1.26
2018-08-16 08-AM,XEMUSD,0.1235,0.127,0.1226,0.127,652.29,80.65
2018-08-16 07-AM,XEMUSD,0.1235,0.1235,0.1235,0.1235,0.0,0.0
2018-08-16 06-AM,XEMUSD,0.1129,0.1235,0.1129,0.1235,1.0,0.1235
2018-08-16 05-AM,XEMUSD,0.1129,0.1129,0.1129,0.1129,0.0,0.0
2018-08-16 04-AM,XEMUSD,0.1129,0.1129,0.1129,0.1129,0.0,0.0
2018-08-16 03-AM,XEMUSD,0.1129,0.1265,0.1129,0.1129,115.44,14.5
2018-08-16 02-AM,XEMUSD,0.1124,0.1181,0.1121,0.1129,457.73,52.52
2018-08-16 01-AM,XEMUSD,0.1181,0.1181,0.1122,0.1124,160.02,17.97
2018-08-16 12-AM,XEMUSD,0.1109,0.1181,0.1109,0.1181,28.33,3.35
2018-08-15 11-PM,XEMUSD,0.1109,0.1109,0.1109,0.1109,0.0,0.0
2018-08-15 10-PM,XEMUSD,0.1109,0.1109,0.1109,0.1109,0.0,0.0
2018-08-15 09-PM,XEMUSD,0.1212,0.1212,0.1108,0.1109,1677.76,199.33
2018-08-15 08-PM,XEMUSD,0.1212,0.1212,0.1212,0.1212,0.0,0.0
2018-08-15 07-PM,XEMUSD,0.12,0.1212,0.12,0.1212,31.01,3.76
2018-08-15 06-PM,XEMUSD,0.12,0.12,0.12,0.12,0.0,0.0
2018-08-15 05-PM,XEMUSD,0.1207,0.1278,0.1198,0.12,1868.93,238.38
2018-08-15 04-PM,XEMUSD,0.1198,0.1207,0.1197,0.1207,1912.03,229.07
2018-08-15 03-PM,XEMUSD,0.1199,0.1199,0.1198,0.1198,2.26,0.2703
2018-08-15 02-PM,XEMUSD,0.1199,0.1199,0.1199,0.1199,83.41,10.0
2018-08-15 01-PM,XEMUSD,0.115,0.1199,0.115,0.1199,39.32,4.72
2018-08-15 12-PM,XEMUSD,0.115,0.115,0.115,0.115,0.0,0.0
2018-08-15 11-AM,XEMUSD,0.115,0.115,0.115,0.115,0.0,0.0
2018-08-15 10-AM,XEMUSD,0.115,0.115,0.115,0.115,0.0,0.0
2018-08-15 09-AM,XEMUSD,0.1276,0.1276,0.115,0.115,922.13,106.73
2018-08-15 08-AM,XEMUSD,0.1276,0.1276,0.1276,0.1276,0.0,0.0
2018-08-15 07-AM,XEMUSD,0.1138,0.1276,0.1138,0.1276,14.05,1.79
2018-08-15 06-AM,XEMUSD,0.1135,0.128,0.1135,0.1138,874.97,105.48
2018-08-15 05-AM,XEMUSD,0.1135,0.1135,0.1135,0.1135,0.0,0.0
2018-08-15 04-AM,XEMUSD,0.1108,0.1135,0.1108,0.1135,1028.82,116.77
2018-08-15 03-AM,XEMUSD,0.1108,0.1108,0.1108,0.1108,0.0,0.0
2018-08-15 02-AM,XEMUSD,0.1108,0.1108,0.1108,0.1108,0.0,0.0
2018-08-15 01-AM,XEMUSD,0.1108,0.1108,0.1108,0.1108,0.0,0.0
2018-08-15 12-AM,XEMUSD,0.1108,0.1108,0.1108,0.1108,0.0,0.0
2018-08-14 11-PM,XEMUSD,0.1171,0.1171,0.1108,0.1108,10.0,1.11
2018-08-14 10-PM,XEMUSD,0.1171,0.1171,0.1171,0.1171,0.0,0.0
2018-08-14 09-PM,XEMUSD,0.1109,0.1171,0.1109,0.1171,65.89,7.72
2018-08-14 08-PM,XEMUSD,0.111,0.111,0.1109,0.1109,1.0,0.1109
2018-08-14 07-PM,XEMUSD,0.112,0.112,0.1108,0.111,1920.54,213.27
2018-08-14 06-PM,XEMUSD,0.112,0.1221,0.112,0.112,100.34,11.34
2018-08-14 05-PM,XEMUSD,0.1161,0.1242,0.112,0.112,111.33,13.45
2018-08-14 04-PM,XEMUSD,0.1161,0.1161,0.1161,0.1161,0.0,0.0
2018-08-14 03-PM,XEMUSD,0.1161,0.1161,0.1161,0.1161,0.0,0.0
2018-08-14 02-PM,XEMUSD,0.1108,0.1161,0.1108,0.1161,30.53,3.53
2018-08-14 01-PM,XEMUSD,0.1108,0.1108,0.1108,0.1108,0.0,0.0
2018-08-14 12-PM,XEMUSD,0.1108,0.1108,0.1108,0.1108,0.0,0.0
2018-08-14 11-AM,XEMUSD,0.1162,0.1162,0.1108,0.1108,121.25,13.43
2018-08-14 10-AM,XEMUSD,0.1162,0.1162,0.1162,0.1162,0.0,0.0
2018-08-14 09-AM,XEMUSD,0.1107,0.1162,0.1107,0.1162,81.91,9.15
2018-08-14 08-AM,XEMUSD,0.1163,0.1163,0.1107,0.1107,53.96,6.26
2018-08-14 07-AM,XEMUSD,0.1107,0.1163,0.1107,0.1163,13.0,1.51
2018-08-14 06-AM,XEMUSD,0.1107,0.1107,0.1107,0.1107,64.78,7.17
2018-08-14 05-AM,XEMUSD,0.1107,0.1107,0.1107,0.1107,0.0,0.0
2018-08-14 04-AM,XEMUSD,0.1107,0.1107,0.1107,0.1107,603.07,66.77
2018-08-14 03-AM,XEMUSD,0.1107,0.1107,0.1107,0.1107,0.0,0.0
2018-08-14 02-AM,XEMUSD,0.1127,0.1127,0.1107,0.1107,225.24,24.94
2018-08-14 01-AM,XEMUSD,0.115,0.115,0.1127,0.1127,721.26,82.73
2018-08-14 12-AM,XEMUSD,0.1152,0.1157,0.115,0.115,472.47,54.38
2018-08-13 11-PM,XEMUSD,0.1219,0.1219,0.1152,0.1152,1049.23,120.82
2018-08-13 10-PM,XEMUSD,0.115,0.1219,0.115,0.1219,245.55,28.25
2018-08-13 09-PM,XEMUSD,0.1226,0.1226,0.115,0.115,10.0,1.15
2018-08-13 08-PM,XEMUSD,0.115,0.1227,0.115,0.1226,356.25,41.24
2018-08-13 07-PM,XEMUSD,0.115,0.115,0.115,0.115,0.0,0.0
2018-08-13 06-PM,XEMUSD,0.115,0.115,0.115,0.115,358.0,41.17
2018-08-13 05-PM,XEMUSD,0.116,0.116,0.115,0.115,2608.28,300.29
2018-08-13 04-PM,XEMUSD,0.1175,0.1175,0.116,0.116,1841.73,215.87
2018-08-13 03-PM,XEMUSD,0.12,0.12,0.1175,0.1175,1640.7,195.15
2018-08-13 02-PM,XEMUSD,0.12,0.1236,0.12,0.12,366.5,44.45
2018-08-13 01-PM,XEMUSD,0.124,0.124,0.12,0.12,100.0,12.0
2018-08-13 12-PM,XEMUSD,0.124,0.124,0.124,0.124,0.0,0.0
2018-08-13 11-AM,XEMUSD,0.1234,0.124,0.1234,0.124,632.89,78.47
2018-08-13 10-AM,XEMUSD,0.1234,0.1234,0.1234,0.1234,0.0,0.0
2018-08-13 09-AM,XEMUSD,0.1175,0.1235,0.1175,0.1234,48.66,6.0
2018-08-13 08-AM,XEMUSD,0.12,0.12,0.1175,0.1175,483.36,56.81
2018-08-13 07-AM,XEMUSD,0.1175,0.12,0.1175,0.12,529.99,62.29
2018-08-13 06-AM,XEMUSD,0.1179,0.1179,0.1175,0.1175,740.73,87.05
2018-08-13 05-AM,XEMUSD,0.1244,0.1244,0.1179,0.1179,56.4,6.65
2018-08-13 04-AM,XEMUSD,0.1237,0.1245,0.1237,0.1244,16.14,2.01
2018-08-13 03-AM,XEMUSD,0.1179,0.1249,0.1179,0.1237,217.0,26.89
2018-08-13 02-AM,XEMUSD,0.1254,0.1254,0.1179,0.1179,4.09,0.4824
2018-08-13 01-AM,XEMUSD,0.1254,0.1254,0.1254,0.1254,0.0,0.0
2018-08-13 12-AM,XEMUSD,0.1175,0.1254,0.1175,0.1254,8.41,1.06
2018-08-12 11-PM,XEMUSD,0.1175,0.1175,0.1175,0.1175,0.0,0.0
2018-08-12 10-PM,XEMUSD,0.1175,0.1175,0.1175,0.1175,0.0,0.0
2018-08-12 09-PM,XEMUSD,0.1175,0.1175,0.1175,0.1175,0.0,0.0
2018-08-12 08-PM,XEMUSD,0.1199,0.1199,0.1175,0.1175,236.81,28.38
2018-08-12 07-PM,XEMUSD,0.119,0.13,0.119,0.1199,435.19,52.59
2018-08-12 06-PM,XEMUSD,0.1191,0.1191,0.119,0.119,606.97,72.29
2018-08-12 05-PM,XEMUSD,0.12,0.1223,0.1175,0.1191,582.58,69.15
2018-08-12 04-PM,XEMUSD,0.1161,0.1225,0.1161,0.12,135.77,16.42
2018-08-12 03-PM,XEMUSD,0.116,0.123,0.116,0.1161,260.66,31.63
2018-08-12 02-PM,XEMUSD,0.1239,0.1239,0.1157,0.116,1177.98,136.56
2018-08-12 01-PM,XEMUSD,0.1247,0.1247,0.1155,0.1239,97.96,12.06
2018-08-12 12-PM,XEMUSD,0.1127,0.1272,0.1127,0.1247,638.21,73.04
2018-08-12 11-AM,XEMUSD,0.112,0.1297,0.112,0.1127,197.16,24.53
2018-08-12 10-AM,XEMUSD,0.1149,0.13,0.1115,0.112,224.59,26.86
2018-08-12 09-AM,XEMUSD,0.12,0.124,0.1149,0.1149,648.78,77.8
2018-08-12 08-AM,XEMUSD,0.1245,0.1245,0.1199,0.12,409.49,49.75
2018-08-12 07-AM,XEMUSD,0.125,0.125,0.1116,0.1245,167.23,20.13
2018-08-12 06-AM,XEMUSD,0.1184,0.1252,0.1184,0.125,3380.23,422.93
2018-08-12 05-AM,XEMUSD,0.1151,0.1189,0.1151,0.1184,113.32,13.45
2018-08-12 04-AM,XEMUSD,0.1283,0.1283,0.1151,0.1151,556.49,66.22
2018-08-12 03-AM,XEMUSD,0.12,0.1283,0.12,0.1283,26.8,3.41
2018-08-12 02-AM,XEMUSD,0.12,0.12,0.12,0.12,42.52,5.1
2018-08-12 01-AM,XEMUSD,0.12,0.12,0.12,0.12,213.5,25.62
2018-08-12 12-AM,XEMUSD,0.12,0.1289,0.12,0.12,203.82,24.47
2018-08-11 11-PM,XEMUSD,0.12,0.12,0.12,0.12,0.0,0.0
2018-08-11 10-PM,XEMUSD,0.1234,0.1294,0.12,0.12,902.32,111.59
2018-08-11 09-PM,XEMUSD,0.13,0.13,0.1203,0.1234,786.68,97.1
2018-08-11 08-PM,XEMUSD,0.12,0.13,0.12,0.13,169.03,21.14
2018-08-11 07-PM,XEMUSD,0.13,0.13,0.12,0.12,393.11,50.7
2018-08-11 06-PM,XEMUSD,0.13,0.13,0.123,0.13,72.64,9.21
2018-08-11 05-PM,XEMUSD,0.13,0.13,0.1234,0.13,172.54,21.93
2018-08-11 04-PM,XEMUSD,0.12,0.13,0.12,0.13,648.3,82.14
2018-08-11 03-PM,XEMUSD,0.12,0.13,0.12,0.12,37.76,4.55
2018-08-11 02-PM,XEMUSD,0.12,0.12,0.12,0.12,64.67,7.76
2018-08-11 01-PM,XEMUSD,0.13,0.13,0.12,0.12,2468.18,300.02
2018-08-11 12-PM,XEMUSD,0.1234,0.13,0.1234,0.13,298.08,37.56
2018-08-11 11-AM,XEMUSD,0.13,0.13,0.1234,0.1234,35.79,4.42
2018-08-11 10-AM,XEMUSD,0.12,0.13,0.12,0.13,109.16,13.82
2018-08-11 09-AM,XEMUSD,0.13,0.13,0.12,0.12,127.62,15.88
2018-08-11 08-AM,XEMUSD,0.1209,0.13,0.1209,0.13,458.65,58.69
2018-08-11 07-AM,XEMUSD,0.121,0.121,0.12,0.1209,1520.94,183.85
2018-08-11 06-AM,XEMUSD,0.121,0.1289,0.121,0.121,779.9,95.95
2018-08-11 05-AM,XEMUSD,0.124,0.1287,0.121,0.121,418.29,51.71
2018-08-11 04-AM,XEMUSD,0.124,0.1288,0.124,0.124,48.83,6.12
2018-08-11 03-AM,XEMUSD,0.129,0.129,0.124,0.124,303.42,38.05
2018-08-11 02-AM,XEMUSD,0.124,0.1293,0.124,0.129,381.28,48.1
2018-08-11 01-AM,XEMUSD,0.124,0.1297,0.124,0.124,13.98,1.75
2018-08-11 12-AM,XEMUSD,0.1297,0.13,0.124,0.124,493.57,62.96
2018-08-10 11-PM,XEMUSD,0.124,0.1298,0.124,0.1297,843.45,104.89
2018-08-10 10-PM,XEMUSD,0.124,0.13,0.124,0.124,2099.46,272.5
2018-08-10 09-PM,XEMUSD,0.13,0.1343,0.124,0.124,1207.91,154.53
2018-08-10 08-PM,XEMUSD,0.135,0.135,0.13,0.13,113.53,14.8
2018-08-10 07-PM,XEMUSD,0.13,0.135,0.13,0.135,757.33,102.01
2018-08-10 06-PM,XEMUSD,0.1331,0.135,0.13,0.13,1220.12,162.01
2018-08-10 05-PM,XEMUSD,0.135,0.135,0.1331,0.1331,1006.24,135.72
2018-08-10 04-PM,XEMUSD,0.135,0.135,0.133,0.135,443.82,59.89
2018-08-10 03-PM,XEMUSD,0.135,0.135,0.133,0.135,1154.4,155.75
2018-08-10 02-PM,XEMUSD,0.1457,0.1457,0.135,0.135,346.88,47.53
2018-08-10 01-PM,XEMUSD,0.1459,0.1459,0.1371,0.1457,1426.17,196.53
2018-08-10 12-PM,XEMUSD,0.1378,0.1459,0.1378,0.1459,160.17,22.42
2018-08-10 11-AM,XEMUSD,0.136,0.1378,0.136,0.1378,117.7,16.02
2018-08-10 10-AM,XEMUSD,0.136,0.136,0.136,0.136,206.8,28.13
2018-08-10 09-AM,XEMUSD,0.136,0.136,0.136,0.136,0.0,0.0
