Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume QLC,Volume BTC
2018-12-16,QLCBTC,5.65e-06,5.83e-06,5.59e-06,5.63e-06,5227150.0,29.7
2018-12-15,QLCBTC,5.36e-06,5.86e-06,5.31e-06,5.65e-06,14565662.0,82.27
2018-12-14,QLCBTC,5.37e-06,5.54e-06,5.24e-06,5.36e-06,5675189.0,30.43
2018-12-13,QLCBTC,5.38e-06,5.43e-06,5.28e-06,5.37e-06,3547026.0,18.98
2018-12-12,QLCBTC,5.26e-06,5.53e-06,5.21e-06,5.38e-06,4694824.0,25.32
2018-12-11,QLCBTC,5.39e-06,5.7e-06,5.18e-06,5.29e-06,9534834.0,51.45
2018-12-10,QLCBTC,5.35e-06,5.49e-06,5.15e-06,5.39e-06,9237646.0,48.77
2018-12-09,QLCBTC,5.25e-06,5.54e-06,5.0e-06,5.35e-06,33057212.0,171.79
2018-12-08,QLCBTC,5.52e-06,5.72e-06,5.16e-06,5.25e-06,8401064.0,45.5
2018-12-07,QLCBTC,5.43e-06,5.72e-06,5.25e-06,5.52e-06,9232091.0,50.12
2018-12-06,QLCBTC,6.13e-06,6.22e-06,5.37e-06,5.43e-06,17782958.0,103.74
2018-12-05,QLCBTC,7.07e-06,7.08e-06,5.92e-06,6.13e-06,38350099.0,238.05
2018-12-04,QLCBTC,7.24e-06,7.28e-06,6.88e-06,7.07e-06,9782452.0,69.65
2018-12-03,QLCBTC,7.8e-06,8.18e-06,6.9e-06,7.24e-06,90417351.0,697.0
2018-12-02,QLCBTC,7.64e-06,8.2e-06,7.3e-06,7.8e-06,11174464.0,86.94
2018-12-01,QLCBTC,7.84e-06,8.16e-06,7.1e-06,7.64e-06,20825784.0,161.14
2018-11-30,QLCBTC,7.1e-06,8.58e-06,6.22e-06,7.88e-06,101710481.0,781.2
2018-11-29,QLCBTC,6.2e-06,8.76e-06,6.02e-06,7.1e-06,96839703.0,734.1
2018-11-28,QLCBTC,5.63e-06,6.55e-06,5.59e-06,6.2e-06,26305596.0,161.72
2018-11-27,QLCBTC,5.25e-06,5.86e-06,5.18e-06,5.63e-06,8740752.0,48.24
2018-11-26,QLCBTC,5.46e-06,5.64e-06,5.09e-06,5.25e-06,6893596.0,36.77
2018-11-25,QLCBTC,5.65e-06,5.71e-06,5.12e-06,5.46e-06,8371463.0,44.89
2018-11-24,QLCBTC,5.91e-06,6.03e-06,5.46e-06,5.65e-06,5135774.0,29.53
2018-11-23,QLCBTC,5.98e-06,6.04e-06,5.66e-06,5.91e-06,3981432.0,23.28
2018-11-22,QLCBTC,6.1e-06,6.3e-06,5.92e-06,5.98e-06,7382439.0,45.06
2018-11-21,QLCBTC,5.82e-06,7.5e-06,5.65e-06,6.1e-06,23933258.0,155.86
2018-11-20,QLCBTC,6.44e-06,6.58e-06,5.49e-06,5.82e-06,11030134.0,65.78
2018-11-19,QLCBTC,7.76e-06,7.77e-06,6.22e-06,6.44e-06,15406753.0,105.55
2018-11-18,QLCBTC,6.88e-06,8.45e-06,6.88e-06,7.76e-06,31864390.0,248.2
2018-11-17,QLCBTC,7.11e-06,7.17e-06,6.7e-06,6.88e-06,4462574.0,30.87
2018-11-16,QLCBTC,6.82e-06,7.45e-06,6.48e-06,7.11e-06,4657551.0,32.2
2018-11-15,QLCBTC,7.36e-06,7.57e-06,6.35e-06,6.82e-06,5016670.0,33.88
2018-11-14,QLCBTC,7.88e-06,7.89e-06,6.39e-06,7.36e-06,8926229.0,63.42
2018-11-13,QLCBTC,7.87e-06,8.15e-06,7.8e-06,7.88e-06,2888399.0,22.9
2018-11-12,QLCBTC,8.26e-06,8.43e-06,7.73e-06,7.87e-06,6198060.0,49.79
2018-11-11,QLCBTC,8.27e-06,8.48e-06,8.13e-06,8.26e-06,3267453.0,27.17
2018-11-10,QLCBTC,8.11e-06,8.58e-06,7.94e-06,8.27e-06,6174200.0,50.72
2018-11-09,QLCBTC,8.5e-06,8.61e-06,8.11e-06,8.11e-06,5036975.0,41.92
2018-11-08,QLCBTC,8.69e-06,8.85e-06,8.34e-06,8.5e-06,6976322.0,59.33
2018-11-07,QLCBTC,7.95e-06,9.3e-06,7.89e-06,8.69e-06,25104594.0,218.33
2018-11-06,QLCBTC,8.09e-06,8.29e-06,7.82e-06,7.95e-06,4211330.0,33.72
2018-11-05,QLCBTC,8.16e-06,8.19e-06,7.9e-06,8.09e-06,2743027.0,21.96
