Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DOG,Volume EBTC
2018-08-22 10-PM,DOGEBTC,3.6e-07,3.7e-07,3.6e-07,3.6e-07,526257.65,0.1942
2018-08-22 09-PM,DOGEBTC,3.7e-07,3.8e-07,3.6e-07,3.6e-07,4427138.15,1.64
2018-08-22 08-PM,DOGEBTC,3.7e-07,3.8e-07,3.7e-07,3.7e-07,228523334.09,84.55
2018-08-22 07-PM,DOGEBTC,3.7e-07,3.8e-07,3.7e-07,3.7e-07,460028464.8,170.21
2018-08-22 06-PM,DOGEBTC,3.7e-07,3.8e-07,3.7e-07,3.7e-07,232140653.93,85.9
2018-08-22 05-PM,DOGEBTC,3.7e-07,3.8e-07,3.7e-07,3.7e-07,1739830.52,0.6447
2018-08-22 04-PM,DOGEBTC,3.7e-07,3.8e-07,3.7e-07,3.7e-07,1032521.13,0.3822
2018-08-22 03-PM,DOGEBTC,3.7e-07,3.8e-07,3.7e-07,3.7e-07,57183.54,0.02151
2018-08-22 02-PM,DOGEBTC,3.8e-07,3.8e-07,3.7e-07,3.7e-07,107993.62,0.04041
2018-08-22 01-PM,DOGEBTC,3.7e-07,3.8e-07,3.7e-07,3.8e-07,368298.34,0.1383
2018-08-22 12-PM,DOGEBTC,3.8e-07,3.8e-07,3.7e-07,3.7e-07,342169.75,0.1271
2018-08-22 11-AM,DOGEBTC,3.7e-07,3.8e-07,3.7e-07,3.8e-07,168790.85,0.06279
2018-08-22 10-AM,DOGEBTC,3.8e-07,3.8e-07,3.7e-07,3.7e-07,66228.28,0.02458
2018-08-22 09-AM,DOGEBTC,3.7e-07,3.8e-07,3.7e-07,3.8e-07,159909.5,0.06019
2018-08-22 08-AM,DOGEBTC,3.7e-07,3.8e-07,3.7e-07,3.7e-07,207614.43,0.0773
2018-08-22 07-AM,DOGEBTC,3.7e-07,3.8e-07,3.7e-07,3.7e-07,444838.7,0.1649
2018-08-22 06-AM,DOGEBTC,3.8e-07,3.8e-07,3.7e-07,3.7e-07,28275.05,0.01054
