Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume HVN,Volume BTC
2018-03-10,HVNBTC,8.93e-06,9.39e-06,8.7e-06,9.07e-06,167930.0,1.53
2018-03-09,HVNBTC,8.43e-06,9.65e-06,8.18e-06,8.93e-06,1449520.0,12.72
2018-03-08,HVNBTC,9.24e-06,9.24e-06,7.87e-06,8.43e-06,644920.0,5.43
2018-03-07,HVNBTC,9.03e-06,1.092e-05,8.18e-06,9.24e-06,902780.0,8.42
2018-03-06,HVNBTC,7.72e-06,9.77e-06,7.02e-06,9.03e-06,11416690.0,91.87
2018-03-05,HVNBTC,9.49e-06,9.67e-06,7.35e-06,7.72e-06,990070.0,8.28
2018-03-04,HVNBTC,9.23e-06,9.67e-06,8.5e-06,9.49e-06,299240.0,2.74
2018-03-03,HVNBTC,9.2e-06,9.9e-06,8.7e-06,9.23e-06,608170.0,5.43
2018-03-02,HVNBTC,9.52e-06,1.076e-05,9.0e-06,9.2e-06,882920.0,8.74
2018-03-01,HVNBTC,9.97e-06,1.138e-05,9.35e-06,9.52e-06,869310.0,9.11
2018-02-28,HVNBTC,1.148e-05,1.238e-05,9.1e-06,9.97e-06,1195730.0,12.92
2018-02-27,HVNBTC,1.247e-05,1.3e-05,1.11e-05,1.148e-05,435240.0,5.29
2018-02-26,HVNBTC,1.322e-05,1.328e-05,1.24e-05,1.247e-05,287260.0,3.65
2018-02-25,HVNBTC,1.363e-05,1.44e-05,1.2e-05,1.322e-05,1033060.0,13.18
2018-02-24,HVNBTC,1.269e-05,1.45e-05,1.229e-05,1.363e-05,967200.0,12.6
2018-02-23,HVNBTC,1.31e-05,1.34e-05,1.117e-05,1.269e-05,904070.0,11.28
2018-02-22,HVNBTC,1.307e-05,1.572e-05,1.111e-05,1.31e-05,1705330.0,22.15
2018-02-21,HVNBTC,1.297e-05,1.349e-05,1.198e-05,1.307e-05,588200.0,7.53
2018-02-20,HVNBTC,1.318e-05,1.339e-05,1.09e-05,1.297e-05,997900.0,12.65
2018-02-19,HVNBTC,1.366e-05,1.494e-05,1.26e-05,1.318e-05,355910.0,4.79
2018-02-18,HVNBTC,1.401e-05,1.537e-05,1.149e-05,1.366e-05,598070.0,8.13
2018-02-17,HVNBTC,1.51e-05,1.6e-05,1.384e-05,1.401e-05,783530.0,11.65
2018-02-16,HVNBTC,1.606e-05,1.637e-05,1.451e-05,1.51e-05,424120.0,6.56
2018-02-15,HVNBTC,1.558e-05,1.759e-05,1.55e-05,1.606e-05,552050.0,8.92
2018-02-14,HVNBTC,1.525e-05,1.798e-05,1.438e-05,1.558e-05,893090.0,14.0
2018-02-13,HVNBTC,1.657e-05,1.698e-05,1.513e-05,1.525e-05,564480.0,8.97
2018-02-12,HVNBTC,1.503e-05,1.743e-05,1.487e-05,1.657e-05,866700.0,14.04
2018-02-11,HVNBTC,1.402e-05,1.593e-05,1.306e-05,1.503e-05,1018070.0,14.79
2018-02-10,HVNBTC,1.53e-05,1.579e-05,1.378e-05,1.402e-05,327970.0,4.83
2018-02-09,HVNBTC,1.401e-05,1.53e-05,1.333e-05,1.53e-05,329180.0,4.72
2018-02-08,HVNBTC,1.072e-05,1.572e-05,1.02e-05,1.401e-05,1222150.0,17.33
2018-02-07,HVNBTC,1.466e-05,1.473e-05,1.011e-05,1.072e-05,1302250.0,17.06
2018-02-06,HVNBTC,1.088e-05,1.471e-05,8.16e-06,1.466e-05,2202140.0,23.34
2018-02-05,HVNBTC,1.319e-05,1.34e-05,9.0e-06,1.088e-05,1625510.0,17.5
2018-02-04,HVNBTC,1.52e-05,1.52e-05,1.2e-05,1.319e-05,1342240.0,17.72
2018-02-03,HVNBTC,1.306e-05,1.564e-05,1.267e-05,1.52e-05,1179590.0,17.02
2018-02-02,HVNBTC,1.339e-05,1.507e-05,1.1e-05,1.306e-05,2463400.0,30.79
2018-02-01,HVNBTC,1.498e-05,1.565e-05,1.23e-05,1.339e-05,894150.0,12.48
2018-01-31,HVNBTC,1.549e-05,1.573e-05,1.402e-05,1.498e-05,611690.0,9.02
2018-01-30,HVNBTC,1.453e-05,1.61e-05,1.251e-05,1.549e-05,881790.0,13.09
2018-01-29,HVNBTC,1.609e-05,1.622e-05,1.4e-05,1.453e-05,877060.0,12.94
2018-01-28,HVNBTC,1.48e-05,1.622e-05,7.54e-06,1.609e-05,2684840.0,36.24
2018-01-27,HVNBTC,1.779e-05,1.79e-05,1.37e-05,1.48e-05,1187720.0,18.03
2018-01-26,HVNBTC,1.818e-05,1.819e-05,1.502e-05,1.779e-05,621210.0,10.5
2018-01-25,HVNBTC,1.861e-05,1.862e-05,1.645e-05,1.818e-05,330970.0,5.88
2018-01-24,HVNBTC,1.873e-05,2.018e-05,1.8e-05,1.861e-05,783790.0,14.6
2018-01-23,HVNBTC,1.734e-05,1.91e-05,1.68e-05,1.873e-05,1127180.0,20.48
2018-01-22,HVNBTC,1.81e-05,2.058e-05,1.605e-05,1.734e-05,1599300.0,28.47
2018-01-21,HVNBTC,2.039e-05,2.08e-05,1.808e-05,1.81e-05,1202980.0,23.02
2018-01-20,HVNBTC,2.151e-05,2.295e-05,1.987e-05,2.039e-05,691680.0,14.58
2018-01-19,HVNBTC,2.175e-05,2.368e-05,1.945e-05,2.151e-05,1308800.0,28.25
2018-01-18,HVNBTC,2.3e-05,2.447e-05,2.006e-05,2.175e-05,1277920.0,28.15
2018-01-17,HVNBTC,1.962e-05,2.394e-05,1.8e-05,2.3e-05,2460360.0,49.39
2018-01-16,HVNBTC,2.339e-05,2.344e-05,1.7e-05,1.962e-05,2814710.0,54.49
2018-01-15,HVNBTC,2.187e-05,2.695e-05,1.953e-05,2.339e-05,2670590.0,60.33
2018-01-14,HVNBTC,2.468e-05,2.734e-05,1.83e-05,2.187e-05,3139130.0,67.92
2018-01-13,HVNBTC,2.078e-05,2.82e-05,2.003e-05,2.468e-05,4842930.0,116.6
2018-01-12,HVNBTC,1.502e-05,2.08e-05,1.473e-05,2.078e-05,4743060.0,84.21
2018-01-11,HVNBTC,1.12e-05,1.76e-05,1.12e-05,1.502e-05,10705050.0,157.21
2018-01-10,HVNBTC,1.068e-05,1.199e-05,1.0e-05,1.12e-05,2226130.0,24.97
2018-01-09,HVNBTC,9.15e-06,1.115e-05,8.95e-06,1.068e-05,2523510.0,25.72
2018-01-08,HVNBTC,9.28e-06,1.013e-05,8.22e-06,9.15e-06,2022040.0,18.6
2018-01-07,HVNBTC,8.82e-06,1.02e-05,8.82e-06,9.28e-06,2133580.0,20.22
2018-01-06,HVNBTC,7.28e-06,1.136e-05,7.02e-06,8.82e-06,8541130.0,79.44
2018-01-05,HVNBTC,6.69e-06,7.43e-06,6.37e-06,7.28e-06,2446210.0,17.29
2018-01-04,HVNBTC,6.75e-06,7.38e-06,5.99e-06,6.69e-06,3042500.0,20.35
2018-01-03,HVNBTC,6.35e-06,7.49e-06,5.7e-06,6.75e-06,2805340.0,18.72
2018-01-02,HVNBTC,7.16e-06,8.35e-06,5.9e-06,6.35e-06,3998190.0,28.79
2018-01-01,HVNBTC,6.12e-06,7.17e-06,6.1e-06,7.16e-06,1518070.0,10.05
2017-12-31,HVNBTC,6.87e-06,6.91e-06,5.5e-06,6.12e-06,2100610.0,13.29
2017-12-30,HVNBTC,7.26e-06,7.47e-06,5.92e-06,6.87e-06,3738530.0,24.8
2017-12-29,HVNBTC,5.88e-06,7.58e-06,5.49e-06,7.26e-06,3362350.0,21.36
2017-12-28,HVNBTC,5.02e-06,6.08e-06,4.5e-06,5.88e-06,2512200.0,13.04
2017-12-27,HVNBTC,6.13e-06,6.52e-06,4.2e-06,5.02e-06,4620220.0,23.96
2017-12-26,HVNBTC,6.34e-06,6.44e-06,4.5e-06,6.13e-06,5068300.0,27.19
2017-12-25,HVNBTC,6.33e-06,7.0e-06,5.96e-06,6.34e-06,3959720.0,25.78
2017-12-24,HVNBTC,7.07e-06,7.4e-06,5.4e-06,6.33e-06,4350680.0,27.69
2017-12-23,HVNBTC,6.84e-06,8.9e-06,5.81e-06,7.07e-06,5227850.0,38.52
2017-12-22,HVNBTC,8.19e-06,8.34e-06,4.59e-06,6.84e-06,7630890.0,50.35
2017-12-21,HVNBTC,8.71e-06,1.082e-05,7.54e-06,8.19e-06,7443950.0,68.05
2017-12-20,HVNBTC,9.3e-06,1.026e-05,7.22e-06,8.71e-06,6710020.0,59.28
2017-12-19,HVNBTC,9.01e-06,1.13e-05,8.7e-06,9.3e-06,6021780.0,59.11
2017-12-18,HVNBTC,8.12e-06,9.05e-06,7.36e-06,9.01e-06,4560620.0,37.23
2017-12-17,HVNBTC,7.65e-06,8.66e-06,6.19e-06,8.12e-06,6026020.0,44.37
2017-12-16,HVNBTC,5.35e-06,7.65e-06,5.3e-06,7.65e-06,10515410.0,68.2
2017-12-15,HVNBTC,5.69e-06,6.0e-06,4.08e-06,5.35e-06,11330930.0,56.46
2017-12-14,HVNBTC,5.26e-06,5.9e-06,5.06e-06,5.69e-06,5773520.0,31.27
2017-12-13,HVNBTC,4.23e-06,5.36e-06,4.11e-06,5.26e-06,10423140.0,50.34
2017-12-12,HVNBTC,3.4e-06,4.7e-06,3.18e-06,4.23e-06,9166650.0,36.48
2017-12-11,HVNBTC,3.0e-06,3.51e-06,2.98e-06,3.4e-06,5924260.0,19.13
2017-12-10,HVNBTC,3.61e-06,3.67e-06,2.92e-06,3.0e-06,3833390.0,12.13
2017-12-09,HVNBTC,3.4e-06,3.75e-06,3.09e-06,3.61e-06,4893510.0,16.85
2017-12-08,HVNBTC,3.07e-06,3.73e-06,2.63e-06,3.4e-06,5560840.0,18.28
2017-12-07,HVNBTC,3.85e-06,4.17e-06,2.61e-06,3.07e-06,7023620.0,23.09
2017-12-06,HVNBTC,4.52e-06,4.66e-06,3.4e-06,3.85e-06,7217380.0,28.61
2017-12-05,HVNBTC,6.0e-06,6.0e-06,3.62e-06,4.52e-06,14910260.0,70.14
2017-12-04,HVNBTC,5.65e-06,6.22e-06,3.98e-06,6.0e-06,16377210.0,89.19
2017-12-03,HVNBTC,4.71e-06,5.99e-06,4.55e-06,5.65e-06,8138690.0,41.94
2017-12-02,HVNBTC,4.17e-06,5.0e-06,4.1e-06,4.71e-06,6318600.0,28.83
2017-12-01,HVNBTC,3.6e-06,4.28e-06,3.21e-06,4.17e-06,5896010.0,22.86
2017-11-30,HVNBTC,3.71e-06,3.87e-06,3.27e-06,3.6e-06,5788660.0,20.7
2017-11-29,HVNBTC,3.61e-06,3.71e-06,2.97e-06,3.71e-06,5340130.0,18.41
2017-11-28,HVNBTC,3.85e-06,3.85e-06,3.42e-06,3.61e-06,3557370.0,13.04
2017-11-27,HVNBTC,3.54e-06,3.93e-06,3.29e-06,3.85e-06,3432930.0,12.44
2017-11-26,HVNBTC,3.36e-06,3.77e-06,3.26e-06,3.54e-06,2615530.0,9.11
2017-11-25,HVNBTC,4.46e-06,4.67e-06,3.11e-06,3.36e-06,5834200.0,21.49
2017-11-24,HVNBTC,3.37e-06,4.7e-06,2.8e-06,4.46e-06,7629730.0,27.64
2017-11-23,HVNBTC,2.62e-06,3.66e-06,2.55e-06,3.37e-06,5114410.0,15.21
2017-11-22,HVNBTC,2.58e-06,2.72e-06,2.53e-06,2.62e-06,2229370.0,5.75
2017-11-21,HVNBTC,2.7e-06,2.81e-06,2.53e-06,2.58e-06,4718930.0,12.6
2017-11-20,HVNBTC,2.7e-06,2.88e-06,2.45e-06,2.7e-06,3580370.0,9.51
2017-11-19,HVNBTC,2.66e-06,3.08e-06,2.15e-06,2.7e-06,5528980.0,14.72
2017-11-18,HVNBTC,2.72e-06,2.78e-06,2.65e-06,2.66e-06,1239710.0,3.33
2017-11-17,HVNBTC,2.72e-06,3.0e-06,2.66e-06,2.72e-06,2709600.0,7.52
2017-11-16,HVNBTC,2.94e-06,2.95e-06,2.65e-06,2.72e-06,3105710.0,8.63
2017-11-15,HVNBTC,3.03e-06,3.15e-06,2.66e-06,2.94e-06,2677860.0,7.73
2017-11-14,HVNBTC,3.26e-06,3.3e-06,2.85e-06,3.03e-06,2766940.0,8.47
2017-11-13,HVNBTC,3.05e-06,3.34e-06,2.74e-06,3.26e-06,3447860.0,10.61
2017-11-12,HVNBTC,3.18e-06,3.22e-06,2.8e-06,3.05e-06,2341570.0,7.09
2017-11-11,HVNBTC,3.16e-06,3.44e-06,3.01e-06,3.18e-06,2723100.0,8.87
2017-11-10,HVNBTC,3.31e-06,3.49e-06,3.1e-06,3.16e-06,2626230.0,8.36
2017-11-09,HVNBTC,3.65e-06,3.99e-06,3.0e-06,3.31e-06,6475510.0,22.39
2017-11-08,HVNBTC,3.08e-06,3.85e-06,2.74e-06,3.65e-06,5944120.0,19.05
2017-11-07,HVNBTC,3.01e-06,3.2e-06,2.75e-06,3.08e-06,3975840.0,11.52
2017-11-06,HVNBTC,3.0e-06,3.27e-06,2.92e-06,3.01e-06,1084940.0,3.3
2017-11-05,HVNBTC,3.34e-06,3.48e-06,2.82e-06,3.0e-06,1647390.0,5.13
2017-11-04,HVNBTC,3.44e-06,3.56e-06,3.33e-06,3.34e-06,818530.0,2.8
2017-11-03,HVNBTC,3.39e-06,3.74e-06,3.1e-06,3.44e-06,3236310.0,11.03
2017-11-02,HVNBTC,3.41e-06,3.78e-06,3.11e-06,3.39e-06,2909150.0,9.75
2017-11-01,HVNBTC,3.92e-06,4.05e-06,3.27e-06,3.41e-06,3722080.0,13.26
2017-10-31,HVNBTC,4.77e-06,4.82e-06,3.31e-06,3.92e-06,5587700.0,22.51
2017-10-30,HVNBTC,5.08e-06,5.89e-06,4.58e-06,4.77e-06,3162020.0,15.78
2017-10-29,HVNBTC,6.19e-06,6.59e-06,4.5e-06,5.08e-06,8777790.0,47.94
2017-10-28,HVNBTC,6.5e-06,6.64e-06,5.95e-06,6.19e-06,3985700.0,25.22
2017-10-27,HVNBTC,6.81e-06,7.29e-06,6.04e-06,6.5e-06,7231070.0,48.86
2017-10-26,HVNBTC,5.74e-06,7.95e-06,5.7e-06,6.81e-06,22812800.0,158.69
2017-10-25,HVNBTC,6.01e-06,6.16e-06,4.84e-06,5.74e-06,5672320.0,31.64
2017-10-24,HVNBTC,5.36e-06,6.4e-06,5.2e-06,6.01e-06,8771230.0,51.45
2017-10-23,HVNBTC,5.2e-06,5.7e-06,5.01e-06,5.36e-06,5668960.0,30.18
2017-10-22,HVNBTC,5.02e-06,6.0e-06,4.41e-06,5.2e-06,5025580.0,26.29
2017-10-21,HVNBTC,5.3e-06,5.3e-06,4.3e-06,5.02e-06,5071010.0,24.85
2017-10-20,HVNBTC,5.43e-06,6.78e-06,5.11e-06,5.3e-06,15042930.0,86.83
2017-10-19,HVNBTC,4.51e-06,5.68e-06,4.37e-06,5.43e-06,10550050.0,51.99
2017-10-18,HVNBTC,4.32e-06,4.99e-06,3.86e-06,4.51e-06,9925190.0,43.76
2017-10-17,HVNBTC,4.93e-06,5.16e-06,3.2e-06,4.32e-06,8405830.0,36.05
2017-10-16,HVNBTC,4.59e-06,5.5e-06,3.59e-06,4.93e-06,17064420.0,81.21
2017-10-15,HVNBTC,3.98e-06,6.79e-06,3.12e-06,4.59e-06,7497420.0,35.41
2017-10-14,HVNBTC,2.85e-06,4.0e-06,2.52e-06,3.98e-06,2453940.0,7.84
2017-10-13,HVNBTC,2.67e-06,3.21e-06,2.1e-06,2.85e-06,1456350.0,3.94
2017-10-12,HVNBTC,3.32e-06,3.49e-06,2.67e-06,2.67e-06,1245010.0,3.77
2017-10-11,HVNBTC,3.29e-06,4.0e-06,3.0e-06,3.32e-06,1087590.0,3.66
2017-10-10,HVNBTC,3.57e-06,3.89e-06,2.97e-06,3.29e-06,1351960.0,4.38
2017-10-09,HVNBTC,3.96e-06,4.72e-06,3.57e-06,3.57e-06,1786910.0,7.15
2017-10-08,HVNBTC,4.37e-06,4.92e-06,3.31e-06,3.96e-06,1129380.0,4.64
2017-10-07,HVNBTC,4.58e-06,4.68e-06,4.19e-06,4.37e-06,636600.0,2.81
2017-10-06,HVNBTC,4.46e-06,4.65e-06,4.28e-06,4.58e-06,1258080.0,5.58
2017-10-05,HVNBTC,4.31e-06,4.88e-06,4.21e-06,4.46e-06,1364480.0,6.19
2017-10-04,HVNBTC,4.18e-06,4.31e-06,4.06e-06,4.31e-06,427430.0,1.8
2017-10-03,HVNBTC,3.86e-06,4.31e-06,3.56e-06,4.18e-06,626850.0,2.54
2017-10-02,HVNBTC,4.26e-06,4.79e-06,3.75e-06,3.86e-06,934800.0,3.94
2017-10-01,HVNBTC,4.25e-06,5.24e-06,4.01e-06,4.26e-06,1706850.0,7.72
2017-09-30,HVNBTC,5.29e-06,5.29e-06,4.2e-06,4.25e-06,977570.0,4.37
2017-09-29,HVNBTC,5.49e-06,5.49e-06,4.8e-06,5.29e-06,1241380.0,6.22
2017-09-28,HVNBTC,5.03e-06,5.9e-06,4.78e-06,5.49e-06,855970.0,4.56
2017-09-27,HVNBTC,5.07e-06,5.12e-06,4.42e-06,5.03e-06,795110.0,3.87
2017-09-26,HVNBTC,5.08e-06,5.49e-06,4.13e-06,5.07e-06,1286640.0,5.99
2017-09-25,HVNBTC,5.7e-06,5.83e-06,4.8e-06,5.08e-06,939580.0,4.9
2017-09-24,HVNBTC,5.87e-06,6.2e-06,4.4e-06,5.7e-06,1981700.0,10.62
2017-09-23,HVNBTC,5.88e-06,6.19e-06,5.42e-06,5.87e-06,422040.0,2.49
2017-09-22,HVNBTC,5.85e-06,6.12e-06,4.91e-06,5.88e-06,1092610.0,5.81
2017-09-21,HVNBTC,6.52e-06,6.85e-06,5.3e-06,5.85e-06,1193920.0,6.96
