Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume EUR
2019-08-02 04-AM,ETHEUR,198.78,198.8,198.29,198.29,14.29,2838.34
2019-08-02 03-AM,ETHEUR,198.73,198.79,198.29,198.78,13.2,2620.25
2019-08-02 02-AM,ETHEUR,198.29,198.85,198.29,198.73,13.53,2685.76
2019-08-02 01-AM,ETHEUR,198.44,198.78,198.29,198.29,12.98,2577.83
2019-08-02 12-AM,ETHEUR,198.96,199.78,198.37,198.44,15.29,3041.01
2019-08-01 11-PM,ETHEUR,199.09,199.84,198.85,198.96,14.45,2878.28
2019-08-01 10-PM,ETHEUR,199.62,199.83,198.85,199.09,13.94,2779.83
2019-08-01 09-PM,ETHEUR,199.39,200.57,198.68,199.62,17.18,3427.11
2019-08-01 08-PM,ETHEUR,198.82,199.59,198.21,199.39,13.97,2776.81
2019-08-01 07-PM,ETHEUR,197.67,198.98,197.18,198.82,13.49,2673.55
2019-08-01 06-PM,ETHEUR,197.09,198.57,197.09,197.67,12.74,2518.82
2019-08-01 05-PM,ETHEUR,197.83,198.01,196.84,197.09,13.21,2607.59
2019-08-01 04-PM,ETHEUR,197.44,198.01,196.83,197.83,12.95,2557.52
2019-08-01 03-PM,ETHEUR,197.07,197.85,196.63,197.44,12.91,2547.35
2019-08-01 02-PM,ETHEUR,197.62,198.39,196.8,197.07,14.19,2804.19
2019-08-01 01-PM,ETHEUR,198.45,199.34,197.18,197.62,51.37,10220.49
2019-08-01 12-PM,ETHEUR,197.8,198.57,197.22,198.45,15.37,3038.7
2019-08-01 11-AM,ETHEUR,197.46,197.91,196.57,197.8,14.26,2811.54
2019-08-01 10-AM,ETHEUR,196.9,197.46,196.5,197.46,14.63,2881.85
2019-08-01 09-AM,ETHEUR,197.4,198.14,196.12,196.9,15.51,3055.97
2019-08-01 08-AM,ETHEUR,198.09,198.38,197.19,197.4,13.92,2755.55
2019-08-01 07-AM,ETHEUR,197.8,198.57,197,198.09,13.53,2674.13
2019-08-01 06-AM,ETHEUR,197.74,198.55,197.18,197.8,14.56,2883.87
2019-08-01 05-AM,ETHEUR,198.34,198.94,197.74,197.74,20.59,4079.42
2019-08-01 04-AM,ETHEUR,198.3,198.51,197.67,198.34,14.1,2794.43
2019-08-01 03-AM,ETHEUR,198.31,198.57,197.94,198.3,13.69,2715.71
