Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XVG,Volume RUR
2019-03-07,XVGRUR,0.405,0.414,0.3952,0.414,368.7,152.17
2019-03-06,XVGRUR,0.416,0.416,0.404,0.405,1483.26,600.7
2019-03-05,XVGRUR,0.4029,0.416,0.4012,0.416,32.95,13.51
2019-03-04,XVGRUR,0.45,0.45,0.4086,0.419,1268.77,519.12
2019-03-03,XVGRUR,0.3935,0.45,0.3921,0.45,30.79,12.6
2019-03-02,XVGRUR,0.4064,0.4064,0.3935,0.3935,1131.46,456.29
2019-03-01,XVGRUR,0.3922,0.4064,0.392,0.4064,2414.6,949.23
2019-02-28,XVGRUR,0.4095,0.4095,0.392,0.4087,203.66,81.23
2019-02-27,XVGRUR,0.4,0.4291,0.3958,0.3988,3049.87,1258.21
2019-02-26,XVGRUR,0.4003,0.4003,0.393,0.4,535.66,213.85
2019-02-25,XVGRUR,0.405,0.4092,0.39,0.4003,8177.84,3190.02
2019-02-24,XVGRUR,0.4255,0.4399,0.3982,0.405,380.7,155.2
2019-02-23,XVGRUR,0.4259,0.43,0.4255,0.4255,3.76,1.62
2019-02-22,XVGRUR,0.4022,0.45,0.4022,0.4259,276.43,119.03
2019-02-21,XVGRUR,0.4189,0.4205,0.4022,0.4022,849.79,353.7
2019-02-20,XVGRUR,0.415,0.4189,0.3918,0.4189,147.26,59.06
2019-02-19,XVGRUR,0.4062,0.4204,0.4016,0.415,13662.61,5556.89
2019-02-18,XVGRUR,0.3917,0.4198,0.3917,0.4062,19291.22,7788.07
2019-02-17,XVGRUR,0.4018,0.4039,0.3916,0.3917,7775.95,3082.1
2019-02-16,XVGRUR,0.4036,0.4036,0.391,0.4018,18026.15,7085.81
2019-02-15,XVGRUR,0.4021,0.4042,0.39,0.4036,21712.53,8679.94
2019-02-14,XVGRUR,0.39,0.4037,0.3847,0.4021,40519.33,15977.16
2019-02-13,XVGRUR,0.3825,0.47,0.3825,0.39,234917.88,97206.19
2019-02-12,XVGRUR,0.3832,0.4,0.382,0.3825,17211.09,6736.26
2019-02-11,XVGRUR,0.3806,0.3996,0.3806,0.3832,18109.89,7004.61
2019-02-10,XVGRUR,0.4005,0.4006,0.3804,0.3806,37747.46,14682.11
2019-02-09,XVGRUR,0.4006,0.4087,0.3843,0.4005,17481.97,6868.17
2019-02-08,XVGRUR,0.3791,0.4063,0.3538,0.4006,76488.82,29621.34
2019-02-07,XVGRUR,0.3651,0.3857,0.3574,0.3791,33069.79,12276.57
2019-02-06,XVGRUR,0.38,0.3883,0.3567,0.3651,50315.15,18580.25
2019-02-05,XVGRUR,0.3907,0.3996,0.38,0.38,62113.7,23886.96
2019-02-04,XVGRUR,0.389,0.3998,0.3807,0.3907,30094.0,11693.99
2019-02-03,XVGRUR,0.3973,0.4028,0.381,0.389,43328.35,17192.18
2019-02-02,XVGRUR,0.392,0.4095,0.38,0.3973,46965.68,18391.09
2019-02-01,XVGRUR,0.4098,0.4098,0.3903,0.392,47410.61,18947.5
2019-01-31,XVGRUR,0.4063,0.4251,0.3901,0.4098,94960.16,38076.01
2019-01-30,XVGRUR,0.4295,0.4295,0.4028,0.4063,10966.47,4500.72
2019-01-29,XVGRUR,0.4223,0.4297,0.4,0.4295,14738.97,6037.41
2019-01-28,XVGRUR,0.4321,0.4439,0.4087,0.4223,94848.95,39999.09
2019-01-27,XVGRUR,0.4406,0.4586,0.4321,0.4321,30276.06,13479.94
2019-01-26,XVGRUR,0.4627,0.4627,0.4402,0.4406,13470.89,5976.09
2019-01-25,XVGRUR,0.4511,0.4675,0.445,0.4627,15999.21,7275.43
2019-01-24,XVGRUR,0.4506,0.4685,0.4506,0.4511,11138.14,5101.83
2019-01-23,XVGRUR,0.4462,0.4795,0.4459,0.4506,41428.66,18792.98
2019-01-22,XVGRUR,0.4403,0.4556,0.4403,0.4462,51562.49,22906.26
2019-01-21,XVGRUR,0.4518,0.4519,0.44,0.4403,42031.7,18663.47
2019-01-20,XVGRUR,0.4568,0.4872,0.4404,0.4518,62019.96,28304.31
2019-01-19,XVGRUR,0.4457,0.4798,0.4449,0.4568,20327.21,9360.87
2019-01-18,XVGRUR,0.467,0.467,0.4454,0.4457,17630.09,7997.81
2019-01-17,XVGRUR,0.4579,0.4696,0.451,0.467,12875.98,5941.51
2019-01-16,XVGRUR,0.4608,0.484,0.4579,0.4579,11479.63,5308.35
2019-01-15,XVGRUR,0.485,0.495,0.46,0.4608,46586.32,21810.68
2019-01-14,XVGRUR,0.44,0.5,0.44,0.485,54522.89,25717.7
2019-01-13,XVGRUR,0.486,0.4954,0.44,0.44,183837.93,87759.05
2019-01-12,XVGRUR,0.51,0.5285,0.486,0.486,48722.8,24308.83
2019-01-11,XVGRUR,0.501,0.58,0.4985,0.51,260776.95,141894.56
2019-01-10,XVGRUR,0.4889,0.58,0.441,0.501,395982.4,200996.95
2019-01-09,XVGRUR,0.4855,0.5018,0.4818,0.4889,77756.41,38144.61
2019-01-08,XVGRUR,0.4915,0.505,0.4781,0.4855,87811.18,42728.81
2019-01-07,XVGRUR,0.501,0.5164,0.4915,0.4915,23417.79,11726.37
2019-01-06,XVGRUR,0.5028,0.519,0.4802,0.501,42438.72,21090.96
2019-01-05,XVGRUR,0.5008,0.5029,0.4802,0.5028,85838.35,42224.26
2019-01-04,XVGRUR,0.4911,0.5046,0.4876,0.5008,127673.7,63439.25
2019-01-03,XVGRUR,0.5198,0.5198,0.49,0.4911,158533.2,79313.8
2019-01-02,XVGRUR,0.5012,0.5198,0.4934,0.5198,19023.38,9655.06
2019-01-01,XVGRUR,0.4956,0.5054,0.484,0.5012,29133.05,14444.04
2018-12-31,XVGRUR,0.5037,0.528,0.485,0.4956,130393.89,66058.47
2018-12-30,XVGRUR,0.5072,0.5197,0.5,0.5037,48031.46,24320.54
2018-12-29,XVGRUR,0.5177,0.54,0.5,0.5072,211197.75,110240.7
2018-12-28,XVGRUR,0.4719,0.54,0.465,0.5177,131333.45,66448.82
2018-12-27,XVGRUR,0.529,0.5299,0.4719,0.4719,106074.09,52679.97
2018-12-26,XVGRUR,0.5486,0.55,0.5093,0.529,125698.96,65318.8
2018-12-25,XVGRUR,0.5709,0.5709,0.499,0.5486,216023.32,112153.44
2018-12-24,XVGRUR,0.5795,0.64,0.5709,0.5709,408727.46,253208.96
2018-12-23,XVGRUR,0.5477,0.6,0.5477,0.5795,304034.74,176233.6
2018-12-22,XVGRUR,0.5305,0.57,0.5267,0.5477,236052.02,130245.21
2018-12-21,XVGRUR,0.5565,0.589,0.53,0.5305,290272.58,159999.69
2018-12-20,XVGRUR,0.48,0.59,0.478,0.5565,432016.06,238415.46
2018-12-19,XVGRUR,0.45,0.56,0.45,0.48,700695.5,358556.58
2018-12-18,XVGRUR,0.4227,0.4507,0.415,0.45,308605.45,134267.86
2018-12-17,XVGRUR,0.4144,0.45,0.3984,0.4227,171976.88,71739.86
2018-12-16,XVGRUR,0.3964,0.4144,0.3948,0.4144,197054.32,81163.87
2018-12-15,XVGRUR,0.4022,0.4215,0.3928,0.3964,91738.26,37223.66
2018-12-14,XVGRUR,0.4085,0.4186,0.3997,0.4022,203481.29,82970.45
2018-12-13,XVGRUR,0.4288,0.4295,0.407,0.4085,150323.58,63155.7
2018-12-12,XVGRUR,0.4008,0.45,0.4008,0.4288,163960.09,69670.55
2018-12-11,XVGRUR,0.42,0.4337,0.4,0.4008,142200.84,58811.7
2018-12-10,XVGRUR,0.4501,0.4642,0.4,0.42,87402.04,37710.61
2018-12-09,XVGRUR,0.4645,0.4722,0.4289,0.4501,180800.62,81335.78
2018-12-08,XVGRUR,0.4237,0.49,0.4203,0.4645,126712.36,56487.65
2018-12-07,XVGRUR,0.4543,0.47,0.4105,0.4237,301861.38,131171.07
2018-12-06,XVGRUR,0.4935,0.4994,0.44,0.4543,61185.52,28697.63
2018-12-05,XVGRUR,0.5398,0.5475,0.4831,0.4935,171027.69,88201.41
2018-12-04,XVGRUR,0.5387,0.549,0.511,0.5398,137743.06,73402.45
2018-12-03,XVGRUR,0.58,0.58,0.521,0.5387,110504.99,59750.24
2018-12-02,XVGRUR,0.5725,0.6013,0.55,0.58,88759.04,50551.27
2018-12-01,XVGRUR,0.5515,0.6172,0.531,0.5725,71087.52,41437.87
2018-11-30,XVGRUR,0.5983,0.6181,0.5312,0.5515,85174.91,48554.52
2018-11-29,XVGRUR,0.585,0.72,0.56,0.5983,405896.59,264555.61
2018-11-28,XVGRUR,0.4037,0.6248,0.4037,0.585,248402.38,130925.42
2018-11-27,XVGRUR,0.3902,0.4257,0.3803,0.4037,110546.34,44253.83
2018-11-26,XVGRUR,0.408,0.4522,0.3833,0.3902,81355.38,33289.42
2018-11-25,XVGRUR,0.4049,0.45,0.3683,0.408,246081.62,96665.53
2018-11-24,XVGRUR,0.4598,0.4772,0.4049,0.4049,148105.48,67634.58
2018-11-23,XVGRUR,0.4998,0.52,0.433,0.4598,102685.35,47344.95
2018-11-22,XVGRUR,0.5186,0.53,0.47,0.4998,105956.28,52569.45
2018-11-21,XVGRUR,0.4625,0.5261,0.4625,0.5186,112922.2,56559.91
2018-11-20,XVGRUR,0.554,0.5614,0.4,0.4625,418774.03,202644.48
2018-11-19,XVGRUR,0.6761,0.7,0.522,0.554,192284.86,112570.66
2018-11-18,XVGRUR,0.68,0.7,0.67,0.6761,56736.12,39008.31
2018-11-17,XVGRUR,0.6935,0.715,0.678,0.68,67990.32,46988.46
2018-11-16,XVGRUR,0.6901,0.86,0.6901,0.6935,100449.87,73170.5
2018-11-15,XVGRUR,0.7984,0.7984,0.65,0.6901,237090.5,166657.44
2018-11-14,XVGRUR,0.84,0.8701,0.74,0.7984,188785.92,152367.42
2018-11-13,XVGRUR,0.86,0.8738,0.8397,0.84,168180.72,145051.32
2018-11-12,XVGRUR,0.87,0.8815,0.8501,0.86,49641.05,42996.27
2018-11-11,XVGRUR,0.889,0.9034,0.87,0.87,105798.61,93111.7
2018-11-10,XVGRUR,0.8801,0.9333,0.8758,0.889,65257.28,58342.98
2018-11-09,XVGRUR,0.8863,0.9,0.8728,0.8801,30538.32,26998.86
2018-11-08,XVGRUR,0.904,0.9214,0.88,0.8863,149692.84,133361.46
2018-11-07,XVGRUR,0.9047,0.9284,0.8862,0.904,42975.92,38953.63
2018-11-06,XVGRUR,0.8914,0.9164,0.8825,0.9047,58535.9,52285.62
2018-11-05,XVGRUR,0.926,0.942,0.8914,0.8914,66350.29,60255.49
2018-11-04,XVGRUR,0.9206,0.9725,0.9072,0.926,79462.98,74002.52
2018-11-03,XVGRUR,0.9104,0.9365,0.9104,0.9206,78420.17,73168.93
2018-11-02,XVGRUR,0.911,0.925,0.9092,0.9104,38602.9,35141.51
2018-11-01,XVGRUR,0.9108,0.9499,0.9108,0.911,68628.66,62721.39
2018-10-31,XVGRUR,0.9165,0.9477,0.91,0.9108,90173.31,83200.99
2018-10-30,XVGRUR,0.9376,0.961,0.9101,0.9165,91599.18,84811.52
2018-10-29,XVGRUR,0.9622,0.9814,0.9376,0.9376,107281.5,101539.36
2018-10-28,XVGRUR,0.9614,0.9939,0.96,0.9622,64114.45,62332.59
2018-10-27,XVGRUR,0.9582,0.9957,0.9582,0.9614,33808.0,33099.86
2018-10-26,XVGRUR,0.9673,1,0.9413,0.9582,101840.57,97888.12
2018-10-25,XVGRUR,0.9684,0.99,0.9375,0.9673,96827.69,92905.56
2018-10-24,XVGRUR,0.9489,0.9818,0.9489,0.9684,137913.91,133033.81
2018-10-23,XVGRUR,0.9495,0.9636,0.9233,0.9489,48232.62,45265.27
2018-10-22,XVGRUR,0.9604,0.9712,0.9363,0.9495,39797.67,37731.36
2018-10-21,XVGRUR,0.9646,0.9782,0.9526,0.9604,69069.24,66394.74
2018-10-20,XVGRUR,0.9511,0.9696,0.9482,0.9646,56436.89,53936.07
2018-10-19,XVGRUR,0.9489,0.98,0.9233,0.9511,55410.18,52463.86
2018-10-18,XVGRUR,0.96,0.9782,0.93,0.9489,88907.53,85028.39
2018-10-17,XVGRUR,0.9632,0.9782,0.95,0.96,74303.11,71187.5
2018-10-16,XVGRUR,0.9652,1.02,0.95,0.9632,95884.27,93047.65
2018-10-15,XVGRUR,0.9855,1.01,0.965,0.9652,219162.59,214790.77
2018-10-14,XVGRUR,0.9856,1.03,0.9701,0.9855,74580.01,74474.97
2018-10-13,XVGRUR,1,1.03,0.965,0.9856,148702.95,147252.42
2018-10-12,XVGRUR,1,1.04,0.9838,1,249779.18,251321.89
2018-10-11,XVGRUR,1.09,1.11,1,1,296059.19,302896.95
2018-10-10,XVGRUR,1.06,1.12,1.05,1.09,104898.94,113570.61
2018-10-09,XVGRUR,1.08,1.1,1.05,1.06,62536.03,66859.75
2018-10-08,XVGRUR,1.06,1.1,1.04,1.08,66951.14,71969.22
2018-10-07,XVGRUR,1.04,1.06,1.03,1.06,49152.5,51416.22
2018-10-06,XVGRUR,1.04,1.07,1.04,1.04,99363.55,104787.49
2018-10-05,XVGRUR,1.04,1.07,1.02,1.04,112477.11,117315.28
2018-10-04,XVGRUR,0.9905,1.08,0.9905,1.04,189521.02,199728.01
2018-10-03,XVGRUR,1.03,1.03,0.988,0.9905,201693.91,202947.64
2018-10-02,XVGRUR,1.09,1.12,1.03,1.03,141136.14,150820.86
2018-10-01,XVGRUR,1.03,1.15,1.03,1.09,612991.34,684644.3
2018-09-30,XVGRUR,1.01,1.05,0.965,1.03,138799.27,139254.95
2018-09-29,XVGRUR,0.9673,1.01,0.9555,1.01,78430.3,77316.92
2018-09-28,XVGRUR,0.987,1,0.9598,0.9673,56416.53,55325.22
2018-09-27,XVGRUR,0.9492,1,0.945,0.987,167562.74,161540.82
2018-09-26,XVGRUR,0.959,1,0.9416,0.9492,146399.77,142435.83
2018-09-25,XVGRUR,0.986,1.01,0.94,0.959,182987.94,174015.23
2018-09-24,XVGRUR,1.05,1.06,0.9665,0.986,159532.61,160953.71
2018-09-23,XVGRUR,1.02,1.1,1.02,1.05,144526.18,152419.02
2018-09-22,XVGRUR,1.08,1.12,1.02,1.02,234350.22,242706.4
2018-09-21,XVGRUR,0.9988,1.09,0.97,1.08,341701.93,347911.44
2018-09-20,XVGRUR,0.9371,0.999,0.9283,0.9988,189909.79,182460.74
2018-09-19,XVGRUR,0.925,0.9589,0.925,0.9371,166122.93,156126.03
2018-09-18,XVGRUR,0.9,0.9506,0.89,0.925,106763.28,98427.71
2018-09-17,XVGRUR,0.97,0.97,0.9,0.9,131131.02,122844.22
2018-09-16,XVGRUR,0.942,0.97,0.931,0.97,113879.21,107348.09
2018-09-15,XVGRUR,0.9363,0.9556,0.925,0.942,166016.85,156208.13
2018-09-14,XVGRUR,0.9375,0.9696,0.9105,0.9363,136723.69,127745.39
2018-09-13,XVGRUR,0.91,1,0.91,0.9375,216746.66,209380.73
2018-09-12,XVGRUR,0.9,0.9526,0.8102,0.91,304637.32,266971.37
2018-09-11,XVGRUR,0.9415,0.9565,0.88,0.9,213409.63,197408.55
2018-09-10,XVGRUR,0.9934,1.1,0.9019,0.9415,292330.21,283526.21
2018-09-09,XVGRUR,0.954,1.04,0.9,0.9934,229500.23,220173.93
2018-09-08,XVGRUR,1.02,1.06,0.954,0.954,410244.38,415081.25
2018-09-07,XVGRUR,1.03,1.09,1,1.02,166104.8,174265.42
2018-09-06,XVGRUR,1.06,1.06,0.98,1.03,348537.19,357597.95
2018-09-05,XVGRUR,1.27,1.27,1.04,1.06,377552.71,442167.5
2018-09-04,XVGRUR,1.2,1.33,1.2,1.27,227465.3,289234.65
2018-09-03,XVGRUR,1.24,1.33,1.16,1.2,263094.61,321450.85
2018-09-02,XVGRUR,1.16,1.35,1.16,1.24,546621.48,689148.11
2018-09-01,XVGRUR,0.961,1.3,0.961,1.16,445302.42,494737.87
2018-08-31,XVGRUR,0.9761,1,0.9502,0.961,113954.61,109369.86
2018-08-30,XVGRUR,1.02,1.04,0.9203,0.9761,261803.61,257203.62
2018-08-29,XVGRUR,1.07,1.08,1,1.02,283735.04,292334.28
2018-08-28,XVGRUR,0.9308,1.09,0.9308,1.07,302946.15,312531.44
2018-08-27,XVGRUR,0.927,0.956,0.8941,0.9308,115723.67,108898.98
2018-08-26,XVGRUR,0.92,0.9385,0.8896,0.927,113269.06,103831.75
2018-08-25,XVGRUR,0.9289,0.9387,0.8792,0.92,80078.18,72488.66
2018-08-24,XVGRUR,0.8769,0.9289,0.854,0.9289,86205.66,74770.63
2018-08-23,XVGRUR,0.875,0.9289,0.8493,0.8769,169785.46,148021.4
2018-08-22,XVGRUR,0.92,0.98,0.8556,0.875,264562.77,244131.35
2018-08-21,XVGRUR,0.92,0.9726,0.88,0.92,143611.8,130737.15
2018-08-20,XVGRUR,0.962,0.999,0.92,0.92,146170.34,139334.59
2018-08-19,XVGRUR,0.9539,1,0.9183,0.962,143662.53,139342.22
2018-08-18,XVGRUR,1.02,1.05,0.9105,0.9539,96653.24,92968.04
2018-08-17,XVGRUR,0.8057,1.04,0.8057,1.02,458790.2,447568.8
2018-08-16,XVGRUR,0.8297,0.8356,0.7656,0.8057,177712.84,142767.33
2018-08-15,XVGRUR,0.7766,0.8508,0.7766,0.8297,259651.76,212987.38
2018-08-14,XVGRUR,0.8519,0.93,0.7127,0.7766,876896.8,679736.06
2018-08-13,XVGRUR,0.9694,0.9834,0.8519,0.8519,310396.69,281311.4
2018-08-12,XVGRUR,0.9662,0.9662,0.9662,0.9662,0.0,0.0
2018-08-11,XVGRUR,1.01,1.06,0.92,0.9662,286455.94,275373.46
2018-08-10,XVGRUR,1.07,1.11,1.01,1.01,250803.79,262053.71
2018-08-09,XVGRUR,1.03,1.14,1,1.07,199357.51,208507.02
