Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XVG,Volume RUR
2019-07-03,XVGRUR,0.529,0.5348,0.5145,0.525,10294.99,5411.03
2019-07-02,XVGRUR,0.529,0.529,0.4822,0.529,27411.3,13832.55
2019-07-01,XVGRUR,0.519,0.529,0.507,0.529,7969.53,4143.39
2019-06-30,XVGRUR,0.5595,0.5691,0.5168,0.519,24866.96,12908.25
2019-06-29,XVGRUR,0.55,0.5595,0.49,0.5595,27897.66,14183.43
2019-06-28,XVGRUR,0.5,0.5595,0.5,0.55,25422.38,13474.88
2019-06-27,XVGRUR,0.585,0.6063,0.5,0.5,101688.01,57158.3
2019-06-26,XVGRUR,0.61,0.647,0.585,0.585,183178.17,113110.63
2019-06-25,XVGRUR,0.589,0.61,0.5768,0.61,61080.14,36269.12
2019-06-24,XVGRUR,0.61,0.6152,0.57,0.589,47645.59,28155.97
2019-06-23,XVGRUR,0.5829,0.6609,0.5829,0.61,200268.74,123408.24
2019-06-22,XVGRUR,0.5682,0.6147,0.5682,0.5829,161471.87,95111.22
2019-06-21,XVGRUR,0.5682,0.6,0.5682,0.5682,37793.3,22041.86
2019-06-20,XVGRUR,0.6,0.6,0.52,0.5682,83265.34,49696.71
2019-06-19,XVGRUR,0.5821,0.605,0.5762,0.6,46139.06,27321.3
2019-06-18,XVGRUR,0.5942,0.5942,0.57,0.5821,33517.26,19380.94
2019-06-17,XVGRUR,0.5973,0.6065,0.575,0.5942,45793.26,26962.12
2019-06-16,XVGRUR,0.5918,0.64,0.5754,0.5973,47306.54,28186.79
2019-06-15,XVGRUR,0.5851,0.61,0.5604,0.5918,64947.16,37912.73
2019-06-14,XVGRUR,0.6006,0.6006,0.5585,0.5851,14799.74,8540.72
2019-06-13,XVGRUR,0.6008,0.6008,0.5847,0.6006,48916.66,29331.17
2019-06-12,XVGRUR,0.6029,0.6099,0.5852,0.6008,24590.57,14688.86
2019-06-11,XVGRUR,0.6029,0.6139,0.5731,0.6029,56963.28,33802.9
2019-06-10,XVGRUR,0.5792,0.6088,0.5585,0.6029,250522.21,147004.9
2019-06-09,XVGRUR,0.5972,0.6067,0.5677,0.5792,65732.65,38447.38
2019-06-08,XVGRUR,0.6118,0.6199,0.5884,0.5972,58663.97,35402.07
2019-06-07,XVGRUR,0.596,0.62,0.5869,0.6118,133313.84,80369.56
2019-06-06,XVGRUR,0.5671,0.6,0.5602,0.596,85375.78,49215.57
2019-06-05,XVGRUR,0.5633,0.5983,0.5605,0.5671,103142.57,59039.12
2019-06-04,XVGRUR,0.626,0.63,0.5506,0.5633,96811.43,57723.64
2019-06-03,XVGRUR,0.6579,0.6793,0.626,0.626,94852.19,62320.85
2019-06-02,XVGRUR,0.6587,0.6886,0.6546,0.6579,47941.82,32397.82
2019-06-01,XVGRUR,0.6483,0.6881,0.6353,0.6587,71719.78,46519.94
2019-05-31,XVGRUR,0.64,0.7168,0.6102,0.6483,72169.15,47461.81
2019-05-30,XVGRUR,0.6746,0.7,0.64,0.64,214272.65,142392.56
2019-05-29,XVGRUR,0.6805,0.6889,0.66,0.6746,204484.23,137061.5
2019-05-28,XVGRUR,0.69,0.7168,0.6801,0.6805,35229.52,24204.05
2019-05-27,XVGRUR,0.6994,0.73,0.67,0.69,147305.54,103935.43
2019-05-26,XVGRUR,0.6927,0.7476,0.663,0.6994,40453.63,27752.42
2019-05-25,XVGRUR,0.675,0.7491,0.675,0.6927,89787.66,62950.07
2019-05-24,XVGRUR,0.7431,0.7491,0.674,0.675,44292.5,31591.08
2019-05-23,XVGRUR,0.6827,0.7431,0.6727,0.7431,55582.03,39735.01
2019-05-22,XVGRUR,0.6987,0.75,0.661,0.6827,81127.09,56400.84
2019-05-21,XVGRUR,0.6582,0.705,0.658,0.6987,63567.02,43015.24
2019-05-20,XVGRUR,0.6752,0.72,0.653,0.6582,36756.33,24819.5
2019-05-19,XVGRUR,0.62,0.73,0.6,0.6752,169162.38,115124.15
2019-05-18,XVGRUR,0.6286,0.65,0.6,0.62,35888.78,22324.79
2019-05-17,XVGRUR,0.715,0.7211,0.5626,0.6286,104252.17,65044.25
2019-05-16,XVGRUR,0.66,0.79,0.6154,0.715,192974.08,136485.83
2019-05-15,XVGRUR,0.4885,0.6581,0.4885,0.6501,183718.3,108300.92
2019-05-14,XVGRUR,0.4988,0.5392,0.4733,0.4885,187763.83,95290.98
2019-05-13,XVGRUR,0.4733,0.5,0.4557,0.4988,77753.88,37739.28
2019-05-12,XVGRUR,0.4921,0.5,0.4534,0.4733,128403.72,61875.79
2019-05-11,XVGRUR,0.4769,0.4921,0.45,0.4921,53465.09,25471.31
2019-05-10,XVGRUR,0.4372,0.4786,0.43,0.4769,29830.26,13602.96
2019-05-09,XVGRUR,0.4444,0.4554,0.4205,0.4372,28702.2,12578.48
2019-05-08,XVGRUR,0.45,0.47,0.43,0.4444,54389.9,24455.58
2019-05-07,XVGRUR,0.464,0.4786,0.455,0.455,54697.28,25374.67
2019-05-06,XVGRUR,0.4563,0.485,0.4521,0.464,36311.65,16919.12
2019-05-05,XVGRUR,0.46,0.4763,0.4563,0.4563,45076.76,20992.14
2019-05-04,XVGRUR,0.4789,0.4868,0.46,0.46,89930.8,42227.38
2019-05-03,XVGRUR,0.4796,0.5,0.4699,0.4789,171234.4,82003.11
2019-05-02,XVGRUR,0.4896,0.4904,0.4774,0.4796,31395.99,15250.92
2019-05-01,XVGRUR,0.4889,0.54,0.4791,0.4896,54040.56,26875.3
2019-04-30,XVGRUR,0.4983,0.51,0.47,0.4889,33983.17,16722.21
2019-04-29,XVGRUR,0.5179,0.5179,0.47,0.4983,27478.76,13589.13
2019-04-28,XVGRUR,0.537,0.5373,0.505,0.5179,59844.49,30855.03
2019-04-27,XVGRUR,0.5269,0.643,0.5019,0.537,87293.37,47039.11
2019-04-26,XVGRUR,0.53,0.5441,0.51,0.5269,21919.17,11588.26
2019-04-25,XVGRUR,0.5491,0.5599,0.53,0.53,127096.67,68096.9
2019-04-24,XVGRUR,0.5852,0.59,0.53,0.5491,46812.55,25704.59
2019-04-23,XVGRUR,0.5728,0.681,0.56,0.5852,37526.91,22358.14
2019-04-22,XVGRUR,0.5603,0.573,0.5422,0.5728,97244.88,55254.71
2019-04-21,XVGRUR,0.5709,0.5709,0.541,0.5603,133720.86,75602.31
2019-04-20,XVGRUR,0.5739,0.5739,0.56,0.5709,8770.3,4932.64
2019-04-19,XVGRUR,0.5786,0.5786,0.56,0.5739,11084.51,6252.57
2019-04-18,XVGRUR,0.5864,0.5864,0.56,0.5786,20002.92,11349.2
2019-04-17,XVGRUR,0.5852,0.5878,0.567,0.5864,13138.23,7569.43
2019-04-16,XVGRUR,0.5892,0.5892,0.567,0.5852,19601.61,11181.29
2019-04-15,XVGRUR,0.594,0.598,0.567,0.5892,34087.29,20159.71
2019-04-14,XVGRUR,0.584,0.5968,0.5789,0.5797,17418.23,10213.83
2019-04-13,XVGRUR,0.6097,0.6138,0.5833,0.584,15988.85,9531.43
2019-04-12,XVGRUR,0.588,0.6098,0.5643,0.6097,51082.16,30493.41
2019-04-11,XVGRUR,0.6883,0.6883,0.576,0.588,117643.12,71205.31
2019-04-10,XVGRUR,0.65,0.6898,0.6345,0.6883,35795.01,23784.58
2019-04-09,XVGRUR,0.715,0.7189,0.6345,0.65,77350.03,51899.89
2019-04-08,XVGRUR,0.625,0.727,0.625,0.715,3285.68,2257.07
2019-04-07,XVGRUR,0.5842,0.639,0.5842,0.625,3434.82,2063.41
2019-04-06,XVGRUR,0.596,0.61,0.5806,0.5842,3544.03,2082.89
2019-04-05,XVGRUR,0.545,0.5995,0.545,0.596,2764.76,1577.79
2019-04-04,XVGRUR,0.5381,0.5898,0.5297,0.545,6867.26,3817.31
2019-04-03,XVGRUR,0.535,0.5951,0.5105,0.5381,11180.57,6341.94
2019-04-02,XVGRUR,0.479,0.535,0.479,0.535,10751.17,5416.64
2019-04-01,XVGRUR,0.483,0.5,0.4788,0.479,7772.24,3771.85
2019-03-31,XVGRUR,0.465,0.4982,0.465,0.483,2829.31,1367.16
2019-03-30,XVGRUR,0.47,0.4848,0.4562,0.465,11123.31,5105.34
2019-03-29,XVGRUR,0.4601,0.47,0.4455,0.47,5940.87,2666.61
2019-03-28,XVGRUR,0.4665,0.4665,0.4408,0.4601,7448.19,3426.05
2019-03-27,XVGRUR,0.4378,0.4669,0.4378,0.4665,6853.07,3109.21
2019-03-26,XVGRUR,0.4481,0.4481,0.4302,0.4378,5223.17,2263.52
2019-03-25,XVGRUR,0.4569,0.4569,0.42,0.4481,6308.0,2761.25
2019-03-24,XVGRUR,0.47,0.47,0.451,0.4569,7795.25,3551.98
2019-03-23,XVGRUR,0.4406,0.4708,0.4406,0.47,9801.66,4433.06
2019-03-22,XVGRUR,0.4435,0.4637,0.4387,0.4406,5875.93,2618.28
2019-03-21,XVGRUR,0.4529,0.461,0.4433,0.4435,6057.16,2725.8
2019-03-20,XVGRUR,0.4522,0.453,0.4433,0.4529,5904.42,2626.74
2019-03-19,XVGRUR,0.4508,0.453,0.436,0.4522,5186.92,2323.2
2019-03-18,XVGRUR,0.4571,0.4577,0.4508,0.4508,281.25,127.97
2019-03-17,XVGRUR,0.4492,0.4588,0.4492,0.4571,13.07,5.99
2019-03-16,XVGRUR,0.4604,0.4693,0.44,0.4492,2269.62,1010.37
2019-03-15,XVGRUR,0.445,0.478,0.4449,0.4604,893.83,407.61
2019-03-14,XVGRUR,0.4232,0.445,0.4219,0.445,706.12,302.71
2019-03-13,XVGRUR,0.4338,0.4338,0.4106,0.4232,218.84,91.02
2019-03-12,XVGRUR,0.4132,0.4338,0.4091,0.4338,206.65,86.86
2019-03-11,XVGRUR,0.4134,0.4239,0.4132,0.4132,349.28,146.45
2019-03-10,XVGRUR,0.4298,0.4298,0.4134,0.4134,364.81,151.51
2019-03-09,XVGRUR,0.4277,0.4298,0.413,0.4298,2062.33,881.04
2019-03-08,XVGRUR,0.414,0.4277,0.405,0.4277,266.45,111.59
