Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume EUR
2019-08-07 03-AM,BTCEUR,10378.61,10378.61,10309.11,10329.52,14.2,146894.27
2019-08-07 02-AM,BTCEUR,10271.98,10399.99,10269.46,10378.61,25.9,268048.54
2019-08-07 01-AM,BTCEUR,10226.88,10318.13,10199.55,10271.98,17.54,180048.9
2019-08-07 12-AM,BTCEUR,10232.75,10257.01,10150.02,10226.88,18.34,187103.81
2019-08-06 11-PM,BTCEUR,10093.14,10250,10052.35,10232.75,49.1,498878.43
2019-08-06 10-PM,BTCEUR,10145.85,10175.46,10009.66,10093.14,66.42,669718.58
2019-08-06 09-PM,BTCEUR,10393.01,10400.16,10069.5,10145.85,154.65,1581329.03
2019-08-06 08-PM,BTCEUR,10451.2,10481.23,10351,10393.01,55.68,579604.99
2019-08-06 07-PM,BTCEUR,10481.57,10496.68,10385,10451.2,76.15,795953.18
2019-08-06 06-PM,BTCEUR,10443.01,10485.19,10442.92,10481.57,49.78,520301.44
2019-08-06 05-PM,BTCEUR,10503.5,10555,10442.93,10443.01,65.02,683181.01
2019-08-06 04-PM,BTCEUR,10460.22,10543.65,10425,10503.5,48.12,503732.04
2019-08-06 03-PM,BTCEUR,10484,10489.6,10422.7,10460.22,84.38,882497.56
2019-08-06 02-PM,BTCEUR,10550,10550,10422.7,10484,89.89,943144.31
2019-08-06 01-PM,BTCEUR,10450.98,10550,10400,10550,137.36,1439101.2
2019-08-06 12-PM,BTCEUR,10521.76,10544.66,10315.02,10450.98,189.91,1980059.0
2019-08-06 11-AM,BTCEUR,10489.67,10570.1,10418.48,10521.76,132.68,1395363.79
2019-08-06 10-AM,BTCEUR,10935.19,11000,10337.39,10489.67,526.7,5599748.68
2019-08-06 09-AM,BTCEUR,10904.3,10955,10896.08,10935.19,104.04,1137157.43
2019-08-06 08-AM,BTCEUR,10868.38,10949,10866.41,10904.3,131.36,1432325.92
2019-08-06 07-AM,BTCEUR,10830.04,10971.54,10826.27,10868.38,184.99,2015305.53
2019-08-06 06-AM,BTCEUR,10523.09,10900,10523.09,10830.04,401.18,4309590.66
2019-08-06 05-AM,BTCEUR,10412.06,10526.32,10409.55,10523.09,47.71,499333.24
2019-08-06 04-AM,BTCEUR,10400.03,10424.6,10391,10412.06,16.38,170373.93
2019-08-06 03-AM,BTCEUR,10379.38,10432.94,10348,10400.03,32.39,337214.46
2019-08-06 02-AM,BTCEUR,10403.22,10403.22,10305.01,10379.38,21.01,217405.8
2019-08-06 01-AM,BTCEUR,10465.16,10479.9,10299.52,10403.22,95.38,988404.68
2019-08-06 12-AM,BTCEUR,10475,10517.03,10378.55,10465.16,90.21,941591.44
2019-08-05 11-PM,BTCEUR,10509.33,10524.53,10458.73,10475,31.59,331044.99
2019-08-05 10-PM,BTCEUR,10480.56,10561.9,10456.65,10509.33,79.85,840090.22
2019-08-05 09-PM,BTCEUR,10465.79,10518.4,10433.1,10480.56,29.39,307865.81
2019-08-05 08-PM,BTCEUR,10511.71,10550,10440,10465.79,82.68,867688.58
2019-08-05 07-PM,BTCEUR,10546.03,10560.33,10485.47,10511.71,55.7,585593.26
2019-08-05 06-PM,BTCEUR,10533.76,10596.75,10506.26,10546.03,62.11,654712.39
2019-08-05 05-PM,BTCEUR,10591.6,10660,10501,10533.76,112.47,1189505.6
2019-08-05 04-PM,BTCEUR,10525,10640,10495.71,10591.6,114.54,1208772.85
2019-08-05 03-PM,BTCEUR,10540.04,10543.24,10425.45,10525,97.0,1018180.2
2019-08-05 02-PM,BTCEUR,10537.51,10565,10507,10540.04,93.05,979775.75
2019-08-05 01-PM,BTCEUR,10564.5,10585,10506.87,10537.51,99.09,1045231.24
2019-08-05 12-PM,BTCEUR,10567.17,10594.99,10501.28,10564.5,93.72,988241.78
2019-08-05 11-AM,BTCEUR,10426.33,10579.88,10400,10567.17,80.43,843854.66
2019-08-05 10-AM,BTCEUR,10537.13,10576.26,10391.53,10426.33,112.6,1181344.51
2019-08-05 09-AM,BTCEUR,10564.97,10566.65,10484.7,10537.13,96.9,1019339.26
2019-08-05 08-AM,BTCEUR,10515.65,10565.87,10480.03,10564.97,106.74,1122207.9
2019-08-05 07-AM,BTCEUR,10444.23,10662.01,10442,10515.65,274.96,2906866.31
2019-08-05 06-AM,BTCEUR,10384.56,10469,10372.29,10444.23,88.16,918223.6
2019-08-05 05-AM,BTCEUR,10413.71,10413.71,10358.06,10384.56,50.87,528148.98
2019-08-05 04-AM,BTCEUR,10399.34,10443.28,10362.66,10413.71,45.67,475132.0
2019-08-05 03-AM,BTCEUR,10427.05,10469,10333.23,10399.34,68.5,711924.9
2019-08-05 02-AM,BTCEUR,10259.19,10444,10239.65,10427.05,42.03,434511.81
2019-08-05 01-AM,BTCEUR,10090.81,10312,10058.99,10259.19,110.29,1123836.46
2019-08-05 12-AM,BTCEUR,9886.47,10091.15,9886.42,10090.81,114.88,1149317.77
2019-08-04 11-PM,BTCEUR,9883.58,9920.51,9852.91,9886.47,43.98,434718.48
2019-08-04 10-PM,BTCEUR,9863.55,9969.88,9843.3,9883.58,72.39,717816.06
2019-08-04 09-PM,BTCEUR,9851.94,9883.67,9703.72,9863.55,57.36,561693.93
2019-08-04 08-PM,BTCEUR,9862.47,9914.15,9821.78,9851.94,46.41,458528.08
2019-08-04 07-PM,BTCEUR,9833.07,9877.31,9831.7,9862.47,15.13,149240.96
2019-08-04 06-PM,BTCEUR,9823.46,9879.99,9810.36,9833.07,23.13,227595.56
2019-08-04 05-PM,BTCEUR,9867.95,9882.02,9796.2,9823.46,44.73,440466.78
2019-08-04 04-PM,BTCEUR,9884.74,9932.99,9817.3,9867.95,48.21,474994.38
2019-08-04 03-PM,BTCEUR,9724.64,9896,9704.33,9884.74,115.72,1139493.64
2019-08-04 02-PM,BTCEUR,9609.2,9731.07,9601.43,9724.64,50.86,491458.31
2019-08-04 01-PM,BTCEUR,9608.42,9646.99,9592.54,9609.2,34.44,331082.44
2019-08-04 12-PM,BTCEUR,9610.92,9654.73,9590,9608.42,14.2,136526.09
2019-08-04 11-AM,BTCEUR,9658.48,9666.17,9604.19,9610.92,11.33,109155.26
2019-08-04 10-AM,BTCEUR,9673.68,9682.67,9640,9658.48,14.86,143475.07
2019-08-04 09-AM,BTCEUR,9612.28,9674.72,9590,9673.68,41.06,395886.32
2019-08-04 08-AM,BTCEUR,9614.62,9656.32,9612.28,9612.28,29.83,287502.36
2019-08-04 07-AM,BTCEUR,9674.52,9674.52,9600.08,9614.62,18.21,175329.34
2019-08-04 06-AM,BTCEUR,9578.63,9675.44,9550,9674.52,27.67,265791.55
2019-08-04 05-AM,BTCEUR,9586.64,9616.32,9501.21,9578.63,25.26,241350.19
2019-08-04 04-AM,BTCEUR,9693.12,9697.16,9535.67,9586.64,74.18,712230.57
2019-08-04 03-AM,BTCEUR,9755.43,9755.44,9620,9693.12,46.92,455787.04
2019-08-04 02-AM,BTCEUR,9785.84,9785.98,9736.21,9755.43,1.674,16345.28
2019-08-04 01-AM,BTCEUR,9776.27,9799.99,9769.18,9785.84,3.368,32926.61
2019-08-04 12-AM,BTCEUR,9740,9810,9720,9776.27,12.55,122821.13
2019-08-03 11-PM,BTCEUR,9756.99,9756.99,9714.48,9740,3.842,37407.75
2019-08-03 10-PM,BTCEUR,9741.23,9773.37,9710,9756.99,13.68,133075.0
2019-08-03 09-PM,BTCEUR,9801.67,9802.24,9731.72,9741.23,12.42,121367.81
2019-08-03 08-PM,BTCEUR,9765.08,9801.67,9746.67,9801.67,16.07,156990.63
2019-08-03 07-PM,BTCEUR,9776.41,9830.52,9724.57,9765.08,70.06,685840.85
2019-08-03 06-PM,BTCEUR,9761.94,9794,9718.56,9776.41,27.37,267495.37
2019-08-03 05-PM,BTCEUR,9738.7,9772,9714,9761.94,17.92,174691.88
2019-08-03 04-PM,BTCEUR,9687.46,9757.99,9657.11,9738.7,15.14,147008.24
2019-08-03 03-PM,BTCEUR,9732.63,9740.23,9650,9687.46,18.77,182175.29
2019-08-03 02-PM,BTCEUR,9734.28,9745,9706.44,9732.63,16.6,161478.35
2019-08-03 01-PM,BTCEUR,9691.56,9750,9685,9734.28,16.28,158314.94
2019-08-03 12-PM,BTCEUR,9692.34,9700.63,9620.53,9691.56,11.17,107991.99
2019-08-03 11-AM,BTCEUR,9705.45,9723.12,9678.11,9692.34,12.46,120965.07
2019-08-03 10-AM,BTCEUR,9703.36,9719.75,9668.65,9705.45,20.28,196695.27
2019-08-03 09-AM,BTCEUR,9703.15,9796.95,9635,9703.36,70.28,683123.75
2019-08-03 08-AM,BTCEUR,9755.27,9755.28,9681.82,9703.15,15.05,146386.24
2019-08-03 07-AM,BTCEUR,9729.98,9760.76,9700,9755.27,53.77,522993.32
2019-08-03 06-AM,BTCEUR,9706.98,9738.99,9691.59,9729.98,28.28,274936.06
2019-08-03 05-AM,BTCEUR,9760.99,9773.58,9639.72,9706.98,52.17,506258.25
2019-08-03 04-AM,BTCEUR,9696.58,9766.68,9696.58,9760.99,56.6,551014.87
2019-08-03 03-AM,BTCEUR,9701.77,9750,9684.21,9696.58,14.63,142350.91
2019-08-03 02-AM,BTCEUR,9584.65,9731,9546.38,9701.77,45.8,442855.09
2019-08-03 01-AM,BTCEUR,9477.34,9608.02,9477.34,9584.65,59.76,571587.38
2019-08-03 12-AM,BTCEUR,9486.44,9497.41,9457.59,9477.34,10.71,101360.5
2019-08-02 11-PM,BTCEUR,9480.1,9488.53,9454.78,9486.44,4.308,40834.36
2019-08-02 10-PM,BTCEUR,9396.8,9485,9372.71,9480.1,23.52,221745.8
2019-08-02 09-PM,BTCEUR,9354.86,9420.61,9327.15,9396.8,48.59,455855.61
2019-08-02 08-PM,BTCEUR,9426.29,9429.93,9341.94,9354.86,30.18,283456.3
2019-08-02 07-PM,BTCEUR,9427.55,9430,9383.82,9426.29,15.77,148401.98
2019-08-02 06-PM,BTCEUR,9410.11,9446.27,9386.72,9427.55,39.04,367760.36
2019-08-02 05-PM,BTCEUR,9389.3,9434.99,9358.18,9410.11,54.32,510689.17
2019-08-02 04-PM,BTCEUR,9577.73,9612.85,9337.25,9389.3,172.68,1634512.8
2019-08-02 03-PM,BTCEUR,9545,9600,9512.01,9577.73,165.11,1579310.63
2019-08-02 02-PM,BTCEUR,9509.94,9545,9472.16,9545,56.97,541359.37
2019-08-02 01-PM,BTCEUR,9525.03,9533.36,9492,9509.94,34.67,329589.32
2019-08-02 12-PM,BTCEUR,9453.34,9545,9440,9525.03,57.78,548537.34
2019-08-02 11-AM,BTCEUR,9484.7,9500,9450,9453.34,68.81,651968.57
2019-08-02 10-AM,BTCEUR,9441.93,9488.93,9433.87,9484.7,50.92,481798.08
2019-08-02 09-AM,BTCEUR,9488.81,9518.02,9420.15,9441.93,66.81,633209.27
2019-08-02 08-AM,BTCEUR,9499.87,9509.45,9446.61,9488.81,78.48,743048.52
2019-08-02 07-AM,BTCEUR,9466.98,9549.99,9444.52,9499.87,82.13,780728.14
2019-08-02 06-AM,BTCEUR,9410.69,9492.89,9405.21,9466.98,81.56,770558.61
2019-08-02 05-AM,BTCEUR,9381.76,9419.43,9352.62,9410.69,42.93,403241.12
2019-08-02 04-AM,BTCEUR,9351.48,9402.47,9346.68,9381.76,23.5,220415.47
2019-08-02 03-AM,BTCEUR,9395.64,9407.82,9344.97,9351.48,12.86,120492.34
2019-08-02 02-AM,BTCEUR,9369.14,9412.27,9369.14,9395.64,8.906,83645.11
2019-08-02 01-AM,BTCEUR,9377.49,9399.99,9366.54,9369.14,8.143,76398.17
2019-08-02 12-AM,BTCEUR,9390.14,9437.44,9310.29,9377.49,47.89,449281.94
2019-08-01 11-PM,BTCEUR,9392.1,9410,9364,9390.14,23.26,218347.13
2019-08-01 10-PM,BTCEUR,9399.07,9425,9359.88,9392.1,44.51,418116.15
2019-08-01 09-PM,BTCEUR,9385.93,9425.9,9372.15,9399.07,38.5,361612.22
2019-08-01 08-PM,BTCEUR,9294.44,9470.41,9274.29,9385.93,167.09,1569324.46
2019-08-01 07-PM,BTCEUR,9193.31,9325,9193.31,9294.44,201.76,1869261.42
2019-08-01 06-PM,BTCEUR,9112.81,9217.41,9103.93,9193.31,88.63,812362.1
2019-08-01 05-PM,BTCEUR,9102.96,9135.4,9056.41,9112.81,63.36,576034.44
2019-08-01 04-PM,BTCEUR,9066.03,9121.69,9055.1,9102.96,65.32,594434.17
2019-08-01 03-PM,BTCEUR,9044.17,9077.05,9024.51,9066.03,26.51,240245.99
2019-08-01 02-PM,BTCEUR,9117.76,9117.76,9036.12,9044.17,33.42,303140.43
2019-08-01 01-PM,BTCEUR,9092.6,9126.12,9077.01,9117.76,44.89,408731.99
2019-08-01 12-PM,BTCEUR,9052.43,9100,9037.03,9092.6,57.3,520535.32
2019-08-01 11-AM,BTCEUR,9026.88,9058.93,9001.04,9052.43,29.01,262085.64
2019-08-01 10-AM,BTCEUR,9043.48,9043.48,8989.57,9026.88,48.67,438659.14
2019-08-01 09-AM,BTCEUR,9045.33,9045.33,8992.56,9043.48,38.12,343534.52
2019-08-01 08-AM,BTCEUR,9043.81,9060.41,9027.47,9045.33,29.7,268636.89
2019-08-01 07-AM,BTCEUR,9029.88,9052.69,9003.03,9043.81,44.26,400128.73
2019-08-01 06-AM,BTCEUR,8985.24,9040.32,8952.45,9029.88,57.34,515489.86
2019-08-01 05-AM,BTCEUR,9025.98,9051.66,8959.58,8985.24,36.84,331147.72
2019-08-01 04-AM,BTCEUR,9057.61,9069.65,9001,9025.98,8.789,79325.02
2019-08-01 03-AM,BTCEUR,9080.51,9082.8,9037.88,9057.61,6.197,56141.24
2019-08-01 02-AM,BTCEUR,9074.23,9085.74,9055.37,9080.51,5.451,49446.17
2019-08-01 01-AM,BTCEUR,9107.44,9124.11,9045.13,9074.23,10.94,99302.87
2019-08-01 12-AM,BTCEUR,9113.98,9195.8,9075.74,9107.44,45.91,418927.51
2019-07-31 11-PM,BTCEUR,9028.67,9120,9028.55,9113.98,25.33,229305.78
2019-07-31 10-PM,BTCEUR,9081.84,9084.55,9010.29,9028.67,21.43,193672.86
2019-07-31 09-PM,BTCEUR,9045.16,9082.57,9040,9081.84,37.23,337333.2
2019-07-31 08-PM,BTCEUR,9040,9100,9040,9045.16,69.19,627687.61
2019-07-31 07-PM,BTCEUR,9004.1,9048.64,9000,9040,39.98,360907.36
2019-07-31 06-PM,BTCEUR,9000.21,9035,8951.92,9004.1,98.44,886176.55
2019-07-31 05-PM,BTCEUR,8986.72,9020.58,8954.74,9000.21,53.75,483773.34
2019-07-31 04-PM,BTCEUR,9051.47,9100,8949.49,8986.72,106.21,958830.09
2019-07-31 03-PM,BTCEUR,8964.99,9080,8964.99,9051.47,106.33,960841.64
2019-07-31 02-PM,BTCEUR,8948.94,9029.4,8930.16,8964.99,148.82,1335556.47
2019-07-31 01-PM,BTCEUR,8830,8948.94,8818.03,8948.94,95.8,850857.46
2019-07-31 12-PM,BTCEUR,8764,8886.4,8764,8830,128.26,1131784.46
2019-07-31 11-AM,BTCEUR,8785.66,8785.66,8760.24,8764,54.44,477446.74
2019-07-31 10-AM,BTCEUR,8774.99,8797.92,8760.01,8785.66,63.02,553018.83
2019-07-31 09-AM,BTCEUR,8769.69,8775,8734.03,8774.99,41.21,360843.14
2019-07-31 08-AM,BTCEUR,8736,8783.81,8735.08,8769.69,48.92,428784.66
2019-07-31 07-AM,BTCEUR,8770.11,8816.44,8731,8736,70.01,613869.83
2019-07-31 06-AM,BTCEUR,8707.33,8778.34,8692.92,8770.11,26.39,231062.29
2019-07-31 05-AM,BTCEUR,8674.94,8774.46,8674.94,8707.33,33.23,290222.2
2019-07-31 04-AM,BTCEUR,8675.39,8687.99,8657.03,8674.94,16.05,139180.67
2019-07-31 03-AM,BTCEUR,8677.97,8700.05,8651.29,8675.39,8.67,75228.62
2019-07-31 02-AM,BTCEUR,8700.01,8703.33,8665.36,8677.97,14.54,126290.54
2019-07-31 01-AM,BTCEUR,8716.96,8723.88,8674.24,8700.01,13.14,114399.42
2019-07-31 12-AM,BTCEUR,8591.3,8717.33,8590.5,8716.96,34.21,296567.54
2019-07-30 11-PM,BTCEUR,8579.7,8620.09,8574.13,8591.3,4.653,40018.44
2019-07-30 10-PM,BTCEUR,8584.81,8650,8579.63,8579.7,28.03,241262.55
2019-07-30 09-PM,BTCEUR,8563.31,8608.39,8547.11,8584.81,13.41,114961.92
2019-07-30 08-PM,BTCEUR,8623.84,8642.3,8555,8563.31,26.76,229933.99
2019-07-30 07-PM,BTCEUR,8656.07,8673.41,8513.77,8623.84,93.88,805000.98
2019-07-30 06-PM,BTCEUR,8639.33,8672.78,8627.15,8656.07,24.97,215975.88
2019-07-30 05-PM,BTCEUR,8699.99,8700.59,8611.77,8639.33,38.24,331128.88
2019-07-30 04-PM,BTCEUR,8696.4,8737.99,8680.01,8699.99,33.28,289439.0
2019-07-30 03-PM,BTCEUR,8589.91,8770.6,8579.71,8696.4,153.78,1336532.87
2019-07-30 02-PM,BTCEUR,8580.61,8600,8568.1,8589.91,32.93,282727.87
2019-07-30 01-PM,BTCEUR,8555,8592.19,8555,8580.61,43.01,368817.01
2019-07-30 12-PM,BTCEUR,8556.88,8615,8542,8555,63.75,547122.32
2019-07-30 11-AM,BTCEUR,8515,8620.99,8480,8556.88,70.7,605394.81
2019-07-30 10-AM,BTCEUR,8515.07,8550,8500,8515,66.11,563550.53
2019-07-30 09-AM,BTCEUR,8511.19,8527.36,8492.8,8515.07,51.11,435207.1
2019-07-30 08-AM,BTCEUR,8515.01,8547.13,8491.07,8511.19,52.31,445659.78
2019-07-30 07-AM,BTCEUR,8533.45,8540.74,8509.76,8515.01,17.65,150537.28
2019-07-30 06-AM,BTCEUR,8471.25,8549.87,8471.25,8533.45,38.34,326840.2
2019-07-30 05-AM,BTCEUR,8460,8490.53,8442.27,8471.25,28.36,239863.88
2019-07-30 04-AM,BTCEUR,8455.75,8477.09,8446.86,8460,11.61,98106.12
2019-07-30 03-AM,BTCEUR,8439.41,8472.65,8426.63,8455.75,2.426,20509.71
2019-07-30 02-AM,BTCEUR,8489.35,8509.42,8403.69,8439.41,14.96,126492.62
2019-07-30 01-AM,BTCEUR,8534.59,8544.35,8489.28,8489.35,1.873,15933.03
2019-07-30 12-AM,BTCEUR,8529.57,8551.48,8517.58,8534.59,3.661,31239.9
2019-07-29 11-PM,BTCEUR,8529.08,8548.24,8469,8529.57,11.03,93999.75
2019-07-29 10-PM,BTCEUR,8526.52,8544.08,8495.86,8529.08,12.11,103184.33
2019-07-29 09-PM,BTCEUR,8530.03,8563.89,8521.51,8526.52,14.71,125588.35
2019-07-29 08-PM,BTCEUR,8506.85,8545.99,8488.86,8530.03,20.85,177713.85
2019-07-29 07-PM,BTCEUR,8526.06,8536.18,8494.44,8506.85,27.66,235378.42
2019-07-29 06-PM,BTCEUR,8506.59,8547.23,8460.06,8526.06,24.38,207241.43
2019-07-29 05-PM,BTCEUR,8569.98,8571.88,8425,8506.59,111.89,953550.63
2019-07-29 04-PM,BTCEUR,8543.51,8683.34,8400.1,8569.98,168.37,1440050.6
2019-07-29 03-PM,BTCEUR,8554.7,8596.05,8524.35,8543.51,33.11,283475.64
2019-07-29 02-PM,BTCEUR,8560,8603.43,8533.92,8554.7,45.12,386510.15
2019-07-29 01-PM,BTCEUR,8564.93,8621.46,8528.85,8560,46.15,395603.06
2019-07-29 12-PM,BTCEUR,8514.53,8565.25,8489.56,8564.93,41.76,356018.76
2019-07-29 11-AM,BTCEUR,8533.28,8545.43,8484.94,8514.53,45.87,391002.37
2019-07-29 10-AM,BTCEUR,8530.53,8565.3,8495.94,8533.28,88.13,751560.45
2019-07-29 09-AM,BTCEUR,8606.74,8616.26,8430.72,8530.53,97.91,832775.51
2019-07-29 08-AM,BTCEUR,8644.29,8666.37,8572.92,8606.74,35.92,310223.52
2019-07-29 07-AM,BTCEUR,8625.01,8644.29,8614.86,8644.29,16.07,138742.03
2019-07-29 06-AM,BTCEUR,8635.95,8648.77,8586.88,8625.01,16.16,139348.55
2019-07-29 05-AM,BTCEUR,8686.97,8686.97,8617.05,8635.95,31.52,272246.85
2019-07-29 04-AM,BTCEUR,8659.75,8693.91,8659.69,8686.97,3.572,30987.86
2019-07-29 03-AM,BTCEUR,8672.61,8677.32,8638.53,8659.75,10.82,93656.07
2019-07-29 02-AM,BTCEUR,8670.02,8685.36,8642.18,8672.61,18.6,160961.32
2019-07-29 01-AM,BTCEUR,8571.14,8740.7,8559.95,8670.02,50.23,434513.96
2019-07-29 12-AM,BTCEUR,8563.17,8590.03,8532.72,8571.14,9.363,80221.81
2019-07-28 11-PM,BTCEUR,8552.34,8618.57,8522.43,8563.17,40.78,349407.64
2019-07-28 10-PM,BTCEUR,8517.57,8675.37,8200,8552.34,284.57,2395730.5
2019-07-28 09-PM,BTCEUR,8560.25,8573.23,8496.22,8517.57,17.31,147545.53
2019-07-28 08-PM,BTCEUR,8589.65,8595.09,8503.31,8560.25,47.22,403591.88
2019-07-28 07-PM,BTCEUR,8587.26,8597.1,8569.43,8589.65,21.33,183067.3
2019-07-28 06-PM,BTCEUR,8585.75,8599.62,8562.71,8587.26,10.3,88425.32
2019-07-28 05-PM,BTCEUR,8553.48,8591.35,8553.48,8585.75,9.97,85468.3
2019-07-28 04-PM,BTCEUR,8561.78,8590,8544,8553.48,12.75,109279.06
2019-07-28 03-PM,BTCEUR,8547.89,8584.92,8535.02,8561.78,13.34,114246.42
2019-07-28 02-PM,BTCEUR,8547.99,8573.69,8530.27,8547.89,11.3,96613.89
2019-07-28 01-PM,BTCEUR,8554.06,8560.79,8510.52,8547.99,6.846,58427.99
2019-07-28 12-PM,BTCEUR,8578.14,8585.43,8532.26,8554.06,21.94,187853.35
2019-07-28 11-AM,BTCEUR,8513.18,8603,8500.17,8578.14,44.39,380178.46
2019-07-28 10-AM,BTCEUR,8522.31,8534.68,8475.04,8513.18,19.42,165087.27
2019-07-28 09-AM,BTCEUR,8559.81,8566.33,8519,8522.31,8.916,76249.97
2019-07-28 08-AM,BTCEUR,8529.94,8568,8519.01,8559.81,12.51,106846.45
2019-07-28 07-AM,BTCEUR,8548,8550,8523.03,8529.94,8.969,76614.16
2019-07-28 06-AM,BTCEUR,8555.22,8585.55,8523.4,8548,6.254,53509.74
2019-07-28 05-AM,BTCEUR,8545,8581.07,8540.78,8555.22,8.772,75156.28
2019-07-28 04-AM,BTCEUR,8520.91,8591.84,8513.4,8545,21.64,185350.63
2019-07-28 03-AM,BTCEUR,8511.65,8521.55,8499.9,8520.91,6.049,51513.77
2019-07-28 02-AM,BTCEUR,8511.72,8528.01,8502.31,8511.65,2.481,21126.95
2019-07-28 01-AM,BTCEUR,8481.61,8529.83,8481.61,8511.72,2.421,20596.61
2019-07-28 12-AM,BTCEUR,8529.85,8529.85,8414.42,8481.61,9.993,84546.41
2019-07-27 11-PM,BTCEUR,8495,8583.41,8468.45,8529.85,46.99,400273.22
2019-07-27 10-PM,BTCEUR,8565.79,8583.37,8370.67,8495,180.61,1532701.65
2019-07-27 09-PM,BTCEUR,8513.35,8575,8488.35,8565.79,26.52,226326.69
2019-07-27 08-PM,BTCEUR,8477.71,8517.55,8454.83,8513.35,18.05,153235.78
2019-07-27 07-PM,BTCEUR,8458.99,8524.92,8445.74,8477.71,11.19,94901.36
2019-07-27 06-PM,BTCEUR,8508.24,8518.11,8426.14,8458.99,35.53,301210.83
2019-07-27 05-PM,BTCEUR,8493.71,8513.72,8476,8508.24,28.03,238212.3
2019-07-27 04-PM,BTCEUR,8475.81,8518.99,8450.01,8493.71,26.75,226847.13
2019-07-27 03-PM,BTCEUR,8482.04,8507.13,8355,8475.81,91.76,774079.86
2019-07-27 02-PM,BTCEUR,8484.16,8524.74,8463.78,8482.04,27.38,232616.5
2019-07-27 01-PM,BTCEUR,8469.32,8518.05,8440.65,8484.16,147.53,1253589.29
2019-07-27 12-PM,BTCEUR,8549.87,8549.99,8400,8469.32,130.17,1102170.97
2019-07-27 11-AM,BTCEUR,8553.58,8573.13,8462.26,8549.87,104.86,895339.75
2019-07-27 10-AM,BTCEUR,9035.21,9050.25,8460,8553.58,426.31,3680912.48
2019-07-27 09-AM,BTCEUR,9053.77,9070.94,9035.21,9035.21,11.37,102909.45
2019-07-27 08-AM,BTCEUR,9070.42,9079.99,9036.94,9053.77,16.33,147842.74
2019-07-27 07-AM,BTCEUR,9059.36,9077.93,9022.47,9070.42,36.6,331040.39
2019-07-27 06-AM,BTCEUR,9055.25,9072,9040.14,9059.36,11.06,100144.41
2019-07-27 05-AM,BTCEUR,9099.99,9108.39,9034.2,9055.25,26.3,238396.56
2019-07-27 04-AM,BTCEUR,9112.75,9119.22,9080.01,9099.99,14.71,133938.13
2019-07-27 03-AM,BTCEUR,9098.8,9122.23,9093.83,9112.75,5.25,47799.51
