Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ZRX,Volume ETH
2019-08-07,ZRXETH,0.00088,0.0008846,0.0008762,0.0008762,14.5,0.01281
2019-08-06,ZRXETH,0.000912,0.0009271,0.0008749,0.00088,234950.61,211.38
2019-08-05,ZRXETH,0.0009577,0.0009577,0.000912,0.000912,22884.28,21.25
2019-08-04,ZRXETH,0.0009721,0.0009792,0.0009577,0.0009577,4888.27,4.753
2019-08-03,ZRXETH,0.0009908,0.0009908,0.0009623,0.0009721,11853.27,11.51
2019-08-02,ZRXETH,0.001015,0.001015,0.0009771,0.0009908,13354.59,13.2
2019-08-01,ZRXETH,0.001025,0.001053,0.0009984,0.001015,8154.37,8.379
2019-07-31,ZRXETH,0.001065,0.001065,0.001025,0.001025,7585.45,7.929
2019-07-30,ZRXETH,0.001056,0.001069,0.001055,0.001065,1182.55,1.25
2019-07-29,ZRXETH,0.001075,0.00109,0.001056,0.001056,5240.12,5.56
2019-07-28,ZRXETH,0.001075,0.001111,0.00107,0.001075,18826.14,20.47
2019-07-27,ZRXETH,0.001073,0.001082,0.001058,0.001075,10906.11,11.67
2019-07-26,ZRXETH,0.001065,0.00108,0.001058,0.001073,17502.24,18.66
2019-07-25,ZRXETH,0.001052,0.00107,0.001025,0.001065,19425.0,20.34
2019-07-24,ZRXETH,0.001056,0.00108,0.001029,0.001052,13710.65,14.36
2019-07-23,ZRXETH,0.001081,0.00111,0.001042,0.001056,6289.81,6.72
2019-07-22,ZRXETH,0.001079,0.001117,0.001068,0.001081,13092.11,14.27
2019-07-21,ZRXETH,0.001082,0.001091,0.001058,0.001079,11464.63,12.31
2019-07-20,ZRXETH,0.001065,0.001101,0.001045,0.001082,20219.69,21.77
2019-07-19,ZRXETH,0.001055,0.001087,0.001049,0.001065,10832.24,11.59
2019-07-18,ZRXETH,0.001078,0.00109,0.001051,0.001063,1543.12,1.655
2019-07-17,ZRXETH,0.001089,0.001109,0.00105,0.001078,39938.83,43.2
2019-07-16,ZRXETH,0.001073,0.001171,0.001065,0.001089,99464.63,112.17
2019-07-15,ZRXETH,0.000975,0.001168,0.0009518,0.001073,143763.0,149.95
2019-07-14,ZRXETH,0.000955,0.0009986,0.0009451,0.000975,39815.32,38.79
2019-07-13,ZRXETH,0.0009643,0.0009813,0.0009359,0.000955,12033.23,11.58
2019-07-12,ZRXETH,0.0009562,0.0009881,0.0009353,0.0009643,18151.03,17.59
2019-07-11,ZRXETH,0.0009352,0.0009733,0.0009259,0.0009562,38253.28,36.11
2019-07-10,ZRXETH,0.0009517,0.0009597,0.0009079,0.0009352,103273.59,96.35
2019-07-09,ZRXETH,0.0009259,0.0009664,0.0009177,0.0009517,37355.62,35.43
2019-07-08,ZRXETH,0.0009803,0.001022,0.0009176,0.0009259,29835.29,29.24
2019-07-07,ZRXETH,0.00102,0.001031,0.0009658,0.0009803,6621.89,6.638
2019-07-06,ZRXETH,0.001004,0.001028,0.0009926,0.00102,8513.14,8.557
2019-07-05,ZRXETH,0.001016,0.001022,0.0009817,0.001004,7565.09,7.573
2019-07-04,ZRXETH,0.001003,0.00103,0.0009871,0.001016,9975.63,10.03
2019-07-03,ZRXETH,0.001009,0.001029,0.0009891,0.001003,24133.56,24.31
2019-07-02,ZRXETH,0.00105,0.001061,0.001009,0.001009,12264.42,12.64
2019-07-01,ZRXETH,0.001023,0.001065,0.001013,0.00105,31951.16,33.35
2019-06-30,ZRXETH,0.0009981,0.00104,0.0009916,0.001023,14858.66,15.19
2019-06-29,ZRXETH,0.001022,0.00106,0.0009931,0.0009981,21702.29,22.21
2019-06-28,ZRXETH,0.001076,0.001151,0.001021,0.001022,72649.09,78.86
2019-06-27,ZRXETH,0.0009564,0.001084,0.00094,0.001076,122444.14,124.85
2019-06-26,ZRXETH,0.00106,0.001061,0.0009324,0.0009564,665197.38,662.27
2019-06-25,ZRXETH,0.001093,0.001104,0.001058,0.00106,10628.17,11.57
2019-06-24,ZRXETH,0.001115,0.001129,0.001086,0.001093,39500.93,43.51
2019-06-23,ZRXETH,0.001121,0.001197,0.001091,0.001115,31162.56,35.11
2019-06-22,ZRXETH,0.001135,0.001153,0.001064,0.001121,51857.94,57.89
2019-06-21,ZRXETH,0.001209,0.001209,0.001122,0.001135,141998.78,169.96
2019-06-20,ZRXETH,0.001271,0.001271,0.001206,0.001209,62919.84,77.65
2019-06-19,ZRXETH,0.001273,0.001287,0.001269,0.001271,5514.41,7.07
2019-06-18,ZRXETH,0.001261,0.001308,0.001261,0.001273,20045.6,25.97
2019-06-17,ZRXETH,0.001293,0.001313,0.001256,0.001261,8436.42,10.83
2019-06-16,ZRXETH,0.001342,0.001342,0.001269,0.001293,27785.47,35.92
2019-06-15,ZRXETH,0.001271,0.001368,0.001262,0.001342,57113.01,75.1
2019-06-14,ZRXETH,0.001269,0.001297,0.001224,0.001271,26785.61,33.67
2019-06-13,ZRXETH,0.001268,0.001291,0.00126,0.001269,6455.73,8.215
2019-06-12,ZRXETH,0.001317,0.001317,0.001268,0.001268,23184.04,30.1
2019-06-11,ZRXETH,0.001335,0.001341,0.001312,0.001317,22604.9,29.99
2019-06-10,ZRXETH,0.001363,0.001379,0.001335,0.001335,20468.89,27.79
2019-06-09,ZRXETH,0.001378,0.00139,0.001356,0.001363,21388.01,29.26
2019-06-08,ZRXETH,0.001336,0.001513,0.001336,0.001378,62227.87,88.4
2019-06-07,ZRXETH,0.001294,0.001339,0.001288,0.001336,18657.93,24.61
2019-06-06,ZRXETH,0.001277,0.00134,0.001277,0.001294,6917.9,9.02
2019-06-05,ZRXETH,0.001258,0.0013,0.001246,0.001277,10015.31,12.7
2019-06-04,ZRXETH,0.00126,0.001278,0.001243,0.001258,29483.96,37.12
2019-06-03,ZRXETH,0.001266,0.001292,0.001257,0.00126,15656.74,20.01
2019-06-02,ZRXETH,0.001264,0.001269,0.001235,0.001266,2208.73,2.77
2019-06-01,ZRXETH,0.001285,0.001287,0.001252,0.001264,9870.52,12.47
2019-05-31,ZRXETH,0.001276,0.0013,0.001257,0.001285,13872.57,17.72
2019-05-30,ZRXETH,0.001274,0.001305,0.00122,0.001276,38083.17,47.86
2019-05-29,ZRXETH,0.001237,0.001318,0.001228,0.001274,27122.6,34.23
2019-05-28,ZRXETH,0.001239,0.001264,0.00122,0.001237,14357.93,17.85
2019-05-27,ZRXETH,0.001229,0.001261,0.001214,0.001239,42215.27,52.1
2019-05-26,ZRXETH,0.001286,0.001298,0.00122,0.001229,24642.38,31.39
2019-05-25,ZRXETH,0.001263,0.001286,0.001232,0.001286,3768.63,4.74
2019-05-24,ZRXETH,0.001282,0.001347,0.001245,0.001263,13047.04,16.63
2019-05-23,ZRXETH,0.001246,0.001283,0.00124,0.001282,25909.9,32.65
2019-05-22,ZRXETH,0.001294,0.001318,0.001241,0.001246,23764.89,30.27
2019-05-21,ZRXETH,0.001268,0.001304,0.001237,0.001294,17454.88,22.15
2019-05-20,ZRXETH,0.001295,0.001318,0.001263,0.001268,17608.34,22.61
2019-05-19,ZRXETH,0.001383,0.001383,0.001278,0.001295,11896.25,15.57
2019-05-18,ZRXETH,0.001285,0.001432,0.001272,0.001383,12126.52,16.58
2019-05-17,ZRXETH,0.001269,0.001334,0.001235,0.001285,38216.2,49.28
2019-05-16,ZRXETH,0.001463,0.001463,0.001256,0.001269,189490.69,259.52
