Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume ZAR
2019-07-01 08-AM,BTCZAR,169246,172000,169246,172000,26.76,4554457.17
2019-07-01 07-AM,BTCZAR,170250,171000,169100,169246,14.01,2378228.64
2019-07-01 06-AM,BTCZAR,170537,171000,170250,170250,14.94,2550287.41
2019-07-01 05-AM,BTCZAR,171658,171999,170000,170537,9.936,1701217.13
2019-07-01 04-AM,BTCZAR,172611,172611,171000,171658,5.615,964737.13
2019-07-01 03-AM,BTCZAR,170784,174445,170000,172611,5.65,974749.85
2019-07-01 02-AM,BTCZAR,169881,171052,168455,170784,6.69,1138483.31
2019-07-01 01-AM,BTCZAR,168916,170000,168915,169881,4.19,710107.06
2019-07-01 12-AM,BTCZAR,167001,170000,166219,168916,4.125,696610.82
2019-06-30 11-PM,BTCZAR,168257,171888,166100,167001,14.8,2500556.78
2019-06-30 10-PM,BTCZAR,173226,173343,168000,168257,9.235,1572347.27
2019-06-30 09-PM,BTCZAR,175998,175998,173140,173226,6.208,1082535.23
2019-06-30 08-PM,BTCZAR,171798,175998,171774,175998,8.478,1468873.98
2019-06-30 07-PM,BTCZAR,171964,172799,168000,171798,17.45,2988327.19
2019-06-30 06-PM,BTCZAR,173616,173616,171101,171964,6.663,1151036.92
2019-06-30 05-PM,BTCZAR,172793,174999,172792,173616,10.99,1911745.81
2019-06-30 04-PM,BTCZAR,170512,175000,166005,172793,54.14,9169169.77
2019-06-30 03-PM,BTCZAR,172983,172984,170501,170512,33.92,5831741.99
2019-06-30 02-PM,BTCZAR,171111,173781,170033,172983,33.87,5824574.38
2019-06-30 01-PM,BTCZAR,178281,179499,171111,171111,29.68,5191709.55
2019-06-30 12-PM,BTCZAR,178267,179499,178001,178281,7.342,1309694.75
2019-06-30 11-AM,BTCZAR,178300,179987,178266,178267,9.894,1766269.03
2019-06-30 10-AM,BTCZAR,181401,181513,178265,178300,25.34,4540505.43
2019-06-30 09-AM,BTCZAR,181403,181403,181001,181401,5.677,1029726.87
2019-06-30 08-AM,BTCZAR,179503,181403,179502,181403,9.141,1646784.37
2019-06-30 07-AM,BTCZAR,182585,182585,179051,179503,25.07,4536361.98
2019-06-30 06-AM,BTCZAR,182431,183000,182399,182585,13.78,2515434.29
2019-06-30 05-AM,BTCZAR,183500,183809,182431,182431,12.55,2296644.2
2019-06-30 04-AM,BTCZAR,183999,184000,183500,183500,4.458,818711.26
2019-06-30 03-AM,BTCZAR,183550,184000,183034,183999,2.424,445478.13
2019-06-30 02-AM,BTCZAR,183828,183899,183035,183550,0.1998,36670.01
2019-06-30 01-AM,BTCZAR,184000,184000,183035,183828,1.65,302325.63
2019-06-30 12-AM,BTCZAR,182999,184000,182999,184000,1.356,249143.05
2019-06-29 11-PM,BTCZAR,183150,183150,182999,182999,14.23,2603740.72
2019-06-29 10-PM,BTCZAR,183004,183585,183003,183150,2.865,525056.06
2019-06-29 09-PM,BTCZAR,184198,184198,183003,183004,8.436,1548624.16
2019-06-29 08-PM,BTCZAR,183004,184198,183003,184198,13.31,2445207.49
2019-06-29 07-PM,BTCZAR,183551,183551,183003,183004,7.177,1315089.11
2019-06-29 06-PM,BTCZAR,183987,183994,181709,183551,8.294,1523422.4
2019-06-29 05-PM,BTCZAR,181253,183987,181252,183987,11.22,2038462.98
2019-06-29 04-PM,BTCZAR,182494,182650,181252,181253,22.87,4154426.76
2019-06-29 03-PM,BTCZAR,183139,184499,182100,182494,8.317,1526011.8
2019-06-29 02-PM,BTCZAR,184499,184499,182100,183139,12.37,2261868.61
2019-06-29 01-PM,BTCZAR,183649,184990,182025,184499,23.91,4395106.66
2019-06-29 12-PM,BTCZAR,181799,184970,181798,183649,18.56,3409282.67
2019-06-29 11-AM,BTCZAR,181000,181800,181000,181799,23.06,4183426.48
2019-06-29 10-AM,BTCZAR,179002,181000,176531,181000,25.94,4642681.65
2019-06-29 09-AM,BTCZAR,180093,180093,176528,179002,11.12,1992263.07
2019-06-29 08-AM,BTCZAR,180500,180500,179900,180093,33.57,6045378.52
2019-06-29 07-AM,BTCZAR,179099,180500,177013,180500,19.34,3457274.32
2019-06-29 06-AM,BTCZAR,175298,179101,173325,179099,23.65,4194118.52
2019-06-29 05-AM,BTCZAR,177222,178997,175100,175298,22.25,3936052.1
2019-06-29 04-AM,BTCZAR,179195,179195,175600,177222,20.55,3628082.72
2019-06-29 03-AM,BTCZAR,179197,181499,176101,179195,21.06,3766945.83
2019-06-29 02-AM,BTCZAR,182896,182896,176100,179197,50.99,9164994.42
2019-06-29 01-AM,BTCZAR,184998,185510,182896,182896,4.858,895130.28
2019-06-29 12-AM,BTCZAR,187119,187119,183461,184998,2.822,524337.92
2019-06-28 11-PM,BTCZAR,185998,188200,185501,187119,4.031,752347.0
2019-06-28 10-PM,BTCZAR,185839,185999,183050,185998,9.687,1794918.72
2019-06-28 09-PM,BTCZAR,185609,185840,185609,185839,4.923,914922.19
2019-06-28 08-PM,BTCZAR,185901,188398,184500,185609,23.11,4303400.14
2019-06-28 07-PM,BTCZAR,181017,185998,181016,185901,26.89,4954956.36
2019-06-28 06-PM,BTCZAR,181017,181017,181016,181017,12.47,2257050.97
2019-06-28 05-PM,BTCZAR,181002,181093,181002,181017,30.57,5533165.6
2019-06-28 04-PM,BTCZAR,182814,182858,181000,181002,41.45,7516379.68
2019-06-28 03-PM,BTCZAR,180506,182858,180505,182814,45.22,8181399.3
2019-06-28 02-PM,BTCZAR,181825,181826,180500,180506,26.59,4805499.36
2019-06-28 01-PM,BTCZAR,180001,182500,180000,181825,49.05,8848126.76
2019-06-28 12-PM,BTCZAR,184799,184996,180000,180001,69.71,12734786.12
2019-06-28 11-AM,BTCZAR,181057,184998,181057,184799,68.44,12488342.53
2019-06-28 10-AM,BTCZAR,185138,186001,180789,181057,75.36,13822864.65
2019-06-28 09-AM,BTCZAR,180413,186001,180413,185138,105.1,19380987.99
2019-06-28 08-AM,BTCZAR,175008,181499,175003,180413,60.97,10847258.98
2019-06-28 07-AM,BTCZAR,175550,179500,175008,175008,109.31,19322385.55
2019-06-28 06-AM,BTCZAR,169060,177411,169059,175550,80.9,14140877.97
2019-06-28 05-AM,BTCZAR,169950,169950,165955,169060,33.68,5675702.35
2019-06-28 04-AM,BTCZAR,170001,172000,167500,169950,42.82,7283617.22
2019-06-28 03-AM,BTCZAR,169508,171817,165000,170001,35.18,5963856.92
2019-06-28 02-AM,BTCZAR,173987,174932,167153,169508,15.54,2658098.56
2019-06-28 01-AM,BTCZAR,172798,175530,170637,173987,79.58,13907965.17
2019-06-28 12-AM,BTCZAR,164306,172798,163837,172798,40.42,6828481.49
2019-06-27 11-PM,BTCZAR,166071,166997,163353,164306,26.13,4327267.91
2019-06-27 10-PM,BTCZAR,159447,166522,159446,166071,24.15,3910592.35
2019-06-27 09-PM,BTCZAR,159500,159998,156000,159447,18.75,2966740.0
2019-06-27 08-PM,BTCZAR,161272,162394,150603,159500,61.03,9529440.51
2019-06-27 07-PM,BTCZAR,166121,166122,159055,161272,53.96,8716263.8
2019-06-27 06-PM,BTCZAR,162191,167000,160001,166121,87.24,14312921.41
2019-06-27 05-PM,BTCZAR,163297,163300,147420,162191,222.48,35013159.51
2019-06-27 04-PM,BTCZAR,174558,176281,162001,163297,129.08,21639109.71
2019-06-27 03-PM,BTCZAR,178000,178315,174547,174558,47.02,8278346.29
2019-06-27 02-PM,BTCZAR,176922,178318,174001,178000,56.29,9929264.63
2019-06-27 01-PM,BTCZAR,177902,180710,175015,176922,68.47,12125875.44
2019-06-27 12-PM,BTCZAR,182822,182823,176500,177902,61.05,11052698.69
2019-06-27 11-AM,BTCZAR,179500,182990,178788,182822,69.1,12494886.66
2019-06-27 10-AM,BTCZAR,177000,182996,176999,179500,107.35,19470577.96
2019-06-27 09-AM,BTCZAR,178000,179901,171000,177000,225.91,39271040.27
2019-06-27 08-AM,BTCZAR,188550,189000,178000,178000,103.82,18992224.92
2019-06-27 07-AM,BTCZAR,190006,192300,187118,188550,66.3,12651226.81
2019-06-27 06-AM,BTCZAR,192149,192149,185000,190006,134.24,25364304.64
2019-06-27 05-AM,BTCZAR,196423,196424,189965,192149,50.16,9613134.63
2019-06-27 04-AM,BTCZAR,193190,197947,193190,196423,28.8,5651586.27
2019-06-27 03-AM,BTCZAR,192090,194746,189536,193190,17.79,3416507.49
2019-06-27 02-AM,BTCZAR,191498,194746,186915,192090,15.75,2996311.08
2019-06-27 01-AM,BTCZAR,195501,196497,186000,191498,30.71,5924303.71
2019-06-27 12-AM,BTCZAR,192500,195700,190712,195501,21.2,4124858.24
2019-06-26 11-PM,BTCZAR,182736,194548,182736,192500,19.99,3806690.72
2019-06-26 10-PM,BTCZAR,186474,188998,180000,182736,26.93,4983782.14
2019-06-26 09-PM,BTCZAR,195100,195100,171000,186474,133.48,24208287.62
2019-06-26 08-PM,BTCZAR,209399,209400,175000,195100,174.1,33415768.16
2019-06-26 07-PM,BTCZAR,210000,210000,207074,209399,56.11,11722131.63
2019-06-26 06-PM,BTCZAR,203000,210000,202965,210000,75.34,15574837.6
2019-06-26 05-PM,BTCZAR,202999,203000,195535,203000,77.49,15602087.5
2019-06-26 04-PM,BTCZAR,195535,202999,195535,202999,109.61,21840823.1
2019-06-26 03-PM,BTCZAR,197999,197999,195534,195535,51.36,10106242.02
2019-06-26 02-PM,BTCZAR,197998,197999,197998,197999,47.51,9407067.5
2019-06-26 01-PM,BTCZAR,196488,197999,196488,197998,41.5,8171484.22
2019-06-26 12-PM,BTCZAR,195000,196489,194002,196488,67.99,13239882.58
2019-06-26 11-AM,BTCZAR,196600,196739,194999,195000,33.83,6626893.62
2019-06-26 10-AM,BTCZAR,194001,196749,193500,196600,44.97,8740661.1
2019-06-26 09-AM,BTCZAR,196903,196904,194000,194001,55.66,10866125.31
2019-06-26 08-AM,BTCZAR,193901,196950,193499,196903,44.64,8689989.55
2019-06-26 07-AM,BTCZAR,198249,198250,193901,193901,71.76,14146734.13
2019-06-26 06-AM,BTCZAR,193458,198250,193457,198249,75.66,14799576.67
2019-06-26 05-AM,BTCZAR,191525,196963,190500,193458,126.22,24507617.69
2019-06-26 04-AM,BTCZAR,186700,191525,185798,191525,40.4,7593599.59
2019-06-26 03-AM,BTCZAR,181664,186700,181663,186700,29.36,5406920.94
2019-06-26 02-AM,BTCZAR,181427,181995,180009,181664,5.359,970017.13
2019-06-26 01-AM,BTCZAR,180100,181997,179999,181427,9.677,1752113.97
2019-06-26 12-AM,BTCZAR,178499,180100,178499,180100,15.8,2839706.29
2019-06-25 11-PM,BTCZAR,177000,178499,177000,178499,8.399,1491772.31
2019-06-25 10-PM,BTCZAR,176549,177000,176549,177000,13.49,2385648.95
2019-06-25 09-PM,BTCZAR,174002,176550,174001,176549,25.86,4531901.44
2019-06-25 08-PM,BTCZAR,174002,174497,174001,174002,26.01,4526180.93
2019-06-25 07-PM,BTCZAR,174002,174002,174001,174002,9.0,1565956.26
2019-06-25 06-PM,BTCZAR,174547,174547,174001,174002,12.55,2184652.0
2019-06-25 05-PM,BTCZAR,174891,174892,173900,174547,27.78,4834467.17
2019-06-25 04-PM,BTCZAR,175512,175512,174891,174891,26.99,4733156.11
2019-06-25 03-PM,BTCZAR,175512,175512,175511,175512,14.79,2596169.16
2019-06-25 02-PM,BTCZAR,175136,175699,175136,175512,14.98,2629007.33
2019-06-25 01-PM,BTCZAR,174182,175700,173518,175136,33.03,5744823.21
2019-06-25 12-PM,BTCZAR,174999,175850,172200,174182,69.33,12121259.81
2019-06-25 11-AM,BTCZAR,176500,176900,174701,174999,73.49,12968828.66
2019-06-25 10-AM,BTCZAR,174701,176500,174700,176500,44.14,7735942.89
2019-06-25 09-AM,BTCZAR,175001,175001,174700,174701,39.45,6895566.7
2019-06-25 08-AM,BTCZAR,175400,175653,175000,175001,37.4,6562478.97
2019-06-25 07-AM,BTCZAR,174402,175400,174401,175400,39.89,6972029.22
2019-06-25 06-AM,BTCZAR,174402,174998,174401,174402,61.07,10674958.95
2019-06-25 05-AM,BTCZAR,172400,174490,172399,174402,45.07,7807814.01
2019-06-25 04-AM,BTCZAR,171522,172400,171521,172400,12.2,2099987.84
2019-06-25 03-AM,BTCZAR,171000,171522,170999,171522,11.53,1973737.06
2019-06-25 02-AM,BTCZAR,170450,171000,170449,171000,8.109,1383916.81
2019-06-25 01-AM,BTCZAR,169563,170450,169563,170450,7.841,1333585.88
2019-06-25 12-AM,BTCZAR,168752,169995,168752,169563,11.73,1983539.33
2019-06-24 11-PM,BTCZAR,168751,168752,168751,168752,0.5242,88453.12
2019-06-24 10-PM,BTCZAR,167806,168752,167805,168751,4.047,680221.31
2019-06-24 09-PM,BTCZAR,167217,167808,167136,167806,3.793,634667.29
2019-06-24 08-PM,BTCZAR,168754,168754,166850,167217,19.3,3253516.1
2019-06-24 07-PM,BTCZAR,168753,168754,168753,168754,34.05,5745232.55
2019-06-24 06-PM,BTCZAR,168753,168754,168753,168753,6.299,1062980.46
2019-06-24 05-PM,BTCZAR,168754,168754,168753,168753,5.263,888103.96
2019-06-24 04-PM,BTCZAR,168000,168754,167999,168754,22.21,3743645.46
2019-06-24 03-PM,BTCZAR,167999,168818,167999,168000,27.2,4571154.71
2019-06-24 02-PM,BTCZAR,167491,168000,167490,167999,33.76,5655350.76
2019-06-24 01-PM,BTCZAR,166700,168849,166700,167491,36.06,6025330.28
2019-06-24 12-PM,BTCZAR,166997,166997,166700,166700,16.92,2821212.2
2019-06-24 11-AM,BTCZAR,166448,167466,166447,166997,42.65,7099262.76
2019-06-24 10-AM,BTCZAR,166448,166448,166447,166448,31.93,5313945.97
2019-06-24 09-AM,BTCZAR,165212,167000,165212,166448,24.4,4062070.6
2019-06-24 08-AM,BTCZAR,164982,165213,164981,165212,38.27,6314412.09
2019-06-24 07-AM,BTCZAR,164982,164982,164981,164982,11.41,1883004.71
2019-06-24 06-AM,BTCZAR,165213,165485,164183,164982,18.22,3005626.21
2019-06-24 05-AM,BTCZAR,164003,165500,164003,165213,10.15,1672006.71
2019-06-24 04-AM,BTCZAR,164183,164183,163500,164003,7.083,1161572.17
2019-06-24 03-AM,BTCZAR,164182,164183,164182,164183,0.7337,120467.68
2019-06-24 02-AM,BTCZAR,164182,164656,164005,164182,1.924,315955.3
2019-06-24 01-AM,BTCZAR,164047,164704,163739,164182,7.224,1184646.1
2019-06-24 12-AM,BTCZAR,165256,165600,163740,164047,10.23,1678535.48
2019-06-23 11-PM,BTCZAR,166195,166195,165250,165256,3.066,507551.29
2019-06-23 10-PM,BTCZAR,167645,167645,165647,166195,3.956,659080.65
2019-06-23 09-PM,BTCZAR,169468,171000,165500,167645,26.58,4501506.14
2019-06-23 08-PM,BTCZAR,167509,169468,167508,169468,8.985,1512863.28
2019-06-23 07-PM,BTCZAR,164900,168000,164899,167509,16.89,2811832.92
2019-06-23 06-PM,BTCZAR,164229,164900,163595,164900,11.28,1853024.26
2019-06-23 05-PM,BTCZAR,163761,164900,163400,164229,26.75,4392821.56
2019-06-23 04-PM,BTCZAR,164502,164600,163068,163761,23.12,3801056.4
2019-06-23 03-PM,BTCZAR,164603,164603,164500,164502,5.449,896539.82
2019-06-23 02-PM,BTCZAR,163573,164900,163012,164603,15.3,2513573.4
2019-06-23 01-PM,BTCZAR,164675,164676,163012,163573,5.89,966015.43
2019-06-23 12-PM,BTCZAR,163041,164900,163041,164675,13.35,2193677.51
2019-06-23 11-AM,BTCZAR,162268,163750,162268,163041,7.392,1203347.54
2019-06-23 10-AM,BTCZAR,163406,163700,162006,162268,17.38,2823427.39
2019-06-23 09-AM,BTCZAR,163748,163749,162000,163406,20.13,3278199.79
2019-06-23 08-AM,BTCZAR,163748,163748,163747,163748,8.296,1358502.27
2019-06-23 07-AM,BTCZAR,164982,164982,163737,163748,20.83,3429981.32
2019-06-23 06-AM,BTCZAR,163999,164996,163743,164982,9.094,1498877.49
2019-06-23 05-AM,BTCZAR,163957,164000,163268,163999,8.963,1466011.72
2019-06-23 04-AM,BTCZAR,164800,164999,163413,163957,3.327,545235.21
2019-06-23 03-AM,BTCZAR,163087,164801,162046,164800,7.815,1279701.8
2019-06-23 02-AM,BTCZAR,164169,164169,162678,163087,2.677,436807.83
2019-06-23 01-AM,BTCZAR,164127,165000,163500,164169,5.392,887810.97
2019-06-23 12-AM,BTCZAR,161500,164589,161447,164127,5.406,882242.81
2019-06-22 11-PM,BTCZAR,157778,162200,157777,161500,6.684,1073077.32
2019-06-22 10-PM,BTCZAR,160332,160333,156000,157778,16.8,2661816.6
2019-06-22 09-PM,BTCZAR,161501,161501,160101,160332,11.74,1886102.71
2019-06-22 08-PM,BTCZAR,162152,162213,161000,161501,11.0,1775183.51
2019-06-22 07-PM,BTCZAR,160857,163511,160006,162152,29.21,4711599.04
2019-06-22 06-PM,BTCZAR,164000,164265,160857,160857,20.94,3425011.45
2019-06-22 05-PM,BTCZAR,167499,167500,164000,164000,22.47,3729391.29
2019-06-22 04-PM,BTCZAR,165798,168000,165798,167499,16.87,2824143.31
2019-06-22 03-PM,BTCZAR,164999,167907,160400,165798,57.49,9452419.63
2019-06-22 02-PM,BTCZAR,171680,171685,160870,164999,76.6,12723433.12
2019-06-22 01-PM,BTCZAR,171602,172500,170001,171680,33.77,5785267.36
2019-06-22 12-PM,BTCZAR,167300,172500,167300,171602,44.79,7639154.15
2019-06-22 11-AM,BTCZAR,167619,168748,167198,167300,23.13,3887398.93
2019-06-22 10-AM,BTCZAR,167899,167899,167009,167619,26.86,4504625.31
2019-06-22 09-AM,BTCZAR,164500,167989,164499,167899,25.94,4311838.75
2019-06-22 08-AM,BTCZAR,163692,164500,163000,164500,30.0,4910868.68
2019-06-22 07-AM,BTCZAR,163999,164000,163690,163692,34.71,5691649.3
2019-06-22 06-AM,BTCZAR,163887,164201,162078,163999,34.88,5701035.04
2019-06-22 05-AM,BTCZAR,162264,163887,162264,163887,30.96,5066769.31
2019-06-22 04-AM,BTCZAR,160538,163519,158597,162264,22.91,3701367.53
2019-06-22 03-AM,BTCZAR,162000,164745,160534,160538,27.38,4468713.25
2019-06-22 02-AM,BTCZAR,157332,162049,157332,162000,31.92,5108276.45
2019-06-22 01-AM,BTCZAR,153998,157333,153998,157332,40.79,6346948.83
2019-06-22 12-AM,BTCZAR,153674,154505,153673,153998,11.31,1740985.3
2019-06-21 11-PM,BTCZAR,150351,153674,150351,153674,28.49,4314225.77
2019-06-21 10-PM,BTCZAR,150196,150416,150196,150351,2.319,348402.35
2019-06-21 09-PM,BTCZAR,150195,150196,150195,150196,3.701,555934.32
2019-06-21 08-PM,BTCZAR,150635,150702,150193,150195,8.93,1343460.3
2019-06-21 07-PM,BTCZAR,151000,151001,150049,150635,12.46,1879926.47
2019-06-21 06-PM,BTCZAR,149499,151005,149499,151000,28.89,4327428.88
2019-06-21 05-PM,BTCZAR,149499,149500,149499,149499,11.42,1707525.37
2019-06-21 04-PM,BTCZAR,149499,149500,149499,149499,17.94,2681440.25
2019-06-21 03-PM,BTCZAR,149600,149841,149499,149499,25.3,3789741.11
2019-06-21 02-PM,BTCZAR,149841,149841,149500,149600,30.76,4604696.27
2019-06-21 01-PM,BTCZAR,150352,151480,149840,149841,92.21,13856406.54
2019-06-21 12-PM,BTCZAR,149499,150368,149499,150352,85.95,12881748.2
2019-06-21 11-AM,BTCZAR,149199,149500,149198,149499,67.05,10008847.24
2019-06-21 10-AM,BTCZAR,149199,149199,149198,149199,39.24,5854657.61
2019-06-21 09-AM,BTCZAR,149199,149199,149198,149199,37.98,5666888.9
2019-06-21 08-AM,BTCZAR,148933,149200,148932,149199,23.72,3538060.25
2019-06-21 07-AM,BTCZAR,147421,148950,147420,148933,41.08,6066274.07
2019-06-21 06-AM,BTCZAR,146499,147421,146499,147421,25.87,3808373.28
2019-06-21 05-AM,BTCZAR,146301,146500,146300,146499,29.58,4329379.68
2019-06-21 04-AM,BTCZAR,145431,146301,145430,146301,20.48,2992134.87
2019-06-21 03-AM,BTCZAR,145000,145431,144999,145431,10.55,1530809.94
2019-06-21 02-AM,BTCZAR,144998,145000,144998,145000,8.125,1178147.46
2019-06-21 01-AM,BTCZAR,144298,144999,144298,144998,10.31,1492598.12
2019-06-21 12-AM,BTCZAR,143999,144299,143998,144298,6.005,865026.54
2019-06-20 11-PM,BTCZAR,143899,143999,143899,143999,15.82,2276171.58
2019-06-20 10-PM,BTCZAR,143900,143900,143899,143899,6.833,983333.79
2019-06-20 09-PM,BTCZAR,143900,143900,143899,143900,7.986,1149190.23
2019-06-20 08-PM,BTCZAR,143005,143900,143004,143900,27.37,3932292.25
2019-06-20 07-PM,BTCZAR,142690,143005,142689,143005,28.9,4124796.84
2019-06-20 06-PM,BTCZAR,142690,142690,142689,142690,10.42,1486664.64
2019-06-20 05-PM,BTCZAR,142690,142690,142689,142690,17.17,2449900.95
2019-06-20 04-PM,BTCZAR,142690,142690,142689,142690,17.81,2541494.21
2019-06-20 03-PM,BTCZAR,141990,142690,141990,142690,28.9,4109394.28
2019-06-20 02-PM,BTCZAR,141779,141991,141778,141990,12.61,1788364.0
2019-06-20 01-PM,BTCZAR,141000,141779,140999,141779,22.98,3247861.57
2019-06-20 12-PM,BTCZAR,140500,141167,140499,141000,61.67,8679464.7
2019-06-20 11-AM,BTCZAR,140277,140500,140277,140500,45.05,6320108.19
2019-06-20 10-AM,BTCZAR,140278,140278,140277,140277,17.04,2389972.46
2019-06-20 09-AM,BTCZAR,140277,140278,140277,140278,53.11,7450450.46
2019-06-20 08-AM,BTCZAR,141991,141991,140277,140277,45.82,6468911.93
2019-06-20 07-AM,BTCZAR,141990,141991,141990,141991,19.31,2741592.48
2019-06-20 06-AM,BTCZAR,141991,141991,141990,141990,8.504,1207422.54
2019-06-20 05-AM,BTCZAR,141911,141991,141899,141991,34.38,4879934.61
2019-06-20 04-AM,BTCZAR,141601,141911,141205,141911,12.84,1818906.98
2019-06-20 03-AM,BTCZAR,141200,141601,141199,141601,5.532,782856.16
2019-06-20 02-AM,BTCZAR,140999,141200,140999,141200,4.145,584514.73
2019-06-20 01-AM,BTCZAR,141000,141000,140999,140999,0.2911,41043.35
2019-06-20 12-AM,BTCZAR,141000,141000,140999,141000,2.49,351071.45
2019-06-19 11-PM,BTCZAR,140900,141000,140899,141000,8.745,1232207.63
2019-06-19 10-PM,BTCZAR,139998,140900,139998,140900,4.345,612084.04
2019-06-19 09-PM,BTCZAR,139001,140000,139000,139998,7.356,1022883.64
2019-06-19 08-PM,BTCZAR,139000,139001,139000,139001,3.872,538148.64
2019-06-19 07-PM,BTCZAR,139500,139501,139000,139000,25.35,3524658.58
2019-06-19 06-PM,BTCZAR,140800,140800,139500,139500,22.95,3214316.09
2019-06-19 05-PM,BTCZAR,140021,140800,140020,140800,37.34,5228189.22
2019-06-19 04-PM,BTCZAR,140021,140021,140020,140021,13.49,1888923.21
2019-06-19 03-PM,BTCZAR,140899,140899,140020,140021,25.91,3643089.44
2019-06-19 02-PM,BTCZAR,140899,140899,140898,140899,28.27,3982808.96
2019-06-19 01-PM,BTCZAR,140096,140900,140096,140899,46.24,6481085.22
2019-06-19 12-PM,BTCZAR,140901,140901,140096,140096,53.81,7579137.84
2019-06-19 11-AM,BTCZAR,140901,140901,140900,140901,12.7,1789229.92
2019-06-19 10-AM,BTCZAR,140900,140901,140900,140901,19.68,2772995.32
2019-06-19 09-AM,BTCZAR,141989,141990,140900,140900,42.29,5999886.35
2019-06-19 08-AM,BTCZAR,141990,141990,141989,141989,13.94,1978841.93
