Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume TRX,Volume BTC
2017-10-26,TRXBTC,5.7e-07,5.7e-07,4.1e-07,5.1e-07,18246000.0,8.91
2017-10-25,TRXBTC,4.8e-07,6.1e-07,4.7e-07,5.7e-07,27370000.0,15.65
2017-10-24,TRXBTC,4.1e-07,5.0e-07,4.0e-07,4.8e-07,9446000.0,4.37
2017-10-23,TRXBTC,4.3e-07,4.7e-07,3.9e-07,4.1e-07,9443000.0,3.94
2017-10-22,TRXBTC,3.8e-07,4.7e-07,3.8e-07,4.3e-07,21012000.0,8.68
2017-10-21,TRXBTC,3.4e-07,4.3e-07,3.0e-07,3.8e-07,6225000.0,2.17
2017-10-20,TRXBTC,3.3e-07,4.0e-07,3.0e-07,3.4e-07,12177000.0,4.2
2017-10-19,TRXBTC,3.9e-07,3.9e-07,3.1e-07,3.3e-07,47552000.0,15.84
2017-10-18,TRXBTC,3.6e-07,4.0e-07,3.3e-07,3.9e-07,5203000.0,1.9
2017-10-17,TRXBTC,3.9e-07,4.3e-07,3.2e-07,3.6e-07,2737000.0,0.9712
2017-10-16,TRXBTC,4.2e-07,4.7e-07,3.4e-07,3.9e-07,11945000.0,4.76
2017-10-15,TRXBTC,4.5e-07,4.5e-07,3.3e-07,4.2e-07,1621000.0,0.6561
2017-10-14,TRXBTC,3.9e-07,4.9e-07,3.7e-07,4.5e-07,2286000.0,0.9483
2017-10-13,TRXBTC,4.7e-07,4.8e-07,3.5e-07,3.9e-07,2638000.0,1.04
2017-10-12,TRXBTC,5.1e-07,5.7e-07,4.1e-07,4.7e-07,1958000.0,0.9279
2017-10-11,TRXBTC,5.5e-07,6.4e-07,3.6e-07,5.1e-07,7457000.0,3.71
2017-10-10,TRXBTC,4.4e-07,7.9e-07,4.0e-07,5.5e-07,3059000.0,1.44
2017-10-09,TRXBTC,5.3e-07,6.3e-07,2.9e-07,4.4e-07,4476000.0,1.7
2017-10-08,TRXBTC,6.0e-07,6.9e-07,5.3e-07,5.3e-07,2883000.0,1.76
2017-10-07,TRXBTC,8.0e-07,8.0e-07,6.0e-07,6.0e-07,1683000.0,1.13
