Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XRP,Volume INR
2019-04-29,XRPINR,54,54,54,54,0.0,0.0
2019-04-28,XRPINR,54,54,54,54,0.0,0.0
2019-04-27,XRPINR,54,54,54,54,0.0,0.0
2019-04-26,XRPINR,54,54,54,54,0.0,0.0
2019-04-25,XRPINR,54,54,54,54,0.0,0.0
2019-04-24,XRPINR,54,54,54,54,0.0,0.0
2019-04-23,XRPINR,54,54,54,54,0.0,0.0
2019-04-22,XRPINR,54,54,54,54,0.0,0.0
2019-04-21,XRPINR,54,54,54,54,0.0,0.0
2019-04-20,XRPINR,54,54,54,54,0.0,0.0
2019-04-19,XRPINR,54,54,54,54,0.0,0.0
2019-04-18,XRPINR,54,54,54,54,0.0,0.0
2019-04-17,XRPINR,54,54,54,54,0.0,0.0
2019-04-16,XRPINR,54,54,54,54,0.0,0.0
2019-04-15,XRPINR,54,54,54,54,0.0,0.0
2019-04-14,XRPINR,54,54,54,54,0.0,0.0
2019-04-13,XRPINR,54,54,54,54,0.0,0.0
2019-04-12,XRPINR,54,54,54,54,0.0,0.0
2019-04-11,XRPINR,54,54,54,54,0.0,0.0
2019-04-10,XRPINR,54,54,54,54,0.0,0.0
2019-04-09,XRPINR,54,54,54,54,0.0,0.0
2019-04-08,XRPINR,54,54,54,54,0.0,0.0
2019-04-07,XRPINR,54,54,54,54,0.0,0.0
2019-04-06,XRPINR,54,54,54,54,0.0,0.0
2019-04-05,XRPINR,54,54,54,54,0.0,0.0
2019-04-04,XRPINR,54,54,54,54,0.0,0.0
2019-04-03,XRPINR,54,54,54,54,0.0,0.0
2019-04-02,XRPINR,54,54,54,54,0.0,0.0
2019-04-01,XRPINR,54,54,54,54,0.0,0.0
2019-03-31,XRPINR,54,54,54,54,0.0,0.0
2019-03-30,XRPINR,54,54,54,54,0.0,0.0
2019-03-29,XRPINR,54,54,54,54,0.0,0.0
2019-03-28,XRPINR,54,54,54,54,0.0,0.0
2019-03-27,XRPINR,54,54,54,54,0.0,0.0
2019-03-26,XRPINR,54,54,54,54,0.0,0.0
2019-03-25,XRPINR,54,54,54,54,0.0,0.0
2019-03-24,XRPINR,54,54,54,54,0.0,0.0
2019-03-23,XRPINR,54,54,54,54,0.0,0.0
2019-03-22,XRPINR,54,54,54,54,0.0,0.0
2019-03-21,XRPINR,54,54,54,54,0.0,0.0
2019-03-20,XRPINR,54,54,54,54,0.0,0.0
2019-03-19,XRPINR,54,54,54,54,0.0,0.0
2019-03-18,XRPINR,54,54,54,54,0.0,0.0
2019-03-17,XRPINR,54,54,54,54,0.0,0.0
2019-03-16,XRPINR,54,54,54,54,0.0,0.0
2019-03-15,XRPINR,54,54,54,54,0.0,0.0
2019-03-14,XRPINR,54,54,54,54,0.0,0.0
2019-03-13,XRPINR,54,54,54,54,0.0,0.0
2019-03-12,XRPINR,54,54,54,54,0.0,0.0
2019-03-11,XRPINR,54,54,54,54,0.0,0.0
2019-03-10,XRPINR,54,54,54,54,0.0,0.0
2019-03-09,XRPINR,54,54,54,54,0.0,0.0
2019-03-08,XRPINR,54,54,54,54,0.0,0.0
2019-03-07,XRPINR,54,54,54,54,0.0,0.0
2019-03-06,XRPINR,54,54,54,54,0.0,0.0
2019-03-05,XRPINR,54,54,54,54,0.0,0.0
2019-03-04,XRPINR,54,54,54,54,0.0,0.0
2019-03-03,XRPINR,54,54,54,54,0.0,0.0
2019-03-02,XRPINR,54,54,54,54,0.0,0.0
2019-03-01,XRPINR,54,54,54,54,0.0,0.0
2019-02-28,XRPINR,54,54,54,54,0.0,0.0
2019-02-27,XRPINR,54,54,54,54,0.0,0.0
2019-02-26,XRPINR,54,54,54,54,0.0,0.0
2019-02-25,XRPINR,54,54,54,54,0.0,0.0
2019-02-24,XRPINR,54,54,54,54,0.0,0.0
2019-02-23,XRPINR,54,54,54,54,0.0,0.0
2019-02-22,XRPINR,54,54,54,54,0.0,0.0
2019-02-21,XRPINR,54,54,54,54,0.0,0.0
2019-02-20,XRPINR,54,54,54,54,0.0,0.0
2019-02-19,XRPINR,54,54,54,54,0.0,0.0
2019-02-18,XRPINR,54,54,54,54,0.0,0.0
2019-02-17,XRPINR,54,54,54,54,0.0,0.0
2019-02-16,XRPINR,54,54,54,54,0.0,0.0
2019-02-15,XRPINR,54,54,54,54,0.0,0.0
2019-02-14,XRPINR,54,54,54,54,0.0,0.0
2019-02-13,XRPINR,54,54,54,54,0.0,0.0
2019-02-12,XRPINR,54,54,54,54,0.0,0.0
2019-02-11,XRPINR,54,54,54,54,0.0,0.0
2019-02-10,XRPINR,54,54,54,54,0.0,0.0
2019-02-09,XRPINR,54,54,54,54,0.0,0.0
2019-02-08,XRPINR,54,54,54,54,0.0,0.0
2019-02-07,XRPINR,54,54,54,54,0.0,0.0
2019-02-06,XRPINR,54,54,54,54,0.0,0.0
2019-02-05,XRPINR,54,54,54,54,0.0,0.0
2019-02-04,XRPINR,54,54,54,54,0.0,0.0
2019-02-03,XRPINR,54,54,54,54,0.0,0.0
2019-02-02,XRPINR,54,54,54,54,0.0,0.0
2019-02-01,XRPINR,54,54,54,54,0.0,0.0
2019-01-31,XRPINR,54,54,54,54,0.0,0.0
2019-01-30,XRPINR,54,54,54,54,0.0,0.0
2019-01-29,XRPINR,54,54,54,54,0.0,0.0
2019-01-28,XRPINR,54,54,54,54,0.0,0.0
2019-01-27,XRPINR,54,54,54,54,0.0,0.0
2019-01-26,XRPINR,54,54,54,54,0.0,0.0
2019-01-25,XRPINR,54,54,54,54,0.0,0.0
2019-01-24,XRPINR,54,54,54,54,0.0,0.0
2019-01-23,XRPINR,54,54,54,54,0.0,0.0
2019-01-22,XRPINR,54,54,54,54,0.0,0.0
2019-01-21,XRPINR,54,54,54,54,0.0,0.0
2019-01-20,XRPINR,54,54,54,54,0.0,0.0
2019-01-19,XRPINR,54,54,54,54,0.0,0.0
2019-01-18,XRPINR,54,54,54,54,0.0,0.0
2019-01-17,XRPINR,54,54,54,54,0.0,0.0
2019-01-16,XRPINR,54,54,54,54,0.0,0.0
2019-01-15,XRPINR,54,54,54,54,0.0,0.0
2019-01-14,XRPINR,54,54,54,54,0.0,0.0
2019-01-13,XRPINR,54,54,54,54,0.0,0.0
2019-01-12,XRPINR,54,54,54,54,0.0,0.0
2019-01-11,XRPINR,54,54,54,54,0.0,0.0
2019-01-10,XRPINR,54,54,54,54,0.0,0.0
2019-01-09,XRPINR,54,54,54,54,0.0,0.0
2019-01-08,XRPINR,54,54,54,54,0.0,0.0
2019-01-07,XRPINR,54,54,54,54,0.0,0.0
2019-01-06,XRPINR,54,54,54,54,0.0,0.0
2019-01-05,XRPINR,54,54,54,54,0.0,0.0
2019-01-04,XRPINR,54,54,54,54,0.0,0.0
2019-01-03,XRPINR,54,54,54,54,0.0,0.0
2019-01-02,XRPINR,54,54,54,54,0.0,0.0
2019-01-01,XRPINR,54,54,54,54,0.0,0.0
2018-12-31,XRPINR,54,54,54,54,0.0,0.0
2018-12-30,XRPINR,54,54,54,54,0.0,0.0
2018-12-29,XRPINR,54,54,54,54,0.0,0.0
2018-12-28,XRPINR,54,54,54,54,0.0,0.0
2018-12-27,XRPINR,54,54,54,54,0.0,0.0
2018-12-26,XRPINR,54,54,54,54,0.0,0.0
2018-12-25,XRPINR,54,54,54,54,0.0,0.0
2018-12-24,XRPINR,54,54,54,54,0.0,0.0
2018-12-23,XRPINR,54,54,54,54,0.0,0.0
2018-12-22,XRPINR,54,54,54,54,0.0,0.0
2018-12-21,XRPINR,54,54,54,54,0.0,0.0
2018-12-20,XRPINR,54,54,54,54,0.0,0.0
2018-12-19,XRPINR,54,54,54,54,0.0,0.0
2018-12-18,XRPINR,54,54,54,54,0.0,0.0
2018-12-17,XRPINR,54,54,54,54,0.0,0.0
2018-12-16,XRPINR,54,54,54,54,0.0,0.0
2018-12-15,XRPINR,54,54,54,54,0.0,0.0
2018-12-14,XRPINR,54,54,54,54,0.0,0.0
2018-12-13,XRPINR,54,54,54,54,0.0,0.0
2018-12-12,XRPINR,54,54,54,54,0.0,0.0
2018-12-11,XRPINR,54,54,54,54,0.0,0.0
2018-12-10,XRPINR,54,54,54,54,0.0,0.0
2018-12-09,XRPINR,54,54,54,54,0.0,0.0
2018-12-08,XRPINR,54,54,54,54,0.0,0.0
2018-12-07,XRPINR,54,54,54,54,0.0,0.0
2018-12-06,XRPINR,54,54,54,54,0.0,0.0
2018-12-05,XRPINR,54,54,54,54,0.0,0.0
2018-12-04,XRPINR,54,54,54,54,0.0,0.0
2018-12-03,XRPINR,54,54,54,54,0.0,0.0
2018-12-02,XRPINR,54,54,54,54,0.0,0.0
2018-12-01,XRPINR,54,54,54,54,0.0,0.0
2018-11-30,XRPINR,54,54,54,54,0.0,0.0
2018-11-29,XRPINR,54,54,54,54,0.0,0.0
2018-11-28,XRPINR,54,54,54,54,0.0,0.0
2018-11-27,XRPINR,54,54,54,54,0.0,0.0
2018-11-26,XRPINR,54,54,54,54,0.0,0.0
2018-11-25,XRPINR,54,54,54,54,0.0,0.0
2018-11-24,XRPINR,54,54,54,54,0.0,0.0
2018-11-23,XRPINR,54,54,54,54,0.0,0.0
2018-11-22,XRPINR,54,54,54,54,0.0,0.0
2018-11-21,XRPINR,54,54,54,54,0.0,0.0
2018-11-20,XRPINR,54,54,54,54,0.0,0.0
2018-11-19,XRPINR,54,54,54,54,0.0,0.0
2018-11-18,XRPINR,54,54,54,54,0.0,0.0
2018-11-17,XRPINR,54,54,54,54,0.0,0.0
2018-11-16,XRPINR,54,54,54,54,0.0,0.0
2018-11-15,XRPINR,54,54,54,54,0.0,0.0
2018-11-14,XRPINR,54,54,54,54,0.0,0.0
2018-11-13,XRPINR,54,54,54,54,0.0,0.0
2018-11-12,XRPINR,54,54,54,54,0.0,0.0
2018-11-11,XRPINR,54,54,54,54,0.0,0.0
2018-11-10,XRPINR,54,54,54,54,0.0,0.0
2018-11-09,XRPINR,54,54,54,54,0.0,0.0
2018-11-08,XRPINR,54,54,54,54,0.0,0.0
2018-11-07,XRPINR,54,54,54,54,0.0,0.0
2018-11-06,XRPINR,54,54,54,54,0.0,0.0
2018-11-05,XRPINR,54,54,54,54,0.0,0.0
2018-11-04,XRPINR,54,54,54,54,0.0,0.0
2018-11-03,XRPINR,54,54,54,54,0.0,0.0
2018-11-02,XRPINR,54,54,54,54,0.0,0.0
2018-11-01,XRPINR,54,54,54,54,0.0,0.0
2018-10-31,XRPINR,54,54,54,54,0.0,0.0
2018-10-30,XRPINR,54,54,54,54,0.0,0.0
2018-10-29,XRPINR,54,54,54,54,0.0,0.0
2018-10-28,XRPINR,54,54,54,54,0.0,0.0
2018-10-27,XRPINR,54,54,54,54,0.0,0.0
2018-10-26,XRPINR,54,54,54,54,0.0,0.0
2018-10-25,XRPINR,54,54,54,54,0.0,0.0
2018-10-24,XRPINR,54,54,54,54,0.0,0.0
2018-10-23,XRPINR,54,54,54,54,0.0,0.0
2018-10-22,XRPINR,54,54,54,54,0.0,0.0
2018-10-21,XRPINR,54,54,54,54,0.0,0.0
2018-10-20,XRPINR,54,54,54,54,0.0,0.0
2018-10-19,XRPINR,54,54,54,54,0.0,0.0
2018-10-18,XRPINR,54,54,54,54,0.0,0.0
2018-10-17,XRPINR,54,54,54,54,0.0,0.0
2018-10-16,XRPINR,54,54,54,54,0.0,0.0
2018-10-15,XRPINR,54,54,54,54,0.0,0.0
2018-10-14,XRPINR,54,54,54,54,0.0,0.0
2018-10-13,XRPINR,54,54,54,54,0.0,0.0
2018-10-12,XRPINR,54,54,54,54,0.0,0.0
2018-10-11,XRPINR,54,54,54,54,0.0,0.0
2018-10-10,XRPINR,54,54,54,54,0.0,0.0
2018-10-09,XRPINR,54,54,54,54,0.0,0.0
2018-10-08,XRPINR,54,54,54,54,0.0,0.0
2018-10-07,XRPINR,54,54,54,54,0.0,0.0
2018-10-06,XRPINR,54,54,54,54,0.0,0.0
2018-10-05,XRPINR,54,54,54,54,0.0,0.0
2018-10-04,XRPINR,54,54,54,54,0.0,0.0
2018-10-03,XRPINR,54,54,54,54,0.0,0.0
2018-10-02,XRPINR,54,54,54,54,0.0,0.0
2018-10-01,XRPINR,54,54,54,54,0.0,0.0
2018-09-30,XRPINR,54,54,54,54,0.0,0.0
2018-09-29,XRPINR,54,54,54,54,0.0,0.0
2018-09-28,XRPINR,54,54,54,54,0.0,0.0
2018-09-27,XRPINR,54,54,54,54,0.0,0.0
2018-09-26,XRPINR,54,54,54,54,0.0,0.0
2018-09-25,XRPINR,54,54,54,54,0.0,0.0
2018-09-24,XRPINR,54,54,54,54,0.0,0.0
2018-09-23,XRPINR,54,54,54,54,0.0,0.0
2018-09-22,XRPINR,54,54,54,54,0.0,0.0
2018-09-21,XRPINR,54,54,54,54,0.0,0.0
2018-09-20,XRPINR,54,54,54,54,0.0,0.0
2018-09-19,XRPINR,54,54,54,54,0.0,0.0
2018-09-18,XRPINR,54,54,54,54,0.0,0.0
2018-09-17,XRPINR,54,54,54,54,0.0,0.0
2018-09-16,XRPINR,54,54,54,54,0.0,0.0
2018-09-15,XRPINR,54,54,54,54,0.0,0.0
2018-09-14,XRPINR,54,54,54,54,0.0,0.0
2018-09-13,XRPINR,54,54,54,54,0.0,0.0
2018-09-12,XRPINR,54,54,54,54,0.0,0.0
2018-09-11,XRPINR,54,54,54,54,0.0,0.0
2018-09-10,XRPINR,54,54,54,54,0.0,0.0
2018-09-09,XRPINR,54,54,54,54,0.0,0.0
2018-09-08,XRPINR,54,54,54,54,0.0,0.0
2018-09-07,XRPINR,54,54,54,54,0.0,0.0
2018-09-06,XRPINR,54,54,54,54,0.0,0.0
2018-09-05,XRPINR,54,54,54,54,0.0,0.0
2018-09-04,XRPINR,54,54,54,54,0.0,0.0
2018-09-03,XRPINR,54,54,54,54,0.0,0.0
2018-09-02,XRPINR,54,54,54,54,0.0,0.0
2018-09-01,XRPINR,54,54,54,54,0.0,0.0
2018-08-31,XRPINR,54,54,54,54,0.0,0.0
2018-08-30,XRPINR,54,54,54,54,0.0,0.0
2018-08-29,XRPINR,54,54,54,54,0.0,0.0
2018-08-28,XRPINR,54,54,54,54,0.0,0.0
2018-08-27,XRPINR,54,54,54,54,0.0,0.0
2018-08-26,XRPINR,54,54,54,54,0.0,0.0
2018-08-25,XRPINR,54,54,54,54,0.0,0.0
2018-08-24,XRPINR,54,54,54,54,0.0,0.0
2018-08-23,XRPINR,54,54,54,54,0.0,0.0
2018-08-22,XRPINR,54,54,54,54,0.0,0.0
2018-08-21,XRPINR,54,54,54,54,0.0,0.0
2018-08-20,XRPINR,54,54,54,54,0.0,0.0
2018-08-19,XRPINR,54,54,54,54,0.0,0.0
2018-08-18,XRPINR,54,54,54,54,0.0,0.0
2018-08-17,XRPINR,54,54,54,54,0.0,0.0
2018-08-16,XRPINR,54,54,54,54,0.0,0.0
2018-08-15,XRPINR,54,54,54,54,0.0,0.0
2018-08-14,XRPINR,54,54,54,54,0.0,0.0
2018-08-13,XRPINR,54,54,54,54,0.0,0.0
2018-08-12,XRPINR,54,54,54,54,0.0,0.0
2018-08-11,XRPINR,54,54,54,54,0.0,0.0
2018-08-10,XRPINR,54,54,54,54,0.0,0.0
2018-08-09,XRPINR,54,54,54,54,0.0,0.0
2018-08-08,XRPINR,54,54,54,54,0.0,0.0
2018-08-07,XRPINR,54,54,54,54,0.0,0.0
2018-08-06,XRPINR,54,54,54,54,0.0,0.0
2018-08-05,XRPINR,54,54,54,54,0.0,0.0
2018-08-04,XRPINR,54,54,54,54,0.0,0.0
2018-08-03,XRPINR,54,54,54,54,0.0,0.0
2018-08-02,XRPINR,54,54,54,54,0.0,0.0
2018-08-01,XRPINR,54,54,54,54,0.0,0.0
2018-07-31,XRPINR,54,54,54,54,0.0,0.0
2018-07-30,XRPINR,54,54,54,54,0.0,0.0
2018-07-29,XRPINR,54,54,54,54,0.0,0.0
2018-07-28,XRPINR,54,54,54,54,0.0,0.0
2018-07-27,XRPINR,54,54,54,54,0.0,0.0
2018-07-26,XRPINR,54,54,54,54,0.0,0.0
2018-07-25,XRPINR,54,54,54,54,0.0,0.0
2018-07-24,XRPINR,54,54,54,54,0.0,0.0
2018-07-23,XRPINR,54,54,54,54,0.0,0.0
2018-07-22,XRPINR,54,54,54,54,0.0,0.0
2018-07-21,XRPINR,54,54,54,54,0.0,0.0
2018-07-20,XRPINR,54,54,54,54,0.0,0.0
2018-07-19,XRPINR,54,54,54,54,0.0,0.0
2018-07-18,XRPINR,54,54,54,54,0.0,0.0
2018-07-17,XRPINR,54,54,54,54,0.0,0.0
2018-07-16,XRPINR,54,54,54,54,0.0,0.0
2018-07-15,XRPINR,54,54,54,54,0.0,0.0
2018-07-14,XRPINR,54,54,54,54,0.0,0.0
2018-07-13,XRPINR,54,54,54,54,0.0,0.0
2018-07-12,XRPINR,54,54,54,54,0.0,0.0
2018-07-11,XRPINR,54,54,54,54,0.0,0.0
2018-07-10,XRPINR,54,54,54,54,0.0,0.0
2018-07-09,XRPINR,54,54,54,54,0.0,0.0
2018-07-08,XRPINR,54,54,54,54,0.0,0.0
2018-07-07,XRPINR,54,54,54,54,0.0,0.0
2018-07-06,XRPINR,54,54,54,54,0.0,0.0
2018-07-05,XRPINR,54,54,54,54,0.0,0.0
2018-07-04,XRPINR,54,54,54,54,0.0,0.0
2018-07-03,XRPINR,54,54,54,54,0.0,0.0
2018-07-02,XRPINR,54,54,54,54,0.0,0.0
2018-07-01,XRPINR,54,54,54,54,0.0,0.0
2018-06-30,XRPINR,54,54,54,54,0.0,0.0
2018-06-29,XRPINR,54,54,54,54,0.0,0.0
2018-06-28,XRPINR,54,54,54,54,0.0,0.0
2018-06-27,XRPINR,54,54,54,54,0.0,0.0
2018-06-26,XRPINR,54,54,54,54,0.0,0.0
2018-06-25,XRPINR,54,54,54,54,0.0,0.0
2018-06-24,XRPINR,54,54,54,54,0.0,0.0
2018-06-23,XRPINR,54,54,54,54,0.0,0.0
2018-06-22,XRPINR,54,54,54,54,0.0,0.0
2018-06-21,XRPINR,54,54,54,54,0.0,0.0
2018-06-20,XRPINR,54,54,54,54,0.0,0.0
2018-06-19,XRPINR,54,54,54,54,0.0,0.0
2018-06-18,XRPINR,54,54,54,54,0.0,0.0
2018-06-17,XRPINR,54,54,54,54,0.0,0.0
2018-06-16,XRPINR,54,54,54,54,0.0,0.0
2018-06-15,XRPINR,54,54,54,54,0.0,0.0
2018-06-14,XRPINR,54,54,54,54,0.0,0.0
2018-06-13,XRPINR,54,54,54,54,0.0,0.0
2018-06-12,XRPINR,54,54,54,54,0.0,0.0
2018-06-11,XRPINR,54,54,54,54,0.0,0.0
2018-06-10,XRPINR,54,54,54,54,0.0,0.0
2018-06-09,XRPINR,54,54,54,54,0.0,0.0
2018-06-08,XRPINR,54,54,54,54,0.0,0.0
2018-06-07,XRPINR,54,54,54,54,0.0,0.0
2018-06-06,XRPINR,54,54,54,54,0.0,0.0
2018-06-05,XRPINR,54,54,54,54,0.0,0.0
2018-06-04,XRPINR,54,54,54,54,0.0,0.0
2018-06-03,XRPINR,54,54,54,54,0.0,0.0
2018-06-02,XRPINR,54,54,54,54,0.0,0.0
2018-06-01,XRPINR,54,54,54,54,0.0,0.0
2018-05-31,XRPINR,54,54,54,54,0.0,0.0
2018-05-30,XRPINR,54,54,54,54,0.0,0.0
2018-05-29,XRPINR,54,54,54,54,0.0,0.0
2018-05-28,XRPINR,54,54,54,54,0.0,0.0
2018-05-27,XRPINR,54,54,54,54,0.0,0.0
2018-05-26,XRPINR,54,54,54,54,0.0,0.0
2018-05-25,XRPINR,54,54,54,54,0.0,0.0
2018-05-24,XRPINR,54,54,54,54,0.0,0.0
2018-05-23,XRPINR,54,54,54,54,0.0,0.0
2018-05-22,XRPINR,54,54,54,54,0.0,0.0
2018-05-21,XRPINR,54,54,54,54,0.0,0.0
2018-05-20,XRPINR,54,54,54,54,0.0,0.0
2018-05-19,XRPINR,54,54,54,54,0.0,0.0
2018-05-18,XRPINR,54,54,54,54,0.0,0.0
2018-05-17,XRPINR,54,54,54,54,0.0,0.0
2018-05-16,XRPINR,54,54,54,54,0.0,0.0
2018-05-15,XRPINR,54,54,54,54,0.0,0.0
2018-05-14,XRPINR,54,54,54,54,0.0,0.0
2018-05-13,XRPINR,54,54,54,54,0.0,0.0
2018-05-12,XRPINR,54,54,54,54,0.0,0.0
2018-05-11,XRPINR,54,54,54,54,0.0,0.0
2018-05-10,XRPINR,54,54,54,54,0.0,0.0
2018-05-09,XRPINR,54,54,54,54,0.0,0.0
2018-05-08,XRPINR,54,54,54,54,0.0,0.0
2018-05-07,XRPINR,54,54,54,54,0.0,0.0
2018-05-06,XRPINR,54,54,54,54,0.0,0.0
2018-05-05,XRPINR,54,54,54,54,0.0,0.0
2018-05-04,XRPINR,54,54,54,54,0.0,0.0
2018-05-03,XRPINR,54,54,54,54,0.0,0.0
2018-05-02,XRPINR,54,54,54,54,0.0,0.0
2018-05-01,XRPINR,54,54,54,54,0.0,0.0
2018-04-30,XRPINR,54,54,54,54,0.0,0.0
2018-04-29,XRPINR,54,54,54,54,0.0,0.0
2018-04-28,XRPINR,54,54,54,54,0.0,0.0
2018-04-27,XRPINR,54,54,54,54,0.0,0.0
2018-04-26,XRPINR,54,54,54,54,0.0,0.0
2018-04-25,XRPINR,54,54,54,54,0.0,0.0
2018-04-24,XRPINR,54,54,54,54,0.0,0.0
2018-04-23,XRPINR,54,54,54,54,0.0,0.0
2018-04-22,XRPINR,54,54,54,54,0.0,0.0
2018-04-21,XRPINR,54,54,54,54,0.0,0.0
2018-04-20,XRPINR,54,54,54,54,0.0,0.0
2018-04-19,XRPINR,54,54,54,54,0.0,0.0
2018-04-18,XRPINR,54,54,54,54,0.0,0.0
2018-04-17,XRPINR,54,54,54,54,0.0,0.0
2018-04-16,XRPINR,54,54,54,54,0.0,0.0
2018-04-15,XRPINR,54,54,54,54,0.0,0.0
2018-04-14,XRPINR,54,54,54,54,0.0,0.0
2018-04-13,XRPINR,54,54,54,54,0.0,0.0
2018-04-12,XRPINR,54,54,54,54,0.0,0.0
2018-04-11,XRPINR,54,54,54,54,0.0,0.0
2018-04-10,XRPINR,54,54,54,54,0.0,0.0
2018-04-09,XRPINR,54,54,54,54,0.0,0.0
2018-04-08,XRPINR,54,54,54,54,0.0,0.0
2018-04-07,XRPINR,54,54,54,54,0.0,0.0
2018-04-06,XRPINR,54,54,54,54,0.0,0.0
2018-04-05,XRPINR,54,54,54,54,0.0,0.0
2018-04-04,XRPINR,54,54,54,54,0.0,0.0
2018-04-03,XRPINR,54,54,54,54,0.0,0.0
2018-04-02,XRPINR,54,54,54,54,0.0,0.0
2018-04-01,XRPINR,54,54,54,54,0.0,0.0
2018-03-31,XRPINR,54,54,54,54,0.0,0.0
2018-03-30,XRPINR,54,54,54,54,0.0,0.0
2018-03-29,XRPINR,54,54,54,54,0.0,0.0
2018-03-28,XRPINR,54,54,54,54,0.0,0.0
2018-03-27,XRPINR,54,54,54,54,0.0,0.0
2018-03-26,XRPINR,54,54,54,54,0.0,0.0
2018-03-25,XRPINR,54,54,54,54,0.0,0.0
2018-03-24,XRPINR,54,54,54,54,0.0,0.0
2018-03-23,XRPINR,54,54,54,54,0.0,0.0
2018-03-22,XRPINR,54,54,54,54,0.0,0.0
2018-03-21,XRPINR,54,54,54,54,0.0,0.0
2018-03-20,XRPINR,54,54,54,54,0.0,0.0
2018-03-19,XRPINR,54,54,54,54,0.0,0.0
2018-03-18,XRPINR,54,54,54,54,0.0,0.0
2018-03-17,XRPINR,54,54,54,54,0.0,0.0
2018-03-16,XRPINR,54,54,54,54,0.0,0.0
2018-03-15,XRPINR,54,54,54,54,0.0,0.0
2018-03-14,XRPINR,54,54,54,54,0.0,0.0
2018-03-13,XRPINR,54,54,54,54,0.0,0.0
