Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USD
2019-08-07 03-AM,ETHUSD,226.93,226.93,226.13,226.13,5.468,1240.31
2019-08-07 02-AM,ETHUSD,225.46,227.22,225.46,226.93,13.37,3031.59
2019-08-07 01-AM,ETHUSD,224.3,226.19,224.3,225.46,47.13,10651.43
2019-08-07 12-AM,ETHUSD,225.95,225.95,224.25,224.3,34.08,7662.76
2019-08-06 11-PM,ETHUSD,224.24,226.29,223.92,225.95,13.81,3099.66
2019-08-06 10-PM,ETHUSD,223.66,224.71,223.24,224.24,83.58,18704.75
2019-08-06 09-PM,ETHUSD,226.2,226.2,222,223.66,443.39,99136.67
2019-08-06 08-PM,ETHUSD,227.44,227.67,225.13,226.2,110.3,24984.54
2019-08-06 07-PM,ETHUSD,228.56,229.61,227.1,227.44,91.45,20948.94
2019-08-06 06-PM,ETHUSD,228.27,228.56,228.14,228.56,191.2,43637.32
2019-08-06 05-PM,ETHUSD,229.86,230.15,228.27,228.27,18.68,4294.15
2019-08-06 04-PM,ETHUSD,228.55,229.86,228.09,229.86,14.02,3208.1
2019-08-06 03-PM,ETHUSD,229.02,229.05,228.5,228.55,37.15,8492.43
2019-08-06 02-PM,ETHUSD,229.58,229.98,228.65,229.02,31.68,7264.53
2019-08-06 01-PM,ETHUSD,227.61,229.58,227.61,229.58,152.14,34790.9
2019-08-06 12-PM,ETHUSD,229.35,229.35,225.7,227.61,152.31,34661.62
2019-08-06 11-AM,ETHUSD,230.38,231.03,228.37,229.35,122.52,28144.24
2019-08-06 10-AM,ETHUSD,235.12,239.2,227.7,230.38,951.57,221839.15
2019-08-06 09-AM,ETHUSD,233.21,235.25,233.21,235.12,51.84,12163.35
2019-08-06 08-AM,ETHUSD,233.24,233.87,232.87,233.21,20.34,4752.0
2019-08-06 07-AM,ETHUSD,232.31,234.86,232.31,233.24,141.47,33085.98
2019-08-06 06-AM,ETHUSD,229.55,233.13,229.55,232.31,320.55,74364.27
2019-08-06 05-AM,ETHUSD,227.72,229.55,227.72,229.55,7.366,1684.83
2019-08-06 04-AM,ETHUSD,228.33,228.33,227.58,227.72,30.92,7043.45
2019-08-06 03-AM,ETHUSD,228.89,229,228.33,228.33,15.39,3519.47
2019-08-06 02-AM,ETHUSD,228.77,228.89,227.81,228.89,4.327,989.02
2019-08-06 01-AM,ETHUSD,230.43,230.47,226.88,228.77,434.69,98936.62
2019-08-06 12-AM,ETHUSD,233.31,233.5,230.43,230.43,106.53,24678.28
2019-08-05 11-PM,ETHUSD,233.1,233.31,231.82,233.31,15.86,3678.67
2019-08-05 10-PM,ETHUSD,232.25,233.41,232.25,233.1,104.31,24302.83
2019-08-05 09-PM,ETHUSD,231.78,232.84,231.43,232.25,63.55,14758.31
2019-08-05 08-PM,ETHUSD,232.15,232.79,231.72,231.78,42.52,9870.44
2019-08-05 07-PM,ETHUSD,233.9,233.9,232.15,232.15,283.01,66000.7
2019-08-05 06-PM,ETHUSD,233.55,234.13,233.28,233.9,63.46,14825.59
2019-08-05 05-PM,ETHUSD,235.76,235.99,233.19,233.55,78.41,18420.76
2019-08-05 04-PM,ETHUSD,232.52,236.1,232.08,235.76,270.29,63515.9
2019-08-05 03-PM,ETHUSD,230.96,232.67,229.47,232.52,203.28,46971.98
2019-08-05 02-PM,ETHUSD,231.48,231.75,230.96,230.96,79.84,18472.45
2019-08-05 01-PM,ETHUSD,233.43,233.43,231.16,231.48,81.13,18874.25
2019-08-05 12-PM,ETHUSD,233.99,233.99,233.21,233.43,19.38,4522.87
2019-08-05 11-AM,ETHUSD,232.48,236.38,232.48,233.99,189.1,44307.18
2019-08-05 10-AM,ETHUSD,230.21,233.96,229.97,232.48,716.57,166051.61
2019-08-05 09-AM,ETHUSD,228.88,230.21,228.77,230.21,12.99,2980.59
2019-08-05 08-AM,ETHUSD,228.45,229.23,228.23,228.88,15.15,3466.83
2019-08-05 07-AM,ETHUSD,228.97,230.41,228.45,228.45,85.75,19722.86
2019-08-05 06-AM,ETHUSD,228.13,229.22,228.13,228.97,117.44,26819.14
2019-08-05 05-AM,ETHUSD,229,229,228.01,228.13,45.47,10388.09
2019-08-05 04-AM,ETHUSD,229.46,230.24,228.79,229,88.34,20280.18
2019-08-05 03-AM,ETHUSD,229.42,230.44,228.35,229.46,369.52,84924.47
2019-08-05 02-AM,ETHUSD,227.06,230.67,226.4,229.42,272.77,62225.99
2019-08-05 01-AM,ETHUSD,227.66,227.95,226.11,227.06,297.99,67729.17
2019-08-05 12-AM,ETHUSD,222.81,227.76,222.81,227.66,350.05,78991.7
2019-08-04 11-PM,ETHUSD,222.65,223.11,222.65,222.81,30.57,6808.32
2019-08-04 10-PM,ETHUSD,221.45,223.7,221.45,222.65,293.71,65363.99
2019-08-04 09-PM,ETHUSD,221.77,221.77,220.29,221.45,95.21,21013.09
2019-08-04 08-PM,ETHUSD,221.42,221.98,221.06,221.77,1.754,388.38
2019-08-04 07-PM,ETHUSD,221.22,221.42,220.83,221.42,25.38,5616.27
2019-08-04 06-PM,ETHUSD,220.93,221.22,220.66,221.22,0.1701,37.58
2019-08-04 05-PM,ETHUSD,221.07,221.07,220.93,220.93,0.4116,90.94
2019-08-04 04-PM,ETHUSD,221.56,221.74,220.83,221.07,14.28,3160.84
2019-08-04 03-PM,ETHUSD,220.79,222.5,220.79,221.56,23.13,5129.52
2019-08-04 02-PM,ETHUSD,219.14,221,219.14,220.79,39.08,8584.6
2019-08-04 01-PM,ETHUSD,218.55,219.48,218.55,219.14,24.01,5269.11
2019-08-04 12-PM,ETHUSD,218.99,219.48,218.55,218.55,26.1,5719.95
2019-08-04 11-AM,ETHUSD,218.49,219.48,218.49,218.99,8.346,1829.31
2019-08-04 10-AM,ETHUSD,218.49,218.49,218.49,218.49,0.0,0.0
2019-08-04 09-AM,ETHUSD,218.25,218.49,218.25,218.49,5.015,1095.74
2019-08-04 08-AM,ETHUSD,218.62,218.62,218.25,218.25,10.0,2182.92
2019-08-04 07-AM,ETHUSD,219.04,219.04,218.62,218.62,53.06,11607.3
2019-08-04 06-AM,ETHUSD,218.63,219.17,218.63,219.04,2.191,479.97
