Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume JPY
2019-07-02 04-AM,BTCJPY,1122385,1128000,1065800,1077910,129.33,140578019.14
2019-07-02 03-AM,BTCJPY,1116435,1124625,1112745,1122385,51.71,57879401.32
2019-07-02 02-AM,BTCJPY,1117545,1129315,1114005,1116435,58.78,65897344.65
2019-07-02 01-AM,BTCJPY,1131070,1136465,1110005,1117545,84.5,95088052.13
2019-07-02 12-AM,BTCJPY,1155225,1163000,1131070,1131070,96.37,110471395.86
2019-07-01 11-PM,BTCJPY,1139870,1162200,1138895,1155225,65.68,75653398.6
2019-07-01 10-PM,BTCJPY,1151390,1153625,1136655,1139870,97.25,111268235.86
2019-07-01 09-PM,BTCJPY,1142320,1155290,1137940,1151390,60.95,70019512.53
2019-07-01 08-PM,BTCJPY,1114330,1152000,1114330,1142320,76.9,87084647.54
2019-07-01 07-PM,BTCJPY,1120975,1121510,1088880,1114330,107.9,119309683.06
2019-07-01 06-PM,BTCJPY,1119295,1127980,1110950,1120975,52.04,58332243.52
2019-07-01 05-PM,BTCJPY,1124040,1133000,1108070,1119295,66.96,75071193.91
2019-07-01 04-PM,BTCJPY,1127010,1139000,1117495,1124040,72.35,81730076.46
2019-07-01 03-PM,BTCJPY,1122000,1129995,1091700,1127010,157.2,174916209.36
2019-07-01 02-PM,BTCJPY,1150000,1159705,1122000,1122000,188.13,215194144.82
2019-07-01 01-PM,BTCJPY,1161000,1166600,1150000,1150000,115.23,133641392.37
2019-07-01 12-PM,BTCJPY,1199000,1203975,1150000,1161000,176.66,206716271.96
2019-07-01 11-AM,BTCJPY,1194200,1201230,1185600,1199000,53.91,64416785.88
2019-07-01 10-AM,BTCJPY,1205435,1208950,1184000,1194200,62.33,74645028.39
2019-07-01 09-AM,BTCJPY,1212560,1215020,1201695,1205435,46.62,56291366.2
2019-07-01 08-AM,BTCJPY,1194000,1212755,1188985,1212560,50.69,60788185.58
2019-07-01 07-AM,BTCJPY,1191195,1203200,1180500,1194000,50.54,60156200.67
2019-07-01 06-AM,BTCJPY,1202360,1210000,1188085,1191195,37.76,45325984.45
2019-07-01 05-AM,BTCJPY,1208225,1214515,1190000,1202360,60.64,73008790.21
2019-07-01 04-AM,BTCJPY,1208000,1214880,1201000,1208225,44.23,53422002.89
2019-07-01 03-AM,BTCJPY,1197975,1220000,1192820,1208000,60.3,72971625.5
2019-07-01 02-AM,BTCJPY,1186210,1207140,1176625,1197975,48.23,57509750.14
2019-07-01 01-AM,BTCJPY,1194795,1207145,1185155,1186210,68.83,82358311.31
2019-07-01 12-AM,BTCJPY,1172975,1196925,1159260,1194795,156.15,184910884.85
2019-06-30 11-PM,BTCJPY,1193980,1200010,1165555,1172975,81.13,96090823.27
2019-06-30 10-PM,BTCJPY,1230505,1231205,1185510,1193980,89.58,108423010.37
2019-06-30 09-PM,BTCJPY,1238970,1245010,1226600,1230505,50.76,62746386.44
2019-06-30 08-PM,BTCJPY,1220480,1241090,1212560,1238970,28.14,34608946.03
2019-06-30 07-PM,BTCJPY,1216200,1227000,1202520,1220480,35.64,43342052.83
2019-06-30 06-PM,BTCJPY,1225600,1226085,1211820,1216200,21.39,26059766.65
2019-06-30 05-PM,BTCJPY,1218080,1235000,1218000,1225600,51.24,62760253.56
2019-06-30 04-PM,BTCJPY,1202505,1223995,1182980,1218080,107.36,128850769.15
2019-06-30 03-PM,BTCJPY,1215490,1217995,1200070,1202505,41.3,49975106.57
2019-06-30 02-PM,BTCJPY,1205000,1219430,1190000,1215490,99.51,119936046.12
2019-06-30 01-PM,BTCJPY,1254455,1258275,1197485,1205000,100.74,123864345.14
2019-06-30 12-PM,BTCJPY,1247770,1259765,1243435,1254455,56.87,71286779.38
2019-06-30 11-AM,BTCJPY,1251210,1258635,1244500,1247770,41.14,51446595.39
2019-06-30 10-AM,BTCJPY,1278335,1279700,1242000,1251210,75.5,94941150.73
2019-06-30 09-AM,BTCJPY,1278975,1288080,1270000,1278335,32.35,41418768.38
2019-06-30 08-AM,BTCJPY,1271185,1281000,1267665,1278975,41.32,52748658.66
2019-06-30 07-AM,BTCJPY,1292205,1294000,1265000,1271185,66.85,85316605.04
2019-06-30 06-AM,BTCJPY,1298930,1305825,1290800,1292205,34.28,44441563.93
2019-06-30 05-AM,BTCJPY,1305440,1312545,1290000,1298930,54.79,71336753.84
2019-06-30 04-AM,BTCJPY,1308745,1313000,1302000,1305440,34.89,45595948.43
2019-06-30 03-AM,BTCJPY,1305210,1317740,1298000,1308745,44.25,57879713.27
2019-06-30 02-AM,BTCJPY,1308000,1309900,1299500,1305210,28.28,36873061.72
2019-06-30 01-AM,BTCJPY,1311100,1311110,1298680,1308000,38.16,49778008.83
2019-06-30 12-AM,BTCJPY,1288375,1311110,1288320,1311100,54.49,71049137.54
2019-06-29 11-PM,BTCJPY,1302230,1304240,1288010,1288375,39.5,51198881.01
2019-06-29 10-PM,BTCJPY,1292220,1306505,1290025,1302230,36.31,47154985.69
2019-06-29 09-PM,BTCJPY,1309040,1316900,1285150,1292220,56.56,73620225.35
2019-06-29 08-PM,BTCJPY,1282790,1319995,1282000,1309040,42.21,55000241.18
2019-06-29 07-PM,BTCJPY,1293660,1298320,1282790,1282790,19.34,24972449.36
2019-06-29 06-PM,BTCJPY,1296000,1305000,1282030,1293660,48.46,62771186.27
2019-06-29 05-PM,BTCJPY,1278255,1299000,1271030,1296000,39.03,50195127.77
2019-06-29 04-PM,BTCJPY,1285635,1295000,1261270,1278255,41.93,53389670.25
2019-06-29 03-PM,BTCJPY,1289370,1302200,1279905,1285635,55.79,72114028.81
2019-06-29 02-PM,BTCJPY,1292995,1298205,1279570,1289370,40.54,52329882.57
2019-06-29 01-PM,BTCJPY,1300000,1311970,1286665,1292995,77.34,100545302.48
2019-06-29 12-PM,BTCJPY,1291005,1305000,1288000,1300000,86.01,111553729.83
2019-06-29 11-AM,BTCJPY,1277570,1292445,1267820,1291005,52.01,66620399.64
2019-06-29 10-AM,BTCJPY,1258820,1281880,1250050,1277570,57.81,73257952.75
2019-06-29 09-AM,BTCJPY,1262190,1274000,1255560,1258820,49.05,62029608.5
2019-06-29 08-AM,BTCJPY,1282780,1282780,1260000,1262190,53.3,67796487.47
2019-06-29 07-AM,BTCJPY,1277895,1288295,1267000,1282780,54.01,68921842.84
2019-06-29 06-AM,BTCJPY,1253125,1280000,1243000,1277895,71.52,90445764.74
2019-06-29 05-AM,BTCJPY,1263120,1268000,1245005,1253125,50.94,64060506.48
2019-06-29 04-AM,BTCJPY,1247500,1265275,1235000,1263120,61.06,76276430.43
2019-06-29 03-AM,BTCJPY,1275200,1277995,1239300,1247500,70.75,89168844.17
2019-06-29 02-AM,BTCJPY,1295045,1295045,1250000,1275200,113.24,144219351.67
2019-06-29 01-AM,BTCJPY,1321000,1337000,1295045,1295045,51.78,68517891.37
2019-06-29 12-AM,BTCJPY,1339525,1341000,1316000,1321000,50.79,67545565.95
2019-06-28 11-PM,BTCJPY,1333580,1345555,1327120,1339525,59.47,79590135.84
2019-06-28 10-PM,BTCJPY,1332440,1336000,1317690,1333580,54.68,72593667.38
2019-06-28 09-PM,BTCJPY,1319070,1336250,1318415,1332440,58.38,77599921.08
2019-06-28 08-PM,BTCJPY,1330000,1340030,1306825,1319070,88.83,117094281.65
2019-06-28 07-PM,BTCJPY,1288000,1331270,1288000,1330000,91.42,120204512.69
2019-06-28 06-PM,BTCJPY,1280450,1294230,1276210,1288000,43.25,55711923.58
2019-06-28 05-PM,BTCJPY,1287500,1291000,1271250,1280450,55.2,70714556.04
2019-06-28 04-PM,BTCJPY,1289830,1296500,1269000,1287500,55.16,70772643.49
2019-06-28 03-PM,BTCJPY,1271300,1300000,1271300,1289830,62.04,79915315.0
2019-06-28 02-PM,BTCJPY,1286155,1287730,1265560,1271300,53.92,68856301.98
2019-06-28 01-PM,BTCJPY,1263255,1287975,1251000,1286155,97.57,123981847.63
2019-06-28 12-PM,BTCJPY,1311685,1312345,1252510,1263255,121.82,156110880.79
2019-06-28 11-AM,BTCJPY,1285970,1314995,1275215,1311685,81.52,105405217.43
2019-06-28 10-AM,BTCJPY,1286410,1300000,1268625,1285970,103.44,132605920.75
2019-06-28 09-AM,BTCJPY,1267000,1292000,1265350,1286410,115.64,148087312.63
2019-06-28 08-AM,BTCJPY,1221400,1272000,1221400,1267000,92.59,115296424.02
2019-06-28 07-AM,BTCJPY,1231115,1251995,1216890,1221400,76.44,94278670.0
2019-06-28 06-AM,BTCJPY,1204995,1242200,1204995,1231115,96.94,118936446.89
2019-06-28 05-AM,BTCJPY,1196305,1205000,1168000,1204995,70.36,83571019.22
2019-06-28 04-AM,BTCJPY,1203070,1210000,1175450,1196305,72.77,86868556.34
2019-06-28 03-AM,BTCJPY,1195795,1213065,1173010,1203070,81.19,96639154.48
2019-06-28 02-AM,BTCJPY,1226000,1237000,1194600,1195795,86.39,104893380.28
2019-06-28 01-AM,BTCJPY,1246500,1255000,1219210,1226000,82.64,102447663.56
2019-06-28 12-AM,BTCJPY,1224635,1247985,1212440,1246500,81.59,100519229.24
2019-06-27 11-PM,BTCJPY,1219980,1257695,1205425,1224635,183.51,225653289.47
2019-06-27 10-PM,BTCJPY,1164585,1221200,1162605,1219980,154.39,184399663.03
2019-06-27 09-PM,BTCJPY,1155885,1172000,1134045,1164585,96.84,112198608.36
2019-06-27 08-PM,BTCJPY,1177505,1188455,1115000,1155885,111.8,128116026.37
2019-06-27 07-PM,BTCJPY,1193120,1193440,1142005,1177505,102.78,120368369.27
2019-06-27 06-PM,BTCJPY,1174505,1197710,1148000,1193120,89.37,105684211.85
2019-06-27 05-PM,BTCJPY,1187540,1190000,1127955,1174505,154.54,180237020.41
2019-06-27 04-PM,BTCJPY,1263025,1274900,1185000,1187540,213.78,261017610.02
2019-06-27 03-PM,BTCJPY,1288355,1289990,1251000,1263025,68.5,86643161.77
2019-06-27 02-PM,BTCJPY,1264900,1289995,1231660,1288355,103.39,130685508.64
2019-06-27 01-PM,BTCJPY,1277840,1289800,1254005,1264900,117.53,149474972.71
2019-06-27 12-PM,BTCJPY,1316485,1329990,1270970,1277840,189.38,246050607.1
2019-06-27 11-AM,BTCJPY,1274875,1318980,1265555,1316485,104.26,135182105.37
2019-06-27 10-AM,BTCJPY,1286930,1315000,1265570,1274875,169.17,219146034.13
2019-06-27 09-AM,BTCJPY,1294100,1310000,1240000,1286930,159.35,203125564.87
2019-06-27 08-AM,BTCJPY,1353510,1355020,1288800,1294100,159.67,211470363.58
2019-06-27 07-AM,BTCJPY,1347000,1364190,1337230,1353510,108.51,146459751.62
2019-06-27 06-AM,BTCJPY,1391000,1391000,1322200,1347000,178.29,241956702.51
2019-06-27 05-AM,BTCJPY,1393000,1393000,1365590,1391000,87.15,120437453.73
2019-06-27 04-AM,BTCJPY,1391645,1413795,1391000,1393000,111.29,155997877.57
2019-06-27 03-AM,BTCJPY,1383580,1396000,1366085,1391645,58.97,81482784.98
2019-06-27 02-AM,BTCJPY,1375715,1390000,1355000,1383580,87.99,120874664.06
2019-06-27 01-AM,BTCJPY,1416995,1430000,1347715,1375715,139.19,193931745.53
2019-06-27 12-AM,BTCJPY,1399535,1440000,1375005,1416995,109.92,156150017.94
2019-06-26 11-PM,BTCJPY,1352005,1410000,1349900,1399535,103.3,142977486.9
2019-06-26 10-PM,BTCJPY,1344285,1364995,1322005,1352005,197.05,263545610.73
2019-06-26 09-PM,BTCJPY,1383200,1390000,1278005,1344285,205.42,274421458.9
2019-06-26 08-PM,BTCJPY,1482000,1485400,1330005,1383200,225.08,319047564.41
2019-06-26 07-PM,BTCJPY,1481050,1486000,1461700,1482000,71.01,104943424.36
2019-06-26 06-PM,BTCJPY,1449810,1488970,1440210,1481050,116.77,171415254.05
2019-06-26 05-PM,BTCJPY,1459950,1462200,1418925,1449810,124.33,179028459.92
2019-06-26 04-PM,BTCJPY,1382980,1460000,1376610,1459950,147.29,208572088.83
2019-06-26 03-PM,BTCJPY,1375095,1386900,1371000,1382980,63.43,87527443.43
2019-06-26 02-PM,BTCJPY,1388010,1392000,1368500,1375095,147.7,204124825.23
2019-06-26 01-PM,BTCJPY,1377000,1390000,1369715,1388010,109.0,150258699.45
2019-06-26 12-PM,BTCJPY,1364025,1377000,1353005,1377000,89.71,122086588.16
2019-06-26 11-AM,BTCJPY,1367100,1370000,1356100,1364025,76.49,104347382.45
2019-06-26 10-AM,BTCJPY,1326210,1368950,1326210,1367100,87.61,118196705.3
2019-06-26 09-AM,BTCJPY,1357000,1358565,1320400,1326210,83.31,111914967.51
2019-06-26 08-AM,BTCJPY,1345000,1360000,1342000,1357000,82.91,112152532.35
2019-06-26 07-AM,BTCJPY,1374565,1378000,1344970,1345000,100.2,136441847.01
2019-06-26 06-AM,BTCJPY,1348995,1375000,1342500,1374565,96.78,131761432.62
2019-06-26 05-AM,BTCJPY,1338655,1394910,1335000,1348995,158.19,215125214.82
2019-06-26 04-AM,BTCJPY,1316520,1342200,1306005,1338655,115.88,153170936.07
2019-06-26 03-AM,BTCJPY,1278400,1318495,1277815,1316520,139.17,180385877.05
2019-06-26 02-AM,BTCJPY,1277165,1279995,1267420,1278400,48.41,61617725.55
2019-06-26 01-AM,BTCJPY,1280070,1285385,1270000,1277165,60.88,77831728.41
2019-06-26 12-AM,BTCJPY,1260020,1287500,1250870,1280070,96.09,122135016.24
2019-06-25 11-PM,BTCJPY,1251295,1265975,1245000,1260020,119.17,149615987.84
2019-06-25 10-PM,BTCJPY,1238025,1253360,1234750,1251295,160.84,200058941.04
2019-06-25 09-PM,BTCJPY,1219905,1240000,1218715,1238025,53.2,65457130.38
2019-06-25 08-PM,BTCJPY,1218445,1223400,1216070,1219905,37.17,45303813.29
2019-06-25 07-PM,BTCJPY,1221070,1221995,1215670,1218445,30.92,37686761.07
2019-06-25 06-PM,BTCJPY,1215745,1222000,1211945,1221070,51.74,62988184.91
2019-06-25 05-PM,BTCJPY,1215975,1221525,1205000,1215745,54.49,66155872.54
2019-06-25 04-PM,BTCJPY,1215000,1223400,1214425,1215975,122.31,149012504.7
2019-06-25 03-PM,BTCJPY,1208775,1218825,1206435,1215000,58.77,71324728.1
2019-06-25 02-PM,BTCJPY,1210785,1214965,1205850,1208775,129.77,156894254.12
2019-06-25 01-PM,BTCJPY,1202995,1210785,1199590,1210785,54.66,65880556.21
2019-06-25 12-PM,BTCJPY,1220170,1223500,1192810,1202995,157.95,190345342.32
2019-06-25 11-AM,BTCJPY,1218790,1226000,1210035,1220170,75.66,92286997.7
2019-06-25 10-AM,BTCJPY,1212410,1222550,1207855,1218790,53.86,65515670.6
2019-06-25 09-AM,BTCJPY,1207990,1213110,1204975,1212410,37.88,45825169.29
2019-06-25 08-AM,BTCJPY,1214090,1215285,1202050,1207990,94.66,114437134.91
2019-06-25 07-AM,BTCJPY,1205005,1216435,1205000,1214090,55.31,66999804.35
2019-06-25 06-AM,BTCJPY,1205000,1220000,1203000,1205005,93.52,113108004.73
2019-06-25 05-AM,BTCJPY,1191620,1206000,1191195,1205000,107.28,128555100.33
2019-06-25 04-AM,BTCJPY,1188000,1191950,1185470,1191620,41.2,48996135.89
2019-06-25 03-AM,BTCJPY,1187005,1191815,1182000,1188000,40.22,47721766.21
2019-06-25 02-AM,BTCJPY,1188920,1197700,1185000,1187005,79.31,94521469.01
2019-06-25 01-AM,BTCJPY,1183000,1189900,1182930,1188920,30.36,36011929.27
2019-06-25 12-AM,BTCJPY,1181000,1188255,1178210,1183000,43.74,51757207.98
2019-06-24 11-PM,BTCJPY,1178155,1181800,1172505,1181000,44.69,52639317.91
2019-06-24 10-PM,BTCJPY,1173590,1185695,1173235,1178155,58.19,68629275.55
2019-06-24 09-PM,BTCJPY,1165645,1174500,1165645,1173590,22.38,26204600.25
2019-06-24 08-PM,BTCJPY,1167530,1173885,1160200,1165645,30.38,35474229.92
2019-06-24 07-PM,BTCJPY,1175000,1177520,1159995,1167530,47.95,56028365.52
2019-06-24 06-PM,BTCJPY,1182000,1187500,1174990,1175000,36.82,43451470.08
2019-06-24 05-PM,BTCJPY,1180055,1185850,1176050,1182000,35.14,41496594.41
2019-06-24 04-PM,BTCJPY,1169820,1188560,1169820,1180055,77.24,91209421.91
2019-06-24 03-PM,BTCJPY,1173335,1175900,1164475,1169820,36.1,42234509.95
2019-06-24 02-PM,BTCJPY,1164820,1174065,1163065,1173335,47.01,54978910.71
2019-06-24 01-PM,BTCJPY,1166835,1170550,1159210,1164820,30.15,35125527.29
2019-06-24 12-PM,BTCJPY,1170000,1174110,1164010,1166835,80.7,94198695.91
2019-06-24 11-AM,BTCJPY,1166235,1170585,1157535,1170000,45.63,53107056.85
2019-06-24 10-AM,BTCJPY,1167165,1176795,1166235,1166235,58.02,67946528.27
2019-06-24 09-AM,BTCJPY,1168700,1172500,1161815,1167165,36.0,42013839.21
2019-06-24 08-AM,BTCJPY,1157880,1168700,1157880,1168700,38.63,44920242.38
2019-06-24 07-AM,BTCJPY,1153025,1160995,1152640,1157880,22.49,26027176.17
2019-06-24 06-AM,BTCJPY,1160625,1160625,1150300,1153025,47.44,54755647.66
2019-06-24 05-AM,BTCJPY,1159110,1162845,1154700,1160625,38.75,44912702.14
2019-06-24 04-AM,BTCJPY,1146675,1160000,1141000,1159110,46.69,53638734.9
2019-06-24 03-AM,BTCJPY,1144995,1150000,1141000,1146675,38.52,44104889.5
2019-06-24 02-AM,BTCJPY,1143785,1149995,1140000,1144995,102.8,117469988.77
2019-06-24 01-AM,BTCJPY,1144830,1150340,1135000,1143785,62.47,71421344.69
2019-06-24 12-AM,BTCJPY,1162785,1162800,1133215,1144830,156.1,178582243.41
2019-06-23 11-PM,BTCJPY,1164990,1165980,1152000,1162785,53.2,61627285.29
2019-06-23 10-PM,BTCJPY,1169000,1178495,1156735,1164990,103.23,120535259.28
2019-06-23 09-PM,BTCJPY,1174000,1197340,1165100,1169000,119.67,140868350.62
2019-06-23 08-PM,BTCJPY,1170285,1181105,1168000,1174000,55.58,65257715.97
2019-06-23 07-PM,BTCJPY,1157870,1173800,1157870,1170285,70.36,82021937.27
2019-06-23 06-PM,BTCJPY,1147845,1158000,1145510,1157870,40.82,47002102.98
2019-06-23 05-PM,BTCJPY,1142185,1148570,1139475,1147845,19.88,22773724.05
2019-06-23 04-PM,BTCJPY,1148565,1152500,1138420,1142185,28.77,32943134.41
2019-06-23 03-PM,BTCJPY,1147280,1150000,1143010,1148565,30.35,34801326.43
2019-06-23 02-PM,BTCJPY,1137650,1151425,1137470,1147280,43.68,50059635.47
2019-06-23 01-PM,BTCJPY,1144475,1144650,1134200,1137650,31.31,35684005.3
2019-06-23 12-PM,BTCJPY,1132185,1149325,1132185,1144475,44.1,50484440.01
2019-06-23 11-AM,BTCJPY,1128505,1141000,1127905,1132185,44.75,50837948.96
2019-06-23 10-AM,BTCJPY,1140015,1140880,1124200,1128505,38.64,43716891.79
2019-06-23 09-AM,BTCJPY,1143000,1146640,1131500,1140015,55.52,63224021.23
2019-06-23 08-AM,BTCJPY,1147270,1149470,1140005,1143000,41.71,47753045.36
2019-06-23 07-AM,BTCJPY,1146760,1152275,1142000,1147270,35.13,40309531.39
2019-06-23 06-AM,BTCJPY,1151280,1154980,1145000,1146760,60.76,69869892.16
2019-06-23 05-AM,BTCJPY,1145340,1151325,1137005,1151280,47.53,54424180.34
2019-06-23 04-AM,BTCJPY,1152245,1153790,1142045,1145340,52.56,60229828.93
2019-06-23 03-AM,BTCJPY,1147100,1153090,1140070,1152245,54.97,63058384.95
2019-06-23 02-AM,BTCJPY,1161000,1164060,1147100,1147100,102.59,118344762.89
2019-06-23 01-AM,BTCJPY,1160045,1169500,1150670,1161000,72.73,84522505.07
2019-06-23 12-AM,BTCJPY,1144470,1166015,1140810,1160045,92.51,107087302.83
2019-06-22 11-PM,BTCJPY,1123600,1150805,1121100,1144470,86.08,98425401.32
2019-06-22 10-PM,BTCJPY,1135025,1135825,1112690,1123600,127.01,142602951.9
2019-06-22 09-PM,BTCJPY,1138150,1141010,1129000,1135025,73.27,83158494.71
2019-06-22 08-PM,BTCJPY,1142700,1149995,1134025,1138150,55.1,62893044.25
2019-06-22 07-PM,BTCJPY,1139980,1149360,1125100,1142700,93.71,106726021.73
2019-06-22 06-PM,BTCJPY,1147040,1158790,1135000,1139980,126.01,144174529.06
2019-06-22 05-PM,BTCJPY,1169420,1173060,1142405,1147040,68.5,79590538.29
2019-06-22 04-PM,BTCJPY,1157860,1178200,1157860,1169420,116.43,136174320.3
2019-06-22 03-PM,BTCJPY,1155000,1163000,1140210,1157860,107.09,123582267.58
2019-06-22 02-PM,BTCJPY,1190855,1195000,1130000,1155000,298.51,345555744.85
2019-06-22 01-PM,BTCJPY,1189100,1195770,1183945,1190855,87.84,104608314.11
2019-06-22 12-PM,BTCJPY,1165205,1198000,1165205,1189100,152.72,180969214.43
2019-06-22 11-AM,BTCJPY,1168605,1171000,1157305,1165205,45.53,53063337.96
2019-06-22 10-AM,BTCJPY,1169930,1174000,1159000,1168605,52.36,61185159.97
2019-06-22 09-AM,BTCJPY,1156870,1171490,1152000,1169930,62.81,72959427.16
2019-06-22 08-AM,BTCJPY,1142800,1158885,1139265,1156870,64.27,74006000.96
2019-06-22 07-AM,BTCJPY,1151400,1153990,1142000,1142800,30.53,35040122.37
2019-06-22 06-AM,BTCJPY,1149295,1151675,1142935,1151400,41.08,47110100.75
2019-06-22 05-AM,BTCJPY,1142055,1151845,1142040,1149295,48.61,55807985.22
2019-06-22 04-AM,BTCJPY,1135145,1151000,1129000,1142055,135.93,154791782.2
2019-06-22 03-AM,BTCJPY,1148075,1169935,1130000,1135145,126.76,146217807.52
2019-06-22 02-AM,BTCJPY,1121680,1154310,1113950,1148075,143.98,164269126.5
2019-06-22 01-AM,BTCJPY,1088000,1123755,1086590,1121680,148.61,164405128.11
2019-06-22 12-AM,BTCJPY,1088000,1089455,1077730,1088000,73.99,80235166.53
2019-06-21 11-PM,BTCJPY,1061985,1088000,1061060,1088000,95.27,102561615.23
2019-06-21 10-PM,BTCJPY,1061405,1062000,1055500,1061985,29.69,31430317.92
2019-06-21 09-PM,BTCJPY,1063195,1064765,1058510,1061405,17.76,18856430.39
2019-06-21 08-PM,BTCJPY,1059445,1064200,1055500,1063195,37.54,39796943.37
2019-06-21 07-PM,BTCJPY,1061870,1062275,1053755,1059445,29.14,30851019.6
2019-06-21 06-PM,BTCJPY,1062135,1067315,1058415,1061870,23.72,25196838.97
2019-06-21 05-PM,BTCJPY,1058180,1064750,1055750,1062135,28.85,30590715.47
2019-06-21 04-PM,BTCJPY,1052830,1061440,1052830,1058180,52.38,55406049.25
2019-06-21 03-PM,BTCJPY,1055000,1059000,1050120,1052830,36.84,38894484.13
2019-06-21 02-PM,BTCJPY,1049120,1055295,1045930,1055000,40.65,42760780.46
2019-06-21 01-PM,BTCJPY,1057295,1065000,1040000,1049120,104.4,109949718.14
2019-06-21 12-PM,BTCJPY,1057215,1059000,1050000,1057295,56.18,59291691.33
2019-06-21 11-AM,BTCJPY,1052145,1059635,1050015,1057215,67.8,71541605.58
2019-06-21 10-AM,BTCJPY,1050000,1053300,1047500,1052145,64.31,67565106.36
2019-06-21 09-AM,BTCJPY,1043875,1052020,1039995,1050000,60.26,63098753.64
2019-06-21 08-AM,BTCJPY,1046500,1047605,1042515,1043875,47.16,49222128.16
2019-06-21 07-AM,BTCJPY,1039600,1047300,1037800,1046500,36.2,37777582.8
2019-06-21 06-AM,BTCJPY,1044995,1045360,1036310,1039600,98.48,102298014.71
2019-06-21 05-AM,BTCJPY,1042030,1044995,1039645,1044995,26.61,27733713.83
2019-06-21 04-AM,BTCJPY,1043220,1045965,1041120,1042030,74.9,78083649.74
2019-06-21 03-AM,BTCJPY,1038660,1043220,1036005,1043220,46.9,48763861.83
2019-06-21 02-AM,BTCJPY,1041800,1049005,1033895,1038660,119.04,123966251.57
2019-06-21 01-AM,BTCJPY,1027105,1044990,1027105,1041800,114.99,119254421.51
2019-06-21 12-AM,BTCJPY,1022715,1028900,1022715,1027105,22.44,23029228.58
2019-06-20 11-PM,BTCJPY,1023015,1026430,1019465,1022715,32.28,33039770.42
2019-06-20 10-PM,BTCJPY,1020300,1027215,1014960,1023015,33.12,33880197.06
2019-06-20 09-PM,BTCJPY,1024290,1027220,1017500,1020300,51.48,52682541.57
2019-06-20 08-PM,BTCJPY,1019855,1025555,1017500,1024290,85.73,87554156.19
2019-06-20 07-PM,BTCJPY,1010645,1020000,1007735,1019855,53.81,54541212.56
2019-06-20 06-PM,BTCJPY,1002760,1013005,1000955,1010645,38.08,38415537.34
2019-06-20 05-PM,BTCJPY,1004440,1004500,997295,1002760,34.07,34104434.51
2019-06-20 04-PM,BTCJPY,1006905,1011095,1002060,1004440,54.39,54768899.43
2019-06-20 03-PM,BTCJPY,1007700,1010000,1002830,1006905,64.0,64432005.91
