Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume CVC,Volume BTC
2019-07-03,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-07-02,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-07-01,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-30,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-29,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-28,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-27,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-26,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-25,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-24,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-23,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-22,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-21,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-20,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-19,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-18,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-17,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-16,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-15,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-14,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-13,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-12,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-11,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-10,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-09,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-08,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-07,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-06,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-05,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-04,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-03,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-02,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-06-01,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-05-31,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-05-30,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-05-29,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-05-28,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-05-27,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-05-26,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-05-25,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-05-24,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-05-23,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-05-22,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
2019-05-21,CVCBTC,1.441e-05,1.441e-05,1.441e-05,1.441e-05,0.0,0.0
