Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume GNT,Volume ETH
2019-06-11,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-06-10,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-06-09,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-06-08,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-06-07,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-06-06,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-06-05,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-06-04,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-06-03,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-06-02,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-06-01,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-31,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-30,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-29,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-28,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-27,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-26,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-25,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-24,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-23,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-22,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-21,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-20,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-19,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-18,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-17,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-16,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-15,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-14,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-13,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-12,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-11,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-10,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-09,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-08,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-07,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-06,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-05,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-04,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-03,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-02,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-05-01,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-30,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-29,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-28,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-27,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-26,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-25,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-24,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-23,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-22,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-21,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-20,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-19,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-18,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-17,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-16,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-15,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-14,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-13,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-12,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-11,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-10,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-09,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-08,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-07,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-06,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-05,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-04,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-03,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-02,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-04-01,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-31,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-30,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-29,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-28,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-27,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-26,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-25,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-24,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-23,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-22,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-21,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-20,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-19,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-18,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-17,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-16,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-15,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-14,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-13,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-12,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-11,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-10,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-09,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-08,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-07,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-06,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-05,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-04,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-03,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-02,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-03-01,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-28,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-27,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-26,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-25,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-24,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-23,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-22,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-21,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-20,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-19,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-18,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-17,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-16,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-15,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-14,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-13,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-12,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-11,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-10,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-09,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-08,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-07,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-06,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-05,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-04,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-03,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-02,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-02-01,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-01-31,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-01-30,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-01-29,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-01-28,GNTETH,0.0005544,0.0005544,0.0005544,0.0005544,0.0,0.0
2019-01-27,GNTETH,0.0005685,0.0005717,0.0005429,0.0005544,13997.34,7.79
2019-01-26,GNTETH,0.0005683,0.0005692,0.0005646,0.0005685,1539.93,0.8744
2019-01-25,GNTETH,0.0005741,0.0005741,0.0005567,0.0005683,12780.55,7.22
2019-01-24,GNTETH,0.0005521,0.000577,0.0005521,0.0005741,10269.65,5.82
2019-01-23,GNTETH,0.0005474,0.0005557,0.0005474,0.0005521,3323.96,1.84
2019-01-22,GNTETH,0.0005544,0.0005559,0.0005458,0.0005474,10127.19,5.57
2019-01-21,GNTETH,0.0005429,0.00056,0.0005429,0.0005544,11462.79,6.34
2019-01-20,GNTETH,0.0005474,0.0005781,0.0005368,0.0005429,19660.83,10.83
2019-01-19,GNTETH,0.0005622,0.0005622,0.0005474,0.0005474,5475.7,3.03
2019-01-18,GNTETH,0.0005399,0.0005622,0.0005294,0.0005622,31714.3,17.29
2019-01-17,GNTETH,0.0005235,0.0005669,0.0005235,0.0005399,36042.29,19.76
2019-01-16,GNTETH,0.0005169,0.0005272,0.0005133,0.0005235,16001.08,8.32
2019-01-15,GNTETH,0.0004985,0.0005228,0.0004931,0.0005169,23920.04,12.06
2019-01-14,GNTETH,0.0005279,0.0005279,0.0004929,0.0004985,17972.64,9.14
2019-01-13,GNTETH,0.0005186,0.0005346,0.0005177,0.0005279,18247.97,9.6
2019-01-12,GNTETH,0.0005155,0.0005186,0.0005048,0.0005186,11369.53,5.81
2019-01-11,GNTETH,0.0004981,0.0005184,0.0004954,0.0005155,131197.95,66.04
2019-01-10,GNTETH,0.0004923,0.0005242,0.0004923,0.0004981,161917.04,81.34
2019-01-09,GNTETH,0.0004847,0.0004957,0.0004787,0.0004923,310561.73,151.28
2019-01-08,GNTETH,0.0004745,0.0004875,0.0004734,0.0004847,285767.13,136.76
2019-01-07,GNTETH,0.000459,0.0004753,0.000459,0.0004745,370586.06,172.61
2019-01-06,GNTETH,0.0004546,0.000461,0.0004533,0.000459,263897.37,121.09
2019-01-05,GNTETH,0.0004681,0.0004681,0.0004483,0.0004546,21068.49,9.58
2019-01-04,GNTETH,0.0004566,0.0004936,0.0004365,0.0004681,193426.68,90.72
2019-01-03,GNTETH,0.0004538,0.0004622,0.0004514,0.0004566,495203.69,225.64
2019-01-02,GNTETH,0.0004778,0.0004795,0.0004501,0.0004538,452858.5,211.66
2019-01-01,GNTETH,0.0004985,0.0004985,0.0004767,0.0004778,686465.88,333.09
2018-12-31,GNTETH,0.0005065,0.0005106,0.0004923,0.0004985,534287.46,268.53
2018-12-30,GNTETH,0.0005141,0.0005496,0.0005046,0.0005065,410981.59,213.11
2018-12-29,GNTETH,0.0005094,0.0005765,0.0004978,0.0005141,554638.91,289.57
2018-12-28,GNTETH,0.0005524,0.0005555,0.0005076,0.0005094,300903.31,159.08
2018-12-27,GNTETH,0.0005144,0.0005539,0.0005144,0.0005524,497975.07,264.02
2018-12-26,GNTETH,0.0005238,0.0005267,0.0005086,0.0005144,420067.19,215.91
2018-12-25,GNTETH,0.0005413,0.0005555,0.0005129,0.0005238,657188.22,349.18
2018-12-24,GNTETH,0.0005597,0.0005602,0.0005141,0.0005413,538018.77,287.48
2018-12-23,GNTETH,0.0006221,0.0006221,0.0005562,0.0005597,720045.42,411.02
2018-12-22,GNTETH,0.0006203,0.0006335,0.0006083,0.0006221,507759.07,314.49
2018-12-21,GNTETH,0.0006182,0.0006388,0.0006029,0.0006203,580419.64,359.25
2018-12-20,GNTETH,0.0006518,0.0006662,0.0006151,0.0006182,510301.8,329.25
2018-12-19,GNTETH,0.0006577,0.0006851,0.000645,0.0006518,560044.59,370.78
2018-12-18,GNTETH,0.0006496,0.0007703,0.000642,0.0006577,628242.19,414.37
2018-12-17,GNTETH,0.0006676,0.0006699,0.0006415,0.0006496,699622.13,462.88
2018-12-16,GNTETH,0.0006737,0.0006737,0.0006597,0.0006676,838489.29,557.35
2018-12-15,GNTETH,0.0006866,0.0006866,0.0006727,0.0006737,772566.68,523.06
2018-12-14,GNTETH,0.0007139,0.0007139,0.0006843,0.0006866,586524.07,408.56
2018-12-13,GNTETH,0.0007295,0.0007367,0.0007124,0.0007139,581008.92,421.79
2018-12-12,GNTETH,0.0007353,0.0007426,0.0007255,0.0007295,465618.39,340.68
2018-12-11,GNTETH,0.0007424,0.0007492,0.0007286,0.0007353,512836.61,379.09
2018-12-10,GNTETH,0.0007285,0.0007775,0.0007206,0.0007424,426121.76,317.95
2018-12-09,GNTETH,0.000714,0.0007351,0.0006957,0.0007285,545864.73,390.7
2018-12-08,GNTETH,0.0007174,0.0007505,0.0007084,0.000714,408079.42,297.33
2018-12-07,GNTETH,0.0007672,0.0008294,0.0007035,0.0007174,338353.88,256.46
2018-12-06,GNTETH,0.0008124,0.0008157,0.0007564,0.0007672,284413.24,221.25
2018-12-05,GNTETH,0.0008213,0.0008213,0.0007958,0.0008124,227925.15,183.32
2018-12-04,GNTETH,0.0008514,0.0008514,0.0007989,0.0008213,243661.39,198.9
2018-12-03,GNTETH,0.0008096,0.001201,0.0008096,0.0008514,275835.78,238.0
2018-12-02,GNTETH,0.0007694,0.000817,0.0007629,0.0008096,336112.55,259.71
2018-12-01,GNTETH,0.0007637,0.0007791,0.0007566,0.0007694,313057.94,240.25
2018-11-30,GNTETH,0.0007683,0.0008122,0.0007478,0.0007637,387769.64,293.77
2018-11-29,GNTETH,0.0007214,0.0007813,0.0007204,0.0007683,439057.25,332.45
2018-11-28,GNTETH,0.000708,0.0007409,0.0007055,0.0007214,406895.02,293.52
2018-11-27,GNTETH,0.0007164,0.0007326,0.0007035,0.000708,584152.3,421.35
2018-11-26,GNTETH,0.0007306,0.000744,0.0007164,0.0007164,497962.18,364.05
2018-11-25,GNTETH,0.0007184,0.0007835,0.0007126,0.0007306,418334.17,308.54
2018-11-24,GNTETH,0.0007338,0.0007429,0.0007094,0.0007184,258235.22,189.07
2018-11-23,GNTETH,0.0007677,0.0007892,0.0007308,0.0007338,160205.87,119.16
2018-11-22,GNTETH,0.000693,0.0007718,0.000693,0.0007677,222058.69,163.78
2018-11-21,GNTETH,0.0006544,0.0007177,0.0006453,0.000693,459768.28,307.9
2018-11-20,GNTETH,0.000662,0.0006852,0.0006275,0.0006544,384834.43,252.77
2018-11-19,GNTETH,0.0006915,0.0007037,0.0006553,0.000662,579604.32,393.38
2018-11-18,GNTETH,0.000693,0.0007116,0.0006834,0.0006915,242542.78,167.73
2018-11-17,GNTETH,0.0007035,0.0007035,0.0006835,0.000693,476589.85,328.73
2018-11-16,GNTETH,0.0007086,0.0007277,0.0006911,0.0007035,273722.08,193.54
2018-11-15,GNTETH,0.0007288,0.0007297,0.0006862,0.0007086,299009.08,211.61
2018-11-14,GNTETH,0.0007293,0.0007463,0.0007092,0.0007288,444019.5,323.85
2018-11-13,GNTETH,0.0007651,0.0007653,0.000728,0.0007293,357344.42,267.31
2018-11-12,GNTETH,0.0007717,0.0007728,0.0007558,0.0007651,527749.56,403.51
2018-11-11,GNTETH,0.0007821,0.0007848,0.0007707,0.0007717,464068.17,361.66
2018-11-10,GNTETH,0.0007843,0.0007914,0.0007746,0.0007821,201771.7,158.34
2018-11-09,GNTETH,0.0007971,0.0008007,0.000783,0.0007843,314240.45,248.74
2018-11-08,GNTETH,0.000769,0.0008152,0.000767,0.0007971,392666.17,310.34
2018-11-07,GNTETH,0.0007504,0.000774,0.0007459,0.000769,315915.44,238.84
2018-11-06,GNTETH,0.0007813,0.0007813,0.0007504,0.0007504,386508.75,295.81
2018-11-05,GNTETH,0.0007959,0.0008007,0.0007794,0.0007813,132084.51,104.49
2018-11-04,GNTETH,0.000848,0.000848,0.0007794,0.0007959,345521.31,281.34
2018-11-03,GNTETH,0.0008566,0.0008587,0.0008442,0.000848,169257.5,143.73
2018-11-02,GNTETH,0.0008611,0.0008639,0.0008541,0.0008566,242022.12,208.16
2018-11-01,GNTETH,0.0008647,0.000869,0.0008608,0.0008611,141471.23,122.32
2018-10-31,GNTETH,0.0008639,0.0008734,0.0008459,0.0008647,310479.8,266.84
2018-10-30,GNTETH,0.0008226,0.0008691,0.0008226,0.0008639,338047.74,289.5
2018-10-29,GNTETH,0.0008476,0.0008536,0.0008009,0.0008226,203081.36,165.87
2018-10-28,GNTETH,0.0008383,0.0008553,0.0008363,0.0008476,285038.1,242.36
2018-10-27,GNTETH,0.000904,0.0009172,0.0008187,0.0008383,277751.21,239.9
2018-10-26,GNTETH,0.0008982,0.0009283,0.000881,0.000904,264377.21,237.66
2018-10-25,GNTETH,0.0008438,0.0009233,0.0008259,0.0008982,191036.17,167.6
2018-10-24,GNTETH,0.0008443,0.0008451,0.0008226,0.0008438,286598.68,238.52
2018-10-23,GNTETH,0.0008014,0.0008527,0.0008014,0.0008443,343391.64,283.74
2018-10-22,GNTETH,0.0008033,0.0008033,0.0007899,0.0008014,206175.32,164.08
2018-10-21,GNTETH,0.0007612,0.0008245,0.0007574,0.0008033,259105.73,209.59
2018-10-20,GNTETH,0.0007547,0.0007612,0.000748,0.0007612,285307.97,215.43
2018-10-19,GNTETH,0.00077,0.00077,0.0007498,0.0007547,240275.7,181.55
2018-10-18,GNTETH,0.000754,0.0007859,0.0007513,0.00077,272476.3,209.94
2018-10-17,GNTETH,0.0007181,0.0007551,0.0007181,0.000754,324724.47,236.35
2018-10-16,GNTETH,0.000714,0.0007372,0.0007137,0.0007181,272742.93,198.14
2018-10-15,GNTETH,0.0007507,0.0007521,0.0006922,0.000714,292920.98,208.01
2018-10-14,GNTETH,0.0007442,0.0007521,0.0007378,0.0007507,177351.32,132.3
2018-10-13,GNTETH,0.0007536,0.0007551,0.0007365,0.0007442,171632.91,128.13
2018-10-12,GNTETH,0.0007453,0.0007859,0.0007417,0.0007536,176978.95,134.96
2018-10-11,GNTETH,0.0007159,0.0009301,0.0007147,0.0007453,319914.84,242.45
2018-10-10,GNTETH,0.0007069,0.000717,0.0006895,0.0007159,204475.35,144.35
2018-10-09,GNTETH,0.0006888,0.0007154,0.0006799,0.0007069,313183.57,215.26
2018-10-08,GNTETH,0.0006681,0.0006988,0.0006671,0.0006888,227556.03,156.13
2018-10-07,GNTETH,0.0006695,0.0006772,0.0006681,0.0006681,316985.1,212.79
2018-10-06,GNTETH,0.0006584,0.0006725,0.0006584,0.0006695,348786.45,231.93
2018-10-05,GNTETH,0.0006835,0.0006835,0.0006549,0.0006584,308411.16,205.61
2018-10-04,GNTETH,0.0006783,0.0006867,0.0006711,0.0006835,268771.58,181.98
2018-10-03,GNTETH,0.0006909,0.0006951,0.0006597,0.0006783,177914.76,120.02
2018-10-02,GNTETH,0.000667,0.0006988,0.0006641,0.0006909,176324.97,120.51
2018-10-01,GNTETH,0.0006572,0.0006699,0.0006549,0.000667,338385.97,223.79
2018-09-30,GNTETH,0.0006653,0.0006725,0.0006504,0.0006572,185874.07,123.04
2018-09-29,GNTETH,0.0007085,0.0007136,0.0006572,0.0006653,326446.62,219.66
2018-09-28,GNTETH,0.0006262,0.0007891,0.0006234,0.0007085,330199.85,223.53
2018-09-27,GNTETH,0.0006451,0.0006469,0.0006169,0.0006262,246714.69,156.93
2018-09-26,GNTETH,0.0006336,0.0006481,0.0006288,0.0006451,269756.91,172.85
2018-09-25,GNTETH,0.0006207,0.0006665,0.0006152,0.0006336,202325.07,128.8
2018-09-24,GNTETH,0.000605,0.0006251,0.0006019,0.0006207,223110.44,136.09
2018-09-23,GNTETH,0.0006035,0.0006079,0.0005838,0.000605,307449.6,183.95
2018-09-22,GNTETH,0.000606,0.0006232,0.0005983,0.0006035,236132.76,143.67
2018-09-21,GNTETH,0.0006341,0.0006594,0.0005996,0.000606,256506.57,162.12
2018-09-20,GNTETH,0.0006616,0.0006625,0.000632,0.0006341,200494.53,131.41
2018-09-19,GNTETH,0.0006692,0.0006708,0.0006448,0.0006616,232332.75,152.6
2018-09-18,GNTETH,0.0006364,0.0007053,0.000632,0.0006692,376989.55,249.67
2018-09-17,GNTETH,0.0006309,0.0006486,0.000617,0.0006364,264645.45,166.26
2018-09-16,GNTETH,0.0006085,0.0006486,0.0006048,0.0006309,290743.24,180.14
2018-09-15,GNTETH,0.0006109,0.0006157,0.0005953,0.0006085,221319.05,133.71
2018-09-14,GNTETH,0.0006205,0.0006257,0.0005944,0.0006109,248944.34,151.97
2018-09-13,GNTETH,0.0006609,0.0006609,0.0006185,0.0006205,288965.45,185.38
2018-09-12,GNTETH,0.0006658,0.0007072,0.0006586,0.0006609,251638.55,171.38
2018-09-11,GNTETH,0.0006674,0.0006847,0.0006592,0.0006658,279057.54,186.99
2018-09-10,GNTETH,0.0006751,0.0006902,0.000663,0.0006674,276511.45,186.3
2018-09-09,GNTETH,0.0006737,0.0006949,0.0006568,0.0006751,270062.83,182.31
2018-09-08,GNTETH,0.0006622,0.0006833,0.0006599,0.0006737,256735.76,171.7
2018-09-07,GNTETH,0.000631,0.0006645,0.0006286,0.0006622,257461.33,165.47
2018-09-06,GNTETH,0.0006423,0.0006513,0.0006172,0.000631,287890.87,180.59
2018-09-05,GNTETH,0.0006363,0.0006671,0.0006148,0.0006423,262780.2,168.33
2018-09-04,GNTETH,0.0006173,0.0006385,0.0006148,0.0006363,219776.41,137.81
2018-09-03,GNTETH,0.0006209,0.0006334,0.0006099,0.0006173,203315.12,125.98
2018-09-02,GNTETH,0.0006301,0.0006436,0.0006142,0.0006209,156135.08,98.27
2018-09-01,GNTETH,0.0006313,0.0006313,0.0006106,0.0006301,197287.96,122.11
