Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2019-07-03,LTCUSD,121.35,127,121.35,123,88.51,11094.02
2019-07-02,LTCUSD,127.5,128,117.4,121.35,201.23,24697.95
2019-07-01,LTCUSD,131.51,133.92,117.1,127.5,271.87,34004.05
2019-06-30,LTCUSD,136,140,127.1,131.51,270.32,36117.68
2019-06-29,LTCUSD,123.28,140,119.99,136,325.62,42869.39
2019-06-28,LTCUSD,115.5,126.5,114.65,123.28,156.76,19085.8
2019-06-27,LTCUSD,130.4,134.62,111.33,115.5,626.52,74690.67
2019-06-26,LTCUSD,139.2,143.1,126.73,130.4,676.13,93201.01
2019-06-25,LTCUSD,137,139.2,134.7,139.2,685.16,93047.2
2019-06-24,LTCUSD,139.18,139.9,135.5,137,202.84,27887.95
2019-06-23,LTCUSD,145.1,146.77,138.5,139.18,235.97,33664.83
2019-06-22,LTCUSD,137,150,137,145.1,254.42,36438.84
2019-06-21,LTCUSD,138.36,141.56,137,137,223.52,31027.3
2019-06-20,LTCUSD,137.5,139.79,135,138.36,168.96,23177.06
2019-06-19,LTCUSD,136.35,141.38,135,137.5,121.94,16991.52
2019-06-18,LTCUSD,136.88,138,132.5,136.35,181.71,24612.96
2019-06-17,LTCUSD,138.88,139.55,135,136.88,234.36,31852.9
2019-06-16,LTCUSD,140,141.31,135.6,138.88,114.87,15828.39
2019-06-15,LTCUSD,135.6,142.9,135.6,140,128.78,18039.93
2019-06-14,LTCUSD,136.46,139.91,133,135.6,306.47,41768.93
2019-06-13,LTCUSD,141.3,141.77,134.18,136.46,199.34,27736.17
2019-06-12,LTCUSD,143.01,150,137.31,141.3,247.76,35839.29
2019-06-11,LTCUSD,132.29,144.5,130.65,143.01,275.91,37439.42
2019-06-10,LTCUSD,120.8,134,119.85,132.29,201.91,26051.52
2019-06-09,LTCUSD,123,123.27,118.6,120.8,52.69,6387.49
2019-06-08,LTCUSD,122.79,123.27,118.51,123,39.33,4744.34
2019-06-07,LTCUSD,115,124.32,112.76,122.79,125.47,14996.34
2019-06-06,LTCUSD,107,115,105.15,115,93.76,10277.47
2019-06-05,LTCUSD,105.89,109.57,104.5,107,88.76,9437.74
2019-06-04,LTCUSD,110,111.54,103,105.89,195.81,20840.92
2019-06-03,LTCUSD,114.94,117.1,109.97,110,129.11,14678.35
2019-06-02,LTCUSD,115.11,117.16,112.5,114.94,71.08,8188.16
