Created on 08-11-2019,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume
1565481600.0,2019-08-11 00:00:00,BTCAUD,16617.7,16617.7,16617.7,16617.7,0.0
1565395200.0,2019-08-10 00:00:00,BTCAUD,17422.84,17569.51,16603.84,16617.7,264.7441
1565308800.0,2019-08-09 00:00:00,BTCAUD,17594.73,17613.11,17152.0,17422.84,245.704
1565222400.0,2019-08-08 00:00:00,BTCAUD,17484.41,17655.0,16873.7,17594.73,91.7924
1565136000.0,2019-08-07 00:00:00,BTCAUD,16712.03,17837.27,16575.16,17484.41,107.3039
1565049600.0,2019-08-06 00:00:00,BTCAUD,17379.54,17999.0,16478.89,16754.37,219.3077
1564963200.0,2019-08-05 00:00:00,BTCAUD,16108.54,17592.6,16108.54,17429.76,156.5844
1564876800.0,2019-08-04 00:00:00,BTCAUD,15875.95,16201.54,15758.08,16108.54,2.2093
1564790400.0,2019-08-03 00:00:00,BTCAUD,15307.2,15998.99,15307.2,15875.95,11.6825
1564704000.0,2019-08-02 00:00:00,BTCAUD,15298.58,15639.0,15199.33,15307.2,286.9146
1564617600.0,2019-08-01 00:00:00,BTCAUD,14748.66,15398.9,14409.14,15298.02,617.1912
1564531200.0,2019-07-31 00:00:00,BTCAUD,13904.81,14746.97,13904.81,14686.75,557.348
1564444800.0,2019-07-30 00:00:00,BTCAUD,13805.56,14100.0,13678.57,13948.3,614.9303
1564358400.0,2019-07-29 00:00:00,BTCAUD,13915.72,14348.92,13638.46,13777.52,1023.8423
1564272000.0,2019-07-28 00:00:00,BTCAUD,13830.0,14044.12,13460.19,13917.18,705.597
1564185600.0,2019-07-27 00:00:00,BTCAUD,14387.32,14824.31,13680.4,13830.0,213.8265
1564099200.0,2019-07-26 00:00:00,BTCAUD,14327.92,14422.53,13985.39,14369.6,544.9743
1564012800.0,2019-07-25 00:00:00,BTCAUD,14050.02,14757.33,13990.27,14327.92,381.6304
1563926400.0,2019-07-24 00:00:00,BTCAUD,14103.29,14286.9,13760.0,14053.53,542.5888
1563840000.0,2019-07-23 00:00:00,BTCAUD,14701.93,14721.33,14089.0,14103.29,247.0459
1563753600.0,2019-07-22 00:00:00,BTCAUD,15074.66,15184.4,14375.35,14714.5,533.1918
