Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume USD
2019-08-07,LTCUSD,93.12,93.5,92.16,93.5,976.6,90604.68
2019-08-06,LTCUSD,96.18,99.17,90.8,93.12,79714.89,7570142.29
2019-08-05,LTCUSD,93.08,107.14,93.08,96.18,107145.94,10680742.7
2019-08-04,LTCUSD,94.31,94.8,90.39,93.08,27388.73,2531092.46
2019-08-03,LTCUSD,94.7,96.72,93.67,94.31,17522.08,1666401.82
2019-08-02,LTCUSD,98.99,98.99,92.66,94.7,34120.14,3245676.63
2019-08-01,LTCUSD,98.78,102.8,95.8,98.99,37040.31,3650556.53
2019-07-31,LTCUSD,90.36,100.19,90.28,98.78,68380.53,6539266.69
2019-07-30,LTCUSD,90.28,92.79,88.45,90.36,18467.73,1677762.53
2019-07-29,LTCUSD,90.06,92.62,87.31,90.28,35017.62,3154135.87
2019-07-28,LTCUSD,88.81,91,83.35,90.06,37724.63,3319685.9
2019-07-27,LTCUSD,94.1,96.55,86.59,88.81,59878.98,5393853.45
2019-07-26,LTCUSD,93.42,94.76,90.17,94.1,25850.0,2400444.32
2019-07-25,LTCUSD,94.43,96.82,91.56,93.42,32451.96,3063136.5
2019-07-24,LTCUSD,89.77,97.24,86.91,94.43,73237.47,6730130.49
2019-07-23,LTCUSD,95.21,95.21,88.5,89.77,48480.97,4421249.63
2019-07-22,LTCUSD,99.8,100.9,90.91,95.21,67887.79,6418422.13
2019-07-21,LTCUSD,100.5,101.57,96.49,99.8,41546.3,4103867.69
2019-07-20,LTCUSD,98.8,106.05,97.62,100.5,62365.28,6329585.85
2019-07-19,LTCUSD,101.2,101.62,94.69,98.8,78568.45,7710295.05
2019-07-18,LTCUSD,90.35,90.72,87.11,89.25,9955.99,882144.7
2019-07-17,LTCUSD,79.59,94.99,76.86,90.35,178888.97,15725168.52
2019-07-16,LTCUSD,90.61,91.93,77,79.59,95811.48,8002181.47
2019-07-15,LTCUSD,89.73,93.19,84.7,90.61,83065.73,7369443.57
2019-07-14,LTCUSD,101.11,101.76,88.02,89.73,103455.48,9605646.96
2019-07-13,LTCUSD,105.14,105.38,97.46,101.11,57176.9,5803341.37
2019-07-12,LTCUSD,103.27,107.27,100.59,105.14,40331.3,4220978.96
2019-07-11,LTCUSD,108.31,108.31,95.1,103.27,156021.63,15751578.73
2019-07-10,LTCUSD,119.29,120.45,102.39,108.31,172161.7,18770348.79
2019-07-09,LTCUSD,123.37,124.71,117.92,119.29,37845.12,4573281.28
2019-07-08,LTCUSD,120.11,125.75,118.26,123.37,40212.38,4858021.67
2019-07-07,LTCUSD,118.15,121.2,117.08,120.11,26470.31,3151755.52
