Created on 01-28-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume From,Volume To
2018-08-01,VENBTC,0,0.00024,0,0.00024,0.0,0.0
2018-07-30,VENBTC,0.00024,0.00024,0.00024,0.00024,0.0,0.0
2018-07-29,VENBTC,0.00024,0.00024,0.00024,0.00024,0.0,0.0
2018-07-28,VENBTC,0.00024,0.00024,0.00024,0.00024,0.0,0.0
2018-07-27,VENBTC,0.00024,0.00024,0.00024,0.00024,0.0,0.0
2018-07-26,VENBTC,0.00024,0.00024,0.00024,0.00024,0.0,0.0
2018-07-25,VENBTC,0.00024,0.00024,0.00024,0.00024,0.0,0.0
2018-07-24,VENBTC,0.00024,0.00024,0.00024,0.00024,0.0,0.0
2018-07-23,VENBTC,0.0002428,0.0002474,0.0002384,0.00024,852699.0,207.02
2018-07-22,VENBTC,0.0002519,0.0002563,0.0002375,0.0002428,4977881.0,1215.22
2018-07-21,VENBTC,0.0002292,0.0002569,0.0002269,0.0002519,10246790.0,2514.41
2018-07-20,VENBTC,0.0002413,0.0002429,0.0002138,0.0002292,12652019.0,2839.17
2018-07-19,VENBTC,0.0002595,0.0002679,0.0002392,0.0002413,10394886.0,2622.97
2018-07-18,VENBTC,0.0002722,0.0002783,0.0002512,0.0002595,9429380.0,2470.2
2018-07-17,VENBTC,0.0002863,0.0002875,0.000264,0.0002722,7602662.0,2086.17
2018-07-16,VENBTC,0.0003027,0.0003028,0.0002654,0.0002863,12927025.0,3614.83
2018-07-15,VENBTC,0.0003011,0.0003095,0.0002884,0.0003027,6419937.0,1933.1
2018-07-14,VENBTC,0.0003351,0.0003365,0.0002896,0.0003011,9122204.0,2778.34
2018-07-13,VENBTC,0.0003356,0.0003448,0.0003298,0.0003351,4100000.0,1383.64
2018-07-12,VENBTC,0.0003479,0.0003497,0.0003323,0.0003356,3594273.0,1222.03
2018-07-11,VENBTC,0.0003522,0.0003569,0.000335,0.0003479,3897815.0,1345.77
2018-07-10,VENBTC,0.0003633,0.0003647,0.0003445,0.0003522,4104130.0,1459.02
2018-07-09,VENBTC,0.0003739,0.0003773,0.0003623,0.0003633,3682932.0,1357.7
2018-07-08,VENBTC,0.0003742,0.0003862,0.0003734,0.0003739,3840511.0,1459.94
2018-07-07,VENBTC,0.0003821,0.000385,0.000369,0.0003742,3525213.0,1315.23
2018-07-06,VENBTC,0.0003841,0.000386,0.0003686,0.0003821,3186932.0,1201.25
2018-07-05,VENBTC,0.0004012,0.0004099,0.0003731,0.0003841,3741166.0,1474.98
2018-07-04,VENBTC,0.0004053,0.0004141,0.0003964,0.0004012,2446523.0,995.92
2018-07-03,VENBTC,0.0004167,0.000434,0.0004028,0.0004053,4071202.0,1684.75
2018-07-02,VENBTC,0.0004043,0.000425,0.0003983,0.0004167,4009461.0,1639.83
2018-07-01,VENBTC,0.0004047,0.0004152,0.0003977,0.0004043,3103568.0,1257.49
2018-06-30,VENBTC,0.0004144,0.0004255,0.000395,0.0004047,3820762.0,1572.25
2018-06-29,VENBTC,0.0004036,0.000424,0.000391,0.0004144,3812253.0,1574.75
2018-06-28,VENBTC,0.0004297,0.000432,0.000402,0.0004036,3674477.0,1543.11
2018-06-27,VENBTC,0.0004113,0.000433,0.000407,0.0004297,3200973.0,1336.19
2018-06-26,VENBTC,0.000436,0.000442,0.0004094,0.0004113,2573602.0,1099.93
2018-06-25,VENBTC,0.0003985,0.0004398,0.000398,0.000436,3938682.0,1668.88
2018-06-24,VENBTC,0.0004525,0.0004549,0.000381,0.0003985,5397482.0,2234.22
2018-06-23,VENBTC,0.0004555,0.0004647,0.0004464,0.0004525,3503856.0,1589.55
2018-06-22,VENBTC,0.000471,0.000481,0.0004447,0.0004555,5021326.0,2320.6
2018-06-21,VENBTC,0.000466,0.000478,0.0004642,0.000471,3969927.0,1874.37
2018-06-20,VENBTC,0.0004738,0.0004772,0.00046,0.000466,3911603.0,1831.19
2018-06-19,VENBTC,0.0004816,0.0004935,0.0004704,0.0004738,3795307.0,1824.8
2018-06-18,VENBTC,0.0004688,0.0004905,0.0004618,0.0004816,4127370.0,1975.88
2018-06-17,VENBTC,0.0004533,0.0004977,0.0004501,0.0004688,5222973.0,2502.15
2018-06-16,VENBTC,0.0004419,0.0004555,0.000439,0.0004533,3021384.0,1353.42
2018-06-15,VENBTC,0.0004505,0.000456,0.0004349,0.0004419,2637274.0,1174.25
2018-06-14,VENBTC,0.0004459,0.0004599,0.0004285,0.0004505,3059851.0,1366.64
2018-06-13,VENBTC,0.0004602,0.0004634,0.000423,0.0004459,3045521.0,1347.77
2018-06-12,VENBTC,0.0004938,0.0004941,0.0004543,0.0004602,2502539.0,1188.56
2018-06-11,VENBTC,0.0004901,0.0004977,0.0004602,0.0004938,1973033.0,945.46
2018-06-10,VENBTC,0.000515,0.0005167,0.0004703,0.0004901,3336382.0,1643.4
2018-06-09,VENBTC,0.0005251,0.0005286,0.000512,0.000515,1012816.0,525.24
2018-06-08,VENBTC,0.0005339,0.0005391,0.0005124,0.0005251,1412661.0,741.61
2018-06-07,VENBTC,0.0005379,0.0005445,0.0005287,0.0005339,1691611.0,908.86
2018-06-06,VENBTC,0.0005345,0.0005415,0.0005253,0.0005379,2106071.0,1123.47
2018-06-05,VENBTC,0.0005166,0.0005395,0.0005051,0.0005345,2519221.0,1320.9
2018-06-04,VENBTC,0.0005259,0.0005415,0.0005,0.0005166,4369365.0,2265.93
2018-06-03,VENBTC,0.0004807,0.000529,0.000477,0.0005259,4190704.0,2121.57
2018-06-02,VENBTC,0.0004562,0.0004939,0.0004537,0.0004807,2089042.0,989.35
2018-06-01,VENBTC,0.000458,0.0004593,0.000445,0.0004562,1551965.0,702.26
2018-05-31,VENBTC,0.000455,0.000464,0.0004492,0.000458,1874679.0,856.49
2018-05-30,VENBTC,0.0004591,0.000472,0.0004413,0.000455,1793572.0,819.18
2018-05-29,VENBTC,0.0004345,0.000474,0.0004255,0.0004591,2938148.0,1323.83
2018-05-28,VENBTC,0.0004714,0.0004773,0.0004315,0.0004345,1728140.0,781.0
2018-05-27,VENBTC,0.0004801,0.0004812,0.0004676,0.0004714,877087.0,414.88
2018-05-26,VENBTC,0.0004777,0.000485,0.0004738,0.0004801,731658.0,350.46
2018-05-25,VENBTC,0.000499,0.0005001,0.0004719,0.0004777,1461962.0,708.68
2018-05-24,VENBTC,0.0004627,0.0004994,0.0004602,0.000499,2229484.0,1070.18
2018-05-23,VENBTC,0.0004901,0.0005053,0.0004558,0.0004627,3208617.0,1535.92
2018-05-22,VENBTC,0.0005242,0.0005299,0.000487,0.0004901,1706978.0,873.42
2018-05-21,VENBTC,0.0005264,0.0005399,0.0005069,0.0005242,2204087.0,1151.1
2018-05-20,VENBTC,0.0005218,0.0005374,0.0005163,0.0005264,1498719.0,789.56
2018-05-19,VENBTC,0.0005327,0.0005346,0.0005157,0.0005218,1203514.0,630.94
2018-05-18,VENBTC,0.0005043,0.000545,0.0005025,0.0005327,2861398.0,1497.41
2018-05-17,VENBTC,0.0005496,0.0005606,0.0005012,0.0005043,2963926.0,1563.0
2018-05-16,VENBTC,0.0005555,0.0005688,0.0005375,0.0005496,2944224.0,1623.15
2018-05-15,VENBTC,0.0005869,0.0005998,0.0005542,0.0005555,4550225.0,2642.74
2018-05-14,VENBTC,0.00056,0.00059,0.0005385,0.0005869,3569182.0,2017.53
2018-05-13,VENBTC,0.0005375,0.0005666,0.0005261,0.00056,1616022.0,882.21
2018-05-12,VENBTC,0.0005327,0.0005521,0.0005104,0.0005375,1942440.0,1033.86
2018-05-11,VENBTC,0.0005452,0.00057,0.0005131,0.0005327,3954532.0,2124.52
2018-05-10,VENBTC,0.0005332,0.0005864,0.0005289,0.0005452,6449762.0,3648.61
2018-05-09,VENBTC,0.0005365,0.000546,0.0005155,0.0005332,1939647.0,1031.76
2018-05-08,VENBTC,0.0005343,0.0005561,0.0005152,0.0005365,2912536.0,1560.34
2018-05-07,VENBTC,0.000522,0.000536,0.0004943,0.0005343,2767392.0,1427.33
2018-05-06,VENBTC,0.0005276,0.000531,0.0005002,0.000522,2415719.0,1248.94
2018-05-05,VENBTC,0.0005614,0.0005665,0.0005225,0.0005276,2958733.0,1606.28
2018-05-04,VENBTC,0.0005336,0.0005779,0.0005205,0.0005614,4936946.0,2705.8
2018-05-03,VENBTC,0.0005346,0.000574,0.0005201,0.0005336,5223759.0,2855.7
2018-05-02,VENBTC,0.0005048,0.0005477,0.0005005,0.0005346,4189503.0,2220.49
2018-05-01,VENBTC,0.0004895,0.00051,0.0004687,0.0005048,2860704.0,1405.19
2018-04-30,VENBTC,0.0005185,0.000523,0.0004717,0.0004895,4476089.0,2220.61
2018-04-29,VENBTC,0.0004647,0.0005295,0.0004591,0.0005185,8636627.0,4241.27
2018-04-28,VENBTC,0.0004233,0.0004748,0.0004222,0.0004647,5153978.0,2321.92
2018-04-27,VENBTC,0.0004281,0.000437,0.0004197,0.0004233,2197305.0,938.94
2018-04-26,VENBTC,0.0004111,0.0004299,0.0003989,0.0004281,2337971.0,982.96
2018-04-25,VENBTC,0.000432,0.0004403,0.000405,0.0004111,2763767.0,1163.12
2018-04-24,VENBTC,0.0004363,0.0004547,0.000432,0.000432,3006568.0,1340.34
2018-04-23,VENBTC,0.0004413,0.00045,0.0004189,0.0004363,2202683.0,970.31
2018-04-22,VENBTC,0.0004325,0.000456,0.00043,0.0004413,1811585.0,804.27
2018-04-21,VENBTC,0.0004527,0.0004532,0.0004171,0.0004325,2059810.0,902.16
2018-04-20,VENBTC,0.0004529,0.00046,0.0004401,0.0004527,2719656.0,1223.69
2018-04-19,VENBTC,0.0004383,0.0004563,0.000434,0.0004529,2644260.0,1176.16
2018-04-18,VENBTC,0.00042,0.0004465,0.0004136,0.0004383,3669262.0,1571.91
2018-04-17,VENBTC,0.0004141,0.0004242,0.0004134,0.00042,1666692.0,697.1
2018-04-16,VENBTC,0.000431,0.0004322,0.0004084,0.0004141,2098346.0,876.7
2018-04-15,VENBTC,0.0004161,0.0004318,0.0004092,0.000431,1944709.0,813.51
2018-04-14,VENBTC,0.0004185,0.000424,0.0004044,0.0004161,1317858.0,544.47
2018-04-13,VENBTC,0.0004315,0.000438,0.0004037,0.0004185,3704395.0,1573.13
2018-04-12,VENBTC,0.0004055,0.0004333,0.0003905,0.0004315,5176360.0,2146.33
2018-04-11,VENBTC,0.000398,0.000418,0.000395,0.0004055,3510785.0,1420.87
2018-04-10,VENBTC,0.0003761,0.000405,0.0003757,0.000398,4538521.0,1783.89
2018-04-09,VENBTC,0.0003621,0.0004085,0.0003614,0.0003761,5030984.0,1930.95
2018-04-08,VENBTC,0.000365,0.00038,0.000353,0.0003621,1504134.0,546.05
2018-04-07,VENBTC,0.0003556,0.0003818,0.0003543,0.000365,2223661.0,818.7
2018-04-06,VENBTC,0.000357,0.000363,0.000352,0.0003556,1092500.0,389.96
2018-04-05,VENBTC,0.0003653,0.0003675,0.000351,0.000357,2246542.0,806.94
2018-04-04,VENBTC,0.0003913,0.000392,0.0003561,0.0003653,2777310.0,1024.97
2018-04-03,VENBTC,0.0003864,0.0004251,0.000378,0.0003913,10170525.0,4074.6
2018-04-02,VENBTC,0.0003278,0.0004389,0.000322,0.0003864,16062334.0,6439.79
2018-04-01,VENBTC,0.0003423,0.000352,0.0003237,0.0003278,1598864.0,535.9
2018-03-31,VENBTC,0.0003412,0.0003545,0.0003332,0.0003423,1489004.0,509.44
2018-03-30,VENBTC,0.000339,0.00036,0.0003175,0.0003412,2563979.0,875.67
2018-03-29,VENBTC,0.0003663,0.000375,0.0003386,0.000339,2669943.0,950.87
2018-03-28,VENBTC,0.0003735,0.000376,0.000364,0.0003663,1632340.0,603.62
2018-03-27,VENBTC,0.000387,0.0003893,0.0003703,0.0003735,1517077.0,572.82
2018-03-26,VENBTC,0.0003965,0.000409,0.0003777,0.000387,2145095.0,835.41
2018-03-25,VENBTC,0.0003866,0.00041,0.00038,0.0003965,1997251.0,785.7
2018-03-24,VENBTC,0.0003828,0.000405,0.0003811,0.0003866,2069447.0,808.33
2018-03-23,VENBTC,0.0004018,0.0004023,0.0003775,0.0003828,2487020.0,965.4
