Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DGB,Volume BTC
2019-07-03,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-07-02,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-07-01,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-30,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-29,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-28,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-27,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-26,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-25,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-24,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-23,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-22,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-21,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-20,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-19,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-18,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-17,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-16,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-15,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
2019-06-14,DGBBTC,2.63e-06,2.63e-06,2.63e-06,2.63e-06,0.0,0.0
