Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XMR,Volume ETH
2018-10-06,XMRETH,0.5039,0.5127,0.5025,0.5106,389.07,197.48
2018-10-05,XMRETH,0.5171,0.518,0.4995,0.5039,771.8,393.62
2018-10-04,XMRETH,0.5212,0.5218,0.5053,0.5171,1321.86,676.68
2018-10-03,XMRETH,0.5151,0.526,0.505,0.5212,5315.65,2723.08
2018-10-02,XMRETH,0.4957,0.5282,0.4919,0.5151,9044.92,4600.43
2018-10-01,XMRETH,0.4992,0.5059,0.494,0.4957,3301.78,1649.36
2018-09-30,XMRETH,0.4962,0.5045,0.4868,0.4992,1364.66,674.87
2018-09-29,XMRETH,0.5245,0.5325,0.4868,0.4962,2200.61,1110.82
2018-09-28,XMRETH,0.5206,0.5345,0.5156,0.5245,2546.64,1332.05
2018-09-27,XMRETH,0.5352,0.54,0.5177,0.5206,4415.92,2355.3
2018-09-26,XMRETH,0.5335,0.546,0.5235,0.5352,2014.18,1076.06
2018-09-25,XMRETH,0.5027,0.5447,0.5023,0.5335,3179.84,1684.11
2018-09-24,XMRETH,0.5023,0.5156,0.4962,0.5027,1946.91,979.61
2018-09-23,XMRETH,0.5075,0.53,0.4936,0.5023,1651.26,840.66
2018-09-22,XMRETH,0.5002,0.5158,0.4918,0.5075,2055.99,1036.95
2018-09-21,XMRETH,0.5153,0.5365,0.4839,0.5002,3061.04,1586.85
2018-09-20,XMRETH,0.5217,0.5402,0.5118,0.5153,1290.37,683.51
2018-09-19,XMRETH,0.5363,0.5395,0.5189,0.5217,2159.41,1132.86
2018-09-18,XMRETH,0.5397,0.5572,0.5245,0.5363,2754.96,1479.71
2018-09-17,XMRETH,0.5302,0.5675,0.5255,0.5397,3378.75,1837.87
2018-09-16,XMRETH,0.5374,0.5516,0.5261,0.5302,2582.22,1382.05
2018-09-15,XMRETH,0.5564,0.566,0.5267,0.5374,2583.46,1421.46
2018-09-14,XMRETH,0.5317,0.558,0.5175,0.5564,3997.96,2134.31
2018-09-13,XMRETH,0.5675,0.5861,0.5232,0.5317,3177.97,1766.24
2018-09-12,XMRETH,0.5699,0.5978,0.5526,0.5675,4274.12,2456.06
2018-09-11,XMRETH,0.5343,0.576,0.5311,0.5699,3180.14,1782.81
2018-09-10,XMRETH,0.5359,0.56,0.5281,0.5343,2946.56,1607.22
2018-09-09,XMRETH,0.5283,0.55,0.5106,0.5359,4436.61,2364.45
2018-09-08,XMRETH,0.515,0.535,0.507,0.5283,3635.25,1899.5
2018-09-07,XMRETH,0.5107,0.5236,0.505,0.515,4051.31,2081.95
2018-09-06,XMRETH,0.5021,0.5187,0.481,0.5107,5654.15,2837.12
2018-09-05,XMRETH,0.4843,0.5056,0.4675,0.5021,8356.17,4084.6
2018-09-04,XMRETH,0.4687,0.4913,0.466,0.4843,6998.13,3350.04
2018-09-03,XMRETH,0.4089,0.4733,0.4059,0.4687,9088.59,4058.98
2018-09-02,XMRETH,0.4097,0.4199,0.4002,0.4089,2724.1,1121.94
2018-09-01,XMRETH,0.4129,0.432,0.4064,0.4097,6389.88,2665.79
2018-08-31,XMRETH,0.3638,0.4173,0.3629,0.4129,9608.99,3771.56
2018-08-30,XMRETH,0.3569,0.3659,0.3495,0.3638,1569.79,558.29
2018-08-29,XMRETH,0.365,0.3678,0.349,0.3569,2131.17,763.51
2018-08-28,XMRETH,0.3658,0.3707,0.3561,0.365,2597.66,942.94
2018-08-27,XMRETH,0.3453,0.3727,0.3418,0.3658,2579.44,915.36
2018-08-26,XMRETH,0.3331,0.3475,0.3311,0.3453,753.24,255.53
2018-08-25,XMRETH,0.3322,0.3421,0.3303,0.3331,1190.39,398.98
2018-08-24,XMRETH,0.3254,0.3367,0.3208,0.3322,2302.85,754.43
2018-08-23,XMRETH,0.3326,0.3344,0.3228,0.3254,1272.54,417.71
2018-08-22,XMRETH,0.3383,0.3415,0.33,0.3326,1469.13,491.42
2018-08-21,XMRETH,0.3438,0.35,0.333,0.3383,2115.99,716.08
2018-08-20,XMRETH,0.3281,0.354,0.3275,0.3438,3133.08,1063.57
2018-08-19,XMRETH,0.3348,0.3359,0.32,0.3281,1772.66,581.31
2018-08-18,XMRETH,0.3144,0.3396,0.3122,0.3348,17950.46,5903.82
2018-08-17,XMRETH,0.3173,0.325,0.3115,0.3144,7301.43,2320.07
2018-08-16,XMRETH,0.3175,0.3208,0.3068,0.3173,2608.15,821.64
2018-08-15,XMRETH,0.3056,0.3216,0.3019,0.3175,2405.19,762.08
2018-08-14,XMRETH,0.3081,0.3238,0.3006,0.3056,4071.6,1278.07
2018-08-13,XMRETH,0.2937,0.321,0.2862,0.3081,4177.59,1276.1
2018-08-12,XMRETH,0.2898,0.2898,0.2898,0.2898,0.0,0.0
2018-08-11,XMRETH,0.274,0.29,0.274,0.2898,3373.85,967.6
2018-08-10,XMRETH,0.2771,0.28,0.2694,0.274,711.22,195.15
2018-08-09,XMRETH,0.2657,0.28,0.2657,0.2771,1645.89,452.03
2018-08-08,XMRETH,0.285,0.2862,0.0875,0.2657,8957.82,2299.0
2018-08-07,XMRETH,0.2793,0.2924,0.2779,0.285,2068.67,589.78
2018-08-06,XMRETH,0.2865,0.291,0.2793,0.2793,953.0,271.56
2018-08-05,XMRETH,0.2801,0.2875,0.2769,0.2865,1561.47,438.37
2018-08-04,XMRETH,0.2871,0.2902,0.28,0.2801,5792.94,1636.84
