Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume STR,Volume ATBTC
2019-07-03,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-07-02,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-07-01,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-30,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-29,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-28,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-27,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-26,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-25,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-24,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-23,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-22,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-21,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-20,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-19,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-18,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-17,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-16,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-15,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-14,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-13,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-12,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-11,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-10,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-09,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-08,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-07,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-06,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-05,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-04,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-03,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-02,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-06-01,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-31,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-30,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-29,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-28,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-27,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-26,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-25,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-24,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-23,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-22,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-21,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-20,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-19,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-18,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-17,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-16,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-15,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-14,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-13,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-12,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-11,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-10,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-09,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-08,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-07,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-06,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-05,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
2019-05-04,STRATBTC,0.0003891,0.0003891,0.0003891,0.0003891,0.0,0.0
