Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume GUP,Volume BTC
2019-07-03,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-07-02,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-07-01,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-30,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-29,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-28,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-27,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-26,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-25,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-24,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-23,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-22,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-21,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-20,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-19,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-18,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-17,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-16,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-15,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-14,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-13,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-12,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-11,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-10,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-09,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-08,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-07,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-06,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-05,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-04,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-03,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-02,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-06-01,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-31,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-30,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-29,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-28,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-27,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-26,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-25,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-24,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-23,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-22,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-21,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-20,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-19,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-18,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-17,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-16,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-15,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-14,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-13,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-12,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-11,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-10,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-09,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-08,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-07,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-06,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-05,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-04,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-03,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-02,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-05-01,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-30,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-29,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-28,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-27,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-26,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-25,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-24,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-23,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-22,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-21,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-20,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-19,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-18,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-17,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-16,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-15,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-14,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-13,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-12,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-11,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-10,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-09,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-08,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-07,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-06,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-05,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-04,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-03,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-02,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-04-01,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-31,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-30,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-29,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-28,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-27,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-26,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-25,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-24,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-23,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-22,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-21,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-20,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-19,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-18,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-17,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-16,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-15,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-14,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-13,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-12,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-11,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-10,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-09,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-08,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-07,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-06,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-05,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-04,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-03,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-02,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-03-01,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-02-28,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-02-27,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-02-26,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-02-25,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
2019-02-24,GUPBTC,5.07e-06,5.07e-06,5.07e-06,5.07e-06,0.0,0.0
