Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XMR,Volume KRW
2019-05-03,XMRKRW,74950,77850,73600,76850,3544839.54,267680279738.41
2019-05-02,XMRKRW,75200,76350,74050,74950,2210094.5,165616166995.1
2019-05-01,XMRKRW,72250,75650,71800,75200,1886421.56,138149390318.4
2019-04-30,XMRKRW,70200,72400,70050,72250,3981271.43,282574182571.11
2019-04-29,XMRKRW,71650,72200,68700,70200,3786968.47,268751142138.88
2019-04-28,XMRKRW,72950,74000,70900,71650,3142154.16,229372093811.03
2019-04-27,XMRKRW,72500,74600,72100,72950,1709830.8,124405236805.54
2019-04-26,XMRKRW,71850,75450,69650,72500,1646892.57,121371004854.68
2019-04-25,XMRKRW,79500,80000,71700,71850,2355229.25,185374741800.85
2019-04-24,XMRKRW,80150,82200,76500,79500,2330492.33,184425439615.02
2019-04-23,XMRKRW,79350,82300,78800,80150,2672780.24,214695163748.7
2019-04-22,XMRKRW,79650,80300,78500,79350,3516541.88,279189286205.17
2019-04-21,XMRKRW,80550,81000,77900,79650,1629323.52,128814003486.51
2019-04-20,XMRKRW,79100,80700,78500,80550,2641315.32,210670943036.72
2019-04-19,XMRKRW,79550,80250,77500,79100,2391691.37,188341606056.17
2019-04-18,XMRKRW,77550,80400,77250,79550,1912552.81,149812280613.84
2019-04-17,XMRKRW,79150,80700,76450,77550,3019947.84,236590265595.63
2019-04-16,XMRKRW,74500,80750,74200,79150,2652957.81,200522494086.51
2019-04-15,XMRKRW,77200,78700,74100,74500,2660267.65,204632487609.14
2019-04-14,XMRKRW,76200,78350,74850,77200,1911866.98,144715240117.67
2019-04-13,XMRKRW,77500,78950,75150,76200,1759198.06,135807934367.6
2019-04-12,XMRKRW,77600,80000,74500,77500,2147072.42,165484937564.22
2019-04-11,XMRKRW,82400,82600,71900,77600,1752984.67,137955669658.21
2019-04-10,XMRKRW,78850,82400,78650,82400,1562618.98,125057712164.88
2019-04-09,XMRKRW,81500,81800,78250,78850,1688733.83,135896505428.96
2019-04-08,XMRKRW,79200,83000,78250,81500,2001721.54,162162264833.75
2019-04-07,XMRKRW,77100,79900,76900,79200,2839338.12,223154066455.92
2019-04-06,XMRKRW,77500,79150,75950,77100,2815229.71,217350789922.2
2019-04-05,XMRKRW,72150,77550,71700,77500,2919425.23,214590536617.55
2019-04-04,XMRKRW,74900,75300,70000,72150,1982239.44,145848793102.34
2019-04-03,XMRKRW,77000,80800,72000,74900,2528993.72,197441476681.38
2019-04-02,XMRKRW,68700,78200,68000,77000,1503235.22,106302158122.19
2019-04-01,XMRKRW,63400,68950,63150,68700,4665850.63,306290903245.72
2019-03-19,XMRKRW,58100,58250,57800,57800,697.93,40569674.33
2019-03-18,XMRKRW,58200,59000,57400,58100,3385247.12,196299713638.92
2019-03-17,XMRKRW,59300,59350,57000,58200,4565113.45,265804473024.54
2019-03-16,XMRKRW,57850,60200,57600,59300,4562465.96,269591683903.0
2019-03-15,XMRKRW,57250,58150,56700,57850,8632360.43,498709106141.21
2019-03-14,XMRKRW,56500,58200,55400,57250,2303810.71,130029246522.53
2019-03-13,XMRKRW,55950,57150,55300,56500,9430288.76,528733132970.14
2019-03-12,XMRKRW,55050,56150,53700,55950,4182004.59,231571573507.82
2019-03-11,XMRKRW,55000,55200,53600,55050,5722706.2,312800121370.28
2019-03-10,XMRKRW,54550,55150,54200,55000,6230062.6,340927463906.77
2019-03-09,XMRKRW,54350,55500,54000,54550,6420587.44,352452388347.63
2019-03-08,XMRKRW,55250,55650,53500,54350,5184368.54,284884026448.8
2019-03-07,XMRKRW,54800,56050,54600,55250,2723492.25,150954531716.32
2019-03-06,XMRKRW,54100,54800,53100,54800,5581202.18,302631135158.54
2019-03-05,XMRKRW,52900,54950,52000,54100,2629552.17,140714421182.42
2019-03-04,XMRKRW,53850,54800,51350,52900,4505574.31,237855355733.05
2019-03-03,XMRKRW,53950,54700,53500,53850,1759306.31,95450145263.67
2019-03-02,XMRKRW,53700,53950,52900,53950,2782152.52,149554384468.47
2019-03-01,XMRKRW,53050,53950,53000,53700,564992.88,30197707623.12
2019-02-28,XMRKRW,54500,54500,52900,53050,2509175.36,135517914560.96
2019-02-27,XMRKRW,53300,54500,52850,54500,2248402.27,120470470433.57
2019-02-26,XMRKRW,53750,53850,52650,53300,3120669.76,167154201789.85
2019-02-25,XMRKRW,52950,54400,52950,53750,1972740.06,106192214196.18
2019-02-24,XMRKRW,58450,60500,52600,52950,2511479.32,144409678974.58
2019-02-23,XMRKRW,56600,58500,55250,58450,2607576.07,146872645501.75
2019-02-22,XMRKRW,54850,56700,54600,56600,1047915.0,58867856446.65
2019-02-21,XMRKRW,55800,56400,54400,54850,1041327.46,57331392741.33
2019-02-20,XMRKRW,56150,56650,54600,55800,2451524.36,135458800335.89
2019-02-19,XMRKRW,55700,57850,55000,56150,1073221.88,60925562202.44
2019-02-18,XMRKRW,52900,56700,52550,55700,1198937.9,65410036539.81
2019-02-17,XMRKRW,51550,53000,51300,52900,893408.73,46528784752.17
2019-02-16,XMRKRW,52100,53300,51550,51550,287616.27,15128807599.9
2019-02-15,XMRKRW,51700,53500,51150,52100,874305.23,45509140635.51
2019-02-14,XMRKRW,54150,54350,50350,51700,435768.49,23516213505.19
2019-02-13,XMRKRW,53700,55950,53050,54150,1117741.25,60479623761.74
2019-02-12,XMRKRW,52300,53950,51550,53700,1200874.47,63692151966.7
2019-02-11,XMRKRW,54650,54650,51400,52300,672644.6,35718830831.29
2019-02-10,XMRKRW,52550,54750,51350,54650,791860.23,41899198485.82
2019-02-09,XMRKRW,52300,53100,51900,52550,572676.03,30215275694.25
2019-02-08,XMRKRW,48190,54050,47910,52300,290282.92,15246371451.22
2019-02-07,XMRKRW,48090,48870,47560,48190,1170242.96,56525137874.29
2019-02-06,XMRKRW,47710,48100,46600,48090,766981.46,36310877879.04
2019-02-05,XMRKRW,47350,47980,47000,47710,648763.92,31000833272.11
2019-02-04,XMRKRW,47440,47750,46460,47350,2300.15,108007278.63
2019-02-03,XMRKRW,47790,48150,46710,47440,1341210.7,63734600995.53
2019-02-02,XMRKRW,47600,47950,45400,47790,10512631.85,499027923905.14
2019-02-01,XMRKRW,47850,48450,46600,47600,639156.51,30337572825.74
2019-01-31,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-30,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-29,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-28,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-27,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-26,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-25,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-24,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-23,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-22,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-21,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-20,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-19,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-18,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-17,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-16,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-15,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-14,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-13,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-12,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-11,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-10,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-09,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-08,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-07,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-06,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-05,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-04,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-03,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-02,XMRKRW,50650,50650,50650,50650,0.0,0.0
2019-01-01,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-31,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-30,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-29,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-28,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-27,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-26,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-25,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-24,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-23,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-22,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-21,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-20,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-19,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-18,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-17,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-16,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-15,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-14,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-13,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-12,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-11,XMRKRW,50650,51000,50650,51000,0.0,0.0
2018-12-10,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-09,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-08,XMRKRW,50650,50650,50650,50650,0.0,0.0
2018-12-07,XMRKRW,52400,52700,50050,50650,930305.83,47398301983.34
2018-12-06,XMRKRW,58700,60700,52300,52400,1921659.41,108556869598.85
2018-12-05,XMRKRW,64300,64850,58550,58700,1705074.63,105626716653.58
2018-12-04,XMRKRW,62200,67400,60300,64300,1645812.97,105406962924.2
2018-12-03,XMRKRW,67050,67450,60400,62200,1421211.93,90311874026.72
2018-12-02,XMRKRW,67150,69500,65400,67050,1767259.67,120249532801.82
2018-12-01,XMRKRW,65800,69700,64800,67150,4626255.65,314688350194.45
2018-11-30,XMRKRW,68900,71000,63900,65500,7703327.61,516964486097.09
2018-11-29,XMRKRW,71500,73700,67600,68900,5776556.5,405966708380.23
2018-11-28,XMRKRW,65650,73900,64300,71500,5793898.72,395061169112.49
2018-11-27,XMRKRW,61900,67250,59700,65650,1794470.59,110408291053.85
2018-11-26,XMRKRW,66700,69000,60250,61900,1856027.78,120349733163.12
2018-11-25,XMRKRW,67900,70000,61250,66700,940782.06,61207171904.77
2018-11-24,XMRKRW,76900,79800,67200,67900,1259847.5,90854921541.84
2018-11-23,XMRKRW,75700,77800,71100,76900,1556539.04,117632413741.26
2018-11-22,XMRKRW,79500,83200,70000,75700,1663238.63,130721766786.89
2018-11-21,XMRKRW,77100,81300,72700,79500,1652511.31,127717742425.34
2018-11-20,XMRKRW,84200,86500,73800,77100,1597380.75,133560648059.05
2018-11-19,XMRKRW,102000,103000,83600,84200,786065.89,78069485259.45
2018-11-18,XMRKRW,101500,106400,101000,102000,1550827.04,160380142898.64
2018-11-17,XMRKRW,100400,102000,97950,101500,2465818.53,246573177747.65
2018-11-16,XMRKRW,102800,103300,99700,100400,2845410.92,289814768177.37
2018-11-15,XMRKRW,106800,108700,95000,102800,2804935.89,291569219423.93
2018-11-14,XMRKRW,119800,120000,100600,106800,2502357.55,294763854808.46
2018-11-13,XMRKRW,120300,121400,118000,119800,3212612.33,384149982363.88
2018-11-12,XMRKRW,120600,122000,116500,120300,4523389.91,544166956168.53
2018-11-11,XMRKRW,119300,120700,116000,120600,5618772.02,661322928693.16
2018-11-10,XMRKRW,121600,122100,118400,119300,5808526.38,702050435290.57
2018-11-09,XMRKRW,123100,123300,119200,121600,7818049.9,950110792171.96
2018-11-08,XMRKRW,124800,125500,120500,123100,5830775.89,723783596410.56
2018-11-07,XMRKRW,126700,127000,122700,124800,4711451.98,589527469355.88
2018-11-06,XMRKRW,124900,128000,123600,126700,3314074.02,416555139101.71
2018-11-05,XMRKRW,126300,127300,121700,124900,4016052.8,499402438152.23
2018-11-04,XMRKRW,119800,127400,118500,126300,3807461.11,459307285737.71
2018-11-03,XMRKRW,119300,120500,117200,119800,2687693.47,317860252466.42
2018-11-02,XMRKRW,117100,120100,116600,119300,1722711.53,203654230823.97
2018-11-01,XMRKRW,117700,119200,115400,117100,1143420.53,133892982254.76
2018-10-31,XMRKRW,116300,119500,115800,117700,1259366.75,147859849738.99
2018-10-30,XMRKRW,113500,116900,113500,116300,1221824.8,141026916048.08
2018-10-29,XMRKRW,117500,117600,112000,113500,1503966.05,174087091076.04
2018-10-28,XMRKRW,117000,117500,114200,117500,838878.28,97271304758.48
2018-10-27,XMRKRW,117900,118500,115800,117000,1134726.86,133594165672.86
2018-10-26,XMRKRW,119600,119800,116800,117900,846485.05,100763603107.66
2018-10-25,XMRKRW,120400,120500,118100,119600,1062080.15,126718734938.33
2018-10-24,XMRKRW,121900,122800,119900,120400,972904.3,117760122282.84
2018-10-23,XMRKRW,119900,125000,119500,121900,659553.15,79582121684.93
2018-10-22,XMRKRW,118400,120000,117700,119900,974982.09,115600771350.68
2018-10-21,XMRKRW,118000,119700,117800,118400,898803.62,106598727827.29
2018-10-20,XMRKRW,119000,119000,117100,118000,1337788.2,158068736452.01
2018-10-19,XMRKRW,117000,119400,116600,119000,1367247.8,161754727024.56
2018-10-18,XMRKRW,119300,121200,116600,117000,1348332.74,160851471703.95
2018-10-17,XMRKRW,121600,121600,117500,119300,1161905.25,139340740478.99
2018-10-16,XMRKRW,120700,120700,120100,120100,0.0,0.0
2018-10-15,XMRKRW,115200,125400,113000,120700,1330906.31,157182168061.72
2018-10-14,XMRKRW,118000,119800,113600,115200,2076388.92,245398538228.97
2018-10-13,XMRKRW,116400,119000,116000,118000,2381067.21,280602663283.56
2018-10-12,XMRKRW,116200,121800,110000,116400,1973200.35,232032904447.99
2018-10-11,XMRKRW,129600,130600,116200,116200,1092153.77,130598848838.5
2018-10-10,XMRKRW,129100,130000,125600,129600,421612.57,53920913116.87
2018-10-09,XMRKRW,129700,130500,127500,129100,127239.77,16492419755.94
2018-10-08,XMRKRW,128700,132500,128100,129700,335464.73,43549210285.3
2018-10-07,XMRKRW,131100,131600,127600,128700,44540.28,5826979881.08
2018-10-06,XMRKRW,129700,131400,128400,131100,37163.87,4830330488.0
2018-10-05,XMRKRW,130400,130700,128400,129700,52059.3,6763318564.75
2018-10-04,XMRKRW,130100,132000,128100,130400,48767.67,6396504438.31
2018-10-03,XMRKRW,131000,132400,127200,130100,37306.07,4872986019.25
2018-10-02,XMRKRW,127300,135300,126500,131000,29906.1,3852806937.14
2018-10-01,XMRKRW,130200,130300,125800,127300,35434.13,4599787403.25
2018-09-30,XMRKRW,128300,130500,126700,130200,56715.16,7309627183.16
2018-09-29,XMRKRW,130300,131300,124000,128300,50134.43,6452558287.3
2018-09-28,XMRKRW,133400,135100,128500,130300,33056.5,4376067569.15
2018-09-27,XMRKRW,128900,135300,127300,133400,46246.9,6042575368.61
2018-09-26,XMRKRW,131500,133400,127500,128900,40000.63,5218194216.02
2018-09-25,XMRKRW,130400,131900,126700,131500,46499.7,5933279982.7
2018-09-24,XMRKRW,137600,138900,129000,130400,36228.63,4961506469.23
2018-09-23,XMRKRW,136300,143700,135100,137600,54837.84,7476901926.47
2018-09-22,XMRKRW,137000,141300,131100,136300,36707.81,5034587575.48
2018-09-21,XMRKRW,131200,138800,128100,137000,67066.64,8753372151.42
2018-09-20,XMRKRW,124600,131200,123400,131200,74799.51,9429332931.83
2018-09-19,XMRKRW,127300,129300,120400,124600,49167.47,6260919640.15
2018-09-18,XMRKRW,123000,130600,119200,127300,66989.35,8309767935.68
2018-09-17,XMRKRW,131700,136900,123000,123000,57292.89,7719846537.2
2018-09-16,XMRKRW,133700,134700,128000,131700,55998.09,7449078891.69
2018-09-15,XMRKRW,132700,138700,130700,133700,72962.3,9847874684.04
2018-09-14,XMRKRW,126100,133200,123000,132700,74159.38,9395507130.23
2018-09-13,XMRKRW,119500,132500,119300,126100,78427.48,9590500708.46
2018-09-12,XMRKRW,121200,121200,110700,119500,52817.27,6289120251.61
2018-09-11,XMRKRW,121500,125600,115600,121200,52831.39,6514075094.57
2018-09-10,XMRKRW,121900,126500,120200,121500,53039.05,6557879214.94
2018-09-09,XMRKRW,120000,128500,115000,121900,58518.91,6999006267.24
2018-09-08,XMRKRW,128000,132100,117600,120000,25884.79,3359719770.43
2018-09-07,XMRKRW,136000,139000,125500,128000,32176.94,4374500877.79
2018-09-06,XMRKRW,131200,139600,124200,136000,36862.71,4888657312.49
2018-09-05,XMRKRW,155500,158900,131200,131200,29700.25,4534144103.63
2018-09-04,XMRKRW,150500,157700,150100,155500,31059.87,4814535634.7
2018-09-03,XMRKRW,133800,152000,131300,150500,9779.41,1379110668.45
2018-09-02,XMRKRW,135500,138700,129500,133800,39953.76,5303751192.76
2018-09-01,XMRKRW,129800,139600,128200,135500,34265.55,4508241301.17
2018-08-31,XMRKRW,115900,135000,114600,129800,43886.4,5203765641.22
2018-08-30,XMRKRW,115000,119100,108100,115900,39313.66,4577102661.35
2018-08-29,XMRKRW,119000,120600,110000,115000,6584.1,767875310.78
2018-08-28,XMRKRW,116600,120000,113300,119000,3771.21,436536580.82
2018-08-27,XMRKRW,106200,118500,104800,116600,8094.96,864611163.66
2018-08-26,XMRKRW,105000,108000,102200,106200,321334.65,33707059729.62
2018-08-25,XMRKRW,105900,109900,103000,105000,5172.94,560794995.89
2018-08-24,XMRKRW,102000,106900,98000,105900,2490.6,254326391.09
2018-08-23,XMRKRW,102800,112000,100600,102000,1879.18,193070142.55
2018-08-22,XMRKRW,107800,113100,100000,102800,3219.76,345885600.65
2018-08-21,XMRKRW,108000,110500,105600,107800,1951.22,211167039.42
2018-08-20,XMRKRW,112800,118600,108000,108000,3849.05,436568442.76
2018-08-19,XMRKRW,111700,113900,109200,112800,1567.81,174815962.53
2018-08-18,XMRKRW,112100,120400,109800,111700,4401.58,507503188.17
2018-08-17,XMRKRW,106000,116600,104500,112100,6683.99,736413057.3
2018-08-16,XMRKRW,102400,108400,101700,106000,3617.85,380084028.53
2018-08-15,XMRKRW,99700,111300,99000,102400,6575.89,685088839.14
2018-08-14,XMRKRW,104300,104300,91500,99700,5777.78,559798567.07
2018-08-13,XMRKRW,108900,114000,102400,104300,5418.74,595737341.63
2018-08-12,XMRKRW,105100,105100,105100,105100,0.0,0.0
2018-08-11,XMRKRW,106200,108800,102100,105100,1197.22,126910445.67
2018-08-10,XMRKRW,116600,116600,104900,106200,1745.8,195079884.22
2018-08-09,XMRKRW,109100,117700,109100,116600,2086.39,238628057.83
2018-08-08,XMRKRW,123100,125000,108300,109100,4239.03,494201822.53
2018-08-07,XMRKRW,129200,134100,123100,123100,3746.93,486511198.27
2018-08-06,XMRKRW,135000,137300,129200,129200,2715.77,361365669.95
2018-08-05,XMRKRW,130900,135000,128500,135000,2902.56,382139294.07
2018-08-04,XMRKRW,136900,138800,128400,130900,3333.75,449044985.59
2018-08-03,XMRKRW,140000,140500,130000,136900,5309.1,711713814.36
2018-08-02,XMRKRW,142500,149700,138000,140000,12225.4,1756055944.63
2018-08-01,XMRKRW,139300,149600,135100,142500,14525.91,2049049782.87
2018-07-31,XMRKRW,148800,150800,136100,139300,8526.7,1220285676.29
2018-07-30,XMRKRW,151100,152500,144600,148800,7492.04,1117323723.46
2018-07-29,XMRKRW,155300,159000,150800,151100,8239.52,1272736104.71
2018-07-28,XMRKRW,155900,158900,153700,155300,7218.5,1122780463.38
2018-07-27,XMRKRW,154000,160000,150500,155900,18240.93,2805687307.43
2018-07-26,XMRKRW,160100,174400,150200,154000,18356.66,2967850614.5
2018-07-25,XMRKRW,157000,175000,155500,160100,15320.92,2461827190.07
2018-07-24,XMRKRW,150000,197800,149000,157000,68829.16,11565346309.63
