Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XVG,Volume BTC
2018-06-15,XVGBTC,4.52e-06,4.6e-06,4.47e-06,4.48e-06,1077000.0,4.88
2018-06-14,XVGBTC,4.34e-06,4.77e-06,4.3e-06,4.52e-06,4064000.0,18.3
2018-06-13,XVGBTC,4.23e-06,4.34e-06,4.04e-06,4.34e-06,2666000.0,11.1
2018-06-12,XVGBTC,4.7e-06,4.7e-06,4.19e-06,4.23e-06,5184000.0,22.56
2018-06-11,XVGBTC,4.63e-06,4.81e-06,4.51e-06,4.7e-06,2378000.0,11.02
2018-06-10,XVGBTC,4.94e-06,5.05e-06,4.54e-06,4.63e-06,3450000.0,16.73
2018-06-09,XVGBTC,5.11e-06,5.15e-06,4.91e-06,4.94e-06,1172000.0,5.9
2018-06-08,XVGBTC,4.98e-06,5.19e-06,4.89e-06,5.11e-06,4089000.0,20.47
2018-06-07,XVGBTC,5.07e-06,5.12e-06,4.94e-06,4.98e-06,1927000.0,9.68
2018-06-06,XVGBTC,5.2e-06,5.2e-06,5.03e-06,5.07e-06,2491000.0,12.73
2018-06-05,XVGBTC,5.27e-06,5.27e-06,5.08e-06,5.2e-06,1252000.0,6.51
2018-06-04,XVGBTC,5.51e-06,5.53e-06,5.17e-06,5.27e-06,2892000.0,15.49
2018-06-03,XVGBTC,5.33e-06,5.65e-06,5.32e-06,5.51e-06,2767000.0,15.22
2018-06-02,XVGBTC,5.13e-06,5.43e-06,5.1e-06,5.33e-06,2925000.0,15.28
2018-06-01,XVGBTC,5.21e-06,5.27e-06,5.11e-06,5.13e-06,1951000.0,10.08
2018-05-31,XVGBTC,5.14e-06,5.3e-06,5.06e-06,5.21e-06,3729000.0,19.4
2018-05-30,XVGBTC,5.18e-06,5.35e-06,5.02e-06,5.14e-06,3279000.0,16.93
2018-05-29,XVGBTC,4.9e-06,5.42e-06,4.9e-06,5.18e-06,6198000.0,32.2
2018-05-28,XVGBTC,5.43e-06,5.76e-06,4.86e-06,4.9e-06,7842000.0,40.93
2018-05-27,XVGBTC,5.43e-06,5.46e-06,5.37e-06,5.43e-06,1846000.0,9.98
2018-05-26,XVGBTC,5.48e-06,5.57e-06,5.38e-06,5.43e-06,2290000.0,12.57
2018-05-25,XVGBTC,5.77e-06,5.81e-06,5.45e-06,5.48e-06,2783000.0,15.63
