Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume LTC,Volume ILS
2019-05-08,LTCILS,262.66,263,262.66,263,29.18,7673.57
2019-05-07,LTCILS,252.01,281.76,252.01,262.66,4.47,1251.29
2019-05-06,LTCILS,295.42,295.42,252.01,252.01,10.34,2745.01
2019-05-05,LTCILS,279,314.9,279,295.42,46.55,14588.23
2019-05-04,LTCILS,290,290,279,279,3.66,1021.82
2019-05-03,LTCILS,265,290.05,265,290,6.62,1920.15
2019-05-02,LTCILS,265,265,265,265,0.0,0.0
2019-05-01,LTCILS,255.25,265.01,255.25,265,5.92,1569.62
2019-04-30,LTCILS,266,279.74,255.25,255.25,7.98,2212.1
2019-04-29,LTCILS,266,266,266,266,0.0,0.0
2019-04-28,LTCILS,266,266,266,266,0.0,0.0
2019-04-27,LTCILS,266,266,266,266,0.0,0.0
2019-04-26,LTCILS,250.07,276.59,250.07,266,37.16,9711.58
2019-04-25,LTCILS,259.47,259.47,250.07,250.07,5.25,1312.38
2019-04-24,LTCILS,268.7,268.7,259.47,259.47,2.44,640.31
2019-04-23,LTCILS,280,289.06,268.7,268.7,64.71,17668.34
2019-04-22,LTCILS,280,280,280,280,0.0,0.0
2019-04-21,LTCILS,289.87,289.87,280,280,1.48,414.03
2019-04-20,LTCILS,295.76,295.76,289.87,289.87,0.1035,30.0
2019-04-19,LTCILS,324.67,324.67,295.12,295.76,4.1,1209.9
2019-04-18,LTCILS,344.89,344.89,285,324.67,71.69,20951.46
2019-04-17,LTCILS,282.7,344.89,282.7,344.89,6.85,2333.11
2019-04-16,LTCILS,282.7,282.7,282.7,282.7,0.0,0.0
2019-04-15,LTCILS,269.87,293.51,269.87,282.7,3.42,1002.38
2019-04-14,LTCILS,276.69,276.69,263.01,269.87,7.35,1948.5
2019-04-13,LTCILS,286.12,286.12,276.69,276.69,13.59,3760.0
2019-04-12,LTCILS,280,286.12,273.59,286.12,18.79,5356.38
2019-04-11,LTCILS,315,315,280,280,4.85,1358.0
2019-04-10,LTCILS,310.97,322.42,291,315,41.8,13172.38
2019-04-09,LTCILS,309.29,311.63,309.29,310.97,0.3463,107.82
2019-04-08,LTCILS,324.01,324.01,295,309.29,21.0,6350.05
2019-04-07,LTCILS,317,324.01,317,324.01,24.79,8032.32
2019-04-06,LTCILS,310,317,310,317,8.38,2649.84
2019-04-05,LTCILS,297.95,310,297.95,310,23.41,7104.1
2019-04-04,LTCILS,225,344.89,225,297.95,39.29,10830.21
2019-04-03,LTCILS,269,330,225,225,52.17,14995.12
2019-04-02,LTCILS,220,269,220,269,87.29,21876.8
2019-04-01,LTCILS,216,220.01,216,220,25.41,5589.37
2019-03-31,LTCILS,216,216,216,216,0.0,0.0
2019-03-30,LTCILS,216,216,216,216,0.0,0.0
2019-03-29,LTCILS,216,216,216,216,0.0,0.0
2019-03-28,LTCILS,216,216,216,216,0.0,0.0
2019-03-27,LTCILS,216,216,216,216,2.17,468.32
2019-03-26,LTCILS,216,216,216,216,0.0,0.0
2019-03-25,LTCILS,216,216,216,216,0.0,0.0
2019-03-24,LTCILS,216,216,216,216,0.0,0.0
2019-03-23,LTCILS,181.97,216,181.97,216,13.39,2892.72
2019-03-22,LTCILS,181.97,181.97,181.97,181.97,0.0,0.0
2019-03-21,LTCILS,181.97,181.97,181.97,181.97,0.0,0.0
2019-03-20,LTCILS,181.97,181.97,181.97,181.97,0.0,0.0
2019-03-19,LTCILS,181.97,181.97,181.97,181.97,0.0,0.0
2019-03-18,LTCILS,181.97,181.97,181.97,181.97,0.0,0.0
2019-03-17,LTCILS,237.89,237.89,181.97,181.97,0.6054,110.17
2019-03-16,LTCILS,237.89,237.89,221.49,237.89,11.06,2500.0
2019-03-15,LTCILS,204.8,237.89,204.8,237.89,10.88,2500.0
2019-03-14,LTCILS,204.8,204.8,204.8,204.8,0.0,0.0
2019-03-13,LTCILS,201.5,204.8,201.5,204.8,5.32,1089.0
2019-03-12,LTCILS,180,201.5,180,201.5,3.55,715.52
2019-03-11,LTCILS,199.9,199.9,23.8,180,227.0,23509.18
2019-03-10,LTCILS,238.89,238.89,199.9,199.9,2.92,583.75
2019-03-09,LTCILS,202,238.89,202,238.89,21.58,5000.0
2019-03-08,LTCILS,200,210.55,200,202,9.64,1980.2
2019-03-07,LTCILS,192.74,200,192.74,200,20.0,4000.0
2019-03-06,LTCILS,189,203.01,189,192.74,56.2,11135.09
2019-03-05,LTCILS,168.85,189,168.85,189,11.18,2042.6
2019-03-04,LTCILS,167.29,168.85,149.73,168.85,11.83,1806.66
2019-03-03,LTCILS,165,169.98,165,167.29,2.06,344.78
2019-03-02,LTCILS,170,170,165,165,8.71,1440.24
2019-03-01,LTCILS,154.94,170,154.94,170,28.28,4807.63
2019-02-28,LTCILS,133.98,166.99,133.98,154.94,3.7,595.7
2019-02-27,LTCILS,162.68,163,133.98,133.98,6.02,957.35
2019-02-26,LTCILS,162.68,162.68,162.68,162.68,0.0,0.0
2019-02-25,LTCILS,156,170,156,162.68,0.725,121.6
2019-02-24,LTCILS,190,190,156,156,30.72,5037.8
2019-02-23,LTCILS,182.26,190,172,190,35.71,6328.36
2019-02-22,LTCILS,182.26,182.26,182.26,182.26,0.0,0.0
2019-02-21,LTCILS,180,182.26,155.83,182.26,7.83,1403.48
2019-02-20,LTCILS,153.64,185,153.64,180,6.04,1104.52
2019-02-19,LTCILS,165.66,175.31,153.64,153.64,15.14,2608.3
2019-02-18,LTCILS,153.74,165.7,153.74,165.66,4.99,822.25
2019-02-17,LTCILS,153.74,153.74,153.74,153.74,0.0,0.0
2019-02-16,LTCILS,143.02,161.9,143.02,153.74,24.11,3866.93
2019-02-15,LTCILS,143.02,143.02,143.02,143.02,0.0,0.0
2019-02-14,LTCILS,143.02,143.02,143.02,143.02,0.0,0.0
2019-02-13,LTCILS,149.09,149.09,143.02,143.02,1.2,171.08
2019-02-12,LTCILS,149.09,149.09,149.09,149.09,0.0,0.0
2019-02-11,LTCILS,172.72,172.72,148.8,149.09,221.64,36351.67
2019-02-10,LTCILS,150,172.72,140.21,172.72,73.6,12127.21
2019-02-09,LTCILS,150,155,150,150,24.03,3616.32
2019-02-08,LTCILS,125.49,150,124.99,150,155.96,19961.04
2019-02-07,LTCILS,125.49,125.49,125.49,125.49,0.0,0.0
2019-02-06,LTCILS,125.49,125.49,125.49,125.49,0.0,0.0
2019-02-05,LTCILS,120.8,125.49,120.8,125.49,1.59,199.0
2019-02-04,LTCILS,120.8,120.8,120.8,120.8,0.0,0.0
2019-02-03,LTCILS,123.97,123.97,120.8,120.8,3.21,388.14
2019-02-02,LTCILS,121,123.97,121,123.97,0.7198,89.23
2019-02-01,LTCILS,114,121,114,121,2.0,242.0
2019-01-31,LTCILS,119,119,114,114,2.14,246.29
2019-01-30,LTCILS,118,119,116,119,2.15,251.0
2019-01-29,LTCILS,118,118,118,118,0.0,0.0
2019-01-28,LTCILS,125.37,125.37,118,118,1.5,177.0
2019-01-27,LTCILS,125.37,125.37,125.37,125.37,0.0,0.0
2019-01-26,LTCILS,123.87,125.37,123.87,125.37,0.7937,99.5
2019-01-25,LTCILS,121,123.87,121,123.87,4.02,497.49
2019-01-24,LTCILS,121,121,121,121,0.0,0.0
2019-01-23,LTCILS,125.87,125.87,121,121,1.47,178.06
2019-01-22,LTCILS,130,130,125.87,125.87,1.47,185.28
2019-01-21,LTCILS,130,130,130,130,0.0,0.0
2019-01-20,LTCILS,120,130,120,130,0.1154,15.01
2019-01-19,LTCILS,115,120,115,120,0.125,15.0
2019-01-18,LTCILS,115,115,115,115,0.0,0.0
2019-01-17,LTCILS,115,115,115,115,0.0,0.0
2019-01-16,LTCILS,115,115,115,115,0.0,0.0
2019-01-15,LTCILS,115,115,115,115,0.0,0.0
2019-01-14,LTCILS,117,117,114.94,115,22.8,2620.14
2019-01-13,LTCILS,117,117,117,117,0.0,0.0
2019-01-12,LTCILS,117,117,117,117,0.0,0.0
2019-01-11,LTCILS,121.05,121.05,117,117,17.03,1992.35
2019-01-10,LTCILS,149.89,149.89,119.66,121.05,24.01,3174.23
2019-01-09,LTCILS,141.71,149.89,141.71,149.89,113.08,16900.9
2019-01-08,LTCILS,147,147,141.71,141.71,37.42,5386.02
2019-01-07,LTCILS,138.29,149,135.89,147,21.07,2996.94
2019-01-06,LTCILS,131,140.09,131,138.29,10.63,1467.89
2019-01-05,LTCILS,129.89,131,129.89,131,15.4,2002.66
2019-01-04,LTCILS,119.91,129.89,119.91,129.89,68.94,8955.22
2019-01-03,LTCILS,120.5,120.5,119,119.91,17.56,2097.02
2019-01-02,LTCILS,122.67,122.67,120.5,120.5,2.94,354.0
2019-01-01,LTCILS,122.67,122.67,122.67,122.67,0.0,0.0
2018-12-31,LTCILS,112.9,122.67,110.11,122.67,8.64,1052.75
2018-12-30,LTCILS,120,120,112.9,112.9,4.38,494.22
2018-12-29,LTCILS,110,120,110,120,1.0,120.0
2018-12-28,LTCILS,105,110,103.99,110,45.13,4793.52
2018-12-27,LTCILS,117.17,117.17,105,105,1.15,121.23
2018-12-26,LTCILS,105,119.18,105,117.17,252.85,29663.79
2018-12-25,LTCILS,102.9,118.57,102.9,105,17.87,2086.17
2018-12-24,LTCILS,100,120,100,102.9,13.84,1519.65
2018-12-23,LTCILS,118.89,119.89,100,100,10.98,1257.52
2018-12-22,LTCILS,118.78,118.89,118.78,118.89,8.37,995.02
2018-12-21,LTCILS,115,118.89,115,118.78,25.26,2979.65
2018-12-20,LTCILS,115,115,112,115,3.52,403.71
2018-12-19,LTCILS,105.94,117.6,101.11,115,34.17,3912.1
2018-12-18,LTCILS,105,110.69,105,105.94,16.36,1800.56
2018-12-17,LTCILS,65,111,65,105,156.89,16836.84
2018-12-16,LTCILS,63.12,65.51,63.12,65,8.95,580.95
2018-12-15,LTCILS,86,86.38,63.12,63.12,55.73,4771.65
2018-12-14,LTCILS,90,90,86,86,23.21,2013.85
2018-12-13,LTCILS,94.13,94.13,90,90,28.96,2614.5
2018-12-12,LTCILS,95.1,95.1,93.63,94.13,7.38,694.85
2018-12-11,LTCILS,95.1,95.1,95.1,95.1,0.0,0.0
2018-12-10,LTCILS,87.72,95.1,87.72,95.1,5.21,495.0
2018-12-09,LTCILS,86,110.89,86,87.72,15.17,1512.22
2018-12-08,LTCILS,93,94.18,86,86,13.85,1229.45
2018-12-07,LTCILS,100,100,90.11,93,79.89,7400.99
2018-12-06,LTCILS,100,119.89,100,100,51.97,5361.24
2018-12-05,LTCILS,100,100,100,100,0.0,0.0
2018-12-04,LTCILS,100,100,100,100,0.0,0.0
2018-12-03,LTCILS,121.33,121.42,100,100,45.5,4901.98
2018-12-02,LTCILS,128,128,121.33,121.33,1.01,123.14
2018-12-01,LTCILS,118.92,128,118.92,128,0.2175,27.84
2018-11-30,LTCILS,133,133,118.91,118.92,25.75,3062.33
2018-11-29,LTCILS,125.1,133,125.1,133,4.0,532.0
2018-11-28,LTCILS,99.92,144.89,99.92,125.1,12.99,1650.84
2018-11-27,LTCILS,106.4,120.85,99.92,99.92,3.45,399.96
2018-11-26,LTCILS,122.28,124.81,101,106.4,69.73,7774.67
2018-11-25,LTCILS,113.33,122.39,101.13,122.28,3.28,373.63
2018-11-24,LTCILS,122.62,122.62,113.33,113.33,27.35,3136.31
2018-11-23,LTCILS,121,122.62,113.34,122.62,13.45,1583.09
2018-11-22,LTCILS,121.01,150,121,121,14.95,1972.0
2018-11-21,LTCILS,121,121.01,121,121.01,1.99,241.34
2018-11-20,LTCILS,130.03,131.24,121,121,124.36,15928.98
2018-11-19,LTCILS,141.01,171.66,130.03,130.03,21.26,2812.49
2018-11-18,LTCILS,141.01,141.01,141.01,141.01,0.0,0.0
2018-11-17,LTCILS,141.01,141.01,141.01,141.01,0.0,0.0
2018-11-16,LTCILS,141.01,141.01,141.01,141.01,0.0,0.0
2018-11-15,LTCILS,170,170,141.01,141.01,72.47,11270.89
2018-11-14,LTCILS,194.89,194.89,170,170,4.15,710.88
2018-11-13,LTCILS,193.14,194.89,191.58,194.89,21.77,4198.98
2018-11-12,LTCILS,193.14,193.14,193.14,193.14,0.0,0.0
2018-11-11,LTCILS,193.14,193.14,193.14,193.14,0.0,0.0
2018-11-10,LTCILS,193.14,193.14,193.14,193.14,0.0,0.0
2018-11-09,LTCILS,194.76,194.76,193.14,193.14,0.6321,122.09
2018-11-08,LTCILS,198.67,198.67,194.76,194.76,1.0,194.76
2018-11-07,LTCILS,175,198.67,175,198.67,4.68,918.96
2018-11-06,LTCILS,175,175,175,175,0.0,0.0
2018-11-05,LTCILS,155,175.01,155,175,21.43,3750.54
2018-11-04,LTCILS,155,155,155,155,0.0,0.0
2018-11-03,LTCILS,170.15,170.15,155,155,3.01,497.88
2018-11-02,LTCILS,170.15,170.15,170.15,170.15,0.0,0.0
2018-11-01,LTCILS,180,182.89,170.15,170.15,53.51,9779.55
2018-10-31,LTCILS,180,180,180,180,0.0,0.0
2018-10-30,LTCILS,182,182,180,180,1.97,353.93
2018-10-29,LTCILS,185,185,182,182,8.48,1544.02
2018-10-28,LTCILS,191.89,191.89,185,185,5.48,1014.68
2018-10-27,LTCILS,194,194,190,191.89,23.36,4480.46
2018-10-26,LTCILS,234.98,234.98,190,194,6.86,1316.98
2018-10-25,LTCILS,193,234.98,193,234.98,4.18,972.74
2018-10-24,LTCILS,192.89,193,192.89,193,28.91,5577.21
2018-10-23,LTCILS,182.02,192.89,182.02,192.89,20.61,3975.25
2018-10-22,LTCILS,182.02,182.02,182.02,182.02,0.0,0.0
2018-10-21,LTCILS,182.02,182.02,182.02,182.02,0.0,0.0
2018-10-20,LTCILS,182.02,182.02,182.02,182.02,0.0,0.0
2018-10-19,LTCILS,182.02,182.02,182.02,182.02,0.0,0.0
2018-10-18,LTCILS,182.02,182.02,182.02,182.02,0.0,0.0
2018-10-17,LTCILS,248.89,248.89,182.02,182.02,0.2987,54.37
2018-10-16,LTCILS,210,248.89,210,248.89,1.38,343.89
2018-10-15,LTCILS,193,210,193,210,54.39,10853.94
2018-10-14,LTCILS,182,193,182,193,0.4695,90.61
2018-10-13,LTCILS,182,182,182,182,0.0,0.0
2018-10-12,LTCILS,182,182,182,182,0.0,0.0
2018-10-11,LTCILS,207.48,207.48,182,182,48.08,8979.02
2018-10-10,LTCILS,199.11,207.48,199.11,207.48,1.68,348.26
2018-10-09,LTCILS,212.9,212.9,189.36,199.11,50.95,9707.1
2018-10-08,LTCILS,195,228.13,195,212.9,15.91,3556.64
2018-10-07,LTCILS,208.35,208.35,195,195,5.0,975.46
2018-10-06,LTCILS,205,209.26,205,208.35,47.0,9809.79
2018-10-05,LTCILS,205,205,205,205,0.0,0.0
2018-10-04,LTCILS,184.01,239.21,184.01,205,26.0,5844.13
2018-10-03,LTCILS,184.01,184.02,184.01,184.01,0.995,183.09
2018-10-02,LTCILS,220,220,184.01,184.01,3.41,627.37
2018-10-01,LTCILS,220,220,220,220,0.0,0.0
2018-09-30,LTCILS,239.85,240.89,220,220,18.0,4168.9
2018-09-29,LTCILS,239.85,239.85,239.85,239.85,0.0,0.0
2018-09-28,LTCILS,219.98,239.85,219.98,239.85,13.22,3084.58
2018-09-27,LTCILS,212.19,219.98,208.78,219.98,34.36,7185.15
2018-09-26,LTCILS,216.98,216.98,206.19,212.19,0.3734,78.36
2018-09-25,LTCILS,212,216.98,190,216.98,3.13,609.01
2018-09-24,LTCILS,212,212,212,212,0.0,0.0
2018-09-23,LTCILS,210.99,212,191.33,212,9.11,1866.01
2018-09-22,LTCILS,210.99,210.99,210.99,210.99,0.0,0.0
2018-09-21,LTCILS,195,210.99,194.99,210.99,25.22,5061.18
2018-09-20,LTCILS,180.03,195,165,195,16.83,3054.92
2018-09-19,LTCILS,180.03,180.03,180.03,180.03,0.0,0.0
2018-09-18,LTCILS,183,183,180.03,180.03,1.0,180.03
2018-09-17,LTCILS,202.45,202.45,183,183,26.54,5079.19
2018-09-16,LTCILS,202.45,202.45,202.45,202.45,0.0,0.0
2018-09-15,LTCILS,209.35,209.35,202.45,202.45,2.8,566.87
2018-09-14,LTCILS,198.78,209.35,189,209.35,10.12,1915.7
2018-09-13,LTCILS,171,198.8,171,198.78,39.25,7685.69
2018-09-12,LTCILS,181.14,181.14,171,171,37.8,6636.9
2018-09-11,LTCILS,193.06,193.06,181.14,181.14,12.77,2376.28
2018-09-10,LTCILS,193.06,193.06,193.06,193.06,0.0,0.0
2018-09-09,LTCILS,190,200,186,193.06,12.29,2303.0
2018-09-08,LTCILS,207.72,207.72,190,190,21.99,4232.5
2018-09-07,LTCILS,196.12,207.72,196.12,207.72,19.14,3974.74
2018-09-06,LTCILS,219,219,195,196.12,55.57,11280.59
2018-09-05,LTCILS,228.27,246.35,219,219,32.14,7189.41
2018-09-04,LTCILS,222.53,228.27,222.53,228.27,5.78,1314.35
2018-09-03,LTCILS,240.05,240.05,222.53,222.53,5.53,1233.04
2018-09-02,LTCILS,245.37,245.37,240.05,240.05,19.31,4639.0
2018-09-01,LTCILS,214,245.37,214,245.37,46.22,11286.6
2018-08-31,LTCILS,214,214,214,214,30.65,6559.96
2018-08-30,LTCILS,208.83,216.63,208.83,214,27.16,5873.63
2018-08-29,LTCILS,220,220,208.83,208.83,0.8352,180.0
2018-08-28,LTCILS,215.59,220,215.59,220,0.6342,139.48
2018-08-27,LTCILS,199,215.59,199,215.59,5.64,1205.0
2018-08-26,LTCILS,199.74,199.74,199,199,1.12,222.72
2018-08-25,LTCILS,199.74,199.74,199.74,199.74,0.0,0.0
2018-08-24,LTCILS,211,211,198.93,199.74,21.06,4195.02
2018-08-23,LTCILS,211,211,211,211,0.0,0.0
2018-08-22,LTCILS,203.92,231.92,203.92,211,0.1125,25.05
2018-08-21,LTCILS,213.63,213.63,203.92,203.92,1.0,203.92
2018-08-20,LTCILS,213.63,213.63,213.63,213.63,0.0,0.0
2018-08-19,LTCILS,213.63,213.63,213.63,213.63,0.0,0.0
2018-08-18,LTCILS,215.66,222,213.63,213.63,7.88,1727.17
2018-08-17,LTCILS,203.02,215.66,203.02,215.66,0.4173,90.0
2018-08-16,LTCILS,203.02,203.02,203.02,203.02,13.4,2720.47
2018-08-15,LTCILS,190.55,298.45,190.55,203.02,3.25,684.49
2018-08-14,LTCILS,210,210,190,190.55,61.95,11804.61
2018-08-13,LTCILS,235,235,210,210,5.1,1071.28
2018-08-12,LTCILS,216.05,216.05,216.05,216.05,0.0,0.0
2018-08-11,LTCILS,225.85,225.85,216.05,216.05,4.87,1070.0
2018-08-10,LTCILS,248,248,225.85,225.85,33.17,7901.99
2018-08-09,LTCILS,235,270,228,248,45.99,11380.33
2018-08-08,LTCILS,248.24,248.24,235,235,68.59,16165.42
2018-08-07,LTCILS,269.01,269.01,248.24,248.24,28.64,7456.79
2018-08-06,LTCILS,265.9,279.79,265.9,269.01,36.32,10051.08
2018-08-05,LTCILS,276.74,276.74,265.9,265.9,0.1166,31.0
2018-08-04,LTCILS,282,282,276.74,276.74,32.0,8855.68
2018-08-03,LTCILS,270,282,270,282,6.96,1948.73
2018-08-02,LTCILS,266.6,281.19,264.27,270,15.05,4173.41
2018-08-01,LTCILS,275,283,266.5,266.6,29.01,7766.37
2018-07-31,LTCILS,290,290,275,275,0.5091,140.0
2018-07-30,LTCILS,290,290,290,290,14.03,4068.56
2018-07-29,LTCILS,284.9,290,284.9,290,1.0,290.0
2018-07-28,LTCILS,265.41,284.9,265.41,284.9,7.45,2121.37
2018-07-27,LTCILS,309.9,309.9,265.41,265.41,0.8637,230.2
2018-07-26,LTCILS,309.9,309.9,309.9,309.9,0.0,0.0
2018-07-25,LTCILS,311.26,314.9,309.9,309.9,26.54,8350.12
2018-07-24,LTCILS,290,311.26,290,311.26,2.64,815.22
2018-07-23,LTCILS,290,290,290,290,0.0,0.0
2018-07-22,LTCILS,290,290,290,290,0.0,0.0
2018-07-21,LTCILS,317.91,317.91,290,290,1.37,397.3
2018-07-20,LTCILS,317.91,317.91,317.91,317.91,0.0,0.0
2018-07-19,LTCILS,330,330,310,317.91,12.74,3975.5
2018-07-18,LTCILS,316.1,343.59,316.1,330,17.43,5730.12
2018-07-17,LTCILS,284,316.1,281.76,316.1,50.67,15486.09
2018-07-16,LTCILS,281.58,284,281.58,284,5.0,1420.0
2018-07-15,LTCILS,281.58,281.58,281.58,281.58,0.0,0.0
2018-07-14,LTCILS,281.58,281.58,281.58,281.58,0.0,0.0
2018-07-13,LTCILS,261.03,281.58,261.03,281.58,23.03,6483.17
2018-07-12,LTCILS,283,283,261.03,261.03,12.76,3355.02
2018-07-11,LTCILS,287.34,287.34,277.1,283,7.18,2013.62
2018-07-10,LTCILS,300,300,268.01,287.34,8.75,2383.16
2018-07-09,LTCILS,308.59,308.59,300,300,7.01,2104.4
2018-07-08,LTCILS,273.76,308.59,273.76,308.59,0.6,185.15
2018-07-07,LTCILS,300,300,273.76,273.76,2.21,626.56
2018-07-06,LTCILS,300,300,300,300,0.0,0.0
2018-07-05,LTCILS,303.97,303.97,300,300,1.41,423.49
2018-07-04,LTCILS,310,315,303.97,303.97,4.51,1407.77
2018-07-03,LTCILS,310,320,310,310,30.95,9826.49
2018-07-02,LTCILS,282.24,313.02,260,310,66.66,20260.51
2018-07-01,LTCILS,300,300,280,282.24,11.46,3258.29
2018-06-30,LTCILS,276,300,276,300,1.86,558.82
2018-06-29,LTCILS,276.13,285.34,267.5,276,13.54,3682.76
2018-06-28,LTCILS,286.37,291,270,276.13,58.73,16270.59
2018-06-27,LTCILS,276.9,291.33,276.9,286.37,5.57,1574.6
2018-06-26,LTCILS,291.5,301.9,276.22,276.9,117.95,34489.63
2018-06-25,LTCILS,296.45,301.72,286.86,291.5,22.05,6435.62
2018-06-24,LTCILS,321.99,321.99,262,296.45,100.36,29174.54
2018-06-23,LTCILS,302,321.99,293.08,321.99,16.26,5001.4
2018-06-22,LTCILS,354.9,354.9,295.24,302,134.68,40930.5
2018-06-21,LTCILS,350,355,350,354.9,17.34,6140.05
2018-06-20,LTCILS,379,379,350,350,57.31,20102.06
2018-06-19,LTCILS,356.1,380.99,356.1,379,52.47,19148.28
2018-06-18,LTCILS,340.99,356.1,340.99,356.1,64.8,22576.14
2018-06-17,LTCILS,343,357.14,100.01,340.99,270.24,64362.92
2018-06-16,LTCILS,355,355,343,343,27.19,9643.96
2018-06-15,LTCILS,358.64,366.67,350,355,39.75,14094.1
2018-06-14,LTCILS,337.7,385,337.7,358.64,30.36,10870.75
2018-06-13,LTCILS,360,360,337.7,337.7,18.28,6301.85
2018-06-12,LTCILS,396.16,396.16,360,360,31.38,12081.83
2018-06-11,LTCILS,376,422.15,370.66,396.16,2.17,885.63
2018-06-10,LTCILS,425.99,425.99,376,376,80.67,32650.58
2018-06-09,LTCILS,420.02,425.99,420.02,425.99,14.76,6285.99
2018-06-08,LTCILS,420.02,420.02,420.02,420.02,0.0,0.0
2018-06-07,LTCILS,415,425.42,415,420.02,4.67,1971.82
2018-06-06,LTCILS,435.59,435.59,415,415,10.53,4506.79
2018-06-05,LTCILS,430.6,435.59,415.01,435.59,9.38,4058.88
2018-06-04,LTCILS,435.77,445.37,421.01,430.6,15.31,6672.4
2018-06-03,LTCILS,421.67,460.78,421.67,435.77,31.01,14039.1
2018-06-02,LTCILS,421,445.9,421,421.67,19.71,8728.91
2018-06-01,LTCILS,407.77,422.12,407.77,421,7.13,3002.42
2018-05-31,LTCILS,407.83,439.78,407.77,407.77,26.42,11153.91
2018-05-30,LTCILS,440,440,407.83,407.83,0.7392,301.8
2018-05-29,LTCILS,400,461,395,440,69.44,30749.16
2018-05-28,LTCILS,414.01,418,400,400,33.14,13566.5
2018-05-27,LTCILS,420,430,414.01,414.01,74.04,31500.82
2018-05-26,LTCILS,439.9,454.66,420,420,9.75,4197.43
2018-05-25,LTCILS,410.76,457.22,410.76,439.9,12.66,5462.04
2018-05-24,LTCILS,434.78,434.78,410.76,410.76,15.06,6298.75
2018-05-23,LTCILS,460,460,434.78,434.78,18.42,8313.91
2018-05-22,LTCILS,470,470,460,460,32.92,15239.8
2018-05-21,LTCILS,489.9,489.9,460,470,24.11,11292.72
2018-05-20,LTCILS,462,493.8,462,489.9,60.61,29850.14
2018-05-19,LTCILS,462,462,462,462,0.0,0.0
2018-05-18,LTCILS,462,462,462,462,0.0,0.0
2018-05-17,LTCILS,487.9,493.9,455.87,462,39.39,19103.98
2018-05-16,LTCILS,501,501,450.58,487.9,45.12,21534.52
2018-05-15,LTCILS,520,520,501,501,4.98,2492.64
2018-05-14,LTCILS,513,520,482,520,18.02,9001.7
2018-05-13,LTCILS,507.86,513,507.86,513,3.67,1870.23
2018-05-12,LTCILS,480,512.99,465.45,507.86,21.73,10730.15
2018-05-11,LTCILS,531,531,480,480,19.79,9861.04
2018-05-10,LTCILS,548.91,548.91,531,531,24.53,13392.59
2018-05-09,LTCILS,535,549.01,509,548.91,52.14,28055.87
2018-05-08,LTCILS,575,575,530.68,535,20.59,11021.58
2018-05-07,LTCILS,595,595,500,575,85.24,44860.89
2018-05-06,LTCILS,600,600,560,595,26.82,15420.38
2018-05-05,LTCILS,580,600,537,600,56.87,32951.22
2018-05-04,LTCILS,555,580,550,580,85.73,48089.52
2018-05-03,LTCILS,530.9,560,526.74,555,76.84,42366.13
2018-05-02,LTCILS,529.99,530.9,500,530.9,46.04,23865.93
2018-05-01,LTCILS,529.9,529.99,505,529.99,14.18,7430.61
2018-04-30,LTCILS,540,540,512.77,529.9,15.83,8348.45
2018-04-29,LTCILS,525.01,550,505,540,96.5,51650.46
2018-04-28,LTCILS,519.66,543.8,509.59,525.01,21.28,11083.32
2018-04-27,LTCILS,535.43,555.38,513.41,519.66,63.35,33801.62
2018-04-26,LTCILS,529,535.43,501.1,535.43,98.9,50931.75
2018-04-25,LTCILS,555,570,245,529,212.24,96915.86
2018-04-24,LTCILS,530,578.26,530,555,39.77,22020.27
2018-04-23,LTCILS,525.05,545.27,510,530,18.58,9692.42
2018-04-22,LTCILS,525.5,544.9,515,525.05,26.81,14226.3
2018-04-21,LTCILS,555,555,516.14,525.5,21.16,11020.14
2018-04-20,LTCILS,510,555,501.1,555,53.04,27735.96
2018-04-19,LTCILS,459.46,510,459.46,510,8.96,4450.3
2018-04-18,LTCILS,463.1,463.1,459.46,459.46,5.8,2677.5
2018-04-17,LTCILS,422.72,475,422.72,463.1,60.75,27965.49
2018-04-16,LTCILS,466.75,466.75,416.45,422.72,36.87,16263.83
2018-04-15,LTCILS,429,467.19,429,466.75,54.01,24506.41
2018-04-14,LTCILS,451,451,429,429,7.66,3352.3
2018-04-13,LTCILS,459,466.23,449,451,18.1,8178.68
2018-04-12,LTCILS,408.9,459,404,459,89.01,37405.71
2018-04-11,LTCILS,490,490,385.21,408.9,41.68,16924.71
2018-04-10,LTCILS,408.9,490,383.06,490,80.44,33063.08
2018-04-09,LTCILS,423.2,434.16,403.36,408.9,110.99,45300.85
2018-04-08,LTCILS,401.1,423.2,401.1,423.2,16.56,6840.1
2018-04-07,LTCILS,406,436.03,401.1,401.1,71.17,28873.71
2018-04-06,LTCILS,427.57,427.57,402,406,10.09,4089.54
2018-04-05,LTCILS,414,428.9,414,427.57,7.27,3070.36
2018-04-04,LTCILS,431.42,440.1,414,414,21.55,9136.77
2018-04-03,LTCILS,400.1,479,400.1,431.42,34.13,15210.64
2018-04-02,LTCILS,373,449.98,373,400.1,52.88,22388.92
2018-04-01,LTCILS,400.1,428.9,373,373,78.73,31250.55
2018-03-31,LTCILS,401.01,429.9,400.1,400.1,28.06,11792.42
2018-03-30,LTCILS,400,446.47,400,401.01,157.23,64232.59
2018-03-29,LTCILS,480.25,480.25,400,400,134.18,57172.5
