Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume GBP
2019-05-21,BCHGBP,320,340,251,336,13.85,4303.72
2019-05-20,BCHGBP,320,320,251,320,2.0,611.36
2019-05-19,BCHGBP,250,320,250,320,22.89,7264.38
2019-05-18,BCHGBP,275,275,250,250,2.14,535.75
2019-05-17,BCHGBP,309,310,275,275,34.95,9744.66
2019-05-16,BCHGBP,298,336,298,309,22.32,6999.0
2019-05-15,BCHGBP,306,312,295,298,12.06,3648.72
2019-05-14,BCHGBP,300,306,300,306,5.0,1500.09
2019-05-13,BCHGBP,264,300,264,300,5.36,1579.23
2019-05-12,BCHGBP,283,295,264,264,12.67,3438.89
2019-05-11,BCHGBP,210,283,210,283,44.66,11498.99
2019-05-10,BCHGBP,219,219,210,210,6.43,1349.94
2019-05-09,BCHGBP,208,222,208,219,4.97,1078.68
2019-05-08,BCHGBP,211,211,208,208,1.0,208.0
2019-05-07,BCHGBP,211,222,211,222,0.9969,221.31
2019-05-06,BCHGBP,214,214,211,211,1.0,211.0
2019-05-05,BCHGBP,214,214,214,214,0.0,0.0
2019-05-04,BCHGBP,217,221,207,214,26.53,5674.1
2019-05-03,BCHGBP,196,217,196,217,3.45,748.56
2019-05-02,BCHGBP,196,196,196,196,0.0,0.0
2019-05-01,BCHGBP,195,196,195,196,0.9742,190.47
2019-04-30,BCHGBP,195,195,195,195,0.0,0.0
2019-04-29,BCHGBP,195,195,195,195,0.0,0.0
2019-04-28,BCHGBP,203,203,195,195,2.12,414.52
2019-04-27,BCHGBP,203,203,203,203,1.4,284.2
2019-04-26,BCHGBP,209,209,203,203,2.0,406.41
2019-04-25,BCHGBP,207,209,207,209,0.1082,22.61
2019-04-24,BCHGBP,238,238,207,207,1.17,242.07
2019-04-23,BCHGBP,246,246,230,238,16.77,3910.36
2019-04-22,BCHGBP,246,246,246,246,0.0,0.0
2019-04-21,BCHGBP,246,246,246,246,0.0,0.0
2019-04-20,BCHGBP,246,246,246,246,0.0,0.0
2019-04-19,BCHGBP,246,246,246,246,0.0,0.0
2019-04-18,BCHGBP,237,246,237,246,29.09,7064.25
2019-04-17,BCHGBP,237,237,237,237,0.0,0.0
2019-04-16,BCHGBP,241,241,237,237,5.98,1421.7
2019-04-15,BCHGBP,192,241,192,241,28.96,6560.02
2019-04-14,BCHGBP,139,203,139,192,20.0,4010.66
2019-04-13,BCHGBP,139,139,139,139,0.0,0.0
2019-04-12,BCHGBP,139,139,139,139,0.0,0.0
2019-04-11,BCHGBP,220,220,139,139,22.43,4374.85
2019-04-10,BCHGBP,220,220,220,220,0.0,0.0
2019-04-09,BCHGBP,243,243,220,220,0.302,66.44
2019-04-08,BCHGBP,253,261,243,243,6.75,1733.25
2019-04-07,BCHGBP,260,260,253,253,6.18,1572.1
2019-04-06,BCHGBP,231,260,215,260,6.29,1432.49
2019-04-05,BCHGBP,211,275,200,231,27.22,6166.9
2019-04-04,BCHGBP,252,252,200,211,18.65,4187.32
2019-04-03,BCHGBP,176,252,176,252,51.47,11266.83
2019-04-02,BCHGBP,125,176,125,176,48.25,7195.61
2019-04-01,BCHGBP,125,125,125,125,0.0,0.0
2019-03-31,BCHGBP,125,125,125,125,0.0,0.0
2019-03-30,BCHGBP,121,125,121,125,0.069,8.63
2019-03-29,BCHGBP,121,121,121,121,0.0,0.0
2019-03-28,BCHGBP,121,121,121,121,0.0,0.0
2019-03-27,BCHGBP,112,125,112,121,9.98,1247.94
2019-03-26,BCHGBP,122,122,112,112,7.66,857.62
2019-03-25,BCHGBP,122,122,122,122,0.0,0.0
2019-03-24,BCHGBP,122,122,122,122,0.0,0.0
2019-03-23,BCHGBP,120,122,120,122,0.3147,37.77
2019-03-22,BCHGBP,120,120,120,120,0.0,0.0
2019-03-21,BCHGBP,120,120,120,120,0.0,0.0
2019-03-20,BCHGBP,120,120,120,120,0.0,0.0
2019-03-19,BCHGBP,120,120,120,120,0.0,0.0
2019-03-18,BCHGBP,95,120,95,120,25.19,3022.88
2019-03-17,BCHGBP,95,95,95,95,0.0,0.0
