Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BCH,Volume GBP
2019-03-16,BCHGBP,95,95,95,95,0.0,0.0
2019-03-15,BCHGBP,95,95,95,95,0.0,0.0
2019-03-14,BCHGBP,95,95,95,95,0.0,0.0
2019-03-13,BCHGBP,95,95,95,95,0.0,0.0
2019-03-12,BCHGBP,95,95,95,95,0.0,0.0
2019-03-11,BCHGBP,95,95,95,95,0.0,0.0
2019-03-10,BCHGBP,95,95,95,95,0.0,0.0
2019-03-09,BCHGBP,95,95,95,95,0.0,0.0
2019-03-08,BCHGBP,100,100,95,95,3.25,308.75
2019-03-07,BCHGBP,99,100,96,100,32.65,3151.21
2019-03-06,BCHGBP,96,99,96,99,31.6,3128.4
2019-03-05,BCHGBP,91,96,91,96,2.36,226.58
2019-03-04,BCHGBP,110,110,91,91,0.2567,23.36
2019-03-03,BCHGBP,110,110,110,110,0.0,0.0
2019-03-02,BCHGBP,110,110,110,110,0.0,0.0
2019-03-01,BCHGBP,110,110,110,110,0.0,0.0
2019-02-28,BCHGBP,110,110,110,110,0.0,0.0
2019-02-27,BCHGBP,110,110,110,110,0.0,0.0
2019-02-26,BCHGBP,110,110,110,110,0.0,0.0
2019-02-25,BCHGBP,110,110,110,110,0.0,0.0
2019-02-24,BCHGBP,118,118,110,110,0.299,32.89
2019-02-23,BCHGBP,113,118,113,118,30.0,3460.0
2019-02-22,BCHGBP,113,113,113,113,0.0,0.0
2019-02-21,BCHGBP,113,113,113,113,0.0,0.0
2019-02-20,BCHGBP,114,114,101,113,1.11,124.91
2019-02-19,BCHGBP,102,114,102,114,8.75,997.0
2019-02-18,BCHGBP,90,102,90,102,14.58,1435.01
2019-02-17,BCHGBP,88,90,88,90,9.75,877.41
2019-02-16,BCHGBP,88,88,88,88,0.0,0.0
2019-02-15,BCHGBP,88,88,88,88,0.0,0.0
2019-02-14,BCHGBP,95,95,88,88,2.19,192.34
2019-02-13,BCHGBP,97,97,95,95,9.97,947.15
2019-02-12,BCHGBP,97,97,97,97,0.0,0.0
2019-02-11,BCHGBP,96,97,96,97,0.9969,96.7
2019-02-10,BCHGBP,51,96,51,96,0.9969,95.7
2019-02-09,BCHGBP,86,92,51,51,28.16,1999.99
2019-02-08,BCHGBP,81,86,81,86,3.01,258.45
2019-02-07,BCHGBP,84,85,81,81,20.19,1699.4
2019-02-06,BCHGBP,87,87,84,84,0.6359,53.42
2019-02-05,BCHGBP,87,87,87,87,1.21,105.04
2019-02-04,BCHGBP,87,87,87,87,0.0,0.0
2019-02-03,BCHGBP,87,87,87,87,0.0,0.0
2019-02-02,BCHGBP,81,87,81,87,0.2472,21.51
2019-02-01,BCHGBP,81,81,81,81,0.0,0.0
2019-01-31,BCHGBP,81,81,81,81,0.0,0.0
2019-01-30,BCHGBP,122,122,81,81,4.06,332.78
2019-01-29,BCHGBP,122,122,122,122,0.0,0.0
2019-01-28,BCHGBP,80,122,80,122,0.0036,0.4392
2019-01-27,BCHGBP,80,80,80,80,0.0,0.0
2019-01-26,BCHGBP,80,80,80,80,0.0,0.0
2019-01-25,BCHGBP,100,100,80,80,0.3429,27.43
2019-01-24,BCHGBP,100,100,100,100,0.0,0.0
2019-01-23,BCHGBP,89,100,89,100,1.01,100.83
2019-01-22,BCHGBP,96,104,89,89,26.42,2531.33
2019-01-21,BCHGBP,82,96,82,96,2.5,239.9
2019-01-20,BCHGBP,82,82,82,82,0.0,0.0
2019-01-19,BCHGBP,82,82,82,82,0.0,0.0
2019-01-18,BCHGBP,82,82,82,82,0.0,0.0
2019-01-17,BCHGBP,101,101,82,82,3.51,291.67
2019-01-16,BCHGBP,99,101,83,101,1.71,141.99
2019-01-15,BCHGBP,99,99,99,99,0.0,0.0
2019-01-14,BCHGBP,99,99,99,99,0.0,0.0
2019-01-13,BCHGBP,99,99,99,99,0.0,0.0
2019-01-12,BCHGBP,99,99,99,99,0.0,0.0
2019-01-11,BCHGBP,122,122,99,99,3.58,354.02
2019-01-10,BCHGBP,185,185,122,122,2.99,364.88
2019-01-09,BCHGBP,185,185,185,185,0.0,0.0
2019-01-08,BCHGBP,185,185,185,185,0.0,0.0
2019-01-07,BCHGBP,185,185,185,185,0.0,0.0
2019-01-06,BCHGBP,185,185,185,185,0.0,0.0
2019-01-05,BCHGBP,185,185,185,185,0.0,0.0
2019-01-04,BCHGBP,185,185,185,185,0.0,0.0
2019-01-03,BCHGBP,174,185,174,185,0.0029,0.5365
2019-01-02,BCHGBP,174,174,174,174,0.0,0.0
2019-01-01,BCHGBP,174,174,174,174,0.0,0.0
2018-12-31,BCHGBP,174,174,174,174,0.0,0.0
2018-12-30,BCHGBP,174,174,174,174,0.0,0.0
2018-12-29,BCHGBP,174,174,174,174,0.0,0.0
2018-12-28,BCHGBP,174,174,174,174,0.0,0.0
2018-12-27,BCHGBP,174,174,174,174,0.0,0.0
2018-12-26,BCHGBP,137,174,137,174,0.0004,0.0696
2018-12-25,BCHGBP,137,137,137,137,0.0,0.0
2018-12-24,BCHGBP,137,137,137,137,0.0,0.0
2018-12-23,BCHGBP,137,137,137,137,0.0,0.0
2018-12-22,BCHGBP,137,137,137,137,0.0,0.0
2018-12-21,BCHGBP,137,137,137,137,0.0,0.0
2018-12-20,BCHGBP,90,229,90,137,29.9,4440.2
2018-12-19,BCHGBP,90,90,90,90,0.0,0.0
2018-12-18,BCHGBP,90,90,90,90,0.0,0.0
2018-12-17,BCHGBP,90,90,90,90,0.0,0.0
2018-12-16,BCHGBP,90,90,90,90,0.0,0.0
2018-12-15,BCHGBP,90,90,90,90,0.0,0.0
2018-12-14,BCHGBP,90,90,90,90,0.0,0.0
2018-12-13,BCHGBP,90,90,90,90,0.0,0.0
2018-12-12,BCHGBP,90,90,90,90,0.0,0.0
2018-12-11,BCHGBP,90,90,90,90,0.0,0.0
2018-12-10,BCHGBP,90,90,90,90,0.0,0.0
2018-12-09,BCHGBP,90,90,90,90,0.0,0.0
2018-12-08,BCHGBP,90,90,90,90,2.23,201.09
2018-12-07,BCHGBP,100,100,90,90,2.75,247.55
2018-12-06,BCHGBP,120,120,100,100,26.24,2674.2
