Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume TRX,Volume USD
2018-08-20 04-PM,TRXUSD,0.02205,0.0225,0.02205,0.02205,8091.95,179.46
2018-08-20 03-PM,TRXUSD,0.0223,0.02258,0.02205,0.02205,6408.49,143.71
2018-08-20 02-PM,TRXUSD,0.0221,0.02279,0.022,0.0223,19461.75,437.45
2018-08-20 01-PM,TRXUSD,0.0221,0.0221,0.0221,0.0221,0.0,0.0
2018-08-20 12-PM,TRXUSD,0.0225,0.0225,0.0221,0.0221,4331.42,96.17
2018-08-20 11-AM,TRXUSD,0.02242,0.0228,0.02242,0.0225,3352.48,75.93
2018-08-20 10-AM,TRXUSD,0.02327,0.02327,0.02241,0.02242,3125.53,72.16
2018-08-20 09-AM,TRXUSD,0.0234,0.0234,0.02241,0.02327,1086.57,24.39
2018-08-20 08-AM,TRXUSD,0.02236,0.0234,0.02236,0.0234,2966.81,68.54
2018-08-20 07-AM,TRXUSD,0.02234,0.0236,0.02234,0.02236,1108.89,25.9
2018-08-20 06-AM,TRXUSD,0.0223,0.02234,0.0223,0.02234,130.78,2.92
2018-08-20 05-AM,TRXUSD,0.0223,0.0223,0.0223,0.0223,0.0,0.0
2018-08-20 04-AM,TRXUSD,0.0228,0.02294,0.02227,0.0223,1639.3,37.43
2018-08-20 03-AM,TRXUSD,0.02305,0.02306,0.0228,0.0228,34881.17,803.9
2018-08-20 02-AM,TRXUSD,0.02305,0.02305,0.02305,0.02305,0.0,0.0
2018-08-20 01-AM,TRXUSD,0.02305,0.02305,0.02305,0.02305,0.0,0.0
2018-08-20 12-AM,TRXUSD,0.02305,0.02305,0.02305,0.02305,0.0,0.0
2018-08-19 11-PM,TRXUSD,0.02305,0.02305,0.02305,0.02305,0.0,0.0
2018-08-19 10-PM,TRXUSD,0.02305,0.02403,0.02305,0.02305,4252.45,99.68
2018-08-19 09-PM,TRXUSD,0.02305,0.02305,0.02305,0.02305,485.85,11.2
2018-08-19 08-PM,TRXUSD,0.02305,0.02353,0.02305,0.02305,4673.78,107.75
2018-08-19 07-PM,TRXUSD,0.02305,0.02383,0.02305,0.02305,16877.52,389.08
2018-08-19 06-PM,TRXUSD,0.02305,0.02424,0.02305,0.02305,17437.58,403.04
2018-08-19 05-PM,TRXUSD,0.02304,0.02305,0.02304,0.02305,19838.29,457.17
2018-08-19 04-PM,TRXUSD,0.02294,0.02307,0.02223,0.02304,42501.91,979.21
2018-08-19 03-PM,TRXUSD,0.02284,0.02294,0.02284,0.02294,3835.4,87.88
2018-08-19 02-PM,TRXUSD,0.02188,0.02284,0.02188,0.02284,295.63,6.75
2018-08-19 01-PM,TRXUSD,0.0226,0.02285,0.02188,0.02188,3411.0,76.82
2018-08-19 12-PM,TRXUSD,0.0226,0.0226,0.0226,0.0226,1200.6,27.13
2018-08-19 11-AM,TRXUSD,0.02221,0.0226,0.02221,0.0226,200.0,4.52
2018-08-19 10-AM,TRXUSD,0.02293,0.02293,0.0221,0.02221,1936.82,42.89
2018-08-19 09-AM,TRXUSD,0.022,0.02294,0.022,0.02293,3693.33,83.3
2018-08-19 08-AM,TRXUSD,0.02293,0.02293,0.022,0.022,196.95,4.33
2018-08-19 07-AM,TRXUSD,0.02294,0.02294,0.02293,0.02293,80.0,1.83
2018-08-19 06-AM,TRXUSD,0.0217,0.02294,0.0217,0.02294,4366.01,98.34
2018-08-19 05-AM,TRXUSD,0.02165,0.02234,0.02165,0.0217,1672.66,37.18
2018-08-19 04-AM,TRXUSD,0.02154,0.02165,0.02154,0.02165,534.75,11.58
2018-08-19 03-AM,TRXUSD,0.02154,0.02154,0.02154,0.02154,0.0,0.0
2018-08-19 02-AM,TRXUSD,0.02154,0.02154,0.02154,0.02154,0.0,0.0
2018-08-19 01-AM,TRXUSD,0.02154,0.02154,0.02154,0.02154,0.0,0.0
2018-08-19 12-AM,TRXUSD,0.02264,0.02264,0.02154,0.02154,54.55,1.18
2018-08-18 11-PM,TRXUSD,0.02147,0.02265,0.02147,0.02264,1019.35,23.08
2018-08-18 10-PM,TRXUSD,0.022,0.02282,0.02147,0.02147,3552.68,79.54
2018-08-18 09-PM,TRXUSD,0.02228,0.02228,0.021,0.022,12488.78,274.65
2018-08-18 08-PM,TRXUSD,0.02228,0.02228,0.02228,0.02228,0.0,0.0
2018-08-18 07-PM,TRXUSD,0.02072,0.02236,0.02072,0.02228,15099.42,317.22
2018-08-18 06-PM,TRXUSD,0.0216,0.02241,0.02072,0.02072,5049.65,104.71
2018-08-18 05-PM,TRXUSD,0.0215,0.0216,0.0215,0.0216,480.94,10.34
2018-08-18 04-PM,TRXUSD,0.02289,0.02289,0.02143,0.0215,7064.46,151.96
2018-08-18 03-PM,TRXUSD,0.02223,0.02289,0.0215,0.02289,7700.66,166.49
2018-08-18 02-PM,TRXUSD,0.0224,0.0225,0.02223,0.02223,2873.96,64.27
2018-08-18 01-PM,TRXUSD,0.02307,0.02307,0.0224,0.0224,1438.48,32.4
2018-08-18 12-PM,TRXUSD,0.02247,0.02307,0.02247,0.02307,616.01,14.12
2018-08-18 11-AM,TRXUSD,0.0229,0.0229,0.02244,0.02247,1707.88,38.9
2018-08-18 10-AM,TRXUSD,0.02298,0.02298,0.02221,0.0229,25316.02,563.89
2018-08-18 09-AM,TRXUSD,0.02201,0.02298,0.02201,0.02298,442.04,10.16
2018-08-18 08-AM,TRXUSD,0.02176,0.02201,0.02176,0.02201,36174.38,795.69
2018-08-18 07-AM,TRXUSD,0.02351,0.02351,0.02176,0.02176,2300.0,50.05
2018-08-18 06-AM,TRXUSD,0.02331,0.02351,0.02331,0.02351,500.91,11.78
2018-08-18 05-AM,TRXUSD,0.02332,0.02453,0.02329,0.02331,19498.81,475.36
2018-08-18 04-AM,TRXUSD,0.02337,0.02337,0.02332,0.02332,43.0,1.0
2018-08-18 03-AM,TRXUSD,0.02411,0.02476,0.02336,0.02337,2375.15,56.15
2018-08-18 02-AM,TRXUSD,0.02411,0.02411,0.02387,0.02411,1255.22,30.03
2018-08-18 01-AM,TRXUSD,0.02467,0.02467,0.02411,0.02411,5928.41,143.06
2018-08-18 12-AM,TRXUSD,0.02304,0.0247,0.02304,0.02467,1792.06,43.5
2018-08-17 11-PM,TRXUSD,0.02523,0.02523,0.02302,0.02304,919.36,21.17
2018-08-17 10-PM,TRXUSD,0.023,0.02523,0.023,0.02523,59964.52,1501.0
2018-08-17 09-PM,TRXUSD,0.02246,0.023,0.0222,0.023,5429.91,124.03
2018-08-17 08-PM,TRXUSD,0.0228,0.0228,0.02236,0.02246,1252.88,28.12
2018-08-17 07-PM,TRXUSD,0.0228,0.02499,0.02223,0.0228,11699.72,267.88
2018-08-17 06-PM,TRXUSD,0.0229,0.0229,0.02067,0.0228,5958.75,136.29
2018-08-17 05-PM,TRXUSD,0.02227,0.0229,0.02227,0.0229,7859.57,179.95
2018-08-17 04-PM,TRXUSD,0.02203,0.02227,0.02203,0.02227,16270.55,359.0
2018-08-17 03-PM,TRXUSD,0.02162,0.02203,0.02036,0.02203,10243.56,220.9
2018-08-17 02-PM,TRXUSD,0.02205,0.02205,0.02162,0.02162,1089.5,23.92
2018-08-17 01-PM,TRXUSD,0.02131,0.02205,0.02131,0.02205,5466.2,119.49
2018-08-17 12-PM,TRXUSD,0.02131,0.02131,0.02131,0.02131,0.0,0.0
2018-08-17 11-AM,TRXUSD,0.02208,0.02208,0.02131,0.02131,467.32,9.96
2018-08-17 10-AM,TRXUSD,0.0221,0.0221,0.02122,0.02208,5582.38,120.66
2018-08-17 09-AM,TRXUSD,0.0212,0.0221,0.0212,0.0221,12533.14,269.49
2018-08-17 08-AM,TRXUSD,0.02063,0.0212,0.02063,0.0212,1756.95,36.88
2018-08-17 07-AM,TRXUSD,0.02086,0.021,0.02063,0.02063,4286.21,89.87
2018-08-17 06-AM,TRXUSD,0.02085,0.02086,0.02036,0.02086,2389.61,49.07
2018-08-17 05-AM,TRXUSD,0.02085,0.02085,0.02085,0.02085,559.9,11.67
2018-08-17 04-AM,TRXUSD,0.02086,0.02086,0.02085,0.02085,3095.62,64.57
2018-08-17 03-AM,TRXUSD,0.02087,0.02087,0.02086,0.02086,1026.16,21.4
2018-08-17 02-AM,TRXUSD,0.01989,0.02087,0.01989,0.02087,120.14,2.51
2018-08-17 01-AM,TRXUSD,0.01989,0.01989,0.01989,0.01989,0.0,0.0
2018-08-17 12-AM,TRXUSD,0.01999,0.01999,0.01989,0.01989,3000.0,59.66
2018-08-16 11-PM,TRXUSD,0.0204,0.021,0.01999,0.01999,22698.15,468.06
2018-08-16 10-PM,TRXUSD,0.02039,0.0204,0.02037,0.0204,5234.38,106.7
2018-08-16 09-PM,TRXUSD,0.02047,0.02047,0.01981,0.02039,5178.48,104.53
2018-08-16 08-PM,TRXUSD,0.02048,0.02048,0.02047,0.02047,854.12,17.49
2018-08-16 07-PM,TRXUSD,0.02007,0.02048,0.02007,0.02048,15.29,0.3131
2018-08-16 06-PM,TRXUSD,0.02007,0.02007,0.02007,0.02007,1362.41,27.35
2018-08-16 05-PM,TRXUSD,0.02028,0.02048,0.02007,0.02007,2359.75,47.59
2018-08-16 04-PM,TRXUSD,0.0199,0.02029,0.0199,0.02028,1099.28,22.15
2018-08-16 03-PM,TRXUSD,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2018-08-16 02-PM,TRXUSD,0.01981,0.02094,0.01981,0.0199,9490.56,194.41
2018-08-16 01-PM,TRXUSD,0.01997,0.01997,0.01981,0.01981,2009.84,40.12
2018-08-16 12-PM,TRXUSD,0.01994,0.01997,0.01994,0.01997,333.67,6.66
2018-08-16 11-AM,TRXUSD,0.02114,0.02114,0.01994,0.01994,605.0,12.07
2018-08-16 10-AM,TRXUSD,0.02155,0.02155,0.02114,0.02114,43.0,0.9092
2018-08-16 09-AM,TRXUSD,0.02155,0.02155,0.02155,0.02155,0.0,0.0
2018-08-16 08-AM,TRXUSD,0.02155,0.02155,0.02155,0.02155,0.0,0.0
2018-08-16 07-AM,TRXUSD,0.01995,0.02157,0.01995,0.02155,485.16,10.46
2018-08-16 06-AM,TRXUSD,0.0195,0.01995,0.01949,0.01995,4932.95,98.36
2018-08-16 05-AM,TRXUSD,0.02,0.02,0.01946,0.0195,1338.92,26.11
2018-08-16 04-AM,TRXUSD,0.01966,0.02,0.01953,0.02,1193.49,23.4
2018-08-16 03-AM,TRXUSD,0.02022,0.02022,0.01966,0.01966,375.64,7.39
2018-08-16 02-AM,TRXUSD,0.02123,0.02123,0.01966,0.02022,1652.33,32.99
2018-08-16 01-AM,TRXUSD,0.02123,0.02123,0.02123,0.02123,0.0,0.0
2018-08-16 12-AM,TRXUSD,0.0195,0.02134,0.0195,0.02123,7859.38,162.45
2018-08-15 11-PM,TRXUSD,0.0205,0.0205,0.0194,0.0195,29425.57,584.33
2018-08-15 10-PM,TRXUSD,0.0208,0.0208,0.0205,0.0205,1369.93,28.23
2018-08-15 09-PM,TRXUSD,0.02161,0.02161,0.0208,0.0208,16225.66,337.49
2018-08-15 08-PM,TRXUSD,0.02172,0.02172,0.0207,0.02161,18195.34,391.49
2018-08-15 07-PM,TRXUSD,0.02165,0.02172,0.02134,0.02172,25153.13,538.87
2018-08-15 06-PM,TRXUSD,0.02128,0.02165,0.02128,0.02165,10501.09,225.3
2018-08-15 05-PM,TRXUSD,0.02128,0.02128,0.02128,0.02128,24386.88,519.0
2018-08-15 04-PM,TRXUSD,0.02135,0.02135,0.02061,0.02128,3805.59,80.96
2018-08-15 03-PM,TRXUSD,0.0214,0.0214,0.02135,0.02135,13.36,0.2852
2018-08-15 02-PM,TRXUSD,0.02061,0.02142,0.02061,0.0214,4962.52,103.41
2018-08-15 01-PM,TRXUSD,0.0205,0.02061,0.02049,0.02061,1964.41,40.36
2018-08-15 12-PM,TRXUSD,0.02051,0.02097,0.0205,0.0205,1658.02,34.0
2018-08-15 11-AM,TRXUSD,0.02101,0.02114,0.02051,0.02051,2710.95,56.61
2018-08-15 10-AM,TRXUSD,0.02122,0.0217,0.02101,0.02101,13863.8,294.54
2018-08-15 09-AM,TRXUSD,0.0217,0.0217,0.02122,0.02122,4032.77,86.35
2018-08-15 08-AM,TRXUSD,0.02122,0.0217,0.02122,0.0217,5766.32,125.04
2018-08-15 07-AM,TRXUSD,0.02112,0.02189,0.02112,0.02122,5679.12,122.62
2018-08-15 06-AM,TRXUSD,0.02101,0.02136,0.02101,0.02112,926.55,19.73
2018-08-15 05-AM,TRXUSD,0.02101,0.022,0.02101,0.02101,3517.97,73.99
2018-08-15 04-AM,TRXUSD,0.02213,0.02213,0.02101,0.02101,1000.0,21.8
2018-08-15 03-AM,TRXUSD,0.022,0.02213,0.02094,0.02213,4029.39,88.6
2018-08-15 02-AM,TRXUSD,0.02085,0.022,0.02085,0.022,38568.09,839.74
2018-08-15 01-AM,TRXUSD,0.02028,0.02085,0.02028,0.02085,159.7,3.33
2018-08-15 12-AM,TRXUSD,0.02016,0.02188,0.02016,0.02028,17446.77,361.65
2018-08-14 11-PM,TRXUSD,0.01985,0.02016,0.01923,0.02016,4708.4,93.09
2018-08-14 10-PM,TRXUSD,0.01917,0.01986,0.01917,0.01985,6717.19,129.39
2018-08-14 09-PM,TRXUSD,0.01967,0.01987,0.01917,0.01917,337.29,6.49
2018-08-14 08-PM,TRXUSD,0.01975,0.01987,0.01967,0.01967,6660.9,131.63
2018-08-14 07-PM,TRXUSD,0.01943,0.01975,0.01943,0.01975,616.25,12.17
2018-08-14 06-PM,TRXUSD,0.01932,0.01943,0.0191,0.01943,4899.8,94.45
2018-08-14 05-PM,TRXUSD,0.0198,0.0198,0.0189,0.01932,39514.33,759.77
2018-08-14 04-PM,TRXUSD,0.01935,0.01987,0.0193,0.0198,4442.65,86.99
2018-08-14 03-PM,TRXUSD,0.02,0.02186,0.01935,0.01935,229782.4,4586.19
2018-08-14 02-PM,TRXUSD,0.02,0.02198,0.02,0.02,81074.53,1627.19
2018-08-14 01-PM,TRXUSD,0.02006,0.02029,0.02,0.02,6347.43,127.46
2018-08-14 12-PM,TRXUSD,0.01924,0.02026,0.01924,0.02006,14526.56,286.92
2018-08-14 11-AM,TRXUSD,0.02018,0.02018,0.01924,0.01924,4584.81,88.72
2018-08-14 10-AM,TRXUSD,0.01988,0.02024,0.01912,0.02018,1787.52,35.39
2018-08-14 09-AM,TRXUSD,0.02063,0.02063,0.01987,0.01988,8617.04,171.31
2018-08-14 08-AM,TRXUSD,0.02029,0.02063,0.01962,0.02063,19598.35,402.71
2018-08-14 07-AM,TRXUSD,0.01908,0.02087,0.01908,0.02029,30199.09,603.64
2018-08-14 06-AM,TRXUSD,0.02046,0.02095,0.01908,0.01908,3924.43,78.73
2018-08-14 05-AM,TRXUSD,0.01895,0.02046,0.01895,0.02046,3860.23,78.42
2018-08-14 04-AM,TRXUSD,0.01887,0.01992,0.01887,0.01895,7106.34,136.86
2018-08-14 03-AM,TRXUSD,0.01938,0.021,0.01887,0.01887,61577.74,1188.41
2018-08-14 02-AM,TRXUSD,0.0204,0.0204,0.01896,0.01938,31220.78,615.32
2018-08-14 01-AM,TRXUSD,0.021,0.02212,0.02,0.0204,25239.31,517.75
2018-08-14 12-AM,TRXUSD,0.0217,0.02175,0.021,0.021,6421.78,136.03
2018-08-13 11-PM,TRXUSD,0.0211,0.0217,0.02102,0.0217,16522.79,358.34
2018-08-13 10-PM,TRXUSD,0.0228,0.0228,0.0211,0.0211,15824.03,343.38
2018-08-13 09-PM,TRXUSD,0.022,0.0228,0.022,0.0228,88.85,2.03
2018-08-13 08-PM,TRXUSD,0.02204,0.02298,0.022,0.022,20883.56,460.73
2018-08-13 07-PM,TRXUSD,0.022,0.02225,0.022,0.02204,3837.31,84.92
2018-08-13 06-PM,TRXUSD,0.023,0.02559,0.022,0.022,20530.48,467.94
2018-08-13 05-PM,TRXUSD,0.02406,0.02406,0.023,0.023,23795.61,559.81
2018-08-13 04-PM,TRXUSD,0.02424,0.02424,0.02406,0.02406,2945.76,70.94
2018-08-13 03-PM,TRXUSD,0.02472,0.02568,0.02424,0.02424,1751.95,42.94
2018-08-13 02-PM,TRXUSD,0.02451,0.02472,0.02451,0.02472,7063.79,174.59
2018-08-13 01-PM,TRXUSD,0.02569,0.02575,0.02451,0.02451,2066.48,51.81
2018-08-13 12-PM,TRXUSD,0.02438,0.02569,0.02438,0.02569,24395.35,624.99
2018-08-13 11-AM,TRXUSD,0.02431,0.02586,0.02431,0.02438,1446.67,35.43
2018-08-13 10-AM,TRXUSD,0.02448,0.02596,0.02428,0.02431,7146.16,183.22
2018-08-13 09-AM,TRXUSD,0.0247,0.02598,0.02421,0.02448,5338.73,133.51
2018-08-13 08-AM,TRXUSD,0.0248,0.0248,0.0247,0.0247,4336.78,107.12
2018-08-13 07-AM,TRXUSD,0.02403,0.0248,0.02403,0.0248,11642.41,287.83
2018-08-13 06-AM,TRXUSD,0.02487,0.02487,0.02403,0.02403,10.0,0.2403
2018-08-13 05-AM,TRXUSD,0.02417,0.02487,0.02417,0.02487,144.84,3.6
2018-08-13 04-AM,TRXUSD,0.0246,0.0249,0.02417,0.02417,5879.03,144.34
2018-08-13 03-AM,TRXUSD,0.02495,0.02495,0.0246,0.0246,1510.21,37.44
2018-08-13 02-AM,TRXUSD,0.02495,0.02553,0.02495,0.02495,1019.13,25.52
2018-08-13 01-AM,TRXUSD,0.02495,0.02559,0.02495,0.02495,4494.66,112.18
2018-08-13 12-AM,TRXUSD,0.025,0.025,0.02495,0.02495,387.15,9.66
2018-08-12 11-PM,TRXUSD,0.02517,0.02517,0.02495,0.025,11385.27,284.62
2018-08-12 10-PM,TRXUSD,0.02649,0.02649,0.02517,0.02517,426.02,10.72
2018-08-12 09-PM,TRXUSD,0.02515,0.02651,0.02515,0.02649,11144.23,295.38
2018-08-12 08-PM,TRXUSD,0.02586,0.02586,0.02515,0.02515,14.0,0.3522
2018-08-12 07-PM,TRXUSD,0.0253,0.02596,0.02509,0.02586,4254.29,109.33
2018-08-12 06-PM,TRXUSD,0.02523,0.0253,0.025,0.0253,5777.9,144.74
2018-08-12 05-PM,TRXUSD,0.02599,0.02599,0.02505,0.02523,392.82,10.03
2018-08-12 04-PM,TRXUSD,0.0255,0.02657,0.02504,0.02599,3628.95,94.11
2018-08-12 03-PM,TRXUSD,0.02571,0.02571,0.02522,0.0255,7931.1,200.76
2018-08-12 02-PM,TRXUSD,0.02657,0.02657,0.02502,0.02571,4752.13,121.15
2018-08-12 01-PM,TRXUSD,0.02662,0.02662,0.0251,0.02657,665.66,16.78
2018-08-12 12-PM,TRXUSD,0.02666,0.02666,0.02529,0.02662,5342.15,141.78
2018-08-12 11-AM,TRXUSD,0.02668,0.02668,0.0255,0.02666,11431.96,304.79
2018-08-12 10-AM,TRXUSD,0.02581,0.02675,0.02581,0.02668,518.01,13.85
2018-08-12 09-AM,TRXUSD,0.0255,0.02581,0.0255,0.02581,353.13,9.11
2018-08-12 08-AM,TRXUSD,0.02659,0.02758,0.0255,0.0255,8216.56,217.3
2018-08-12 07-AM,TRXUSD,0.0267,0.02759,0.02544,0.02659,5980.22,155.72
2018-08-12 06-AM,TRXUSD,0.02585,0.02671,0.02511,0.0267,2512.34,65.27
2018-08-12 05-AM,TRXUSD,0.02549,0.02585,0.02511,0.02585,1733.35,44.2
2018-08-12 04-AM,TRXUSD,0.02606,0.02606,0.02501,0.02549,3674.83,93.56
2018-08-12 03-AM,TRXUSD,0.02673,0.02673,0.02549,0.02606,26007.25,677.76
2018-08-12 02-AM,TRXUSD,0.0259,0.02674,0.0259,0.02673,2406.9,63.31
2018-08-12 01-AM,TRXUSD,0.02549,0.0259,0.02549,0.0259,285.34,7.39
2018-08-12 12-AM,TRXUSD,0.0259,0.0259,0.02549,0.02549,12924.84,329.91
2018-08-11 11-PM,TRXUSD,0.02759,0.02759,0.02584,0.0259,3746.7,98.01
2018-08-11 10-PM,TRXUSD,0.026,0.02759,0.026,0.02759,2298.68,61.84
2018-08-11 09-PM,TRXUSD,0.02564,0.02691,0.02564,0.026,350.61,9.18
2018-08-11 08-PM,TRXUSD,0.02629,0.02696,0.02563,0.02564,634.15,16.63
2018-08-11 07-PM,TRXUSD,0.0255,0.02699,0.02549,0.02629,4236.23,111.05
2018-08-11 06-PM,TRXUSD,0.02637,0.02638,0.02546,0.0255,828.4,21.37
2018-08-11 05-PM,TRXUSD,0.025,0.02637,0.025,0.02637,3691.87,95.66
2018-08-11 04-PM,TRXUSD,0.025,0.0251,0.025,0.025,17579.31,439.49
2018-08-11 03-PM,TRXUSD,0.0251,0.0254,0.025,0.025,8775.34,221.25
2018-08-11 02-PM,TRXUSD,0.0251,0.02546,0.0251,0.0251,13728.17,344.61
2018-08-11 01-PM,TRXUSD,0.0256,0.02638,0.0251,0.0251,9343.58,240.85
2018-08-11 12-PM,TRXUSD,0.0256,0.02617,0.0256,0.0256,6308.15,162.87
2018-08-11 11-AM,TRXUSD,0.02559,0.02614,0.02559,0.0256,2197.08,56.9
2018-08-11 10-AM,TRXUSD,0.02571,0.02615,0.02559,0.02559,26319.06,687.8
2018-08-11 09-AM,TRXUSD,0.02619,0.02621,0.0255,0.02571,6926.27,180.62
2018-08-11 08-AM,TRXUSD,0.02521,0.0282,0.02521,0.02619,14493.51,388.76
2018-08-11 07-AM,TRXUSD,0.02521,0.02591,0.02521,0.02521,1462.62,37.07
2018-08-11 06-AM,TRXUSD,0.0265,0.0265,0.02521,0.02521,2508.39,65.27
2018-08-11 05-AM,TRXUSD,0.0262,0.0282,0.02577,0.0265,8111.24,214.97
2018-08-11 04-AM,TRXUSD,0.02661,0.02825,0.0262,0.0262,16396.19,437.71
2018-08-11 03-AM,TRXUSD,0.02827,0.02827,0.02661,0.02661,262.14,7.21
2018-08-11 02-AM,TRXUSD,0.027,0.02827,0.02658,0.02827,6470.45,178.17
2018-08-11 01-AM,TRXUSD,0.02764,0.02764,0.02658,0.027,4462.76,121.53
2018-08-11 12-AM,TRXUSD,0.02766,0.02766,0.02658,0.02764,1579.31,43.5
2018-08-10 11-PM,TRXUSD,0.02658,0.02772,0.02658,0.02766,4202.51,114.48
2018-08-10 10-PM,TRXUSD,0.02658,0.02769,0.02658,0.02658,5264.2,141.28
2018-08-10 09-PM,TRXUSD,0.02753,0.02771,0.02658,0.02658,9944.46,267.59
2018-08-10 08-PM,TRXUSD,0.0283,0.0283,0.02753,0.02753,2259.31,62.37
