Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume OMG,Volume USD
2018-04-21,OMGUSD,16.24,16.3,14.32,15.12,113874.07,1746839.22
2018-04-20,OMGUSD,15.7,16.55,15,16.24,113959.53,1803934.33
2018-04-19,OMGUSD,15.12,16.24,14.81,15.7,62154.92,958227.99
2018-04-18,OMGUSD,14.25,15.25,14.25,15.12,43931.43,648505.82
2018-04-17,OMGUSD,15.5,15.93,14,14.25,113997.89,1690276.15
2018-04-16,OMGUSD,14.34,15.8,13.2,15.5,236885.61,3431922.51
2018-04-15,OMGUSD,13.87,14.6,13.86,14.34,79246.1,1127870.65
2018-04-14,OMGUSD,12.62,14.2,12.62,13.87,100299.03,1365007.65
2018-04-13,OMGUSD,12.2,18.21,11.65,12.62,416006.4,5822940.59
2018-04-12,OMGUSD,9.87,12.47,9.35,12.2,193315.18,2146478.03
2018-04-11,OMGUSD,9.32,9.87,9.2,9.87,31098.75,293842.65
2018-04-10,OMGUSD,9.04,9.39,8.88,9.32,25131.72,231720.36
2018-04-09,OMGUSD,9.55,9.84,8.85,9.04,60064.05,560015.51
2018-04-08,OMGUSD,9.32,9.68,9.2,9.55,28227.2,266219.75
2018-04-07,OMGUSD,9.28,9.58,9,9.32,41686.4,390135.13
2018-04-06,OMGUSD,8.85,9.54,8.59,9.28,102857.03,935617.99
2018-04-05,OMGUSD,8.2,10.2,8,8.85,158530.21,1408107.24
2018-04-04,OMGUSD,9.53,9.53,8.1,8.2,106973.59,940536.23
2018-04-03,OMGUSD,8.68,9.76,8.62,9.53,91080.56,846120.08
2018-04-02,OMGUSD,8.05,9.6,8.03,8.68,97171.37,848930.29
2018-04-01,OMGUSD,8.18,8.4,7.46,8.05,93089.32,732559.16
2018-03-31,OMGUSD,8.23,8.8,8.13,8.18,75239.01,635547.6
2018-03-30,OMGUSD,8.43,8.72,7.92,8.23,125525.5,1027206.03
2018-03-29,OMGUSD,9.64,9.75,8.25,8.43,163160.23,1441677.11
2018-03-28,OMGUSD,9.86,10.28,9.55,9.64,21779.19,213825.27
2018-03-27,OMGUSD,10.26,10.39,9.29,9.86,72253.58,711203.82
2018-03-26,OMGUSD,10.92,10.95,9.4,10.26,80298.62,803475.53
2018-03-25,OMGUSD,11.15,11.23,10.58,10.92,31735.38,346351.49
2018-03-24,OMGUSD,11.49,11.84,11.01,11.15,49007.19,561968.33
2018-03-23,OMGUSD,11.55,11.55,10.54,11.49,41377.73,450980.72
2018-03-22,OMGUSD,11.81,12.41,10.67,11.55,70806.98,807128.08
2018-03-21,OMGUSD,12.14,12.68,11.42,11.81,73003.79,878252.23
2018-03-20,OMGUSD,11.53,12.6,10.6,12.14,111556.45,1298391.84
2018-03-19,OMGUSD,10.46,11.54,9.97,11.53,129539.47,1388003.03
2018-03-18,OMGUSD,9.75,10.95,8.32,10.46,181069.44,1674754.06
2018-03-17,OMGUSD,11.1,11.3,9.67,9.75,74514.45,777239.23
2018-03-16,OMGUSD,11.21,11.88,10.67,11.1,64932.44,736288.5
2018-03-15,OMGUSD,11.65,11.65,10.13,11.21,173219.05,1893888.44
2018-03-14,OMGUSD,13.58,13.8,11.17,11.65,80846.46,989450.33
2018-03-13,OMGUSD,13.76,14.12,12.8,13.58,39701.24,533351.12
2018-03-12,OMGUSD,14.59,14.88,13.25,13.76,77405.39,1083545.88
2018-03-11,OMGUSD,13.48,14.95,12.65,14.59,71779.65,989936.92
2018-03-10,OMGUSD,14.8,15.3,13.03,13.48,83620.28,1202788.0
2018-03-09,OMGUSD,13.88,15.1,11.55,14.8,109465.69,1411623.62
2018-03-08,OMGUSD,14.43,15.24,13.04,13.88,75567.95,1053479.66
2018-03-07,OMGUSD,15.7,16.4,13.52,14.43,119559.33,1746775.09
2018-03-06,OMGUSD,17.26,17.42,15.4,15.7,80185.7,1294316.25
2018-03-05,OMGUSD,17.98,18.16,17.1,17.26,21108.35,372834.75
2018-03-04,OMGUSD,17.79,18.5,17,17.98,45229.47,796500.37
2018-03-03,OMGUSD,18.77,19.18,17.67,17.79,48131.31,874740.23
2018-03-02,OMGUSD,19.14,19.5,17.67,18.77,50042.1,923202.03
2018-03-01,OMGUSD,18.35,19.99,18.09,19.14,71573.4,1369632.46
2018-02-28,OMGUSD,19.93,20.75,18.35,18.35,109477.87,2149981.0
2018-02-27,OMGUSD,17.86,20.87,17.52,19.93,153707.16,2967290.97
2018-02-26,OMGUSD,16.48,18.16,16.01,17.86,56554.1,969189.23
2018-02-25,OMGUSD,16.3,17.31,16,16.48,38774.34,640753.75
2018-02-24,OMGUSD,17.43,18.36,15.98,16.3,118317.24,1993866.64
2018-02-23,OMGUSD,16.23,17.9,15.44,17.43,78848.86,1307004.98
2018-02-22,OMGUSD,17.53,18.49,15.5,16.23,127361.93,2118776.34
2018-02-21,OMGUSD,17.97,19.2,16.7,17.53,148795.84,2651047.23
2018-02-20,OMGUSD,17.62,19.82,17.42,17.97,112062.13,2081091.27
2018-02-19,OMGUSD,16.43,18.65,16,17.62,66488.66,1171268.3
2018-02-18,OMGUSD,18.11,18.37,15.9,16.43,88083.49,1494932.21
2018-02-17,OMGUSD,18.08,18.67,17.45,18.11,74578.58,1341408.53
2018-02-16,OMGUSD,16.53,18.13,15.64,18.08,136829.31,2337859.66
2018-02-15,OMGUSD,15.47,16.77,14.7,16.53,109368.34,1692969.68
2018-02-14,OMGUSD,12.85,15.7,12.85,15.47,116457.99,1696150.37
2018-02-13,OMGUSD,12.72,12.98,12.14,12.85,37367.03,469336.36
2018-02-12,OMGUSD,11.7,13,11.62,12.72,52254.89,654777.56
2018-02-11,OMGUSD,12.31,12.6,10.83,11.7,74070.8,864810.58
2018-02-10,OMGUSD,13.06,13.66,11.57,12.31,137357.64,1732135.97
2018-02-09,OMGUSD,12.4,13.12,11.02,13.06,116514.89,1416905.46
2018-02-08,OMGUSD,10.74,12.44,10.7,12.4,117088.3,1367964.11
2018-02-07,OMGUSD,11.24,12.55,10,10.74,135093.3,1542898.87
2018-02-06,OMGUSD,9.24,11.44,7.2,11.24,269472.51,2426184.96
2018-02-05,OMGUSD,11.51,12.29,8.52,9.24,245725.17,2430955.52
2018-02-04,OMGUSD,13.94,14.12,11.16,11.51,74657.01,910888.65
2018-02-03,OMGUSD,13.13,14.35,11.76,13.94,49383.7,660116.81
2018-02-02,OMGUSD,13.75,13.75,10.37,13.13,189054.14,2328160.25
2018-02-01,OMGUSD,15.86,16.03,13,13.75,109738.94,1531145.38
2018-01-31,OMGUSD,14.77,16.37,14.01,15.86,80594.09,1216144.57
2018-01-30,OMGUSD,16.95,17.86,14.2,14.77,152935.6,2455538.7
2018-01-29,OMGUSD,17.18,17.41,16.1,16.95,40913.5,680196.25
2018-01-28,OMGUSD,16.59,17.47,15.59,17.18,147016.23,2426420.15
2018-01-27,OMGUSD,16.46,17.03,15.75,16.59,106898.91,1745353.49
2018-01-26,OMGUSD,17.87,18.83,14.67,16.46,188572.96,3038312.05
2018-01-25,OMGUSD,17.93,19.2,16.56,17.87,102016.89,1828714.29
2018-01-24,OMGUSD,16.13,18.5,15.3,17.93,89691.93,1541716.61
2018-01-23,OMGUSD,15.73,16.99,14.1,16.13,103245.35,1607668.47
2018-01-22,OMGUSD,16.89,17.95,14.1,15.73,131237.06,2031995.07
2018-01-21,OMGUSD,19.57,19.78,16.09,16.89,122920.16,2186465.05
2018-01-20,OMGUSD,18.3,20.7,18.03,19.57,93322.57,1799283.9
2018-01-19,OMGUSD,17.3,18.97,16.61,18.3,71908.84,1282260.12
2018-01-18,OMGUSD,18,19.31,16.68,17.3,162201.99,2955816.51
2018-01-17,OMGUSD,16.99,19,12.05,18,289655.8,4435469.14
2018-01-16,OMGUSD,22.3,22.6,12.5,16.99,346980.62,6150533.88
2018-01-15,OMGUSD,23.52,24.5,22.2,22.3,60198.92,1401251.32
2018-01-14,OMGUSD,25.27,25.71,21.75,23.52,73644.33,1710569.26
2018-01-13,OMGUSD,22.6,25.86,22.15,25.27,89182.04,2174424.6
2018-01-12,OMGUSD,21.23,23.1,20.25,22.6,69889.34,1553209.95
2018-01-11,OMGUSD,23.01,23.79,18.51,21.23,163838.47,3467301.27
2018-01-10,OMGUSD,24.87,25.01,21.5,23.01,89557.29,2052243.24
2018-01-09,OMGUSD,24.01,26,22.59,24.87,114291.66,2803219.45
2018-01-08,OMGUSD,24.43,28.48,19.54,24.01,341108.91,8277771.12
2018-01-07,OMGUSD,19.12,24.43,19,24.43,270083.02,5967539.12
2018-01-06,OMGUSD,18.71,19.8,17.9,19.12,158380.91,3002913.09
2018-01-05,OMGUSD,19.74,20.5,18,18.71,176436.35,3406011.06
2018-01-04,OMGUSD,20.41,22,19.3,19.74,170100.82,3489198.76
2018-01-03,OMGUSD,20,21.19,18.88,20.41,158676.71,3173573.26
2018-01-02,OMGUSD,19.21,22.15,18.51,20,293751.45,5832799.72
2018-01-01,OMGUSD,19.57,20.88,17.89,19.21,158354.12,3038120.12
2017-12-31,OMGUSD,16.48,21.75,15.08,19.57,561041.65,10639991.86
2017-12-30,OMGUSD,16.07,16.5,12.6,16.4,302108.91,4343166.89
2017-12-29,OMGUSD,14.95,16.72,14.4,16.07,267172.86,4166388.67
2017-12-28,OMGUSD,14.96,15,12.5,14.95,180502.31,2495013.06
2017-12-27,OMGUSD,15.18,15.74,13.85,14.96,178161.41,2681838.35
2017-12-26,OMGUSD,15.42,16.08,14.39,15.18,250509.33,3775476.4
2017-12-25,OMGUSD,14.05,15.5,13.65,15.42,228590.26,3381026.91
2017-12-24,OMGUSD,14,14.25,11.2,14.05,353158.29,4504634.67
2017-12-23,OMGUSD,12.8,15.65,12.39,14,398585.02,5610084.43
2017-12-22,OMGUSD,16.73,17.31,9.45,12.8,1018412.61,12660869.75
2017-12-21,OMGUSD,17.75,18.8,15.22,16.73,342016.95,5812565.27
2017-12-20,OMGUSD,17.81,19.14,15.05,17.75,570058.72,9649376.84
2017-12-19,OMGUSD,18.4,21.88,16.51,17.81,572495.37,10879688.37
2017-12-18,OMGUSD,15.49,18.5,13.34,18.4,682287.5,11120733.52
2017-12-17,OMGUSD,14.1,17.68,13.63,15.49,533475.72,8207263.33
2017-12-16,OMGUSD,11.65,15.31,11.56,14.1,1036964.25,14452973.12
2017-12-15,OMGUSD,11.39,11.65,9.8,11.65,334042.22,3585008.59
2017-12-14,OMGUSD,10.42,11.4,10.11,11.39,411741.29,4456133.26
2017-12-13,OMGUSD,9.9,11,9.17,10.42,581776.18,5931102.6
2017-12-12,OMGUSD,8.91,10.37,8.67,9.9,692019.89,6674915.01
2017-12-11,OMGUSD,7.8,9.5,7.7,8.91,273942.57,2377800.62
2017-12-10,OMGUSD,8.44,8.44,7.55,7.8,212246.34,1676060.28
2017-12-09,OMGUSD,8.24,9.04,8,8.44,253746.05,2176352.23
2017-12-08,OMGUSD,7.56,8.53,7.22,8.24,433164.18,3388006.38
2017-12-07,OMGUSD,8.58,8.9,7.55,7.56,476154.2,3859281.54
2017-12-06,OMGUSD,10.07,10.08,8.35,8.58,503842.34,4582810.45
2017-12-05,OMGUSD,10.53,10.53,9.82,10.07,179078.95,1819303.06
2017-12-04,OMGUSD,9.44,10.6,9.05,10.53,275014.07,2699576.83
2017-12-03,OMGUSD,9.3,10.12,8.8,9.44,507009.36,4861644.71
2017-12-02,OMGUSD,8.78,9.75,8.46,9.3,386813.87,3578845.71
2017-12-01,OMGUSD,8.09,8.93,7.73,8.78,289308.34,2458102.36
2017-11-30,OMGUSD,7.9,8.59,7.15,8.09,416230.9,3294727.63
2017-11-29,OMGUSD,9.37,9.45,7.45,7.9,675669.59,5745172.8
2017-11-28,OMGUSD,9.47,9.95,8.95,9.37,434728.28,4097874.53
