Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
2019-07-03,BTCUSD,10824,11564,10824,11317.5,1158.71,13081756.74
2019-07-02,BTCUSD,10554.75,10915,9599.75,10824,3067.97,30819782.68
2019-07-01,BTCUSD,10739,11204,9957.5,10554.75,1549.59,16567878.37
2019-06-30,BTCUSD,11861.25,12198,10661.25,10739,1879.55,21334096.5
2019-06-29,BTCUSD,12361,12368.25,11342.75,11861.25,1742.66,20552535.9
2019-06-28,BTCUSD,11138.75,12440.25,10740.25,12361,2583.91,29998278.64
2019-06-27,BTCUSD,12908.25,13345.25,10271,11138.75,3925.0,46013415.22
2019-06-26,BTCUSD,11762.75,13860.5,11680.5,12908.25,3749.02,47675514.94
2019-06-25,BTCUSD,11024.5,11782.5,10999.5,11762.75,1380.72,15636943.81
2019-06-24,BTCUSD,10837.25,11094,10543.25,11024.5,757.09,8215411.18
2019-06-23,BTCUSD,10689.25,11245,10500,10837.25,742.53,8030118.14
2019-06-22,BTCUSD,10240,11188,10102,10689.25,1615.78,17272022.13
2019-06-21,BTCUSD,9531.75,10248.75,9531.75,10240,1108.65,10916152.06
2019-06-20,BTCUSD,9289.25,9599.75,9218.5,9531.75,818.53,7707640.72
2019-06-19,BTCUSD,9079.5,9324,9045,9289.25,483.27,4414586.3
2019-06-18,BTCUSD,9331.5,9355,8931.5,9079.5,1172.15,10673562.06
2019-06-17,BTCUSD,8976,9475.5,8976,9331.5,1128.61,10454954.86
2019-06-16,BTCUSD,8851,9388.75,8801.25,8976,1811.02,16465410.61
2019-06-15,BTCUSD,8698.75,8904.75,8623.25,8851,995.31,8679860.6
2019-06-14,BTCUSD,8233.75,8734.5,8181,8698.75,1637.23,13737382.92
2019-06-13,BTCUSD,8176.75,8332.75,8047.5,8233.75,1315.72,10763447.25
2019-06-12,BTCUSD,7919.5,8290,7827,8176.75,2377.52,19137580.51
2019-06-11,BTCUSD,8017,8062.75,7713.75,7919.5,1560.99,12287557.03
2019-06-10,BTCUSD,7644.25,8096.25,7526.25,8017,1426.2,11169670.01
2019-06-09,BTCUSD,7937.25,7963.75,7512,7644.25,1096.37,8457925.24
2019-06-08,BTCUSD,7995.25,8055,7787,7937.25,914.24,7241126.92
2019-06-07,BTCUSD,7801.75,8132.5,7774,7995.25,1763.07,14031145.69
2019-06-06,BTCUSD,7794.75,7873,7452,7801.75,1631.68,12564923.76
2019-06-05,BTCUSD,7672.75,7927.75,7579.25,7794.75,1089.84,8482365.15
2019-06-04,BTCUSD,8113.5,8113.5,7443.75,7672.75,2206.09,17216777.14
2019-06-03,BTCUSD,8739.5,8739.5,8006.25,8113.5,1543.1,12977442.82
2019-06-02,BTCUSD,8556,8833.75,8548.75,8739.5,605.09,5264442.35
2019-06-01,BTCUSD,8554.5,8619,8455.75,8556,508.05,4339430.3
2019-05-31,BTCUSD,8270.25,8579,8113.25,8554.5,1443.3,12029057.43
2019-05-30,BTCUSD,8658.5,9088,8001,8270.25,2400.71,20622012.56
2019-05-29,BTCUSD,8721,8758.5,8446,8658.5,728.61,6316339.86
2019-05-28,BTCUSD,8776.25,8817,8540.25,8721,1137.83,9909370.2
2019-05-27,BTCUSD,8741,8931.75,8645.5,8776.25,1400.15,12288322.56
2019-05-26,BTCUSD,8075.25,8780.25,7894.25,8741,912.78,7634755.87
2019-05-25,BTCUSD,7999.25,8149,7942.75,8075.25,585.14,4708930.74
2019-05-24,BTCUSD,7880.75,8178,7807.5,7999.25,1228.45,9861464.16
2019-05-23,BTCUSD,7634.5,7980,7475.5,7880.75,902.03,6919894.24
2019-05-22,BTCUSD,7950.5,8045.25,7513.75,7634.5,1869.49,14628994.7
2019-05-21,BTCUSD,8020.25,8113.25,7806.25,7950.5,1266.87,10081598.34
2019-05-20,BTCUSD,8191,8191,7587,8020.25,1925.58,15289201.36
2019-05-19,BTCUSD,7268.25,8300.25,7255,8191,2470.79,19565497.64
2019-05-18,BTCUSD,7374.75,7491.25,7209.5,7268.25,1021.28,7485800.16
2019-05-17,BTCUSD,7883.25,7952.25,6616,7374.75,5182.65,37880357.76
2019-05-16,BTCUSD,8199.75,8398.5,7664.5,7883.25,2972.62,24044386.18
2019-05-15,BTCUSD,7995.25,8305,7842,8199.75,3024.11,24343644.79
2019-05-14,BTCUSD,7822,8340.5,7627.75,7995.25,4258.54,34124308.15
2019-05-13,BTCUSD,6981.25,8155,6864.25,7822,3690.55,28067841.1
2019-05-12,BTCUSD,7221,7582.5,6772,6981.25,6841.86,49481895.38
2019-05-11,BTCUSD,6348,7472,6348,7221,3065.64,20905274.0
2019-05-10,BTCUSD,6145,6431.5,6107,6348,2969.23,18653578.94
2019-05-09,BTCUSD,5942.5,6169.5,5932.5,6145,1826.33,11010713.23
2019-05-08,BTCUSD,5746,5986.75,5654.5,5942.5,1325.85,7761578.84
2019-05-07,BTCUSD,5684.25,5960.5,5684.25,5903,1011.78,5920929.12
2019-05-06,BTCUSD,5716.5,5752.25,5566.5,5684.25,1504.47,8529047.86
2019-05-05,BTCUSD,5771.25,5781.25,5635.25,5716.5,603.14,3445933.39
2019-05-04,BTCUSD,5657.25,5833.25,5516.5,5771.25,1823.49,10408718.75
2019-05-03,BTCUSD,5387.75,5796.25,5367,5657.25,3729.69,21104119.34
2019-05-02,BTCUSD,5323,5421.25,5308,5387.75,1141.6,6128924.01
2019-05-01,BTCUSD,5266,5360,5266,5323,593.81,3150059.3
2019-04-30,BTCUSD,5147.75,5287.25,5129.25,5266,803.8,4198134.78
2019-04-29,BTCUSD,5155.75,5188.5,5073.5,5147.75,1188.53,6119131.57
2019-04-28,BTCUSD,5168,5208.75,5103.75,5155.75,716.11,3698800.8
2019-04-27,BTCUSD,5156.75,5213,5116.75,5166,797.69,4120842.74
2019-04-26,BTCUSD,5129,5283.25,5049,5156.75,1613.88,8298732.98
2019-04-25,BTCUSD,5444.75,5511.25,4982.75,5129,1967.09,10434231.54
2019-04-24,BTCUSD,5540.25,5620.25,5376.25,5444.75,2735.42,15009724.07
2019-04-23,BTCUSD,5384.25,5642,5359.5,5540.25,2387.63,13220712.33
2019-04-22,BTCUSD,5298,5439.75,5254,5384.25,1814.96,9711010.57
2019-04-21,BTCUSD,5322,5346.75,5215.25,5298,1328.25,7001999.68
2019-04-20,BTCUSD,5290,5359.75,5262.75,5322,1057.0,5619793.86
2019-04-19,BTCUSD,5282.75,5358.75,5199.25,5290,1569.47,8263591.7
2019-04-18,BTCUSD,5229.25,5314.75,5225.25,5282.75,1148.25,6047044.67
2019-04-17,BTCUSD,5205.5,5274.25,5176,5229.25,1308.56,6831396.83
2019-04-16,BTCUSD,5034.75,5230,5018,5205.5,1304.47,6704881.44
2019-04-15,BTCUSD,5159,5192.25,4949.25,5034.75,1698.23,8611248.14
2019-04-14,BTCUSD,5070.25,5188.5,5016,5159,727.61,3704236.35
2019-04-13,BTCUSD,5078.25,5119.75,5042,5070.25,1024.53,5209138.68
2019-04-12,BTCUSD,5049,5118.5,4909.75,5078.25,956.82,4818837.42
2019-04-11,BTCUSD,5319.28,5344.82,4970.27,5049,3447.31,17612090.75
2019-04-10,BTCUSD,5192.8,5464.87,5165.16,5319.28,2500.67,13251639.43
2019-04-09,BTCUSD,5294.67,5294.67,5147.56,5192.8,2209.89,11518663.22
2019-04-08,BTCUSD,5191.51,5350.35,5131.92,5294.67,3318.13,17415631.72
2019-04-07,BTCUSD,5036.84,5268.62,5031.88,5191.51,3151.46,16206066.65
2019-04-06,BTCUSD,5039.98,5232.28,4900.34,5036.84,3076.81,15661329.07
2019-04-05,BTCUSD,4901.03,5067.2,4884.96,5039.98,3043.86,15200038.9
2019-04-04,BTCUSD,4973.92,5070.5,4783.44,4901.03,4664.87,23191914.96
2019-04-03,BTCUSD,4900.76,5345.67,4801.79,4973.92,7678.52,38581054.0
2019-04-02,BTCUSD,4139.27,5100,4132.98,4900.76,9310.66,43906167.99
2019-04-01,BTCUSD,4092.97,4146.17,4055.5,4139.27,1468.86,6045909.53
2019-03-31,BTCUSD,4093.24,4101.77,4077.17,4092.97,231.19,944985.02
2019-03-30,BTCUSD,4091.58,4130.74,4041.93,4093.24,1190.72,4864248.52
