Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XEM,Volume RUR
2018-07-16,XEMRUR,10.43,11.2,10.35,10.78,9290.76,98634.25
2018-07-15,XEMRUR,10.37,10.72,10.37,10.43,4297.81,45294.4
2018-07-14,XEMRUR,10.53,10.79,10.31,10.37,3340.53,34791.75
2018-07-13,XEMRUR,10.56,11.54,10.46,10.53,7399.97,79475.59
2018-07-12,XEMRUR,10.98,11.7,10.45,10.56,6938.69,75967.16
2018-07-11,XEMRUR,11.2,11.2,10.62,10.98,6725.14,73130.89
2018-07-10,XEMRUR,11.25,11.6,11.1,11.2,7594.45,85061.56
2018-07-09,XEMRUR,11.74,11.98,11.23,11.25,6034.52,70162.82
2018-07-08,XEMRUR,12,12.15,11.7,11.74,5980.21,71266.57
2018-07-07,XEMRUR,11.85,12,11.34,12,9366.68,108825.14
2018-07-06,XEMRUR,11.88,11.95,11,11.85,9933.18,113080.26
2018-07-05,XEMRUR,11.97,12.11,11.65,11.88,5865.34,69663.05
2018-07-04,XEMRUR,11.83,12.11,11.26,11.97,8348.85,98867.69
2018-07-03,XEMRUR,11.52,12.8,11.51,11.83,18219.45,219645.13
2018-07-02,XEMRUR,11.2,11.95,10.44,11.52,8943.77,96718.83
2018-07-01,XEMRUR,10,11.2,10,11.2,10231.69,106839.43
2018-06-30,XEMRUR,9.96,12.04,9.96,10,9088.61,95797.77
2018-06-29,XEMRUR,10,11,9.7,9.96,8754.78,88499.31
2018-06-28,XEMRUR,10.58,10.7,10,10,8569.1,88097.3
2018-06-27,XEMRUR,10.91,10.91,10.25,10.58,4875.08,51374.68
2018-06-26,XEMRUR,10.79,11.28,10.6,10.91,10441.67,112942.34
2018-06-25,XEMRUR,10.88,11.51,10.6,10.79,7948.97,87046.87
2018-06-24,XEMRUR,12.4,12.85,10.8,10.88,26565.96,303263.0
2018-06-23,XEMRUR,12.33,12.45,11.72,12.4,7384.51,89535.49
2018-06-22,XEMRUR,12.91,13,12,12.33,12941.35,160520.7
2018-06-21,XEMRUR,12.72,13.05,12.61,12.91,7198.07,92273.09
2018-06-20,XEMRUR,13.05,13.05,12.69,12.72,7223.07,92980.83
2018-06-19,XEMRUR,13.2,13.2,12.76,13.05,19037.72,246079.17
2018-06-18,XEMRUR,12.4,13.2,12.33,13.2,9843.46,126829.92
2018-06-17,XEMRUR,12.61,13.18,12.33,12.4,9534.74,120008.65
2018-06-16,XEMRUR,12.75,13.25,12.56,12.61,8182.84,104693.08
2018-06-15,XEMRUR,13.3,14,12.58,12.75,9344.97,122335.22
2018-06-14,XEMRUR,12.73,13.53,12.56,13.3,10586.64,138523.52
2018-06-13,XEMRUR,13.41,13.5,12.49,12.73,12308.54,160629.46
2018-06-12,XEMRUR,13.56,14.14,13.21,13.41,12615.1,171435.81
2018-06-11,XEMRUR,13.83,14.24,13.27,13.56,14217.09,194197.11
2018-06-10,XEMRUR,15.01,15.3,13.83,13.83,19411.33,282543.31
2018-06-09,XEMRUR,15.14,15.55,14.9,15.01,12460.61,189897.38
2018-06-08,XEMRUR,15.3,15.55,15,15.14,7614.25,115035.98
2018-06-07,XEMRUR,14.82,16.2,14.82,15.3,13015.34,202782.27
2018-06-06,XEMRUR,15.15,15.21,14.76,14.82,5417.95,80845.24
2018-06-05,XEMRUR,15.48,15.49,14.25,15.15,14117.81,210475.01
2018-06-04,XEMRUR,16.07,16.33,14,15.48,28278.07,421183.34
2018-06-03,XEMRUR,16.3,16.65,15.6,16.07,11312.58,183266.43
2018-06-02,XEMRUR,15.5,16.82,15.22,16.3,17648.82,279110.74
2018-06-01,XEMRUR,15.24,16,15.04,15.5,9444.4,146695.87
2018-05-31,XEMRUR,14.96,15.5,14.65,15.24,9198.57,138371.94
2018-05-30,XEMRUR,15.19,15.6,14.55,14.96,16910.17,254297.81
2018-05-29,XEMRUR,14.85,16.1,14.32,15.19,15594.41,239130.2
2018-05-28,XEMRUR,16.57,16.57,14.75,14.85,20718.44,315543.77
2018-05-27,XEMRUR,16.51,16.75,16,16.57,8006.17,130690.77
2018-05-26,XEMRUR,16.5,17.3,16.32,16.51,5822.73,97341.77
2018-05-25,XEMRUR,17.49,17.76,16.5,16.5,12311.63,209133.79
2018-05-24,XEMRUR,16.71,17.5,16,17.49,17236.46,283388.62
2018-05-23,XEMRUR,18.01,18.2,15.67,16.71,18782.48,321394.01
2018-05-22,XEMRUR,19.37,19.38,18.01,18.01,12784.34,237166.28
2018-05-21,XEMRUR,20.35,20.35,19.06,19.37,10415.22,202545.17
2018-05-20,XEMRUR,19.23,20.35,19.12,20.35,7683.75,151285.72
2018-05-19,XEMRUR,19.2,19.9,18.68,19.23,10981.84,210780.98
2018-05-18,XEMRUR,18.82,20,18.25,19.2,22412.85,423121.49
2018-05-17,XEMRUR,20.78,20.78,18.7,18.82,26175.75,512467.37
2018-05-16,XEMRUR,21.46,21.46,19.9,20.78,18647.92,379998.89
2018-05-15,XEMRUR,22.77,23.09,21.34,21.46,11049.45,244349.65
2018-05-14,XEMRUR,22.55,24.05,21.52,22.77,29565.68,676151.03
2018-05-13,XEMRUR,20.95,23.3,20.77,22.55,14972.27,327390.05
2018-05-12,XEMRUR,20.08,22.5,19.6,20.95,20208.61,418617.71
2018-05-11,XEMRUR,22.57,22.73,19.55,20.08,29293.52,604588.87
2018-05-10,XEMRUR,23.82,23.89,22.5,22.57,8235.29,190760.53
2018-05-09,XEMRUR,23.74,24.53,23,23.82,13235.81,311286.81
2018-05-08,XEMRUR,24.59,24.69,23,23.74,24602.66,583619.72
2018-05-07,XEMRUR,25.26,25.26,23.73,24.59,18388.1,447986.16
2018-05-06,XEMRUR,26.8,26.92,24.5,25.26,25313.78,647825.51
2018-05-05,XEMRUR,26.35,27.57,26.2,26.8,32346.62,866040.85
2018-05-04,XEMRUR,26.1,26.5,25.74,26.35,38411.18,1006088.14
2018-05-03,XEMRUR,25.87,26.19,25.55,26.1,29082.18,755076.63
2018-05-02,XEMRUR,25,26.1,24.8,25.87,25206.55,645942.03
2018-05-01,XEMRUR,25.1,25.45,24.35,25,11065.21,273524.62
2018-04-30,XEMRUR,25.27,26.26,25,25.1,44623.07,1142283.74
2018-04-29,XEMRUR,25.42,26.26,24.5,25.27,32867.04,836222.45
2018-04-28,XEMRUR,23.99,25.89,23.11,25.42,43827.28,1058165.23
2018-04-27,XEMRUR,24.4,24.89,23.03,23.99,33217.67,804699.87
2018-04-26,XEMRUR,22.91,24.4,22.02,24.4,27216.49,633131.68
2018-04-25,XEMRUR,25.33,25.52,21.01,22.91,58836.9,1376394.77
2018-04-24,XEMRUR,23.81,25.47,23.49,25.33,50594.35,1248791.61
2018-04-23,XEMRUR,23.31,24.1,22.75,23.81,22329.44,523147.93
2018-04-22,XEMRUR,22.91,24.36,22.3,23.31,15171.41,355820.51
2018-04-21,XEMRUR,24.3,24.5,21.83,22.91,31007.27,727200.86
2018-04-20,XEMRUR,22.74,24.3,22.2,24.3,28223.72,656415.28
2018-04-19,XEMRUR,21.82,22.8,21.52,22.74,34745.39,766338.14
2018-04-18,XEMRUR,20.44,21.95,20.41,21.82,25370.97,536737.43
2018-04-17,XEMRUR,20.47,21,19.5,20.44,22887.91,462631.87
2018-04-16,XEMRUR,21,21.8,19.01,20.47,42456.05,871206.71
2018-04-15,XEMRUR,18,21,18,21,83834.09,1647995.54
2018-04-14,XEMRUR,17.23,18.28,16.9,18,23526.87,409505.3
2018-04-13,XEMRUR,16.37,18.66,16.02,17.23,87130.47,1544365.05
2018-04-12,XEMRUR,15.16,16.38,14.51,16.37,56588.11,879176.47
2018-04-11,XEMRUR,15.3,15.91,14.8,15.16,43704.36,673110.77
2018-04-10,XEMRUR,14,15.49,13.91,15.3,61687.69,908936.02
2018-04-09,XEMRUR,14,14.69,13.81,14,19200.06,271216.94
2018-04-08,XEMRUR,13.82,14.32,13.76,14,11974.53,167538.77
2018-04-07,XEMRUR,13.32,14.5,13.2,13.82,27680.94,382150.34
2018-04-06,XEMRUR,13.69,13.92,13.2,13.32,30183.62,407131.27
2018-04-05,XEMRUR,13.12,13.97,13,13.69,34571.45,467012.13
2018-04-04,XEMRUR,14.9,15.2,13.12,13.12,24896.85,349695.37
2018-04-03,XEMRUR,13.2,15.2,13,14.9,30243.6,436202.73
2018-04-02,XEMRUR,13.5,14.7,13,13.2,23044.18,311261.03
2018-04-01,XEMRUR,15,15.48,12.56,13.5,25420.82,345334.27
2018-03-31,XEMRUR,15.32,15.73,14.62,15,12859.06,196323.58
2018-03-30,XEMRUR,16.12,16.8,15,15.32,26114.25,408255.9
2018-03-29,XEMRUR,17.1,17.2,15.8,16.12,28667.11,471361.99
2018-03-28,XEMRUR,17.6,17.74,16.91,17.1,24170.32,415560.49
2018-03-27,XEMRUR,18.5,18.5,17,17.6,22264.37,393438.69
2018-03-26,XEMRUR,20.68,20.68,17,18.5,65641.5,1204577.87
2018-03-25,XEMRUR,19.91,21.04,19.1,20.68,47392.52,947492.3
2018-03-24,XEMRUR,19.84,21.3,19.3,19.91,50175.3,1002615.78
2018-03-23,XEMRUR,20.49,20.71,19.5,19.84,26632.83,533449.91
2018-03-22,XEMRUR,21.86,22.02,20.22,20.49,46104.04,964659.42
2018-03-21,XEMRUR,22.64,23.5,21.01,21.86,108206.49,2402242.59
2018-03-20,XEMRUR,21.43,27,19.88,22.64,161384.01,3739699.6
2018-03-19,XEMRUR,21,22.3,19,21.43,53933.75,1148871.52
2018-03-18,XEMRUR,21.39,22,19,21,53355.9,1095501.65
2018-03-17,XEMRUR,23.15,23.15,21.39,21.39,25943.52,572080.23
2018-03-16,XEMRUR,24.3,25.31,22.77,23.15,45005.37,1060432.68
2018-03-15,XEMRUR,24.65,26,23,24.3,71616.94,1721288.91
2018-03-14,XEMRUR,27.58,32.23,24,24.65,185990.23,5283627.86
2018-03-13,XEMRUR,23.83,27.97,23.51,27.58,106839.02,2770395.6
2018-03-12,XEMRUR,23.48,24.98,22.97,23.83,49085.59,1169317.95
2018-03-11,XEMRUR,22.8,23.66,22.5,23.48,24845.73,567893.58
2018-03-10,XEMRUR,22.99,24,22.35,22.8,45899.54,1073655.71
2018-03-09,XEMRUR,22.3,23.58,22.14,22.99,35653.69,810702.72
2018-03-08,XEMRUR,22.34,24,21.7,22.3,34848.25,789942.04
2018-03-07,XEMRUR,22.41,22.53,21.2,22.34,37201.94,819627.92
2018-03-06,XEMRUR,24,24.55,21.62,22.41,49933.22,1137727.62
2018-03-05,XEMRUR,22.8,25.3,22,24,46198.95,1084120.53
2018-03-04,XEMRUR,23,23.69,22,22.8,34217.61,777042.09
2018-03-03,XEMRUR,24.68,25.6,22.23,23,29930.31,719073.17
2018-03-02,XEMRUR,25.5,25.5,24.1,24.68,45179.79,1122256.57
2018-03-01,XEMRUR,26,26.4,25,25.5,42157.23,1077435.81
2018-02-28,XEMRUR,26.2,26.44,25.5,26,46860.28,1220878.12
2018-02-27,XEMRUR,26.5,26.69,25.61,26.2,52881.24,1378701.47
2018-02-26,XEMRUR,26.82,27.1,25.5,26.5,70637.82,1851293.02
2018-02-25,XEMRUR,27.1,27.6,26.49,26.82,48220.14,1298665.27
2018-02-24,XEMRUR,28.5,28.78,26.81,27.1,27684.97,768173.4
2018-02-23,XEMRUR,26.62,29,26.01,28.5,51215.17,1418422.87
2018-02-22,XEMRUR,28.49,29.32,26.5,26.62,67909.65,1884112.66
2018-02-21,XEMRUR,29.75,30.44,27.85,28.49,97770.6,2841185.92
2018-02-20,XEMRUR,30.55,30.9,29.3,29.75,137383.06,4121141.06
2018-02-19,XEMRUR,30.94,32,30.3,30.55,152507.89,4706258.24
2018-02-18,XEMRUR,34,34,30.24,30.94,117475.77,3709256.65
2018-02-17,XEMRUR,31.3,34.49,31,34,154493.84,5161505.08
2018-02-16,XEMRUR,31.61,31.95,28.95,31.3,148421.29,4485360.43
2018-02-15,XEMRUR,31,33.75,30.7,31.61,127036.76,4106422.29
2018-02-14,XEMRUR,30.88,31.99,30.01,31,81680.64,2531806.61
2018-02-13,XEMRUR,31.18,31.41,30,30.88,71576.98,2207017.34
2018-02-12,XEMRUR,29.8,31.25,29.66,31.18,76416.0,2344320.73
2018-02-11,XEMRUR,31.55,31.98,28.55,29.8,102981.37,3096205.78
2018-02-10,XEMRUR,32.49,34.9,30.51,31.55,124589.18,4052847.88
2018-02-09,XEMRUR,29.4,32.5,27.16,32.49,212994.78,6520248.08
2018-02-08,XEMRUR,32.19,33.9,29,29.4,141818.1,4498290.13
2018-02-07,XEMRUR,32.3,38.95,31,32.19,104445.68,3674999.24
2018-02-06,XEMRUR,30,33.98,24,32.3,95757.94,2736859.2
2018-02-05,XEMRUR,36.3,37.89,29,30,107280.34,3495749.41
2018-02-04,XEMRUR,40.22,42.29,35.07,36.3,76609.76,2902406.48
2018-02-03,XEMRUR,36,42.6,34,40.22,100414.98,3882805.14
2018-02-02,XEMRUR,39.31,40,30,36,133926.94,4627081.45
2018-02-01,XEMRUR,46.57,48.15,37.1,39.31,95931.41,3976809.27
2018-01-31,XEMRUR,47.55,48.19,44.15,46.57,64555.13,2939962.42
2018-01-30,XEMRUR,53.66,54.89,47.55,47.55,70115.32,3557677.68
2018-01-29,XEMRUR,56.93,58.11,53,53.66,46425.5,2546282.71
2018-01-28,XEMRUR,59.98,60.72,55.82,56.93,42517.61,2439809.87
2018-01-27,XEMRUR,52,60.65,50.8,59.98,76972.29,4226031.88
2018-01-26,XEMRUR,58.15,59.77,50.72,52,75262.81,4034131.16
2018-01-25,XEMRUR,59,61.53,57.35,58.15,40730.23,2384290.97
2018-01-24,XEMRUR,61,62.48,57.9,59,55320.98,3324429.83
2018-01-23,XEMRUR,68.7,68.7,60,61,17838.56,1110772.73
2018-01-22,XEMRUR,68.7,68.7,68.7,68.7,0.0,0.0
2018-01-21,XEMRUR,73.83,75,66.02,68.7,18841.23,1347817.57
2018-01-20,XEMRUR,72.98,75,71.51,74.51,32740.46,2411131.23
2018-01-19,XEMRUR,73.3,75.6,70.16,72.98,26267.64,1911717.4
2018-01-18,XEMRUR,71,78.83,67.5,73.3,25619.88,1901584.16
2018-01-17,XEMRUR,67.92,79,53,71,83345.12,5085446.9
2018-01-16,XEMRUR,86,86,56,67.92,167739.34,12153301.32
2018-01-15,XEMRUR,81.72,88.45,81,86,51801.13,4476166.74
2018-01-14,XEMRUR,87.8,90,80.26,81.72,45387.03,3763204.17
2018-01-13,XEMRUR,82,95.1,82,87.8,48468.43,4370212.81
2018-01-12,XEMRUR,80.11,84,78.06,82,12270.7,1001915.13
2018-01-11,XEMRUR,88.7,91.5,80.1,80.11,74633.49,6354890.35
2018-01-10,XEMRUR,97.48,99,80,88.7,100845.32,8885878.94
2018-01-09,XEMRUR,100.3,102.56,97,97.48,62193.96,6180006.66
2018-01-08,XEMRUR,105.56,107.37,90.1,100.3,94730.61,9496142.23
2018-01-07,XEMRUR,99.41,110,95.1,105.56,65671.68,6712482.76
2018-01-06,XEMRUR,92.9,102.2,87.5,99.41,68013.35,6500920.45
2018-01-05,XEMRUR,101.05,105,90.11,92.9,100425.28,9790549.68
2018-01-04,XEMRUR,107.54,120,92,101.05,145520.31,15732933.78
2018-01-03,XEMRUR,68.16,115.69,67.93,107.54,209552.56,18534554.9
2018-01-02,XEMRUR,64.81,69.07,62.89,68.16,64565.5,4267411.61
2018-01-01,XEMRUR,61.29,64.87,61.19,64.81,39941.5,2516296.25
2017-12-31,XEMRUR,60.76,63.2,58.5,61.29,32905.02,1988970.33
2017-12-30,XEMRUR,64.48,64.48,58,60.76,43682.4,2643692.47
2017-12-29,XEMRUR,57.1,64.48,55,64.48,44353.43,2673207.26
2017-12-28,XEMRUR,60.55,60.6,55,57.1,63252.62,3643058.7
2017-12-27,XEMRUR,60.01,61.49,59.5,60.55,55199.38,3321417.14
2017-12-26,XEMRUR,65.8,66,59.5,60.01,79684.17,4881487.58
2017-12-25,XEMRUR,61.1,69.29,60,65.8,147647.09,9690351.35
2017-12-24,XEMRUR,61,62,52,61.1,91001.89,5319019.06
2017-12-23,XEMRUR,56.46,63,55.46,61,71020.98,4267055.39
2017-12-22,XEMRUR,62.45,63,45,56.46,165315.47,9134760.12
2017-12-21,XEMRUR,60.23,66.67,58.33,62.45,161679.75,10111052.85
2017-12-20,XEMRUR,61.12,62.49,51.81,60.23,184408.47,10767946.39
2017-12-19,XEMRUR,53.6,65.83,52.3,61.12,374072.99,22767262.79
2017-12-18,XEMRUR,44,59.9,42.43,53.6,404451.27,21207587.86
2017-12-17,XEMRUR,39.5,44.9,38.5,44,164192.87,6780203.12
2017-12-16,XEMRUR,35.45,42.57,34.9,39.5,202375.34,7934393.78
2017-12-15,XEMRUR,37.8,39.5,32.95,35.45,127696.1,4478069.06
2017-12-14,XEMRUR,33.93,40.7,32.27,37.8,225365.58,7805218.77
2017-12-13,XEMRUR,69.26,74.9,32.3,33.93,326535.2,12300457.67
2017-12-12,XEMRUR,58.05,110,55.98,69.26,107084.52,8166188.09
2017-12-11,XEMRUR,39.01,65.35,36.5,58.05,53048.46,2652294.61
2017-12-10,XEMRUR,42.85,43,36,39.01,18628.69,735636.46
2017-12-09,XEMRUR,49.6,50,34.1,42.85,44563.26,1880899.26
2017-12-08,XEMRUR,22.85,50,22.25,49.6,52409.88,1680200.78
2017-12-07,XEMRUR,22.98,27,21.87,22.85,14816.77,369151.45
2017-12-06,XEMRUR,26.68,28.74,21.24,22.98,28101.75,716779.87
2017-12-05,XEMRUR,20.62,30.18,20.62,26.68,38718.93,987219.4
2017-12-04,XEMRUR,18.85,22.6,18.03,20.62,30902.53,608788.63
2017-12-03,XEMRUR,15.76,19,14.93,18.85,17747.25,315699.39
2017-12-02,XEMRUR,14.5,15.98,13.92,15.76,7680.79,116809.19
2017-12-01,XEMRUR,14.14,14.5,13.15,14.5,7056.71,98709.09
2017-11-30,XEMRUR,14.1,14.96,12.78,14.14,12432.56,170327.24
2017-11-29,XEMRUR,15.14,15.93,12.21,14.1,15472.35,218303.21
2017-11-28,XEMRUR,12.77,15.93,12.77,15.14,27456.2,384927.46
2017-11-27,XEMRUR,12.1,13,12,12.77,9994.26,126046.47
2017-11-26,XEMRUR,12.48,12.9,11.98,12.1,5956.36,73566.19
2017-11-25,XEMRUR,12.3,12.5,11.55,12.48,8443.18,103229.21
2017-11-24,XEMRUR,11.64,12.49,11.31,12.3,13309.74,156947.66
2017-11-23,XEMRUR,12.24,12.24,11.6,11.64,9724.18,115365.13
2017-11-22,XEMRUR,12.22,12.24,11.8,12.24,5340.74,64795.3
2017-11-21,XEMRUR,12.2,12.22,11.6,12.22,7439.06,90042.01
2017-11-20,XEMRUR,11.3,12.2,11.3,12.2,5606.96,66413.02
2017-11-19,XEMRUR,11.31,11.98,11.21,11.3,18515.61,211765.63
2017-11-18,XEMRUR,11.15,11.8,11.12,11.31,5827.78,66054.92
2017-11-17,XEMRUR,11.37,11.9,11.01,11.15,13746.41,155715.79
2017-11-16,XEMRUR,11.37,12.29,11.07,11.37,11435.88,133678.27
2017-11-15,XEMRUR,11.35,12.5,11.35,11.37,10784.31,131118.01
2017-11-14,XEMRUR,11.82,12.95,11,11.35,17331.46,211371.72
2017-11-13,XEMRUR,11.31,12.08,11.09,11.82,4443.99,51424.24
2017-11-12,XEMRUR,11.3,12.49,10,11.31,13124.21,149082.58
2017-11-11,XEMRUR,11.99,12.64,11,11.3,6293.74,72946.59
2017-11-10,XEMRUR,12,13,11.1,11.99,12232.22,152577.18
2017-11-09,XEMRUR,11.3,12.15,10.31,12,3647.51,43339.07
2017-11-08,XEMRUR,10.35,11.3,10.2,11.3,5819.49,61400.88
2017-11-07,XEMRUR,11.31,11.41,10.2,10.35,6932.34,72809.68
2017-11-06,XEMRUR,9.4,12,9.4,11.31,6768.88,71165.44
2017-11-05,XEMRUR,10.11,10.11,9.3,9.4,4111.47,39933.36
2017-11-04,XEMRUR,9.1,10.37,9.1,10.11,6177.5,60654.93
2017-11-03,XEMRUR,9.41,10.6,9.1,9.1,12027.99,117532.07
2017-11-02,XEMRUR,10.48,10.95,9,9.41,9398.43,93597.87
2017-11-01,XEMRUR,10.55,11.17,9.5,10.48,3938.18,40111.42
2017-10-31,XEMRUR,11.4,11.4,10.01,10.55,10320.26,112517.21
2017-10-30,XEMRUR,10.64,11.7,10,10.36,10144.17,111411.5
