Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume NEO,Volume USD
2019-07-03 10-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-03 09-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-03 08-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-03 07-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-03 06-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-03 05-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-03 04-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-03 03-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-03 02-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-03 01-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-03 12-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 11-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 10-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 09-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 08-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 07-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 06-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 05-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 04-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 03-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 02-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 01-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 12-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 11-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 10-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 09-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 08-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 07-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 06-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 05-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 04-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 03-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 02-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 01-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-02 12-AM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-01 11-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-01 10-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-01 09-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
2019-07-01 08-PM,NEOUSD,8.3,8.3,8.3,8.3,0.0,0.0
