Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTG,Volume BTC
2019-07-03,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-02,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-07-01,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-30,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-29,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-28,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-27,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-26,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-25,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-24,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-23,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-22,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-21,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-20,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-19,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-18,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-17,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-16,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-15,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-14,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-13,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-12,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-11,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-10,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-09,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-08,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-07,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-06,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-05,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-04,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-03,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-02,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-06-01,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-05-31,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-05-30,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-05-29,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-05-28,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-05-27,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-05-26,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-05-25,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-05-24,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-05-23,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
2019-05-22,BTGBTC,0.003845,0.003845,0.003845,0.003845,0.0,0.0
