Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume ETH,Volume KRW
2019-06-13,ETHKRW,315000,317000,307600,308400,50307.16,15683848124.15
2019-06-12,ETHKRW,297600,315900,295600,315000,65930.66,20021037341.52
2019-06-11,ETHKRW,301200,302100,291200,297600,51621.76,15320266584.81
2019-06-10,ETHKRW,286200,301500,280300,301200,61867.61,18077695605.75
2019-06-09,ETHKRW,300000,301000,283200,286200,43382.64,12658191044.92
2019-06-08,ETHKRW,304000,306100,298000,300000,28137.39,8496438295.39
2019-06-07,ETHKRW,303000,307300,296700,304000,55746.21,16844110618.15
2019-06-06,ETHKRW,301800,305000,288500,303000,49833.21,14774978880.2
2019-06-05,ETHKRW,297300,306500,292500,301800,62192.84,18648087252.5
2019-06-04,ETHKRW,307500,311800,288300,297300,121410.7,36602661212.51
2019-06-03,ETHKRW,324000,325500,307500,307500,87486.79,27807351099.56
2019-06-02,ETHKRW,319800,328600,319200,324000,47322.1,15351089976.11
2019-06-01,ETHKRW,324400,333700,316700,319800,72403.2,23531010311.22
2019-05-31,ETHKRW,312500,325100,300000,324400,116618.02,36624756651.21
2019-05-30,ETHKRW,321400,345300,298000,312500,229731.9,75347103981.43
2019-05-29,ETHKRW,321400,329500,311100,321400,101447.36,32613566021.58
2019-05-28,ETHKRW,321200,326400,316000,321400,82112.83,26333009576.95
2019-05-27,ETHKRW,316300,330000,313700,321200,122227.07,39022613051.23
2019-05-26,ETHKRW,299500,320300,292900,316300,110137.26,33743484204.96
2019-05-25,ETHKRW,298200,307000,296200,299500,76255.61,22953568710.64
2019-05-24,ETHKRW,295800,303500,290800,298200,111021.57,33119150181.98
2019-05-23,ETHKRW,296600,299300,279000,295800,146801.77,42518468980.58
2019-05-22,ETHKRW,304300,311000,292700,296600,127613.72,38688774964.2
2019-05-21,ETHKRW,302100,312500,297900,304300,139779.33,42447082989.95
2019-05-20,ETHKRW,308700,308700,290000,302100,141223.63,42339301210.34
2019-05-19,ETHKRW,283400,312700,282000,308700,208128.23,62828776785.81
2019-05-18,ETHKRW,295000,302300,281600,283400,181197.5,52674797060.43
2019-05-17,ETHKRW,317600,323600,269000,295000,457588.31,131692082936.77
2019-05-16,ETHKRW,292000,332600,288500,317600,526112.42,164173627467.25
2019-05-15,ETHKRW,259900,293800,259300,292000,291960.93,80271354672.57
2019-05-14,ETHKRW,231500,262700,230300,259900,257333.77,63671925304.46
2019-05-13,ETHKRW,220500,241400,217400,231500,189430.59,43724863965.38
2019-05-12,ETHKRW,223800,236800,213400,220500,179933.33,40383593635.57
2019-05-11,ETHKRW,203600,236000,203400,223800,207188.02,45414739634.34
2019-05-10,ETHKRW,200900,206800,198500,203600,81604.94,16611597756.98
2019-05-09,ETHKRW,198500,201800,196200,200900,58526.28,11686736806.58
2019-05-08,ETHKRW,195200,200200,190800,198500,60817.81,11949378922.69
2019-05-07,ETHKRW,198200,208500,197900,205000,60784.85,12467906459.18
2019-05-06,ETHKRW,189100,204300,185900,198200,82552.73,16100015762.37
2019-05-05,ETHKRW,188500,190500,185100,189100,25448.56,4791765016.91
2019-05-04,ETHKRW,191800,195400,185000,188500,43161.99,8217560790.76
2019-05-03,ETHKRW,186500,195800,185100,191800,66459.22,12678244754.26
2019-05-02,ETHKRW,184400,188000,183000,186500,34319.52,6359654886.23
2019-05-01,ETHKRW,185900,188500,182200,184400,31266.99,5789431103.22
2019-04-30,ETHKRW,178600,187200,178200,185900,49613.5,9053291509.91
2019-04-29,ETHKRW,182600,183700,175000,178600,48496.44,8728928929.7
2019-04-28,ETHKRW,183400,185700,181800,182600,34816.21,6406678110.06
2019-04-27,ETHKRW,182600,186300,180900,183400,26022.08,4759248486.38
2019-04-26,ETHKRW,181400,186900,176800,182600,71994.87,13062269033.84
2019-04-25,ETHKRW,195500,196400,180800,181400,66079.9,12520095558.21
2019-04-24,ETHKRW,198600,199600,190300,195500,76443.34,14893007818.89
2019-04-23,ETHKRW,198700,204900,196800,198600,76148.11,15334618941.13
2019-04-22,ETHKRW,197300,200500,195800,198700,47062.22,9321029268.82
2019-04-21,ETHKRW,200900,201600,193500,197300,51429.69,10129871929.5
2019-04-20,ETHKRW,199800,204700,198200,200900,42389.49,8520044670.57
2019-04-19,ETHKRW,199500,200500,194800,199800,49139.5,9754223309.19
2019-04-18,ETHKRW,191100,202000,190200,199500,114699.33,22612988834.99
2019-04-17,ETHKRW,192600,194500,189900,191100,59741.3,11445177922.97
2019-04-16,ETHKRW,185700,192900,184800,192600,48197.0,9094031154.92
2019-04-15,ETHKRW,192400,194100,182300,185700,69191.41,13168854455.01
2019-04-14,ETHKRW,188900,193900,186400,192400,23244.8,4409770816.57
2019-04-13,ETHKRW,190900,192200,185200,188900,38427.74,7265424141.35
2019-04-12,ETHKRW,190200,191800,181000,190900,58172.42,10909328568.39
2019-04-11,ETHKRW,204000,204600,183000,190200,110040.59,21164966649.87
2019-04-10,ETHKRW,201400,209000,197200,204000,62494.47,12787884759.81
2019-04-09,ETHKRW,206100,206500,198700,201400,41321.95,8344254830.21
2019-04-08,ETHKRW,196400,211300,195200,206100,149664.54,30626422581.87
2019-04-07,ETHKRW,185700,197600,184600,196400,61549.62,11724748923.76
2019-04-06,ETHKRW,184200,193600,179200,185700,61313.42,11389594284.79
2019-04-05,ETHKRW,176300,188000,176100,184200,71507.43,13011487297.17
2019-04-04,ETHKRW,181100,184600,172700,176300,79482.72,14224884041.26
2019-04-03,ETHKRW,179100,195600,171900,181100,196304.24,36154808100.1
2019-04-02,ETHKRW,159400,180000,159100,179100,152262.61,25718780355.94
2019-04-01,ETHKRW,159300,160200,157800,159400,75112.76,11960177154.04
2019-03-19,ETHKRW,153800,155500,153500,154500,6322.57,976588671.82
2019-03-18,ETHKRW,154100,157700,152400,153800,78928.89,12195851140.66
2019-03-17,ETHKRW,156100,156100,152200,154100,39078.98,6013908158.12
2019-03-16,ETHKRW,151500,159700,151500,156100,84036.49,13121064340.73
2019-03-15,ETHKRW,147900,153000,147800,151500,70840.86,10644509322.72
2019-03-14,ETHKRW,147300,150800,145500,147900,58662.05,8680204280.79
2019-03-13,ETHKRW,148800,149500,146600,147300,56222.59,8314648102.99
2019-03-12,ETHKRW,148300,150900,143600,148800,80646.01,11936837379.36
2019-03-11,ETHKRW,149700,151200,146700,148300,81926.49,12202223018.49
2019-03-10,ETHKRW,151700,151800,148700,149700,48403.81,7264897999.13
2019-03-09,ETHKRW,149100,153100,148000,151700,77070.32,11641576083.55
2019-03-08,ETHKRW,151600,154000,145500,149100,101031.95,15234186813.39
2019-03-07,ETHKRW,151500,154000,150200,151600,73117.53,11124797285.05
2019-03-06,ETHKRW,150400,154500,147500,151500,97657.11,14769244204.01
2019-03-05,ETHKRW,140500,151000,139800,150400,100498.21,14579547761.49
2019-03-04,ETHKRW,145300,145600,138000,140500,108811.68,15363021858.65
2019-03-03,ETHKRW,147600,150000,142500,145300,52933.29,7802837289.62
2019-03-02,ETHKRW,150200,151500,145000,147600,83075.38,12345649465.62
2019-03-01,ETHKRW,150400,152700,150000,150200,45982.72,6941922686.16
2019-02-28,ETHKRW,150600,154600,147500,150400,117658.26,17825995114.49
2019-02-27,ETHKRW,151500,155600,142300,150600,124624.57,18811797650.24
2019-02-26,ETHKRW,153300,153600,148800,151500,86940.71,13179004398.12
2019-02-25,ETHKRW,148300,156700,147900,153300,156352.49,23924255074.5
2019-02-24,ETHKRW,171500,180100,147800,148300,292831.62,48400595638.99
2019-02-23,ETHKRW,161800,172100,160700,171500,87710.63,14626096351.96
2019-02-22,ETHKRW,160000,163300,159100,161800,73615.18,11885813482.7
2019-02-21,ETHKRW,161500,163900,157600,160000,81294.29,13026036594.8
2019-02-20,ETHKRW,156200,162300,152300,161500,124400.81,19603629339.56
2019-02-19,ETHKRW,158500,163700,155800,156200,146143.95,23315457269.11
2019-02-18,ETHKRW,147400,160400,146200,158500,201315.64,31047870211.93
2019-02-17,ETHKRW,135800,149500,135700,147400,128705.07,18250170896.95
2019-02-16,ETHKRW,134700,137500,134600,135800,31869.02,4330926631.15
2019-02-15,ETHKRW,133700,137700,133500,134700,55453.97,7500200752.7
2019-02-14,ETHKRW,134800,137100,133500,133700,56758.46,7671163398.57
2019-02-13,ETHKRW,134100,138500,133400,134800,63714.41,8622391761.73
2019-02-12,ETHKRW,132700,135500,130400,134100,70281.53,9346140849.23
2019-02-11,ETHKRW,137200,137200,131400,132700,104420.06,13896259468.56
2019-02-10,ETHKRW,130000,138000,126200,137200,86494.7,11276504914.82
2019-02-09,ETHKRW,130200,131800,128900,130000,79293.13,10331740112.89
2019-02-08,ETHKRW,116500,134100,115400,130200,148937.11,18574686342.43
2019-02-07,ETHKRW,116500,117800,115800,116500,46767.6,5459462894.24
2019-02-06,ETHKRW,118900,119100,112700,116500,76007.14,8775145036.59
2019-02-05,ETHKRW,118800,119500,118000,118900,33986.7,4037907938.9
2019-02-04,ETHKRW,118600,120700,117800,118800,29382.7,3496464981.92
2019-02-03,ETHKRW,121400,122200,117300,118600,36836.06,4405930597.35
2019-02-02,ETHKRW,117600,122200,117000,121400,38693.21,4587436459.32
2019-02-01,ETHKRW,116400,119200,114200,117600,55034.36,6405489059.86
2019-01-31,ETHKRW,134200,134200,134200,134200,0.0,0.0
2019-01-30,ETHKRW,134200,134200,134200,134200,0.0,0.0
2019-01-29,ETHKRW,134200,134200,134200,134200,0.0,0.0
2019-01-28,ETHKRW,134200,134200,134200,134200,0.0,0.0
2019-01-27,ETHKRW,134200,134200,134200,134200,0.0,0.0
2019-01-26,ETHKRW,134200,134200,134200,134200,0.0,0.0
2019-01-25,ETHKRW,134200,134200,134200,134200,0.0,0.0
2019-01-24,ETHKRW,134200,134200,134200,134200,0.0,0.0
2019-01-23,ETHKRW,134200,134200,134200,134200,0.0,0.0
2019-01-22,ETHKRW,134200,134200,134200,134200,0.0,0.0
