Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HETH
2019-08-07,DASHETH,0.4715,0.478,0.4706,0.4728,172.1,81.83
2019-08-06,DASHETH,0.4718,0.4779,0.452,0.4715,1341.97,623.85
2019-08-05,DASHETH,0.4792,0.4846,0.464,0.4718,2101.83,998.03
2019-08-04,DASHETH,0.4801,0.4858,0.474,0.4792,895.54,428.32
2019-08-03,DASHETH,0.4818,0.488,0.4771,0.4801,751.67,361.9
2019-08-02,DASHETH,0.493,0.5048,0.4803,0.4818,1679.6,822.21
2019-08-01,DASHETH,0.4985,0.5023,0.4904,0.493,816.01,402.74
2019-07-31,DASHETH,0.4997,0.501,0.4879,0.4985,1354.42,670.6
2019-07-30,DASHETH,0.5008,0.5089,0.4965,0.4997,1025.63,516.76
2019-07-29,DASHETH,0.5133,0.5133,0.4977,0.5008,1140.29,576.78
2019-07-28,DASHETH,0.5335,0.5363,0.5061,0.5133,755.05,392.53
2019-07-27,DASHETH,0.5248,0.5361,0.5198,0.5335,1233.65,651.58
2019-07-26,DASHETH,0.5255,0.5281,0.5186,0.5248,1162.48,609.54
2019-07-25,DASHETH,0.5064,0.526,0.4982,0.5255,666.15,342.81
2019-07-24,DASHETH,0.5143,0.5314,0.5017,0.5064,886.23,459.16
2019-07-23,DASHETH,0.5264,0.5307,0.5087,0.5143,548.32,284.79
2019-07-22,DASHETH,0.526,0.5321,0.5199,0.5264,1022.45,537.18
2019-07-21,DASHETH,0.5104,0.5329,0.5076,0.526,573.33,299.34
2019-07-20,DASHETH,0.5079,0.5214,0.5049,0.5104,1716.49,880.62
2019-07-19,DASHETH,0.4878,0.5165,0.4849,0.5079,1516.01,760.76
2019-07-18,DASHETH,0.4839,0.4952,0.4835,0.488,50.38,24.67
2019-07-17,DASHETH,0.5002,0.5096,0.481,0.4839,3229.22,1588.69
2019-07-16,DASHETH,0.5302,0.5345,0.499,0.5002,1885.93,968.15
2019-07-15,DASHETH,0.5433,0.5824,0.5172,0.5302,1896.51,1024.84
2019-07-14,DASHETH,0.5223,0.5507,0.5179,0.5433,1320.5,709.07
2019-07-13,DASHETH,0.5201,0.541,0.5132,0.5223,1430.49,750.24
2019-07-12,DASHETH,0.5326,0.5454,0.5136,0.5201,811.45,432.31
2019-07-11,DASHETH,0.5203,0.5374,0.5085,0.5326,1329.87,693.08
2019-07-10,DASHETH,0.5087,0.528,0.4948,0.5203,1872.37,951.4
2019-07-09,DASHETH,0.5093,0.5163,0.5,0.5087,1627.17,822.75
2019-07-08,DASHETH,0.5171,0.5219,0.5073,0.5093,1440.69,741.27
2019-07-07,DASHETH,0.5343,0.5427,0.51,0.5171,1252.59,660.42
2019-07-06,DASHETH,0.5355,0.5396,0.53,0.5343,508.07,271.98
2019-07-05,DASHETH,0.5496,0.5496,0.5226,0.5355,993.53,532.44
2019-07-04,DASHETH,0.5234,0.5515,0.5234,0.5496,1375.5,742.75
2019-07-03,DASHETH,0.5212,0.5353,0.5201,0.5234,960.14,506.42
2019-07-02,DASHETH,0.523,0.5393,0.5206,0.5212,1328.75,706.17
2019-07-01,DASHETH,0.5369,0.5436,0.5179,0.523,962.73,512.14
2019-06-30,DASHETH,0.529,0.5455,0.5271,0.5369,1198.31,643.33
2019-06-29,DASHETH,0.5474,0.5634,0.526,0.529,1952.74,1067.19
2019-06-28,DASHETH,0.5317,0.5544,0.52,0.5474,1190.3,639.33
2019-06-27,DASHETH,0.5192,0.5481,0.5061,0.5317,3054.23,1607.87
2019-06-26,DASHETH,0.5611,0.5657,0.511,0.5192,3856.89,2049.59
2019-06-25,DASHETH,0.565,0.5766,0.5555,0.5611,1387.04,784.38
2019-06-24,DASHETH,0.5645,0.5772,0.562,0.565,1452.0,824.78
2019-06-23,DASHETH,0.5681,0.5717,0.556,0.5645,872.4,491.29
2019-06-22,DASHETH,0.5672,0.5852,0.556,0.5681,1909.76,1090.96
2019-06-21,DASHETH,0.5956,0.5959,0.5597,0.5672,1736.97,997.4
2019-06-20,DASHETH,0.6022,0.6039,0.5882,0.5956,867.47,517.42
2019-06-19,DASHETH,0.5979,0.6083,0.59,0.6022,908.75,542.76
2019-06-18,DASHETH,0.5801,0.6198,0.5801,0.5979,2128.08,1277.67
2019-06-17,DASHETH,0.5823,0.5918,0.5761,0.5801,642.05,374.47
2019-06-16,DASHETH,0.5766,0.5928,0.5702,0.5823,1320.2,767.98
2019-06-15,DASHETH,0.5831,0.5859,0.5712,0.5766,832.93,482.74
2019-06-14,DASHETH,0.6016,0.6087,0.5788,0.5831,1466.24,867.13
2019-06-13,DASHETH,0.5949,0.6143,0.5912,0.6016,1631.52,982.02
2019-06-12,DASHETH,0.6021,0.6088,0.5828,0.5949,1561.69,933.1
2019-06-11,DASHETH,0.6102,0.6125,0.5971,0.6021,916.9,552.41
2019-06-10,DASHETH,0.6149,0.62,0.5988,0.6102,881.73,536.14
2019-06-09,DASHETH,0.5954,0.6236,0.5904,0.6149,1345.08,811.82
2019-06-08,DASHETH,0.5998,0.6016,0.5899,0.5954,475.8,283.02
2019-06-07,DASHETH,0.5771,0.6035,0.5745,0.5998,1382.44,815.05
2019-06-06,DASHETH,0.5978,0.6032,0.5739,0.5771,1145.21,676.2
2019-06-05,DASHETH,0.5953,0.6047,0.592,0.5978,1326.64,791.14
2019-06-04,DASHETH,0.623,0.6364,0.5953,0.5953,1838.08,1128.1
2019-06-03,DASHETH,0.6138,0.6274,0.6103,0.623,1010.23,624.69
2019-06-02,DASHETH,0.6163,0.6224,0.6077,0.6138,578.05,355.35
2019-06-01,DASHETH,0.6189,0.6224,0.6065,0.6163,805.78,495.67
2019-05-31,DASHETH,0.6406,0.6457,0.6158,0.6189,1076.98,675.1
2019-05-30,DASHETH,0.6262,0.6522,0.5957,0.6406,2123.79,1312.55
2019-05-29,DASHETH,0.625,0.6427,0.6098,0.6262,1244.81,778.8
2019-05-28,DASHETH,0.6129,0.6443,0.604,0.625,2251.09,1390.95
2019-05-27,DASHETH,0.6097,0.6285,0.6029,0.6129,1155.75,711.42
2019-05-26,DASHETH,0.6221,0.6234,0.6024,0.6097,1067.18,655.76
2019-05-25,DASHETH,0.6258,0.6377,0.6157,0.6221,636.61,397.52
