Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume PAY,Volume BTC
2019-07-03,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-07-02,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-07-01,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-30,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-29,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-28,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-27,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-26,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-25,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-24,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-23,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-22,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-21,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-20,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-19,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-18,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-17,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-16,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-15,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-14,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-13,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-12,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-11,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-10,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-09,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-08,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-07,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-06,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-05,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-04,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-03,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-02,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-06-01,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-31,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-30,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-29,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-28,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-27,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-26,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-25,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-24,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-23,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-22,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-21,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-20,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-19,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-18,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-17,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-16,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-15,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-14,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-13,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-12,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-11,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-10,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-09,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-08,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-07,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-06,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-05,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-04,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-03,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-02,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-05-01,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
2019-04-30,PAYBTC,4.514e-05,4.514e-05,4.514e-05,4.514e-05,0.0,0.0
