Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume PAY,Volume ETH
2019-08-04 07-PM,PAYETH,0.0007025,0.0007123,0.0007025,0.0007123,733.0,0.5217
2019-08-04 06-PM,PAYETH,0.0006667,0.0007025,0.0006667,0.0007025,25.86,0.01817
2019-08-04 05-PM,PAYETH,0.0006667,0.0006667,0.0006667,0.0006667,0.0,0.0
2019-08-04 04-PM,PAYETH,0.000642,0.0006667,0.000642,0.0006667,109.22,0.07281
2019-08-04 03-PM,PAYETH,0.0006333,0.000642,0.0006333,0.000642,175.75,0.1128
2019-08-04 02-PM,PAYETH,0.0006423,0.0006423,0.0006333,0.0006333,158.0,0.1001
2019-08-04 01-PM,PAYETH,0.0006423,0.0006423,0.0006423,0.0006423,0.0,0.0
2019-08-04 12-PM,PAYETH,0.0006423,0.0006423,0.0006423,0.0006423,0.0,0.0
2019-08-04 11-AM,PAYETH,0.0006423,0.0006423,0.0006423,0.0006423,0.0,0.0
2019-08-04 10-AM,PAYETH,0.0006423,0.0006423,0.0006423,0.0006423,0.0,0.0
2019-08-04 09-AM,PAYETH,0.0006423,0.0006423,0.0006423,0.0006423,0.0,0.0
2019-08-04 08-AM,PAYETH,0.0006423,0.0006423,0.0006423,0.0006423,0.0,0.0
2019-08-04 07-AM,PAYETH,0.0006423,0.0006423,0.0006423,0.0006423,0.0,0.0
2019-08-04 06-AM,PAYETH,0.0006423,0.0006423,0.0006423,0.0006423,0.0,0.0
2019-08-04 05-AM,PAYETH,0.0006423,0.0006423,0.0006423,0.0006423,0.7912,0.0005082
2019-08-04 04-AM,PAYETH,0.0006423,0.0006423,0.0006423,0.0006423,0.0,0.0
2019-08-04 03-AM,PAYETH,0.0007042,0.0007042,0.0006423,0.0006423,992.03,0.6516
2019-08-04 02-AM,PAYETH,0.0007042,0.0007042,0.0007042,0.0007042,0.0,0.0
2019-08-04 01-AM,PAYETH,0.0006725,0.0007042,0.0006725,0.0007042,20.14,0.01419
2019-08-04 12-AM,PAYETH,0.0006725,0.0006725,0.0006725,0.0006725,0.0,0.0
2019-08-03 11-PM,PAYETH,0.0006725,0.0006725,0.0006725,0.0006725,0.0,0.0
2019-08-03 10-PM,PAYETH,0.0007404,0.0007404,0.0006725,0.0006725,83.11,0.05589
2019-08-03 09-PM,PAYETH,0.0007068,0.0007404,0.0007068,0.0007404,83.6,0.0619
2019-08-03 08-PM,PAYETH,0.0006825,0.0007248,0.0006825,0.0007068,668.23,0.4709
2019-08-03 07-PM,PAYETH,0.0006536,0.0006825,0.0006536,0.0006825,1792.31,1.223
2019-08-03 06-PM,PAYETH,0.000653,0.0006536,0.000653,0.0006536,107.14,0.07003
2019-08-03 05-PM,PAYETH,0.0006126,0.000653,0.0006126,0.000653,989.43,0.6411
2019-08-03 04-PM,PAYETH,0.0006017,0.0006171,0.0006017,0.0006126,398.61,0.2446
2019-08-03 03-PM,PAYETH,0.0006167,0.0006167,0.0006017,0.0006017,587.75,0.3558
2019-08-03 02-PM,PAYETH,0.0006167,0.0006167,0.0006167,0.0006167,0.0,0.0
2019-08-03 01-PM,PAYETH,0.0006076,0.0006167,0.0006076,0.0006167,231.37,0.142
2019-08-03 12-PM,PAYETH,0.0006076,0.0006076,0.0006076,0.0006076,0.0,0.0
2019-08-03 11-AM,PAYETH,0.0006076,0.0006076,0.0006076,0.0006076,0.0,0.0
2019-08-03 10-AM,PAYETH,0.0006076,0.0006076,0.0006076,0.0006076,0.0,0.0
2019-08-03 09-AM,PAYETH,0.0006123,0.0006123,0.0006076,0.0006076,759.66,0.4616
2019-08-03 08-AM,PAYETH,0.0006123,0.0006123,0.0006123,0.0006123,0.0,0.0
2019-08-03 07-AM,PAYETH,0.0006123,0.0006123,0.0006123,0.0006123,0.0,0.0
2019-08-03 06-AM,PAYETH,0.0006225,0.0006225,0.0006123,0.0006123,109.22,0.06687
2019-08-03 05-AM,PAYETH,0.0006404,0.0006404,0.0006225,0.0006225,608.3,0.3791
2019-08-03 04-AM,PAYETH,0.0006404,0.0006404,0.0006404,0.0006404,0.0,0.0
2019-08-03 03-AM,PAYETH,0.0006404,0.0006404,0.0006404,0.0006404,0.0,0.0
2019-08-03 02-AM,PAYETH,0.0006404,0.0006404,0.0006404,0.0006404,0.0,0.0
2019-08-03 01-AM,PAYETH,0.0006404,0.0006404,0.0006404,0.0006404,0.0,0.0
2019-08-03 12-AM,PAYETH,0.0006404,0.0006404,0.0006404,0.0006404,0.0,0.0
2019-08-02 11-PM,PAYETH,0.0006404,0.0006404,0.0006404,0.0006404,0.0,0.0
2019-08-02 10-PM,PAYETH,0.0006404,0.0006404,0.0006404,0.0006404,0.0,0.0
2019-08-02 09-PM,PAYETH,0.0006404,0.0006404,0.0006404,0.0006404,0.0,0.0
2019-08-02 08-PM,PAYETH,0.0006404,0.0006404,0.0006404,0.0006404,0.0,0.0
2019-08-02 07-PM,PAYETH,0.0006404,0.0006404,0.0006404,0.0006404,0.0,0.0
2019-08-02 06-PM,PAYETH,0.0006404,0.0006404,0.0006404,0.0006404,0.0,0.0
2019-08-02 05-PM,PAYETH,0.0006537,0.0006537,0.0006404,0.0006404,235.44,0.1508
2019-08-02 04-PM,PAYETH,0.0006537,0.0006537,0.0006537,0.0006537,0.0,0.0
2019-08-02 03-PM,PAYETH,0.0006537,0.0006537,0.0006537,0.0006537,0.0,0.0
2019-08-02 02-PM,PAYETH,0.0006537,0.0006537,0.0006537,0.0006537,0.0,0.0
2019-08-02 01-PM,PAYETH,0.00065,0.0006537,0.00065,0.0006537,92.61,0.06054
2019-08-02 12-PM,PAYETH,0.00065,0.00065,0.00065,0.00065,0.0,0.0
2019-08-02 11-AM,PAYETH,0.00065,0.00065,0.00065,0.00065,0.0,0.0
2019-08-02 10-AM,PAYETH,0.00065,0.00065,0.00065,0.00065,0.0,0.0
2019-08-02 09-AM,PAYETH,0.00065,0.00065,0.00065,0.00065,0.0,0.0
2019-08-02 08-AM,PAYETH,0.00065,0.00065,0.00065,0.00065,0.0,0.0
2019-08-02 07-AM,PAYETH,0.0006645,0.0006645,0.00065,0.00065,301.64,0.1961
2019-08-02 06-AM,PAYETH,0.0006645,0.0006645,0.0006645,0.0006645,0.0,0.0
2019-08-02 05-AM,PAYETH,0.0006646,0.0006646,0.0006645,0.0006645,108.3,0.07196
2019-08-02 04-AM,PAYETH,0.0007048,0.0007048,0.0006646,0.0006646,246.37,0.1661
2019-08-02 03-AM,PAYETH,0.0007232,0.0007232,0.0007048,0.0007048,77.77,0.05481
2019-08-02 02-AM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-02 01-AM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-02 12-AM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-01 11-PM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-01 10-PM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-01 09-PM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-01 08-PM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-01 07-PM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-01 06-PM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-01 05-PM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-01 04-PM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-01 03-PM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-01 02-PM,PAYETH,0.0007232,0.0007232,0.0007232,0.0007232,0.0,0.0
2019-08-01 01-PM,PAYETH,0.0007061,0.000735,0.0007061,0.0007232,262.87,0.1906
2019-08-01 12-PM,PAYETH,0.0007,0.0007061,0.0007,0.0007061,25.0,0.01765
2019-08-01 11-AM,PAYETH,0.0007001,0.0007001,0.0007,0.0007,19.78,0.01385
2019-08-01 10-AM,PAYETH,0.0007048,0.0007048,0.0007001,0.0007001,154.0,0.1078
2019-08-01 09-AM,PAYETH,0.0007021,0.0007048,0.0007021,0.0007048,77.78,0.05482
2019-08-01 08-AM,PAYETH,0.0007021,0.0007021,0.0007021,0.0007021,0.0,0.0
2019-08-01 07-AM,PAYETH,0.0007021,0.0007091,0.0007021,0.0007021,114.1,0.08014
2019-08-01 06-AM,PAYETH,0.0007107,0.0007107,0.0007021,0.0007021,65.57,0.04603
2019-08-01 05-AM,PAYETH,0.0007107,0.0007107,0.0007107,0.0007107,0.0,0.0
2019-08-01 04-AM,PAYETH,0.0007039,0.0007107,0.0007039,0.0007107,83.0,0.05899
2019-08-01 03-AM,PAYETH,0.0007039,0.0007039,0.0007039,0.0007039,0.0,0.0
2019-08-01 02-AM,PAYETH,0.0007039,0.0007039,0.0007039,0.0007039,0.0,0.0
2019-08-01 01-AM,PAYETH,0.0007039,0.0007039,0.0007039,0.0007039,0.0,0.0
2019-08-01 12-AM,PAYETH,0.00072,0.00072,0.0007038,0.0007039,171.69,0.1215
2019-07-31 11-PM,PAYETH,0.0007455,0.0007455,0.00072,0.00072,911.61,0.6601
2019-07-31 10-PM,PAYETH,0.0007455,0.0007455,0.0007455,0.0007455,0.0,0.0
2019-07-31 09-PM,PAYETH,0.0007455,0.0007455,0.0007455,0.0007455,0.0,0.0
2019-07-31 08-PM,PAYETH,0.0007455,0.0007455,0.0007455,0.0007455,0.0,0.0
2019-07-31 07-PM,PAYETH,0.0007455,0.0007455,0.0007455,0.0007455,0.0,0.0
2019-07-31 06-PM,PAYETH,0.0007743,0.0007743,0.0007455,0.0007455,215.25,0.1605
2019-07-31 05-PM,PAYETH,0.0007925,0.0007925,0.00075,0.0007743,167.02,0.1273
2019-07-31 04-PM,PAYETH,0.0007873,0.0007925,0.0007873,0.0007925,2.899,0.002297
2019-07-31 03-PM,PAYETH,0.0007813,0.0007873,0.0007801,0.0007873,10.87,0.00851
2019-07-31 02-PM,PAYETH,0.0007813,0.0007813,0.0007813,0.0007813,0.0,0.0
2019-07-31 01-PM,PAYETH,0.0008593,0.0008593,0.0007813,0.0007813,58.3,0.04555
2019-07-31 12-PM,PAYETH,0.0008593,0.0008593,0.0008593,0.0008593,0.0,0.0
2019-07-31 11-AM,PAYETH,0.0008593,0.0008593,0.0008593,0.0008593,0.0,0.0
2019-07-31 10-AM,PAYETH,0.0008108,0.0008593,0.0008108,0.0008593,1377.86,1.157
2019-07-31 09-AM,PAYETH,0.0007728,0.0008108,0.0007728,0.0008108,115.65,0.09063
2019-07-31 08-AM,PAYETH,0.0007938,0.0007938,0.0007716,0.0007728,144.94,0.1119
2019-07-31 07-AM,PAYETH,0.0008411,0.0008411,0.0007896,0.0007938,4548.44,3.63
2019-07-31 06-AM,PAYETH,0.0008306,0.0008411,0.0008095,0.0008411,2478.9,2.063
2019-07-31 05-AM,PAYETH,0.0008306,0.0008306,0.0008306,0.0008306,0.0,0.0
2019-07-31 04-AM,PAYETH,0.0008756,0.0008756,0.0008306,0.0008306,3391.94,2.834
2019-07-31 03-AM,PAYETH,0.0008902,0.0008902,0.0008756,0.0008756,51.23,0.04486
2019-07-31 02-AM,PAYETH,0.0009198,0.0009198,0.0008902,0.0008902,134.86,0.1201
2019-07-31 01-AM,PAYETH,0.00085,0.00092,0.00085,0.0009198,3848.28,3.45
2019-07-31 12-AM,PAYETH,0.0008699,0.0008699,0.00085,0.00085,1000.0,0.85
2019-07-30 11-PM,PAYETH,0.0007728,0.00085,0.0007708,0.000798,28018.49,22.42
2019-07-30 10-PM,PAYETH,0.0007502,0.0007728,0.0007502,0.0007728,132.32,0.1023
2019-07-30 09-PM,PAYETH,0.0007025,0.0007502,0.0007025,0.0007502,201.93,0.1515
2019-07-30 08-PM,PAYETH,0.0007025,0.0007025,0.0007025,0.0007025,0.0,0.0
2019-07-30 07-PM,PAYETH,0.0007025,0.0007025,0.0007025,0.0007025,0.0,0.0
2019-07-30 06-PM,PAYETH,0.0007025,0.0007025,0.0007025,0.0007025,0.0,0.0
2019-07-30 05-PM,PAYETH,0.0007025,0.0007025,0.0007025,0.0007025,0.0009654,6.8e-07
2019-07-30 04-PM,PAYETH,0.0006783,0.0007025,0.0006783,0.0007025,188.72,0.1326
2019-07-30 03-PM,PAYETH,0.0006783,0.0006783,0.0006783,0.0006783,0.0,0.0
2019-07-30 02-PM,PAYETH,0.0006783,0.0006783,0.0006783,0.0006783,0.0,0.0
2019-07-30 01-PM,PAYETH,0.0006783,0.0006783,0.0006783,0.0006783,0.0,0.0
2019-07-30 12-PM,PAYETH,0.0007048,0.0007048,0.0006783,0.0006783,123.33,0.08417
2019-07-30 11-AM,PAYETH,0.0007048,0.0007048,0.0007048,0.0007048,0.0,0.0
2019-07-30 10-AM,PAYETH,0.0006814,0.0007048,0.0006814,0.0007048,81.0,0.05701
2019-07-30 09-AM,PAYETH,0.0006814,0.0006814,0.0006814,0.0006814,0.0,0.0
2019-07-30 08-AM,PAYETH,0.0007144,0.0007144,0.0006814,0.0006814,173.11,0.1217
2019-07-30 07-AM,PAYETH,0.0007262,0.0007262,0.0007144,0.0007144,191.43,0.1368
2019-07-30 06-AM,PAYETH,0.0007274,0.0007274,0.0007262,0.0007262,3.86,0.002803
2019-07-30 05-AM,PAYETH,0.0007875,0.0007875,0.000725,0.0007274,119.79,0.08702
2019-07-30 04-AM,PAYETH,0.0007875,0.0007875,0.0007875,0.0007875,0.0,0.0
2019-07-30 03-AM,PAYETH,0.0007038,0.0007875,0.0007038,0.0007875,3851.95,2.962
2019-07-30 02-AM,PAYETH,0.0007242,0.0007242,0.0007038,0.0007038,459.0,0.3242
2019-07-30 01-AM,PAYETH,0.0007242,0.0007242,0.0007242,0.0007242,0.0,0.0
2019-07-30 12-AM,PAYETH,0.0006426,0.0007558,0.0006426,0.0007242,8206.83,5.9
2019-07-29 11-PM,PAYETH,0.0005949,0.0006426,0.0005949,0.0006426,411.97,0.2592
2019-07-29 10-PM,PAYETH,0.0005949,0.0005949,0.0005949,0.0005949,0.0,0.0
2019-07-29 09-PM,PAYETH,0.0005949,0.0005949,0.0005949,0.0005949,0.0,0.0
2019-07-29 08-PM,PAYETH,0.0005949,0.0005949,0.0005949,0.0005949,0.0,0.0
2019-07-29 07-PM,PAYETH,0.0005949,0.0005949,0.0005949,0.0005949,0.0,0.0
2019-07-29 06-PM,PAYETH,0.0005949,0.0005949,0.0005949,0.0005949,0.0,0.0
2019-07-29 05-PM,PAYETH,0.0006178,0.0006178,0.0005949,0.0005949,1575.3,0.9371
2019-07-29 04-PM,PAYETH,0.0006052,0.0006178,0.0006052,0.0006178,146.82,0.0907
2019-07-29 03-PM,PAYETH,0.0005888,0.0006137,0.0005888,0.0006052,612.13,0.3714
2019-07-29 02-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 01-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 12-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 11-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 10-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 09-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 08-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 07-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 06-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 05-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 04-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 03-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 02-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 01-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-29 12-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 11-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 10-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 09-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 08-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 07-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 06-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 05-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 04-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 03-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 02-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 01-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 12-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 11-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 10-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 09-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 08-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 07-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 06-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 05-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 04-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 03-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 02-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 01-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-28 12-AM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-27 11-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-27 10-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-27 09-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-27 08-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-27 07-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-27 06-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-27 05-PM,PAYETH,0.0005888,0.0005888,0.0005888,0.0005888,0.0,0.0
2019-07-27 04-PM,PAYETH,0.0005929,0.0005929,0.0005888,0.0005888,9.29,0.00547
2019-07-27 03-PM,PAYETH,0.0005929,0.0005929,0.0005929,0.0005929,0.0,0.0
2019-07-27 02-PM,PAYETH,0.0005929,0.0005929,0.0005929,0.0005929,0.0,0.0
2019-07-27 01-PM,PAYETH,0.0005929,0.0005929,0.0005929,0.0005929,0.0,0.0
2019-07-27 12-PM,PAYETH,0.000563,0.0005929,0.000563,0.0005929,500.0,0.2965
2019-07-27 11-AM,PAYETH,0.000563,0.000563,0.000563,0.000563,0.0,0.0
2019-07-27 10-AM,PAYETH,0.0005824,0.0005824,0.000563,0.000563,1002.54,0.5644
2019-07-27 09-AM,PAYETH,0.0005824,0.0005824,0.0005824,0.0005824,0.0,0.0
2019-07-27 08-AM,PAYETH,0.0005824,0.0005824,0.0005824,0.0005824,0.0,0.0
2019-07-27 07-AM,PAYETH,0.0005824,0.0005824,0.0005824,0.0005824,0.0,0.0
2019-07-27 06-AM,PAYETH,0.0005824,0.0005824,0.0005824,0.0005824,6982.67,4.067
2019-07-27 05-AM,PAYETH,0.0005816,0.0005824,0.0005816,0.0005824,1712.63,0.9974
2019-07-27 04-AM,PAYETH,0.0005816,0.0005816,0.0005816,0.0005816,0.0,0.0
2019-07-27 03-AM,PAYETH,0.0005818,0.0005818,0.0005816,0.0005816,400.75,0.2331
2019-07-27 02-AM,PAYETH,0.0005818,0.0005818,0.0005818,0.0005818,0.0,0.0
2019-07-27 01-AM,PAYETH,0.0005818,0.0005818,0.0005818,0.0005818,0.0,0.0
2019-07-27 12-AM,PAYETH,0.000603,0.000603,0.0005818,0.0005818,4546.56,2.645
2019-07-26 11-PM,PAYETH,0.000603,0.000603,0.000603,0.000603,0.0,0.0
2019-07-26 10-PM,PAYETH,0.000603,0.000603,0.000603,0.000603,0.0,0.0
2019-07-26 09-PM,PAYETH,0.000603,0.000603,0.000603,0.000603,0.0,0.0
2019-07-26 08-PM,PAYETH,0.000603,0.000603,0.000603,0.000603,0.0,0.0
2019-07-26 07-PM,PAYETH,0.000603,0.000603,0.000603,0.000603,0.0,0.0
2019-07-26 06-PM,PAYETH,0.000603,0.000603,0.000603,0.000603,0.0,0.0
2019-07-26 05-PM,PAYETH,0.000603,0.000603,0.000603,0.000603,0.0,0.0
2019-07-26 04-PM,PAYETH,0.000603,0.000603,0.000603,0.000603,0.0,0.0
2019-07-26 03-PM,PAYETH,0.000603,0.000603,0.000603,0.000603,0.0,0.0
2019-07-26 02-PM,PAYETH,0.000603,0.000603,0.000603,0.000603,0.0,0.0
