Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume KRW
2019-07-16,BTCKRW,13189000,13400000,11301000,11420000,16096.72,197638325778.53
2019-07-15,BTCKRW,12416000,13451000,11879000,13189000,14836.71,185814542948.77
2019-07-14,BTCKRW,13808000,13850000,12373000,12416000,12244.69,159320569833.82
2019-07-13,BTCKRW,14194000,14255000,13401000,13808000,6253.43,86223018430.56
2019-07-12,BTCKRW,13787000,14298000,13234000,14194000,11150.24,154379559862.94
2019-07-11,BTCKRW,14622000,14636000,13482000,13787000,16938.2,236641797925.52
2019-07-10,BTCKRW,14940000,15542000,14001000,14622000,17207.99,257832840361.75
2019-07-09,BTCKRW,14574000,15181000,14432000,14940000,12173.7,180793719012.67
2019-07-08,BTCKRW,13649000,14725000,13503000,14574000,9345.53,132246775261.41
2019-07-07,BTCKRW,13602000,13775000,13403000,13649000,4250.19,57682886971.88
2019-07-06,BTCKRW,13346000,13980000,13340000,13602000,6917.9,94775815375.37
2019-07-05,BTCKRW,13517000,13790000,13068000,13346000,9974.4,134151747024.83
2019-07-04,BTCKRW,14422000,14516000,13450000,13517000,11648.8,163735568147.38
2019-07-03,BTCKRW,13217000,14450000,13208000,14422000,16425.08,226197631736.58
2019-07-02,BTCKRW,13013000,13350000,11746000,13217000,21729.18,270694233431.02
2019-07-01,BTCKRW,13565000,13856000,12259000,13013000,16912.23,221129796672.23
2019-06-30,BTCKRW,14568000,14830000,13499000,13565000,9568.45,135390667902.6
2019-06-29,BTCKRW,15300000,15411000,14235000,14568000,10761.7,157913812439.74
2019-06-28,BTCKRW,14006000,15379000,13600000,15300000,17418.01,252587292502.9
2019-06-27,BTCKRW,10517000,14650000,10517000,14006000,14069.84,194288792284.63
2019-06-26,BTCKRW,10517000,10517000,10517000,10517000,0.0,0.0
2019-06-25,BTCKRW,10517000,10517000,10517000,10517000,0.0,0.0
2019-06-24,BTCKRW,10517000,10517000,10517000,10517000,0.0,0.0
2019-06-23,BTCKRW,10517000,10517000,10517000,10517000,0.0,0.0
2019-06-22,BTCKRW,10517000,10517000,10517000,10517000,0.0,0.0
2019-06-21,BTCKRW,10517000,10517000,10517000,10517000,0.0,0.0
2019-06-20,BTCKRW,10517000,10517000,10517000,10517000,0.0,0.0
2019-06-19,BTCKRW,10517000,10517000,10517000,10517000,0.0,0.0
2019-06-18,BTCKRW,10517000,10517000,10517000,10517000,0.0,0.0
2019-06-17,BTCKRW,10517000,10517000,10517000,10517000,0.0,0.0
2019-06-16,BTCKRW,10517000,10517000,10517000,10517000,0.0,0.0
2019-06-15,BTCKRW,10465000,10540000,10315000,10517000,2078.01,21634545210.28
2019-06-14,BTCKRW,9936000,10515000,9853000,10465000,4326.5,43949087418.68
2019-06-13,BTCKRW,9792000,10029000,9697000,9936000,2759.43,27092999505.89
2019-06-12,BTCKRW,9588000,9870000,9505000,9792000,3425.44,33157867904.84
2019-06-11,BTCKRW,9740000,9750000,9450000,9588000,3113.61,29886848172.75
2019-06-10,BTCKRW,9429000,9788000,9285000,9740000,4285.6,40863249992.7
2019-06-09,BTCKRW,9728000,9770000,9336000,9429000,2656.82,25357268938.73
2019-06-08,BTCKRW,9745000,9813000,9580000,9728000,1985.35,19258287402.0
2019-06-07,BTCKRW,9489000,9814000,9380000,9745000,4081.56,39267864351.23
2019-06-06,BTCKRW,9571000,9650000,9133000,9489000,3776.87,35529469611.15
2019-06-05,BTCKRW,9488000,9777000,9329000,9571000,5317.37,50874121603.65
2019-06-04,BTCKRW,10000000,10060000,9200000,9488000,9974.5,96682322941.5
2019-06-03,BTCKRW,10500000,10502000,10000000,10000000,4582.62,47291690658.75
2019-06-02,BTCKRW,10328000,10586000,10321000,10500000,2658.9,27802497093.14
2019-06-01,BTCKRW,10371000,10400000,10232000,10328000,2467.96,25490209953.68
2019-05-31,BTCKRW,10146000,10387000,9894000,10371000,5520.55,56242972248.93
2019-05-30,BTCKRW,10339000,10827000,9900000,10146000,7537.66,77890866678.32
2019-05-29,BTCKRW,10332000,10490000,10044000,10339000,4022.86,41427803065.49
2019-05-28,BTCKRW,10371000,10451000,10202000,10332000,3812.15,39426873857.8
2019-05-27,BTCKRW,10299000,10590000,10253000,10371000,5836.44,60767218572.98
2019-05-26,BTCKRW,9593000,10434000,9390000,10299000,6052.99,60214622818.32
2019-05-25,BTCKRW,9559000,9662000,9500000,9593000,2365.28,22656324765.86
2019-05-24,BTCKRW,9475000,9688000,9351000,9559000,4838.41,46117544160.27
2019-05-23,BTCKRW,9289000,9587000,9005000,9475000,6211.23,57676307209.38
2019-05-22,BTCKRW,9507000,9597000,9202000,9289000,5264.0,49632177425.75
2019-05-21,BTCKRW,9580000,9645000,9400000,9507000,4429.62,42151910981.73
2019-05-20,BTCKRW,9699000,9701000,9200000,9580000,7173.88,68125973530.37
2019-05-19,BTCKRW,8800000,9771000,8793000,9699000,8587.39,80950785297.92
2019-05-18,BTCKRW,8885000,9215000,8700000,8800000,6236.91,55634472297.8
2019-05-17,BTCKRW,9452000,9530000,8008000,8885000,14274.01,124687935834.7
2019-05-16,BTCKRW,9618000,9833000,9261000,9452000,10359.44,99237078606.05
2019-05-15,BTCKRW,9536000,9753000,9242000,9618000,8631.1,82162333986.34
2019-05-14,BTCKRW,9240000,9900000,9097000,9536000,13844.55,131739871913.84
2019-05-13,BTCKRW,8174000,9505000,8064000,9240000,14311.76,127338845171.79
2019-05-12,BTCKRW,8382000,8800000,7914000,8174000,10483.41,87647761627.72
2019-05-11,BTCKRW,7500000,8528000,7498000,8382000,10091.73,80805205723.48
2019-05-10,BTCKRW,7270000,7587000,7233000,7500000,4966.23,36785826828.4
2019-05-09,BTCKRW,6951000,7296000,6951000,7270000,4311.9,30705191620.86
2019-05-08,BTCKRW,6758000,6972000,6680000,6951000,2780.38,18980169152.78
2019-05-07,BTCKRW,6619000,6874000,6613000,6851000,2128.26,14448185146.74
2019-05-06,BTCKRW,6700000,6703000,6569000,6619000,2013.11,13339304127.0
2019-05-05,BTCKRW,6713000,6725000,6600000,6700000,1393.68,9301464632.81
2019-05-04,BTCKRW,6583000,6750000,6443000,6713000,3399.34,22552045024.93
2019-05-03,BTCKRW,6329000,6717000,6300000,6583000,5107.22,33486736950.71
2019-05-02,BTCKRW,6200000,6369000,6167000,6329000,1871.38,11726550670.44
2019-05-01,BTCKRW,6124000,6200000,6117000,6200000,1506.02,9267208978.04
2019-04-30,BTCKRW,6030000,6173000,6010000,6124000,2361.65,14334847715.51
2019-04-29,BTCKRW,6130000,6158000,5937000,6030000,3067.67,18617834618.43
2019-04-28,BTCKRW,6110000,6185000,6090000,6130000,1175.72,7213711993.81
2019-04-27,BTCKRW,6138000,6166000,6053000,6110000,1351.92,8263363707.33
2019-04-26,BTCKRW,6111000,6320000,6012000,6138000,4916.33,30223881454.66
2019-04-25,BTCKRW,6419000,6448000,6061000,6111000,4378.91,27587051934.11
2019-04-24,BTCKRW,6443000,6560000,6300000,6419000,5814.77,37453304558.03
2019-04-23,BTCKRW,6235000,6542000,6220000,6443000,5024.57,32216203576.75
2019-04-22,BTCKRW,6142000,6282000,6100000,6235000,2883.77,17776327746.61
2019-04-21,BTCKRW,6150000,6180000,6057000,6142000,2208.72,13534866218.65
2019-04-20,BTCKRW,6087000,6161000,6081000,6150000,1595.61,9770996217.2
2019-04-19,BTCKRW,6069000,6131000,5997000,6087000,2761.09,16711155442.83
2019-04-18,BTCKRW,6012000,6090000,5997000,6069000,3410.07,20588270039.61
2019-04-17,BTCKRW,6040000,6097000,5969000,6012000,3090.13,18578007648.86
2019-04-16,BTCKRW,5859000,6050000,5840000,6040000,2360.86,13970469783.48
2019-04-15,BTCKRW,5956000,5994000,5825000,5859000,2211.62,13145079519.55
2019-04-14,BTCKRW,5888000,5982000,5823000,5956000,861.93,5085879241.89
2019-04-13,BTCKRW,5910000,5945000,5822000,5888000,1092.53,6431155086.14
2019-04-12,BTCKRW,5873000,5920000,5650000,5910000,2146.02,12473032707.39
2019-04-11,BTCKRW,6168000,6201000,5762000,5873000,3445.42,20529286417.77
2019-04-10,BTCKRW,5998000,6225000,5985000,6168000,1827.38,11137269973.08
2019-04-09,BTCKRW,6072000,6073000,5930000,5998000,1348.23,8090681898.56
2019-04-08,BTCKRW,5886000,6097000,5853000,6072000,2926.88,17552942372.13
2019-04-07,BTCKRW,5749000,5920000,5746000,5886000,1334.72,7796113968.08
2019-04-06,BTCKRW,5674000,5912000,5600000,5749000,1759.73,10095851593.53
2019-04-05,BTCKRW,5561000,5694000,5537000,5674000,2199.9,12317236824.17
2019-04-04,BTCKRW,5616000,5759000,5450000,5561000,2826.75,15850954749.7
2019-04-03,BTCKRW,5515000,5973000,5437000,5616000,6494.57,36749137457.49
2019-04-02,BTCKRW,4745000,5700000,4744000,5515000,10232.93,54325258507.52
2019-04-01,BTCKRW,4650000,4790000,4625000,4745000,3540.81,16703452854.98
2019-03-19,BTCKRW,4455000,4470000,4450000,4464000,249.5,1113024994.17
2019-03-18,BTCKRW,4425000,4484000,4420000,4455000,3593.15,15978182934.4
2019-03-17,BTCKRW,4439000,4446000,4389000,4425000,2776.72,12270364058.68
2019-03-16,BTCKRW,4360000,4498000,4355000,4439000,4007.72,17776372518.22
2019-03-15,BTCKRW,4342000,4380000,4331000,4360000,3759.42,16364813260.93
2019-03-14,BTCKRW,4325000,4381000,4285000,4342000,4758.12,20634634061.55
2019-03-13,BTCKRW,4323000,4350000,4298000,4325000,4015.18,17376436021.1
2019-03-12,BTCKRW,4335000,4354000,4272000,4323000,4208.06,18185030120.41
2019-03-11,BTCKRW,4333000,4370000,4293000,4335000,5010.64,21699057928.52
2019-03-10,BTCKRW,4358000,4358000,4310000,4333000,3927.19,17004353923.94
2019-03-09,BTCKRW,4313000,4390000,4289000,4358000,5137.12,22252288099.7
2019-03-08,BTCKRW,4290000,4376000,4235000,4313000,6388.79,27590627454.47
2019-03-07,BTCKRW,4263000,4306000,4259000,4290000,3610.18,15477767158.55
2019-03-06,BTCKRW,4244000,4294000,4213000,4263000,2991.39,12721117806.24
2019-03-05,BTCKRW,4154000,4267000,4139000,4244000,3964.67,16653621515.32
2019-03-04,BTCKRW,4234000,4255000,4122000,4154000,3812.8,15907089739.3
2019-03-03,BTCKRW,4253000,4266000,4219000,4234000,1720.25,7314411080.83
2019-03-02,BTCKRW,4253000,4271000,4210000,4253000,1818.46,7731445858.19
2019-03-01,BTCKRW,4240000,4270000,4237000,4253000,1879.3,7991056448.52
2019-02-28,BTCKRW,4256000,4330000,4200000,4240000,4013.38,17098609113.88
2019-02-27,BTCKRW,4235000,4270000,4134000,4256000,3856.98,16336977743.18
2019-02-26,BTCKRW,4255000,4263000,4208000,4235000,3764.22,15943399609.29
2019-02-25,BTCKRW,4192000,4274000,4184000,4255000,4698.47,19910170859.78
2019-02-24,BTCKRW,4478000,4557000,4141000,4192000,8580.96,37321272340.79
2019-02-23,BTCKRW,4353000,4497000,4322000,4478000,2675.74,11753932512.69
2019-02-22,BTCKRW,4333000,4377000,4329000,4353000,2740.1,11926360809.92
2019-02-21,BTCKRW,4319000,4397000,4297000,4333000,3967.73,17207658273.02
2019-02-20,BTCKRW,4255000,4339000,4217000,4319000,3884.32,16642380595.9
2019-02-19,BTCKRW,4240000,4338000,4166000,4255000,5535.71,23581135189.48
2019-02-18,BTCKRW,4042000,4264000,4031000,4240000,6109.58,25345317124.38
2019-02-17,BTCKRW,4005000,4090000,3987000,4042000,2513.04,10096491272.28
2019-02-16,BTCKRW,3990000,4028000,3988000,4005000,1806.35,7240025101.63
2019-02-15,BTCKRW,3985000,4038000,3980000,3990000,2609.27,10431768282.44
2019-02-14,BTCKRW,3985000,3998000,3968000,3985000,2289.2,9122139995.72
2019-02-13,BTCKRW,3983000,4012000,3968000,3985000,2729.89,10883383845.08
2019-02-12,BTCKRW,3989000,4014000,3947000,3983000,2904.06,11569411490.88
2019-02-11,BTCKRW,4029000,4033000,3974000,3989000,3126.4,12474805321.49
2019-02-10,BTCKRW,4000000,4033000,3937000,4029000,2522.54,10069883335.71
2019-02-09,BTCKRW,4005000,4033000,3970000,4000000,2886.35,11540588402.72
2019-02-08,BTCKRW,3787000,4100000,3770000,4005000,5318.1,20735614748.87
2019-02-07,BTCKRW,3788000,3809000,3780000,3787000,2297.8,8707596136.12
2019-02-06,BTCKRW,3837000,3850000,3759000,3788000,2666.08,10111010304.51
2019-02-05,BTCKRW,3827000,3848000,3817000,3837000,1809.26,6936664162.22
2019-02-04,BTCKRW,3826000,3847000,3796000,3827000,1801.78,6896114181.78
2019-02-03,BTCKRW,3856000,3861000,3795000,3826000,1432.94,5473012860.9
2019-02-02,BTCKRW,3818000,3867000,3797000,3856000,1709.6,6525373896.15
2019-02-01,BTCKRW,3778000,3824000,3740000,3818000,2520.02,9526921657.9
2019-01-31,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-30,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-29,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-28,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-27,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-26,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-25,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-24,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-23,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-22,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-21,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-20,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-19,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-18,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-17,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-16,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-15,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-14,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-13,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-12,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-11,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-10,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-09,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-08,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-07,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-06,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-05,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-04,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-03,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-02,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2019-01-01,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-31,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-30,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-29,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-28,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-27,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-26,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-25,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-24,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-23,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-22,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-21,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-20,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-19,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-18,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-17,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-16,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-15,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-14,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-13,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-12,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-11,BTCKRW,5050000,5050000,4304000,4304000,0.0,0.0
2018-12-10,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-09,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-08,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-07,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-06,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-05,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-04,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-03,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-02,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-12-01,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-11-30,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-11-29,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-11-28,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-11-27,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-11-26,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-11-25,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-11-24,BTCKRW,5050000,5188000,5050000,5188000,0.0,0.0
2018-11-23,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-11-22,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-11-21,BTCKRW,5050000,5050000,5050000,5050000,0.0,0.0
2018-11-20,BTCKRW,5609000,5748000,4998000,5050000,7767.52,41883566656.37
2018-11-19,BTCKRW,6424000,6428000,5549000,5609000,5518.73,32957100394.24
2018-11-18,BTCKRW,6402000,6455000,6372000,6424000,924.02,5928643051.65
2018-11-17,BTCKRW,6422000,6432000,6341000,6402000,1284.31,8192250786.65
2018-11-16,BTCKRW,6527000,6600000,6337000,6422000,2847.93,18376343611.13
2018-11-15,BTCKRW,6781000,6808000,6264000,6527000,4981.59,32462142639.41
2018-11-14,BTCKRW,7245000,7268000,6502000,6781000,4142.39,28692326444.25
2018-11-13,BTCKRW,7254000,7272000,7213000,7245000,1768.87,12818265588.01
2018-11-12,BTCKRW,7264000,7300000,7243000,7254000,1478.28,10732481124.57
2018-11-11,BTCKRW,7240000,7272000,7198000,7264000,47016.7,340855390604.18
2018-11-10,BTCKRW,7249000,7293000,7229000,7240000,94184.61,683277135630.01
2018-11-09,BTCKRW,7293000,7329000,7211000,7249000,77757.99,564891683159.27
2018-11-08,BTCKRW,7310000,7341000,7240000,7293000,62179.25,453610478245.04
2018-11-07,BTCKRW,7240000,7363000,7223000,7310000,81923.17,599545120517.4
2018-11-06,BTCKRW,7199000,7259000,7187000,7240000,94131.47,679187338598.81
2018-11-05,BTCKRW,7221000,7253000,7187000,7199000,133947.84,966220880535.66
2018-11-04,BTCKRW,7148000,7266000,7134000,7221000,98658.41,708375329595.91
2018-11-03,BTCKRW,7181000,7190000,7110000,7148000,80607.01,576513453224.22
2018-11-02,BTCKRW,7178000,7240000,7152000,7181000,95330.7,685236443583.19
2018-11-01,BTCKRW,7162000,7200000,7147000,7178000,98773.21,708103702989.28
2018-10-31,BTCKRW,7142000,7203000,7086000,7162000,87573.19,625994589129.44
2018-10-30,BTCKRW,7106000,7201000,7102000,7142000,71030.96,507053446938.56
2018-10-29,BTCKRW,7259000,7273000,7093000,7106000,78958.55,568419711843.74
2018-10-28,BTCKRW,7290000,7306000,7245000,7259000,42541.43,309414415041.34
2018-10-27,BTCKRW,7275000,7301000,7255000,7290000,70576.33,513732941432.79
2018-10-26,BTCKRW,7273000,7316000,7235000,7275000,62192.86,452396968676.78
2018-10-25,BTCKRW,7285000,7310000,7234000,7273000,81442.39,591885091059.05
2018-10-24,BTCKRW,7270000,7330000,7265000,7285000,69685.42,508349671106.16
2018-10-23,BTCKRW,7298000,7330000,7250000,7270000,75401.07,549738590933.56
2018-10-22,BTCKRW,7315000,7354000,7269000,7298000,54026.83,394503888072.05
2018-10-21,BTCKRW,7311000,7363000,7299000,7315000,43051.84,315232698425.09
2018-10-20,BTCKRW,7302000,7352000,7272000,7311000,42635.3,311268333964.88
2018-10-19,BTCKRW,7336000,7378000,7280000,7302000,46997.43,343773739764.53
2018-10-18,BTCKRW,7334000,7398000,7309000,7336000,35616.03,261981571903.42
2018-10-17,BTCKRW,7372000,7380000,7288000,7334000,30381.41,222628968924.81
2018-10-16,BTCKRW,7421000,7421000,7385000,7385000,0.0,0.0
2018-10-15,BTCKRW,7197000,7875000,7165000,7421000,27814.57,205102450673.05
2018-10-14,BTCKRW,7194000,7256000,7170000,7197000,34402.5,248452245173.23
2018-10-13,BTCKRW,7197000,7217000,7167000,7194000,32628.04,234575792664.35
2018-10-12,BTCKRW,7194000,7283000,7160000,7197000,33926.53,244898462639.58
2018-10-11,BTCKRW,7467000,7475000,7151000,7194000,27101.08,196281479792.84
2018-10-10,BTCKRW,7522000,7522000,7388000,7467000,33297.98,248554484185.29
2018-10-09,BTCKRW,7540000,7570000,7487000,7522000,35002.88,263229461916.61
2018-10-08,BTCKRW,7491000,7584000,7461000,7540000,32922.12,247233394986.95
2018-10-07,BTCKRW,7499000,7514000,7432000,7491000,2116.37,15845888779.06
2018-10-06,BTCKRW,7497000,7522000,7441000,7499000,2387.89,17892799017.85
2018-10-05,BTCKRW,7469000,7550000,7425000,7497000,2826.48,21147661442.78
2018-10-04,BTCKRW,7383000,7522000,7370000,7469000,3136.23,23439100160.36
2018-10-03,BTCKRW,7371000,7400000,7291000,7383000,3094.71,22799982928.14
2018-10-02,BTCKRW,7364000,7413000,7331000,7371000,2796.2,20667650645.35
2018-10-01,BTCKRW,7417000,7461000,7300000,7364000,4732.79,34994601704.21
2018-09-30,BTCKRW,7370000,7417000,7326000,7417000,3350.79,24687293299.57
2018-09-29,BTCKRW,7425000,7425000,7260000,7370000,3275.99,23942482259.89
2018-09-28,BTCKRW,7460000,7551000,7330000,7425000,3608.56,26977314781.34
2018-09-27,BTCKRW,7310000,7500000,7255000,7460000,3290.21,24145454707.82
2018-09-26,BTCKRW,7295000,7394000,7250000,7310000,3451.81,25222436962.81
2018-09-25,BTCKRW,7431000,7431000,7250000,7295000,3087.14,22547152673.67
2018-09-24,BTCKRW,7510000,7549000,7410000,7431000,2558.79,19235161537.21
2018-09-23,BTCKRW,7521000,7600000,7480000,7510000,3066.67,23069017420.84
2018-09-22,BTCKRW,7539000,7645000,7406000,7521000,4047.07,30473726079.13
2018-09-21,BTCKRW,7294000,7593000,7253000,7539000,5466.06,40420515362.45
2018-09-20,BTCKRW,7249000,7350000,7182000,7294000,4273.53,30914539608.69
2018-09-19,BTCKRW,7233000,7385000,7005000,7249000,3642.19,26285656109.89
2018-09-18,BTCKRW,7194000,7272000,7135000,7233000,4234.99,30378003648.26
2018-09-17,BTCKRW,7343000,7400000,7112000,7194000,4016.9,29367899106.96
2018-09-16,BTCKRW,7370000,7389000,7240000,7343000,2619.73,19226099977.87
2018-09-15,BTCKRW,7352000,7415000,7306000,7370000,2993.71,22093030916.12
2018-09-14,BTCKRW,7347000,7458000,7264000,7352000,4302.85,31680704786.99
2018-09-13,BTCKRW,7251000,7398000,7251000,7347000,3970.84,29094648176.81
2018-09-12,BTCKRW,7246000,7278000,7150000,7251000,4399.77,31807849814.43
2018-09-11,BTCKRW,7256000,7370000,7127000,7246000,3657.26,26726886560.26
2018-09-10,BTCKRW,7230000,7374000,7199000,7256000,3193.21,23326875407.11
2018-09-09,BTCKRW,7203000,7430000,7125000,7230000,3824.88,27685936758.78
2018-09-08,BTCKRW,7393000,7445000,7116000,7203000,3140.46,23199852194.56
2018-09-07,BTCKRW,7502000,7558000,7288000,7393000,4411.14,32993996186.76
2018-09-06,BTCKRW,7696000,7720000,7288000,7502000,5387.75,39989468283.96
2018-09-05,BTCKRW,8288000,8343000,7652000,7696000,5310.07,43290048337.48
2018-09-04,BTCKRW,8117000,8288000,8111000,8288000,3842.04,31383903445.72
2018-09-03,BTCKRW,8111000,8160000,8032000,8117000,3435.26,27859221857.26
2018-09-02,BTCKRW,8006000,8180000,7930000,8111000,4554.56,36378210308.37
2018-09-01,BTCKRW,7870000,8049000,7859000,8006000,3988.73,31546334290.94
2018-08-31,BTCKRW,7858000,7930000,7772000,7870000,5156.17,40355562929.42
2018-08-30,BTCKRW,7825000,7930000,7676000,7858000,4973.03,38976422346.58
2018-08-29,BTCKRW,7858000,7940000,7708000,7825000,4554.46,35806792507.55
2018-08-28,BTCKRW,7700000,7890000,7667000,7858000,6648.61,51471309522.47
2018-08-27,BTCKRW,7541000,7712000,7494000,7700000,11549.44,86948760032.78
2018-08-26,BTCKRW,7605000,7663000,7450000,7541000,3255.04,24758465137.88
2018-08-25,BTCKRW,7578000,7690000,7511000,7605000,10105.89,77238292032.61
2018-08-24,BTCKRW,7445000,7600000,7351000,7578000,1933.2,14395767948.49
2018-08-23,BTCKRW,7276000,7498000,7276000,7445000,1578.67,11620038595.6
