Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume EOS,Volume BTC
2019-08-07,EOSBTC,0.000365,0.0003682,0.0003613,0.000362,274986.29,100.33
2019-08-06,EOSBTC,0.0003772,0.0003801,0.0003472,0.000365,3953668.67,1448.28
2019-08-05,EOSBTC,0.0003856,0.0003872,0.0003676,0.0003772,3227993.58,1219.72
2019-08-04,EOSBTC,0.0003969,0.0003998,0.0003839,0.0003856,1406379.11,550.22
2019-08-03,EOSBTC,0.0003973,0.0004079,0.0003929,0.0003969,2122068.0,845.85
2019-08-02,EOSBTC,0.0004144,0.0004147,0.0003869,0.0003973,2936887.16,1184.27
2019-08-01,EOSBTC,0.000438,0.0004388,0.0004135,0.0004144,1764099.3,749.92
2019-07-31,EOSBTC,0.0004383,0.0004427,0.0004297,0.000438,2115645.38,919.5
2019-07-30,EOSBTC,0.000443,0.0004456,0.000434,0.0004383,1751506.47,769.49
2019-07-29,EOSBTC,0.0004482,0.000452,0.0004354,0.000443,2432121.77,1073.83
2019-07-28,EOSBTC,0.0004511,0.0004542,0.0004219,0.0004482,2306295.07,1019.5
2019-07-27,EOSBTC,0.0004696,0.0004737,0.0004461,0.0004511,5108098.49,2343.22
2019-07-26,EOSBTC,0.0004622,0.0004772,0.0004579,0.0004696,1992078.75,928.32
2019-07-25,EOSBTC,0.0004696,0.0004751,0.0004467,0.0004622,3533218.96,1616.11
2019-07-24,EOSBTC,0.000421,0.0004717,0.0004139,0.0004696,5898475.87,2634.59
2019-07-23,EOSBTC,0.0003988,0.000423,0.0003951,0.000421,2521703.52,1034.75
2019-07-22,EOSBTC,0.0004089,0.0004137,0.0003877,0.0003988,2062396.46,827.53
2019-07-21,EOSBTC,0.0004003,0.0004112,0.0003956,0.0004089,1743141.02,703.13
2019-07-20,EOSBTC,0.0003844,0.0004159,0.0003833,0.0004003,3449182.0,1381.21
2019-07-19,EOSBTC,0.0003858,0.0003891,0.0003731,0.0003844,1953955.53,747.33
2019-07-18,EOSBTC,0.0003959,0.0003987,0.0003905,0.0003987,293445.24,115.9
2019-07-17,EOSBTC,0.0003885,0.0004186,0.0003785,0.0003959,5559567.96,2213.92
2019-07-16,EOSBTC,0.0003961,0.000405,0.0003505,0.0003885,6913378.83,2642.1
