Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume EOS,Volume BTC
2019-07-03,EOSBTC,0.0004911,0.0005247,0.0004911,0.0005,39.46,0.01986
2019-07-02,EOSBTC,0.0005249,0.0005602,0.0004875,0.0004911,1123.07,0.5934
2019-07-01,EOSBTC,0.00047,0.0005249,0.0004118,0.0005249,1334.37,0.6362
2019-06-30,EOSBTC,0.0004874,0.00049,0.00045,0.00047,2329.4,1.13
2019-06-29,EOSBTC,0.0004551,0.0004874,0.000452,0.0004874,321.53,0.1535
2019-06-28,EOSBTC,0.0004854,0.0005219,0.0004551,0.0004551,231.92,0.1121
2019-06-27,EOSBTC,0.000465,0.0005249,0.00045,0.0004854,424.09,0.206
2019-06-26,EOSBTC,0.0005074,0.0005249,0.0004,0.000465,1457.6,0.7023
2019-06-25,EOSBTC,0.0004888,0.00056,0.00043,0.0005074,405.93,0.212
2019-06-24,EOSBTC,0.0005471,0.00064,0.00012,0.0004888,2048.41,0.588
2019-06-23,EOSBTC,0.00055,0.0005717,0.000514,0.0005471,368.37,0.195
2019-06-22,EOSBTC,0.00057,0.0005978,0.0005028,0.00055,693.45,0.3761
2019-06-21,EOSBTC,0.00061,0.0006428,0.00048,0.00057,354.57,0.2008
2019-06-20,EOSBTC,0.0006459,0.0006747,0.00061,0.00061,367.46,0.2299
2019-06-19,EOSBTC,0.000685,0.000685,0.0006457,0.0006459,420.19,0.275
2019-06-18,EOSBTC,0.0006815,0.00069,0.0006512,0.000685,157.95,0.1042
2019-06-17,EOSBTC,0.0006617,0.0006931,0.0006512,0.0006815,299.72,0.1998
2019-06-16,EOSBTC,0.0006858,0.0007671,0.00066,0.0006617,605.95,0.4303
2019-06-15,EOSBTC,0.000663,0.0006897,0.00066,0.0006858,85.37,0.05734
2019-06-14,EOSBTC,0.0006952,0.0007027,0.0006622,0.000663,532.7,0.3607
2019-06-13,EOSBTC,0.00069,0.000731,0.00069,0.0006952,128.05,0.0891
2019-06-12,EOSBTC,0.0007073,0.0007393,0.00069,0.00069,97.72,0.07021
2019-06-11,EOSBTC,0.000739,0.000747,0.0007053,0.0007073,415.03,0.2976
2019-06-10,EOSBTC,0.000726,0.000747,0.00069,0.000739,688.98,0.5062
2019-06-09,EOSBTC,0.0007261,0.0007261,0.00069,0.000726,146.58,0.1045
2019-06-08,EOSBTC,0.0007251,0.000736,0.00069,0.0007261,318.55,0.2281
2019-06-07,EOSBTC,0.0007484,0.0007484,0.00066,0.0007251,250.03,0.1749
2019-06-06,EOSBTC,0.0007498,0.000777,0.0006666,0.0007484,353.65,0.2541
2019-06-05,EOSBTC,0.000725,0.0007773,0.0006666,0.0007498,565.24,0.4065
2019-06-04,EOSBTC,0.0007444,0.00078,0.000725,0.000725,1074.43,0.8038
2019-06-03,EOSBTC,0.0008002,0.0008099,0.000725,0.0007444,503.94,0.3941
