Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume AST,Volume ETH
2019-05-14,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-13,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-12,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-11,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-10,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-09,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-08,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-07,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-06,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-05,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-04,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-03,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-02,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-05-01,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-30,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-29,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-28,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-27,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-26,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-25,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-24,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-23,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-22,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-21,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-20,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-19,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-18,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-17,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-16,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-15,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-14,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-13,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-12,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-11,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-10,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-09,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-08,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-07,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-06,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-05,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-04,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-03,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-02,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-04-01,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-31,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-30,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-29,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-28,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-27,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-26,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-25,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-24,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-23,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-22,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-21,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-20,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-19,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-18,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-17,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-16,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-15,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-14,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-13,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-12,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-11,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-10,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-09,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-08,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-07,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-06,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-05,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-04,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-03,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-02,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-03-01,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-28,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-27,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-26,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-25,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-24,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-23,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-22,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-21,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-20,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-19,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-18,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-17,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-16,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-15,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-14,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-13,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-12,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-11,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-10,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-09,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-08,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-07,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-06,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-05,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-04,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-03,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-02,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-02-01,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-01-31,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-01-30,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-01-29,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-01-28,ASTETH,0.0002523,0.0002523,0.0002523,0.0002523,0.0,0.0
2019-01-27,ASTETH,0.0002646,0.0002661,0.0002464,0.0002523,68988.57,17.54
2019-01-26,ASTETH,0.000274,0.000274,0.0002628,0.0002646,23750.4,6.35
2019-01-25,ASTETH,0.0002628,0.0002767,0.0002628,0.000274,59588.1,16.21
2019-01-24,ASTETH,0.0002541,0.0002653,0.0002513,0.0002628,36634.84,9.43
2019-01-23,ASTETH,0.0002569,0.0002638,0.0002541,0.0002541,37047.93,9.58
2019-01-22,ASTETH,0.000252,0.0002638,0.0002478,0.0002569,110492.25,28.01
2019-01-21,ASTETH,0.0002353,0.0002713,0.0002353,0.000252,184474.09,47.46
2019-01-20,ASTETH,0.00025,0.00025,0.0002167,0.0002353,50952.36,12.15
2019-01-19,ASTETH,0.0002566,0.0002713,0.0002167,0.00025,88197.03,22.84
2019-01-18,ASTETH,0.0002231,0.0002706,0.0002167,0.0002566,263600.42,64.86
2019-01-17,ASTETH,0.0002119,0.0002281,0.0002119,0.0002231,86650.96,19.3
2019-01-16,ASTETH,0.0002101,0.0002169,0.0002078,0.0002119,65192.66,13.86
2019-01-15,ASTETH,0.0001965,0.0002127,0.0001943,0.0002101,139126.99,28.32
2019-01-14,ASTETH,0.0002026,0.0002098,0.0001926,0.0001965,91343.48,18.31
2019-01-13,ASTETH,0.0002001,0.0002057,0.0001987,0.0002026,30052.26,6.09
2019-01-12,ASTETH,0.0001987,0.0002001,0.0001948,0.0002001,27171.49,5.36
2019-01-11,ASTETH,0.0001944,0.0001995,0.0001932,0.0001987,121944.72,23.8
2019-01-10,ASTETH,0.0001973,0.0002086,0.0001937,0.0001944,465606.61,92.39
2019-01-09,ASTETH,0.0001987,0.0001987,0.0001948,0.0001973,197273.82,38.85
2019-01-08,ASTETH,0.0002005,0.0002017,0.0001981,0.0001987,232255.86,46.38
2019-01-07,ASTETH,0.0001922,0.0002046,0.0001884,0.0002005,243961.98,47.78
2019-01-06,ASTETH,0.0001822,0.0001929,0.0001819,0.0001922,452174.5,84.22
2019-01-05,ASTETH,0.000186,0.000186,0.0001806,0.0001822,306760.29,55.74
2019-01-04,ASTETH,0.0001906,0.0001913,0.0001822,0.000186,389192.02,73.25
2019-01-03,ASTETH,0.0001855,0.0001951,0.0001849,0.0001906,345284.97,65.64
2019-01-02,ASTETH,0.0001942,0.0001942,0.0001822,0.0001855,637416.23,120.12
2019-01-01,ASTETH,0.0002005,0.0002005,0.0001921,0.0001942,738875.03,145.41
2018-12-31,ASTETH,0.0002022,0.0002046,0.0001981,0.0002005,566695.15,113.99
2018-12-30,ASTETH,0.0001995,0.0002034,0.0001995,0.0002022,304846.22,61.61
2018-12-29,ASTETH,0.0002089,0.0002104,0.0001959,0.0001995,575361.93,117.78
2018-12-28,ASTETH,0.0002235,0.0002237,0.0002089,0.0002089,354675.66,77.33
2018-12-27,ASTETH,0.0002242,0.0002346,0.0002227,0.0002235,262786.7,59.97
2018-12-26,ASTETH,0.000213,0.000232,0.0002092,0.0002242,467481.16,103.56
2018-12-25,ASTETH,0.0002278,0.0002346,0.0002106,0.000213,493973.08,107.17
2018-12-24,ASTETH,0.0002395,0.0002404,0.0002178,0.0002278,516875.59,117.41
2018-12-23,ASTETH,0.0002694,0.0002694,0.0002395,0.0002395,244695.24,61.0
2018-12-22,ASTETH,0.0002644,0.0002881,0.000262,0.0002694,267038.35,72.9
2018-12-21,ASTETH,0.0002569,0.0002728,0.0002512,0.0002644,367840.82,95.76
2018-12-20,ASTETH,0.0002751,0.0002759,0.0002526,0.0002569,405156.94,107.92
2018-12-19,ASTETH,0.000266,0.0002821,0.0002605,0.0002751,283609.74,78.02
2018-12-18,ASTETH,0.0002765,0.0002829,0.0002642,0.000266,494032.41,136.63
2018-12-17,ASTETH,0.0002703,0.0002909,0.0002701,0.0002765,475477.77,131.35
2018-12-16,ASTETH,0.0002724,0.0002743,0.0002679,0.0002703,441956.9,119.49
2018-12-15,ASTETH,0.0002763,0.000279,0.0002717,0.0002724,575725.1,158.74
2018-12-14,ASTETH,0.0002814,0.0002829,0.0002747,0.0002763,665306.41,186.22
2018-12-13,ASTETH,0.0002867,0.0002926,0.0002809,0.0002814,515939.81,148.52
2018-12-12,ASTETH,0.0002873,0.0002926,0.0002841,0.0002867,461370.58,132.48
2018-12-11,ASTETH,0.0002893,0.0003,0.0002861,0.0002873,355705.02,103.51
2018-12-10,ASTETH,0.0003109,0.0003155,0.0002857,0.0002893,501901.15,147.63
2018-12-09,ASTETH,0.0002975,0.000312,0.0002971,0.0003109,307000.49,93.19
2018-12-08,ASTETH,0.0002992,0.0003155,0.0002938,0.0002975,488579.13,148.65
2018-12-07,ASTETH,0.0003195,0.0003327,0.0002905,0.0002992,473714.07,149.21
2018-12-06,ASTETH,0.0003337,0.000345,0.0003124,0.0003195,412781.11,134.0
2018-12-05,ASTETH,0.0003634,0.0003646,0.0003304,0.0003337,231461.08,79.43
2018-12-04,ASTETH,0.0003816,0.0003816,0.0003398,0.0003634,189525.24,67.6
2018-12-03,ASTETH,0.0003475,0.000399,0.0003337,0.0003816,397910.76,147.22
2018-12-02,ASTETH,0.0003231,0.0003557,0.0003151,0.0003475,410248.04,135.99
2018-12-01,ASTETH,0.0003085,0.0003538,0.0003081,0.0003231,451621.94,146.68
2018-11-30,ASTETH,0.0003231,0.0003254,0.0002905,0.0003085,383913.15,117.16
2018-11-29,ASTETH,0.0003089,0.0003784,0.0003064,0.0003231,498319.02,168.79
2018-11-28,ASTETH,0.0002873,0.0003138,0.0002849,0.0003089,292102.71,86.92
2018-11-27,ASTETH,0.0002675,0.0003009,0.0002668,0.0002873,465787.08,132.15
2018-11-26,ASTETH,0.0002658,0.0002736,0.0002555,0.0002675,498102.54,132.66
2018-11-25,ASTETH,0.0002719,0.000279,0.0002562,0.0002658,576104.91,155.0
2018-11-24,ASTETH,0.0002934,0.0003068,0.0002709,0.0002719,467757.31,138.08
2018-11-23,ASTETH,0.0002904,0.0002992,0.0002801,0.0002934,339986.41,98.66
2018-11-22,ASTETH,0.000284,0.0003027,0.0002816,0.0002904,326144.46,96.76
2018-11-21,ASTETH,0.000284,0.0002999,0.0002824,0.000284,439827.21,127.41
2018-11-20,ASTETH,0.0003099,0.0003127,0.00028,0.000284,684929.12,202.34
2018-11-19,ASTETH,0.0003485,0.0003567,0.0003054,0.0003099,516719.75,171.29
2018-11-18,ASTETH,0.0003476,0.0003488,0.0003435,0.0003485,250835.99,87.11
2018-11-17,ASTETH,0.0003587,0.0003587,0.0003461,0.0003476,257289.18,89.78
2018-11-16,ASTETH,0.0003655,0.0003741,0.0003562,0.0003587,315548.25,115.26
2018-11-15,ASTETH,0.0003909,0.0003911,0.0003463,0.0003655,266526.62,99.22
2018-11-14,ASTETH,0.0004215,0.0004289,0.0003873,0.0003909,335054.13,137.36
2018-11-13,ASTETH,0.0004396,0.0004396,0.00042,0.0004215,232839.15,99.97
2018-11-12,ASTETH,0.0004498,0.0004498,0.0004368,0.0004396,222678.54,98.53
2018-11-11,ASTETH,0.0004582,0.0004757,0.000448,0.0004498,274551.94,125.98
2018-11-10,ASTETH,0.0004508,0.0004613,0.0004442,0.0004582,218069.38,98.01
2018-11-09,ASTETH,0.0004883,0.0004912,0.0004442,0.0004508,304062.71,139.29
2018-11-08,ASTETH,0.0004549,0.0004883,0.0004549,0.0004883,262507.21,123.34
2018-11-07,ASTETH,0.0004292,0.0004599,0.0004216,0.0004549,262373.72,113.08
2018-11-06,ASTETH,0.0004467,0.000472,0.0004258,0.0004292,308889.24,136.9
2018-11-05,ASTETH,0.0004515,0.0004558,0.0004379,0.0004467,335276.9,149.35
2018-11-04,ASTETH,0.0004861,0.0004922,0.0004476,0.0004515,314966.69,149.01
2018-11-03,ASTETH,0.0005192,0.0005195,0.0004855,0.0004861,263076.99,131.43
2018-11-02,ASTETH,0.0005054,0.0005354,0.0005054,0.0005192,296667.16,154.38
2018-11-01,ASTETH,0.0005329,0.0005332,0.0005047,0.0005054,218462.27,113.85
2018-10-31,ASTETH,0.000583,0.000583,0.0005252,0.0005329,239902.33,129.38
2018-10-30,ASTETH,0.0004777,0.0006726,0.0004772,0.000583,468388.6,268.4
2018-10-29,ASTETH,0.000428,0.0005195,0.0004191,0.0004777,384654.18,183.16
2018-10-28,ASTETH,0.0004075,0.0004314,0.0004067,0.000428,204053.82,85.87
2018-10-27,ASTETH,0.0004381,0.000441,0.0004043,0.0004075,284354.26,119.56
2018-10-26,ASTETH,0.0004481,0.000449,0.0004327,0.0004381,142722.04,62.5
2018-10-25,ASTETH,0.0004699,0.000471,0.0004414,0.0004481,190392.8,86.66
2018-10-24,ASTETH,0.0004524,0.000472,0.0004512,0.0004699,158655.37,72.95
2018-10-23,ASTETH,0.0004549,0.0004682,0.0004503,0.0004524,174053.03,79.89
2018-10-22,ASTETH,0.0004671,0.0004671,0.0004493,0.0004549,234266.27,106.26
2018-10-21,ASTETH,0.0004678,0.0004999,0.0004648,0.0004671,292786.4,139.56
2018-10-20,ASTETH,0.0004495,0.0004881,0.0004466,0.0004678,408776.57,189.16
2018-10-19,ASTETH,0.0004397,0.0004506,0.0004369,0.0004495,199355.88,88.13
2018-10-18,ASTETH,0.0004406,0.0004643,0.000436,0.0004397,213125.82,95.25
2018-10-17,ASTETH,0.0004345,0.0004452,0.0004334,0.0004406,191452.1,83.85
2018-10-16,ASTETH,0.0004267,0.0004479,0.0004172,0.0004345,229570.7,98.63
2018-10-15,ASTETH,0.0004388,0.0004506,0.0003977,0.0004267,379982.48,161.03
2018-10-14,ASTETH,0.0004302,0.0004524,0.0004181,0.0004388,296122.17,128.16
2018-10-13,ASTETH,0.0004076,0.000433,0.0004033,0.0004302,145914.73,60.74
2018-10-12,ASTETH,0.0004164,0.0004278,0.0004065,0.0004076,223607.09,93.35
2018-10-11,ASTETH,0.0004126,0.000433,0.0003898,0.0004164,400462.94,165.05
2018-10-10,ASTETH,0.0004173,0.0004193,0.0003985,0.0004126,155197.57,63.23
2018-10-09,ASTETH,0.0004327,0.0004347,0.0004049,0.0004173,213217.43,89.28
2018-10-08,ASTETH,0.0004195,0.0004422,0.0004188,0.0004327,187289.94,80.97
2018-10-07,ASTETH,0.000402,0.000427,0.000402,0.0004195,187044.05,78.1
2018-10-06,ASTETH,0.0003937,0.0004052,0.0003919,0.000402,216398.46,85.89
2018-10-05,ASTETH,0.0003974,0.0003983,0.0003919,0.0003937,267612.75,105.78
2018-10-04,ASTETH,0.0003905,0.0003996,0.0003892,0.0003974,61126.93,24.22
2018-10-03,ASTETH,0.0003675,0.000393,0.0003604,0.0003905,305894.06,114.57
2018-10-02,ASTETH,0.0003529,0.0003675,0.0003529,0.0003675,225640.62,82.27
2018-10-01,ASTETH,0.0003545,0.0003636,0.0003529,0.0003529,216999.5,77.88
2018-09-30,ASTETH,0.0003579,0.0003598,0.0003432,0.0003545,177980.02,62.72
2018-09-29,ASTETH,0.0003587,0.0003598,0.00034,0.0003579,231445.95,81.33
2018-09-28,ASTETH,0.0003654,0.0003721,0.0003587,0.0003587,279898.27,102.59
2018-09-27,ASTETH,0.0003979,0.0003979,0.0003624,0.0003654,303851.1,114.01
2018-09-26,ASTETH,0.0003977,0.0004065,0.0003932,0.0003979,225217.39,90.0
2018-09-25,ASTETH,0.0003719,0.0004122,0.000366,0.0003977,366168.83,144.08
2018-09-24,ASTETH,0.000344,0.0003931,0.0003377,0.0003719,370693.31,131.84
2018-09-23,ASTETH,0.0003296,0.0003504,0.0003296,0.000344,282932.28,95.9
2018-09-22,ASTETH,0.0003278,0.0003349,0.0003216,0.0003296,267455.8,87.95
2018-09-21,ASTETH,0.0003557,0.0003585,0.0003278,0.0003278,296838.26,103.27
2018-09-20,ASTETH,0.0003581,0.0003717,0.0003522,0.0003557,334859.55,120.71
2018-09-19,ASTETH,0.0003558,0.0003687,0.0003384,0.0003581,409653.6,143.83
2018-09-18,ASTETH,0.0003428,0.0003717,0.0003344,0.0003558,489542.39,170.92
2018-09-17,ASTETH,0.0003411,0.0003923,0.0003355,0.0003428,448142.7,156.14
2018-09-16,ASTETH,0.0003149,0.0003522,0.0003137,0.0003411,311226.03,101.14
2018-09-15,ASTETH,0.0003271,0.0003404,0.0003137,0.0003149,348753.33,114.22
2018-09-14,ASTETH,0.0003259,0.0003323,0.0003154,0.0003271,335938.6,108.62
2018-09-13,ASTETH,0.0003584,0.0003677,0.0003243,0.0003259,397139.53,138.79
2018-09-12,ASTETH,0.0003492,0.0003751,0.0003492,0.0003584,420925.11,153.09
2018-09-11,ASTETH,0.0003721,0.0003739,0.0003492,0.0003492,380012.83,138.27
2018-09-10,ASTETH,0.0003766,0.0003845,0.0003702,0.0003721,334995.88,126.12
2018-09-09,ASTETH,0.0003823,0.0003907,0.0003586,0.0003766,471221.6,176.03
2018-09-08,ASTETH,0.0003916,0.0003931,0.0003789,0.0003823,297777.74,114.48
2018-09-07,ASTETH,0.0003721,0.000407,0.0003641,0.0003916,352173.39,133.87
2018-09-06,ASTETH,0.000363,0.0003721,0.0003334,0.0003721,470081.61,165.3
2018-09-05,ASTETH,0.0003644,0.0003714,0.0003498,0.000363,423080.85,151.87
2018-09-04,ASTETH,0.0003558,0.0003677,0.0003541,0.0003644,251063.57,90.76
2018-09-03,ASTETH,0.0003572,0.000359,0.0003511,0.0003558,217155.0,77.1
2018-09-02,ASTETH,0.0003596,0.0003633,0.0003539,0.0003572,217241.28,77.82
2018-09-01,ASTETH,0.0003687,0.0003698,0.0003596,0.0003596,296538.63,108.67
