Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DAS,Volume HBTC
2019-07-03,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-07-02,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-07-01,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-30,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-29,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-28,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-27,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-26,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-25,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-24,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-23,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-22,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-21,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-20,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-19,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-18,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-17,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-16,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-15,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-14,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-13,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-12,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-11,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-10,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-09,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-08,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-07,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-06,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-05,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-04,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-03,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-02,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-06-01,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-31,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-30,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-29,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-28,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-27,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-26,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-25,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-24,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-23,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-22,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-21,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-20,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-19,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-18,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-17,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-16,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-15,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-14,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-13,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-12,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-11,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-10,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-09,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-08,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-07,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-06,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-05,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-04,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-03,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-02,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-05-01,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-30,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-29,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-28,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-27,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-26,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-25,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-24,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-23,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-22,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-21,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-20,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-19,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-18,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-17,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-16,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-15,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-14,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-13,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-12,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-11,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-10,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-09,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-08,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-07,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-06,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-05,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-04,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-03,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-02,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-04-01,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-31,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-30,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-29,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-28,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-27,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-26,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-25,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-24,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-23,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-22,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-21,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-20,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-19,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-18,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-17,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-16,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-15,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-14,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-13,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-12,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-11,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-10,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-09,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-08,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-07,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-06,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-05,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-04,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-03,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-02,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-03-01,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-28,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-27,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-26,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-25,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-24,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-23,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-22,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-21,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-20,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-19,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-18,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-17,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-16,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-15,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-14,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-13,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-12,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-11,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-10,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-09,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-08,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-07,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-06,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-05,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-04,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-03,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-02,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-02-01,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-01-31,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-01-30,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-01-29,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-01-28,DASHBTC,0.0199,0.0199,0.0199,0.0199,0.0,0.0
2019-01-27,DASHBTC,0.02033,0.02041,0.01976,0.0199,13.44,0.2689
2019-01-26,DASHBTC,0.02047,0.02047,0.02022,0.02033,3.22,0.06544
2019-01-25,DASHBTC,0.02033,0.02053,0.02033,0.02047,2.68,0.05487
2019-01-24,DASHBTC,0.01976,0.02043,0.01976,0.02033,29.85,0.6038
2019-01-23,DASHBTC,0.0198,0.02041,0.01976,0.01976,20.28,0.4073
2019-01-22,DASHBTC,0.01952,0.0198,0.0195,0.0198,3.2,0.06289
2019-01-21,DASHBTC,0.01917,0.01952,0.01917,0.01952,4.06,0.07866
2019-01-20,DASHBTC,0.01963,0.01963,0.01917,0.01917,8.24,0.1589
2019-01-19,DASHBTC,0.01937,0.01963,0.01933,0.01963,4.62,0.09005
2019-01-18,DASHBTC,0.01954,0.01974,0.01922,0.01937,23.14,0.4514
2019-01-17,DASHBTC,0.01955,0.01968,0.01938,0.01954,10.33,0.2018
2019-01-16,DASHBTC,0.01939,0.01977,0.01922,0.01955,28.38,0.5538
2019-01-15,DASHBTC,0.01955,0.01968,0.0191,0.01939,33.65,0.6508
2019-01-14,DASHBTC,0.01963,0.02007,0.01919,0.01955,41.42,0.8149
2019-01-13,DASHBTC,0.01997,0.02007,0.01944,0.01963,12.58,0.2485
2019-01-12,DASHBTC,0.01996,0.02013,0.01987,0.01997,12.53,0.2509
2019-01-11,DASHBTC,0.01994,0.02036,0.01979,0.01996,242.83,4.86
2019-01-10,DASHBTC,0.02129,0.02152,0.01949,0.01994,471.42,9.59
2019-01-09,DASHBTC,0.02013,0.02177,0.02004,0.02129,362.19,7.56
2019-01-08,DASHBTC,0.0206,0.02076,0.02003,0.02013,431.4,8.78
2019-01-07,DASHBTC,0.02098,0.02132,0.0205,0.0206,413.87,8.63
2019-01-06,DASHBTC,0.02092,0.02123,0.02079,0.02098,402.46,8.44
2019-01-05,DASHBTC,0.02092,0.02111,0.02066,0.02092,448.13,9.36
2019-01-04,DASHBTC,0.02097,0.02156,0.0209,0.02092,475.33,10.03
2019-01-03,DASHBTC,0.02157,0.02183,0.02094,0.02097,468.41,10.0
2019-01-02,DASHBTC,0.02098,0.02165,0.02098,0.02157,645.11,13.75
2019-01-01,DASHBTC,0.02109,0.02125,0.02092,0.02098,777.74,16.4
2018-12-31,DASHBTC,0.02108,0.02177,0.02096,0.02109,720.08,15.31
2018-12-30,DASHBTC,0.02105,0.02168,0.0209,0.02108,545.23,11.62
2018-12-29,DASHBTC,0.02141,0.02158,0.02079,0.02105,760.65,16.07
2018-12-28,DASHBTC,0.02084,0.02165,0.02057,0.02141,463.16,9.79
2018-12-27,DASHBTC,0.02179,0.02191,0.02073,0.02084,395.6,8.44
2018-12-26,DASHBTC,0.02199,0.02252,0.02143,0.02179,450.13,9.86
2018-12-25,DASHBTC,0.02241,0.02251,0.02128,0.02199,539.67,11.76
2018-12-24,DASHBTC,0.02249,0.02434,0.02241,0.02241,547.08,12.57
2018-12-23,DASHBTC,0.02174,0.02272,0.02168,0.02249,514.62,11.42
2018-12-22,DASHBTC,0.02182,0.02374,0.02137,0.02174,643.79,14.25
2018-12-21,DASHBTC,0.02377,0.024,0.02158,0.02182,605.43,13.6
2018-12-20,DASHBTC,0.01973,0.02434,0.01954,0.02377,650.05,13.41
2018-12-19,DASHBTC,0.01995,0.02081,0.01973,0.01973,440.03,8.94
2018-12-18,DASHBTC,0.02023,0.02027,0.01944,0.01995,515.47,10.24
2018-12-17,DASHBTC,0.0193,0.02044,0.01917,0.02023,553.1,10.88
2018-12-16,DASHBTC,0.01932,0.01996,0.01895,0.0193,468.32,9.06
2018-12-15,DASHBTC,0.01825,0.02013,0.01792,0.01932,439.05,8.05
2018-12-14,DASHBTC,0.01828,0.01854,0.01817,0.01825,681.88,12.48
2018-12-13,DASHBTC,0.01864,0.01887,0.01825,0.01828,595.6,11.08
2018-12-12,DASHBTC,0.01862,0.0193,0.01853,0.01864,513.34,9.71
2018-12-11,DASHBTC,0.01966,0.0199,0.01846,0.01862,650.96,12.6
2018-12-10,DASHBTC,0.02096,0.02117,0.01944,0.01966,437.84,8.76
2018-12-09,DASHBTC,0.01979,0.02107,0.0196,0.02096,475.91,9.55
2018-12-08,DASHBTC,0.01976,0.02014,0.01911,0.01979,554.72,10.89
2018-12-07,DASHBTC,0.01851,0.01986,0.01772,0.01976,602.31,11.04
2018-12-06,DASHBTC,0.02074,0.02076,0.01823,0.01851,601.98,12.05
2018-12-05,DASHBTC,0.02158,0.02158,0.02064,0.02074,597.65,12.58
2018-12-04,DASHBTC,0.02163,0.02195,0.02149,0.02158,543.43,11.76
2018-12-03,DASHBTC,0.02235,0.02251,0.02139,0.02163,664.15,14.65
2018-12-02,DASHBTC,0.02268,0.02289,0.02217,0.02235,674.87,15.16
2018-12-01,DASHBTC,0.02283,0.02295,0.02259,0.02268,627.55,14.3
2018-11-30,DASHBTC,0.02257,0.02289,0.02209,0.02283,568.54,12.85
2018-11-29,DASHBTC,0.02336,0.02336,0.02235,0.02257,507.9,11.55
2018-11-28,DASHBTC,0.02328,0.02354,0.02279,0.02336,328.56,7.6
2018-11-27,DASHBTC,0.02364,0.02416,0.02301,0.02328,146.78,3.46
2018-11-26,DASHBTC,0.02273,0.0238,0.02247,0.02364,518.75,11.9
2018-11-25,DASHBTC,0.02381,0.02385,0.02239,0.02273,140.91,3.23
2018-11-24,DASHBTC,0.02274,0.02416,0.02274,0.02381,408.73,9.5
2018-11-23,DASHBTC,0.02347,0.02366,0.02251,0.02274,220.25,5.01
2018-11-22,DASHBTC,0.0248,0.02496,0.02341,0.02347,158.38,3.87
2018-11-21,DASHBTC,0.02343,0.02485,0.02335,0.0248,426.07,10.21
2018-11-20,DASHBTC,0.0224,0.02355,0.0224,0.02343,232.83,5.33
2018-11-19,DASHBTC,0.02358,0.02358,0.02183,0.0224,368.75,8.21
2018-11-18,DASHBTC,0.02372,0.02425,0.02348,0.02358,192.02,4.61
2018-11-17,DASHBTC,0.0245,0.02452,0.0236,0.02372,129.07,3.12
2018-11-16,DASHBTC,0.02438,0.02493,0.02425,0.0245,459.23,11.26
2018-11-15,DASHBTC,0.02513,0.02522,0.02332,0.02438,988.33,23.9
2018-11-14,DASHBTC,0.02523,0.02593,0.02335,0.02513,478.98,12.03
2018-11-13,DASHBTC,0.02562,0.02569,0.02505,0.02523,582.25,14.83
2018-11-12,DASHBTC,0.02508,0.02617,0.02497,0.02562,580.94,14.83
2018-11-11,DASHBTC,0.02539,0.02539,0.02502,0.02508,524.96,13.22
2018-11-10,DASHBTC,0.02522,0.02555,0.0249,0.02539,525.54,13.26
