Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume XEM,Volume BTC
2019-07-03 10-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-03 09-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-03 08-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-03 07-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-03 06-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-03 05-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-03 04-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-03 03-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-03 02-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-03 01-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-03 12-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 11-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 10-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 09-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 08-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 07-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 06-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 05-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 04-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 03-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 02-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 01-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 12-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 11-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 10-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 09-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 08-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 07-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 06-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 05-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 04-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 03-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 02-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 01-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-02 12-AM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-01 11-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-01 10-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-01 09-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
2019-07-01 08-PM,XEMBTC,2.105e-05,2.105e-05,2.105e-05,2.105e-05,0.0,0.0
