Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume INR
2019-04-25,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-24,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-23,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-22,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-21,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-20,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-19,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-18,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-17,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-16,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-15,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-14,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-13,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-12,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-11,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-10,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-09,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-08,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-07,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-06,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-05,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-04,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-03,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-02,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-04-01,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-31,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-30,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-29,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-28,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-27,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-26,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-25,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-24,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-23,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-22,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-21,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-20,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-19,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-18,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-17,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-16,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-15,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-14,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-13,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-12,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-11,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-10,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-09,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-08,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-07,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-06,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-05,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-04,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-03,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-02,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-03-01,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-02-28,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-02-27,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-02-26,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-02-25,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-02-24,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-02-23,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-02-22,BTCINR,395283,395283,395283,395283,0.0,0.0
2019-02-21,BTCINR,395283,395283,395283,395283,0.0,0.0
