Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume BTC,Volume NGN
2019-05-30 01-PM,BTCNGN,3145089,3145090,3137099,3140204,2.22,6970071.74
2019-05-30 12-PM,BTCNGN,3148947,3148948,3136001,3145089,3.82,12023180.65
2019-05-30 11-AM,BTCNGN,3148947,3148948,3148947,3148947,3.07,9663715.93
2019-05-30 10-AM,BTCNGN,3135000,3149999,3134999,3148947,4.87,15291136.25
2019-05-30 09-AM,BTCNGN,3133880,3135000,3133880,3135000,3.54,11088191.1
2019-05-30 08-AM,BTCNGN,3135989,3138500,3122699,3133880,2.88,9023241.93
2019-05-30 07-AM,BTCNGN,3132900,3138493,3120101,3135989,3.31,10365090.82
2019-05-30 06-AM,BTCNGN,3121497,3139956,3121497,3132900,1.93,6036021.56
2019-05-30 05-AM,BTCNGN,3128500,3139988,3120400,3121497,3.83,12013545.74
2019-05-30 04-AM,BTCNGN,3128500,3134777,3128499,3128500,1.74,5450619.36
2019-05-30 03-AM,BTCNGN,3112700,3128500,3112700,3128500,2.5,7780832.92
2019-05-30 02-AM,BTCNGN,3112700,3112701,3112700,3112700,1.19,3694386.45
2019-05-30 01-AM,BTCNGN,3112657,3119988,3112657,3112700,2.25,7001253.36
2019-05-30 12-AM,BTCNGN,3112657,3112658,3112657,3112657,1.05,3260449.31
2019-05-29 11-PM,BTCNGN,3119989,3119989,3112499,3112657,1.33,4128294.81
2019-05-29 10-PM,BTCNGN,3111501,3121000,3111500,3119989,1.66,5167454.4
2019-05-29 09-PM,BTCNGN,3122998,3122999,3110107,3111501,1.7,5286437.7
2019-05-29 08-PM,BTCNGN,3115001,3122999,3115000,3122998,0.7317,2283829.46
2019-05-29 07-PM,BTCNGN,3127700,3127700,3110000,3115001,1.83,5694395.54
2019-05-29 06-PM,BTCNGN,3127699,3127700,3127699,3127700,0.5877,1838236.6
2019-05-29 05-PM,BTCNGN,3127700,3127700,3127699,3127699,0.9447,2954796.92
2019-05-29 04-PM,BTCNGN,3127699,3127700,3127699,3127700,0.5114,1599361.62
2019-05-29 03-PM,BTCNGN,3139989,3139990,3127699,3127699,2.07,6502064.92
2019-05-29 02-PM,BTCNGN,3135981,3139990,3135981,3139989,2.26,7083155.0
2019-05-29 01-PM,BTCNGN,3123699,3135982,3119005,3135981,2.3,7202400.06
2019-05-29 12-PM,BTCNGN,3123982,3135982,3115989,3123699,2.31,7227307.12
2019-05-29 11-AM,BTCNGN,3135981,3135982,3123982,3123982,1.57,4934901.73
2019-05-29 10-AM,BTCNGN,3123982,3135982,3123982,3135981,1.3,4075050.67
2019-05-29 09-AM,BTCNGN,3114002,3123997,3113699,3123982,2.0,6237400.06
2019-05-29 08-AM,BTCNGN,3105000,3123999,3104999,3114002,3.04,9443638.19
2019-05-29 07-AM,BTCNGN,3090800,3113400,3083002,3105000,2.96,9172910.28
2019-05-29 06-AM,BTCNGN,3073000,3120000,3073000,3090800,6.51,20076652.07
2019-05-29 05-AM,BTCNGN,3130010,3130011,3070999,3073000,9.54,29755516.6
2019-05-29 04-AM,BTCNGN,3130010,3130011,3130010,3130010,1.37,4284035.36
2019-05-29 03-AM,BTCNGN,3130350,3130351,3130010,3130010,0.8653,2708623.57
2019-05-29 02-AM,BTCNGN,3130350,3130351,3130350,3130350,0.4868,1523860.67
2019-05-29 01-AM,BTCNGN,3130350,3130400,3130350,3130350,0.6939,2172153.73
2019-05-29 12-AM,BTCNGN,3130350,3137700,3130350,3130350,0.8381,2624503.89
2019-05-28 11-PM,BTCNGN,3132355,3138000,3130350,3130350,1.41,4419685.07
2019-05-28 10-PM,BTCNGN,3132355,3132355,3130500,3132355,0.4448,1393171.77
2019-05-28 09-PM,BTCNGN,3141869,3141870,3130350,3132355,2.37,7428610.45
2019-05-28 08-PM,BTCNGN,3141869,3141870,3141869,3141869,1.1,3464913.26
2019-05-28 07-PM,BTCNGN,3144800,3145000,3141869,3141869,1.31,4105879.19
2019-05-28 06-PM,BTCNGN,3138000,3145000,3137999,3144800,2.13,6686834.15
2019-05-28 05-PM,BTCNGN,3138990,3138990,3120555,3138000,3.25,10165050.32
2019-05-28 04-PM,BTCNGN,3130000,3138990,3129999,3138990,1.43,4489161.4
2019-05-28 03-PM,BTCNGN,3126000,3139000,3125999,3130000,1.1,3429476.35
2019-05-28 02-PM,BTCNGN,3125999,3126000,3125999,3126000,0.6734,2105110.6
2019-05-28 01-PM,BTCNGN,3139999,3150000,3115002,3125999,4.08,12772332.35
2019-05-28 12-PM,BTCNGN,3139999,3140000,3139999,3139999,1.24,3891369.59
2019-05-28 11-AM,BTCNGN,3140000,3140000,3139999,3139999,2.14,6724063.5
2019-05-28 10-AM,BTCNGN,3139999,3140000,3139999,3140000,1.23,3877698.14
2019-05-28 09-AM,BTCNGN,3135602,3140000,3135601,3139999,1.46,4569198.88
2019-05-28 08-AM,BTCNGN,3139999,3140000,3135601,3135602,1.56,4893823.59
2019-05-28 07-AM,BTCNGN,3137000,3142225,3128599,3139999,4.54,14242719.52
2019-05-28 06-AM,BTCNGN,3142224,3142225,3136000,3137000,5.02,15767107.5
2019-05-28 05-AM,BTCNGN,3142224,3142225,3142224,3142224,2.24,7032313.1
2019-05-28 04-AM,BTCNGN,3136507,3142225,3136506,3142224,0.8411,2641825.79
2019-05-28 03-AM,BTCNGN,3142999,3149600,3136000,3136507,1.51,4735303.21
2019-05-28 02-AM,BTCNGN,3138490,3143000,3133600,3142999,0.7857,2463345.71
2019-05-28 01-AM,BTCNGN,3140711,3140711,3133600,3138490,0.5538,1738008.23
2019-05-28 12-AM,BTCNGN,3149571,3149571,3138558,3140711,0.338,1061243.57
2019-05-27 11-PM,BTCNGN,3138449,3150900,3138446,3149571,4.01,12597242.53
2019-05-27 10-PM,BTCNGN,3138079,3147511,3138079,3138449,1.33,4167580.48
2019-05-27 09-PM,BTCNGN,3133509,3147999,3133500,3138079,1.96,6139049.3
2019-05-27 08-PM,BTCNGN,3150899,3150900,3133509,3133509,1.29,4067386.78
2019-05-27 07-PM,BTCNGN,3150900,3150900,3150899,3150899,1.69,5313396.47
2019-05-27 06-PM,BTCNGN,3118899,3150900,3118899,3150900,2.34,7345570.63
2019-05-27 05-PM,BTCNGN,3157999,3158000,3113199,3118899,3.15,9859341.77
2019-05-27 04-PM,BTCNGN,3177000,3177000,3157999,3157999,4.84,15311431.19
2019-05-27 03-PM,BTCNGN,3194431,3194431,3140400,3177000,4.94,15746505.96
2019-05-27 02-PM,BTCNGN,3099999,3198009,3099999,3194431,9.99,31396270.46
2019-05-27 01-PM,BTCNGN,3095999,3100000,3095999,3099999,5.91,18318971.8
2019-05-27 12-PM,BTCNGN,3079999,3096000,3079999,3095999,7.57,23405971.15
2019-05-27 11-AM,BTCNGN,3089999,3090000,3075000,3079999,5.08,15707664.63
2019-05-27 10-AM,BTCNGN,3073687,3090000,3073687,3089999,4.82,14874018.71
2019-05-27 09-AM,BTCNGN,3093999,3094000,3051009,3073687,4.81,14755614.58
2019-05-27 08-AM,BTCNGN,3097999,3098000,3093999,3093999,4.22,13057706.29
2019-05-27 07-AM,BTCNGN,3071999,3098400,3071999,3097999,6.07,18753404.83
2019-05-27 06-AM,BTCNGN,3031000,3100000,3031000,3071999,5.27,16148150.08
2019-05-27 05-AM,BTCNGN,3031003,3031200,3031000,3031000,5.56,16864495.26
2019-05-27 04-AM,BTCNGN,3064055,3073999,3031000,3031003,3.8,11592665.87
2019-05-27 03-AM,BTCNGN,3050000,3073998,3050000,3064055,3.41,10436612.25
2019-05-27 02-AM,BTCNGN,3074801,3074801,3039109,3050000,5.52,16875211.53
2019-05-27 01-AM,BTCNGN,3039999,3074801,3039999,3074801,1.31,4013000.74
2019-05-27 12-AM,BTCNGN,3024219,3079990,3024219,3039999,7.34,22421307.56
2019-05-26 11-PM,BTCNGN,3024000,3047999,2986019,3024219,2.56,7739000.16
2019-05-26 10-PM,BTCNGN,3034999,3076700,3010000,3024000,11.88,35978693.54
2019-05-26 09-PM,BTCNGN,3035240,3080000,2982800,3034999,13.21,39757603.3
2019-05-26 08-PM,BTCNGN,2970000,3050000,2969999,3035240,13.9,41693088.93
2019-05-26 07-PM,BTCNGN,2866440,2970000,2866439,2970000,19.09,55366762.19
2019-05-26 06-PM,BTCNGN,2866440,2866440,2866439,2866440,0.3676,1053737.45
2019-05-26 05-PM,BTCNGN,2866439,2866440,2866439,2866440,0.5113,1465533.02
2019-05-26 04-PM,BTCNGN,2866439,2866440,2866439,2866439,0.6791,1946599.04
2019-05-26 03-PM,BTCNGN,2861131,2866440,2861130,2866439,0.6852,1961613.92
2019-05-26 02-PM,BTCNGN,2852998,2866440,2852997,2861131,2.25,6424012.96
2019-05-26 01-PM,BTCNGN,2852997,2852998,2852997,2852998,1.05,2995410.38
2019-05-26 12-PM,BTCNGN,2852998,2852998,2852997,2852997,0.6354,1812677.45
2019-05-26 11-AM,BTCNGN,2859859,2859860,2852997,2852998,0.5961,1703271.63
2019-05-26 10-AM,BTCNGN,2865949,2865950,2852997,2859859,0.8015,2293294.39
2019-05-26 09-AM,BTCNGN,2865949,2865950,2865949,2865949,0.2501,716900.04
2019-05-26 08-AM,BTCNGN,2865949,2865950,2865949,2865949,0.3417,979352.19
2019-05-26 07-AM,BTCNGN,2865949,2865950,2865949,2865949,0.859,2461916.13
2019-05-26 06-AM,BTCNGN,2866439,2866440,2865949,2865949,0.8898,2550399.85
2019-05-26 05-AM,BTCNGN,2866439,2866440,2866439,2866439,0.2633,754647.53
2019-05-26 04-AM,BTCNGN,2866439,2866440,2866439,2866439,0.2861,820217.26
2019-05-26 03-AM,BTCNGN,2866439,2866440,2866439,2866439,0.8018,2298376.73
2019-05-26 02-AM,BTCNGN,2866439,2866440,2866439,2866439,0.1855,531670.02
2019-05-26 01-AM,BTCNGN,2870516,2870516,2866439,2866439,0.2817,807390.0
2019-05-26 12-AM,BTCNGN,2865950,2870949,2865949,2870516,0.7264,2082566.2
2019-05-25 11-PM,BTCNGN,2865949,2865950,2865949,2865950,0.1924,551480.33
2019-05-25 10-PM,BTCNGN,2865949,2865950,2865949,2865949,0.5307,1521062.5
2019-05-25 09-PM,BTCNGN,2852999,2866900,2852999,2865949,1.13,3230893.04
2019-05-25 08-PM,BTCNGN,2840001,2853000,2840001,2852999,2.04,5791733.54
2019-05-25 07-PM,BTCNGN,2853899,2853900,2840001,2840001,0.721,2050199.85
2019-05-25 06-PM,BTCNGN,2833001,2853900,2833000,2853899,1.32,3739409.98
2019-05-25 05-PM,BTCNGN,2830998,2848888,2830998,2833001,1.09,3097053.32
2019-05-25 04-PM,BTCNGN,2860002,2868800,2826009,2830998,6.26,17876668.05
2019-05-25 03-PM,BTCNGN,2859901,2869900,2859901,2860002,0.889,2544117.27
2019-05-25 02-PM,BTCNGN,2859902,2859902,2859901,2859901,0.4038,1154785.21
2019-05-25 01-PM,BTCNGN,2880000,2880001,2856100,2859902,2.85,8151624.61
2019-05-25 12-PM,BTCNGN,2882009,2882010,2880000,2880000,0.8053,2320075.64
2019-05-25 11-AM,BTCNGN,2882009,2882010,2882009,2882009,0.9226,2658886.94
2019-05-25 10-AM,BTCNGN,2880656,2882011,2880656,2882009,1.17,3379659.21
2019-05-25 09-AM,BTCNGN,2864000,2880657,2863999,2880656,3.55,10204116.09
2019-05-25 08-AM,BTCNGN,2853900,2864000,2853900,2864000,0.6268,1790809.05
2019-05-25 07-AM,BTCNGN,2853900,2853901,2853900,2853900,0.4241,1210376.31
2019-05-25 06-AM,BTCNGN,2853901,2853901,2853900,2853900,0.9223,2632280.47
2019-05-25 05-AM,BTCNGN,2870400,2870400,2853322,2853901,1.47,4195927.46
2019-05-25 04-AM,BTCNGN,2870400,2870400,2870399,2870400,1.49,4288916.48
2019-05-25 03-AM,BTCNGN,2870400,2870400,2870399,2870400,0.7526,2160343.17
2019-05-25 02-AM,BTCNGN,2865799,2870400,2865799,2870400,0.9143,2622651.14
2019-05-25 01-AM,BTCNGN,2851999,2865800,2851999,2865799,1.36,3893973.27
2019-05-25 12-AM,BTCNGN,2845000,2856800,2844999,2851999,0.6435,1832460.6
2019-05-24 11-PM,BTCNGN,2865850,2865851,2839390,2845000,1.52,4347253.83
2019-05-24 10-PM,BTCNGN,2868011,2868011,2865850,2865850,1.07,3056618.4
2019-05-24 09-PM,BTCNGN,2868011,2877599,2865859,2868011,0.9901,2840360.08
2019-05-24 08-PM,BTCNGN,2867871,2880000,2867870,2868011,1.95,5592094.53
2019-05-24 07-PM,BTCNGN,2878999,2878999,2867870,2867871,1.41,4030326.68
2019-05-24 06-PM,BTCNGN,2880656,2880657,2868000,2878999,1.73,4992125.76
2019-05-24 05-PM,BTCNGN,2882010,2882011,2880656,2880656,3.7,10668934.42
2019-05-24 04-PM,BTCNGN,2880657,2882011,2880656,2882010,2.61,7509504.44
2019-05-24 03-PM,BTCNGN,2857899,2880657,2857899,2880657,5.26,15084392.19
2019-05-24 02-PM,BTCNGN,2850000,2859900,2850000,2857899,1.21,3458385.04
2019-05-24 01-PM,BTCNGN,2860798,2860799,2850000,2850000,4.93,14113813.68
2019-05-24 12-PM,BTCNGN,2860798,2860799,2860798,2860798,3.76,10750495.6
2019-05-24 11-AM,BTCNGN,2860797,2860799,2860797,2860798,3.01,8614564.8
2019-05-24 10-AM,BTCNGN,2858799,2860798,2858799,2860797,2.75,7878341.06
2019-05-24 09-AM,BTCNGN,2860799,2860800,2855500,2858799,2.6,7441787.11
2019-05-24 08-AM,BTCNGN,2843935,2865849,2843935,2860799,2.93,8354712.35
2019-05-24 07-AM,BTCNGN,2837999,2843936,2837999,2843935,2.7,7672091.04
2019-05-24 06-AM,BTCNGN,2824019,2838271,2824019,2837999,1.6,4529789.73
2019-05-24 05-AM,BTCNGN,2843935,2843936,2820002,2824019,2.0,5662040.7
2019-05-24 04-AM,BTCNGN,2843935,2843936,2843935,2843935,1.26,3579524.66
2019-05-24 03-AM,BTCNGN,2843936,2843936,2843935,2843935,1.1,3118957.97
2019-05-24 02-AM,BTCNGN,2842200,2844082,2842200,2843936,0.7617,2166199.19
2019-05-24 01-AM,BTCNGN,2847800,2853500,2841100,2842200,1.31,3721609.05
2019-05-24 12-AM,BTCNGN,2845458,2847800,2839999,2847800,1.94,5522948.22
2019-05-23 11-PM,BTCNGN,2864799,2864799,2844010,2845458,1.31,3732127.59
2019-05-23 10-PM,BTCNGN,2840000,2870000,2839999,2864799,6.43,18328452.57
2019-05-23 09-PM,BTCNGN,2829999,2840000,2829998,2840000,2.07,5874744.98
2019-05-23 08-PM,BTCNGN,2825000,2829999,2809741,2829999,1.45,4088732.09
2019-05-23 07-PM,BTCNGN,2822000,2829999,2805199,2825000,2.41,6777455.96
2019-05-23 06-PM,BTCNGN,2820000,2836000,2820000,2822000,1.57,4438833.31
2019-05-23 05-PM,BTCNGN,2839999,2840000,2820000,2820000,2.45,6942351.84
2019-05-23 04-PM,BTCNGN,2840000,2840000,2839999,2839999,1.82,5155311.52
2019-05-23 03-PM,BTCNGN,2811499,2857600,2811499,2840000,3.95,11229333.39
2019-05-23 02-PM,BTCNGN,2790000,2825000,2785250,2811499,2.39,6721372.88
2019-05-23 01-PM,BTCNGN,2777999,2790000,2777999,2790000,1.8,5018058.55
2019-05-23 12-PM,BTCNGN,2779523,2779523,2777999,2777999,1.12,3110117.36
2019-05-23 11-AM,BTCNGN,2777100,2790000,2777100,2779523,1.08,2994170.46
2019-05-23 10-AM,BTCNGN,2738922,2777100,2738922,2777100,2.43,6697930.92
2019-05-23 09-AM,BTCNGN,2750380,2768000,2700000,2738922,5.86,16064925.63
2019-05-23 08-AM,BTCNGN,2777999,2778000,2727409,2750380,2.79,7714346.36
2019-05-23 07-AM,BTCNGN,2784000,2799998,2768999,2777999,2.78,7738779.21
2019-05-23 06-AM,BTCNGN,2780001,2799999,2715599,2784000,4.97,13744174.58
2019-05-23 05-AM,BTCNGN,2790011,2790012,2775000,2780001,3.67,10232012.46
2019-05-23 04-AM,BTCNGN,2789999,2799000,2789999,2790011,1.67,4667286.81
2019-05-23 03-AM,BTCNGN,2780003,2805109,2780002,2789999,0.7136,1989738.24
2019-05-23 02-AM,BTCNGN,2779999,2780003,2779999,2780003,2.61,7260699.53
2019-05-23 01-AM,BTCNGN,2779999,2780000,2779999,2779999,0.396,1100991.09
2019-05-23 12-AM,BTCNGN,2805110,2805110,2779999,2779999,2.6,7257900.63
2019-05-22 11-PM,BTCNGN,2816700,2821770,2805000,2805110,0.9529,2673695.89
2019-05-22 10-PM,BTCNGN,2851000,2851001,2781899,2816700,7.94,22424083.98
2019-05-22 09-PM,BTCNGN,2853915,2853915,2851000,2851000,1.46,4162538.66
2019-05-22 08-PM,BTCNGN,2860000,2860000,2851000,2853915,2.44,6964392.67
2019-05-22 07-PM,BTCNGN,2859798,2863991,2859798,2860000,1.08,3074647.83
2019-05-22 06-PM,BTCNGN,2861900,2863991,2856003,2859798,1.81,5169752.87
2019-05-22 05-PM,BTCNGN,2870555,2870555,2851010,2861900,1.45,4150347.56
2019-05-22 04-PM,BTCNGN,2869780,2870555,2869779,2870555,2.39,6853603.45
2019-05-22 03-PM,BTCNGN,2850502,2869780,2850501,2869780,1.98,5651330.81
2019-05-22 02-PM,BTCNGN,2850501,2850502,2850501,2850502,1.58,4494866.96
2019-05-22 01-PM,BTCNGN,2850501,2850502,2850501,2850501,0.9004,2566468.77
2019-05-22 12-PM,BTCNGN,2850501,2850502,2850501,2850501,1.57,4469001.49
2019-05-22 11-AM,BTCNGN,2860889,2860890,2850501,2850501,1.9,5428848.03
2019-05-22 10-AM,BTCNGN,2869979,2869980,2850009,2860889,3.32,9510270.4
2019-05-22 09-AM,BTCNGN,2869980,2870000,2869979,2869979,3.04,8711633.61
2019-05-22 08-AM,BTCNGN,2868999,2870000,2868999,2869980,3.27,9381467.18
2019-05-22 07-AM,BTCNGN,2868999,2869000,2868999,2868999,1.94,5575790.67
2019-05-22 06-AM,BTCNGN,2868999,2869000,2868999,2868999,4.1,11771310.83
2019-05-22 05-AM,BTCNGN,2861201,2869000,2861201,2868999,2.45,7028983.56
2019-05-22 04-AM,BTCNGN,2874301,2874301,2861003,2861201,1.69,4857784.89
2019-05-22 03-AM,BTCNGN,2874300,2874301,2874300,2874301,1.23,3548130.81
2019-05-22 02-AM,BTCNGN,2874300,2874301,2874300,2874300,0.3262,937533.44
2019-05-22 01-AM,BTCNGN,2874301,2874301,2874300,2874300,1.67,4808727.04
2019-05-22 12-AM,BTCNGN,2861001,2879000,2861001,2874301,2.0,5735810.65
2019-05-21 11-PM,BTCNGN,2861001,2861002,2860000,2861001,1.05,3004743.61
2019-05-21 10-PM,BTCNGN,2879001,2879001,2860000,2861001,3.65,10461775.84
2019-05-21 09-PM,BTCNGN,2879001,2879001,2879000,2879001,2.9,8347447.99
2019-05-21 08-PM,BTCNGN,2879001,2879001,2879000,2879001,1.5,4306394.29
2019-05-21 07-PM,BTCNGN,2879001,2879001,2879000,2879001,2.76,7947043.64
2019-05-21 06-PM,BTCNGN,2869999,2879001,2869999,2879001,2.61,7495256.03
2019-05-21 05-PM,BTCNGN,2869999,2870000,2869999,2869999,5.51,15824695.64
2019-05-21 04-PM,BTCNGN,2870000,2870000,2869999,2869999,1.62,4653307.45
2019-05-21 03-PM,BTCNGN,2869999,2870000,2869999,2870000,1.47,4227307.95
2019-05-21 02-PM,BTCNGN,2870000,2870000,2869999,2869999,1.57,4518782.58
2019-05-21 01-PM,BTCNGN,2861000,2870000,2861000,2870000,3.32,9505652.23
2019-05-21 12-PM,BTCNGN,2861001,2861001,2861000,2861000,1.68,4802992.64
2019-05-21 11-AM,BTCNGN,2861999,2878499,2861000,2861001,3.96,11354063.3
2019-05-21 10-AM,BTCNGN,2879999,2880000,2860605,2861999,3.44,9851179.64
2019-05-21 09-AM,BTCNGN,2868549,2880000,2868549,2879999,1.63,4679928.11
2019-05-21 08-AM,BTCNGN,2859999,2869999,2859999,2868549,4.82,13819187.05
2019-05-21 07-AM,BTCNGN,2858000,2860000,2857999,2859999,5.2,14861766.91
2019-05-21 06-AM,BTCNGN,2844999,2858000,2844999,2858000,2.72,7749411.66
2019-05-21 05-AM,BTCNGN,2844999,2845000,2844999,2844999,1.17,3331735.75
2019-05-21 04-AM,BTCNGN,2845000,2845000,2844999,2844999,1.92,5476076.95
2019-05-21 03-AM,BTCNGN,2828001,2858000,2820005,2845000,1.65,4666626.83
2019-05-21 02-AM,BTCNGN,2859999,2860000,2828001,2828001,2.38,6805939.07
2019-05-21 01-AM,BTCNGN,2849050,2860000,2849050,2859999,1.13,3239564.93
2019-05-21 12-AM,BTCNGN,2844241,2860999,2844241,2849050,0.7028,2004674.8
2019-05-20 11-PM,BTCNGN,2872882,2874999,2823800,2844241,1.38,3949778.42
2019-05-20 10-PM,BTCNGN,2845400,2883500,2835990,2872882,6.28,18090451.69
2019-05-20 09-PM,BTCNGN,2850000,2883500,2835900,2845400,5.16,14856166.81
2019-05-20 08-PM,BTCNGN,2823799,2850000,2823799,2850000,1.75,4951657.93
2019-05-20 07-PM,BTCNGN,2808012,2830000,2808011,2823799,1.5,4231800.69
2019-05-20 06-PM,BTCNGN,2833102,2833102,2808011,2808012,4.21,11930535.73
2019-05-20 05-PM,BTCNGN,2833101,2833102,2833101,2833102,1.24,3522774.57
2019-05-20 04-PM,BTCNGN,2828000,2847000,2828000,2833101,1.35,3828412.67
2019-05-20 03-PM,BTCNGN,2818900,2833000,2807303,2828000,1.07,3027577.92
2019-05-20 02-PM,BTCNGN,2800600,2833866,2800599,2818900,1.42,3982854.99
2019-05-20 01-PM,BTCNGN,2811909,2812000,2768998,2800600,7.0,19520265.73
2019-05-20 12-PM,BTCNGN,2850000,2858001,2811902,2811909,2.58,7348045.27
2019-05-20 11-AM,BTCNGN,2848153,2860009,2845999,2850000,0.8396,2393394.66
2019-05-20 10-AM,BTCNGN,2834999,2860010,2834999,2848153,2.6,7423389.54
2019-05-20 09-AM,BTCNGN,2835002,2849000,2834999,2834999,1.6,4542789.3
2019-05-20 08-AM,BTCNGN,2857009,2857010,2835000,2835002,7.41,21060111.45
2019-05-20 07-AM,BTCNGN,2851199,2857010,2851199,2857009,5.37,15308520.19
2019-05-20 06-AM,BTCNGN,2851199,2869900,2851199,2851199,4.72,13497128.27
2019-05-20 05-AM,BTCNGN,2851199,2860000,2851199,2851199,2.62,7456382.15
2019-05-20 04-AM,BTCNGN,2851199,2851200,2851199,2851199,1.05,3002121.77
2019-05-20 03-AM,BTCNGN,2837509,2851200,2837508,2851199,1.05,2981796.83
2019-05-20 02-AM,BTCNGN,2837020,2837509,2837020,2837509,0.6806,1931082.78
2019-05-20 01-AM,BTCNGN,2858101,2858101,2837009,2837020,1.81,5153579.81
2019-05-20 12-AM,BTCNGN,2916160,2916161,2858011,2858101,4.75,13844434.92
2019-05-19 11-PM,BTCNGN,2900000,2943001,2899999,2916160,3.4,9956514.3
2019-05-19 10-PM,BTCNGN,2837098,2900000,2837098,2900000,7.92,22869382.84
2019-05-19 09-PM,BTCNGN,2843999,2864003,2837009,2837098,2.31,6587876.69
2019-05-19 08-PM,BTCNGN,2843999,2844000,2843999,2843999,2.42,6879599.83
2019-05-19 07-PM,BTCNGN,2843999,2844000,2843999,2843999,0.9345,2657854.04
2019-05-19 06-PM,BTCNGN,2844000,2844000,2837019,2843999,0.7221,2053490.04
2019-05-19 05-PM,BTCNGN,2840000,2844000,2840000,2844000,0.8244,2344655.97
2019-05-19 04-PM,BTCNGN,2855900,2855900,2837079,2840000,0.9113,2596034.49
2019-05-19 03-PM,BTCNGN,2835002,2861000,2835001,2855900,0.7633,2172472.98
2019-05-19 02-PM,BTCNGN,2835001,2835002,2835001,2835002,1.04,2950935.84
2019-05-19 01-PM,BTCNGN,2835002,2835002,2835001,2835001,1.05,2984819.63
2019-05-19 12-PM,BTCNGN,2866100,2866101,2835001,2835002,3.28,9356003.97
2019-05-19 11-AM,BTCNGN,2874998,2874999,2865999,2866100,2.29,6582368.21
2019-05-19 10-AM,BTCNGN,2858702,2874999,2858701,2874998,1.65,4743797.45
2019-05-19 09-AM,BTCNGN,2858701,2858702,2818600,2858702,2.31,6585808.95
2019-05-19 08-AM,BTCNGN,2877740,2877740,2858279,2858701,0.8633,2470056.89
2019-05-19 07-AM,BTCNGN,2858400,2879900,2835100,2877740,4.57,13045168.04
2019-05-19 06-AM,BTCNGN,2879899,2879900,2826400,2858400,3.32,9485808.59
2019-05-19 05-AM,BTCNGN,2886000,2888000,2840520,2879899,5.86,16870214.54
2019-05-19 04-AM,BTCNGN,2888000,2888000,2838560,2886000,5.01,14340980.51
2019-05-19 03-AM,BTCNGN,2779000,2900000,2779000,2888000,6.12,17501402.17
2019-05-19 02-AM,BTCNGN,2700000,2779000,2699999,2779000,5.99,16380100.29
2019-05-19 01-AM,BTCNGN,2629999,2700000,2629999,2700000,3.03,8096162.42
2019-05-19 12-AM,BTCNGN,2630000,2630000,2629999,2629999,0.2179,573108.36
2019-05-18 11-PM,BTCNGN,2630000,2630000,2629999,2630000,0.9641,2535697.82
2019-05-18 10-PM,BTCNGN,2630000,2630000,2629999,2630000,0.6379,1677553.04
2019-05-18 09-PM,BTCNGN,2630000,2630000,2629999,2630000,0.6257,1645614.14
2019-05-18 08-PM,BTCNGN,2651165,2651165,2629999,2630000,0.9699,2553454.53
2019-05-18 07-PM,BTCNGN,2630000,2651999,2620001,2651165,0.9752,2564326.51
2019-05-18 06-PM,BTCNGN,2629019,2664800,2629019,2630000,2.29,6037714.51
2019-05-18 05-PM,BTCNGN,2652000,2652000,2629002,2629019,1.1,2897970.04
2019-05-18 04-PM,BTCNGN,2654999,2664800,2644139,2652000,1.46,3864528.21
2019-05-18 03-PM,BTCNGN,2657000,2664839,2652559,2654999,1.53,4077782.27
2019-05-18 02-PM,BTCNGN,2644103,2664999,2644103,2657000,1.49,3940674.98
2019-05-18 01-PM,BTCNGN,2644104,2644104,2644103,2644103,1.09,2891393.09
2019-05-18 12-PM,BTCNGN,2634989,2658990,2634989,2644104,1.13,2977345.01
2019-05-18 11-AM,BTCNGN,2623800,2634990,2615367,2634989,0.7474,1967707.77
2019-05-18 10-AM,BTCNGN,2628000,2639804,2612609,2623800,1.69,4429176.46
2019-05-18 09-AM,BTCNGN,2649000,2649000,2628000,2628000,1.91,5030427.74
2019-05-18 08-AM,BTCNGN,2636700,2665969,2636699,2649000,0.9791,2589916.53
2019-05-18 07-AM,BTCNGN,2670001,2670001,2636699,2636700,2.81,7430569.72
2019-05-18 06-AM,BTCNGN,2684003,2684003,2657050,2670001,1.79,4781863.52
2019-05-18 05-AM,BTCNGN,2636700,2700000,2636699,2684003,4.89,13064947.52
2019-05-18 04-AM,BTCNGN,2638975,2650001,2615120,2636700,3.46,9154092.8
2019-05-18 03-AM,BTCNGN,2626311,2638976,2626310,2638975,2.5,6591884.65
2019-05-18 02-AM,BTCNGN,2639900,2639900,2612500,2626311,0.2973,779662.07
2019-05-18 01-AM,BTCNGN,2649999,2650000,2589189,2639900,1.2,3163458.87
2019-05-18 12-AM,BTCNGN,2625000,2650000,2602099,2649999,2.09,5517736.28
2019-05-17 11-PM,BTCNGN,2597000,2625000,2588006,2625000,1.52,3970007.95
2019-05-17 10-PM,BTCNGN,2599999,2630000,2571600,2597000,3.18,8277599.73
2019-05-17 09-PM,BTCNGN,2532300,2620000,2532299,2599999,10.63,27058727.51
2019-05-17 08-PM,BTCNGN,2523699,2533600,2523699,2532300,0.7597,1921579.11
2019-05-17 07-PM,BTCNGN,2540000,2540000,2520010,2523699,2.81,7110651.01
2019-05-17 06-PM,BTCNGN,2539999,2540000,2539999,2540000,3.01,7648755.34
