Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DIM,Volume USD
2018-05-01 02-PM,DIMUSD,0.007,0.0073,0.0067,0.0068,590313.0,4084.94
2018-05-01 01-PM,DIMUSD,0.0071,0.0071,0.007,0.007,339190.0,2375.75
2018-05-01 12-PM,DIMUSD,0.0071,0.0072,0.0071,0.0071,3410.0,24.21
2018-05-01 11-AM,DIMUSD,0.007,0.0071,0.007,0.0071,9262.0,65.33
2018-05-01 10-AM,DIMUSD,0.0069,0.007,0.0069,0.007,19577.0,136.93
2018-05-01 09-AM,DIMUSD,0.0067,0.0073,0.0067,0.0069,156048.0,1118.67
2018-05-01 08-AM,DIMUSD,0.0067,0.0068,0.0066,0.0067,65391.0,432.53
2018-05-01 07-AM,DIMUSD,0.0067,0.0067,0.0066,0.0067,117864.0,777.91
2018-05-01 06-AM,DIMUSD,0.007,0.007,0.0066,0.0067,500665.0,3318.17
2018-05-01 05-AM,DIMUSD,0.007,0.007,0.0067,0.007,121307.0,816.79
2018-05-01 04-AM,DIMUSD,0.007,0.007,0.0069,0.007,3377.0,23.3
2018-05-01 03-AM,DIMUSD,0.0067,0.007,0.0067,0.007,21982.0,153.67
2018-05-01 02-AM,DIMUSD,0.0067,0.007,0.0067,0.0067,17265.0,115.72
2018-05-01 01-AM,DIMUSD,0.0067,0.0071,0.0066,0.0067,103897.0,685.98
2018-05-01 12-AM,DIMUSD,0.0069,0.0072,0.0067,0.0067,738772.0,4988.32
2018-04-30 11-PM,DIMUSD,0.0069,0.0071,0.0068,0.0069,75657.0,520.19
2018-04-30 10-PM,DIMUSD,0.0069,0.0071,0.0069,0.0069,49379.0,344.78
2018-04-30 09-PM,DIMUSD,0.0069,0.0071,0.0068,0.0069,138146.0,955.4
2018-04-30 08-PM,DIMUSD,0.0069,0.0071,0.0069,0.0069,92075.0,635.76
2018-04-30 07-PM,DIMUSD,0.007,0.0071,0.0069,0.0069,57870.0,405.08
2018-04-30 06-PM,DIMUSD,0.0073,0.0074,0.0069,0.007,1424484.0,10117.36
2018-04-30 05-PM,DIMUSD,0.0077,0.0077,0.0073,0.0073,113958.0,832.03
2018-04-30 04-PM,DIMUSD,0.0078,0.0078,0.0071,0.0077,964753.0,7067.61
2018-04-30 03-PM,DIMUSD,0.0079,0.0079,0.0075,0.0078,90444.0,697.35
2018-04-30 02-PM,DIMUSD,0.0079,0.008,0.0073,0.0079,818038.0,6413.68
2018-04-30 01-PM,DIMUSD,0.0073,0.0079,0.0071,0.0079,1949201.0,14474.06
2018-04-30 12-PM,DIMUSD,0.0071,0.0073,0.007,0.0073,130288.0,924.31
2018-04-30 11-AM,DIMUSD,0.0073,0.0074,0.0071,0.0071,1484299.0,10797.73
2018-04-30 10-AM,DIMUSD,0.0068,0.0073,0.0068,0.0073,903372.0,6369.32
2018-04-30 09-AM,DIMUSD,0.0066,0.007,0.0066,0.0068,890410.0,6050.96
2018-04-30 08-AM,DIMUSD,0.0067,0.0067,0.0066,0.0066,44274.0,292.21
2018-04-30 07-AM,DIMUSD,0.0068,0.0068,0.0066,0.0067,166715.0,1102.86
2018-04-30 06-AM,DIMUSD,0.0068,0.0068,0.0066,0.0068,31600.0,211.46
2018-04-30 05-AM,DIMUSD,0.0069,0.0069,0.0068,0.0068,9955.0,67.69
2018-04-30 04-AM,DIMUSD,0.0068,0.0069,0.0066,0.0069,31885.0,214.51
2018-04-30 03-AM,DIMUSD,0.0068,0.0069,0.0067,0.0068,8954.0,60.68
2018-04-30 02-AM,DIMUSD,0.0068,0.0068,0.0066,0.0068,88218.0,594.57
2018-04-30 01-AM,DIMUSD,0.0066,0.0068,0.0066,0.0068,54205.0,363.18
2018-04-30 12-AM,DIMUSD,0.0066,0.0067,0.0066,0.0066,40865.0,270.59
2018-04-29 11-PM,DIMUSD,0.0066,0.0067,0.0066,0.0066,278.0,1.85
2018-04-29 10-PM,DIMUSD,0.0065,0.0066,0.0065,0.0066,1172.0,7.74
2018-04-29 09-PM,DIMUSD,0.0065,0.0067,0.0065,0.0065,17827.0,117.58
2018-04-29 08-PM,DIMUSD,0.0067,0.0067,0.0065,0.0065,4687.0,30.93
2018-04-29 07-PM,DIMUSD,0.0066,0.0067,0.0066,0.0067,44746.0,299.62
2018-04-29 06-PM,DIMUSD,0.0064,0.0067,0.0064,0.0066,98734.0,653.03
2018-04-29 05-PM,DIMUSD,0.0065,0.0065,0.0064,0.0064,132283.0,851.12
2018-04-29 04-PM,DIMUSD,0.0063,0.0065,0.0063,0.0065,485667.0,3114.02
2018-04-29 03-PM,DIMUSD,0.0063,0.0065,0.0063,0.0063,13694.0,87.01
2018-04-29 02-PM,DIMUSD,0.0063,0.0065,0.0061,0.0063,819229.0,5090.81
2018-04-29 01-PM,DIMUSD,0.0065,0.0066,0.0063,0.0063,143143.0,916.49
2018-04-29 12-PM,DIMUSD,0.0065,0.0065,0.0063,0.0065,11837.0,75.51
2018-04-29 11-AM,DIMUSD,0.0066,0.0066,0.0063,0.0065,414964.0,2652.19
2018-04-29 10-AM,DIMUSD,0.0064,0.0066,0.0064,0.0066,1488.0,9.76
2018-04-29 09-AM,DIMUSD,0.0063,0.0066,0.0063,0.0064,28879.0,185.59
2018-04-29 08-AM,DIMUSD,0.0065,0.0065,0.0063,0.0063,42883.0,273.38
2018-04-29 07-AM,DIMUSD,0.0063,0.0065,0.0063,0.0065,65577.0,415.86
2018-04-29 06-AM,DIMUSD,0.0065,0.0067,0.0063,0.0063,229990.0,1471.26
2018-04-29 05-AM,DIMUSD,0.0064,0.0067,0.0064,0.0065,29021.0,192.61
2018-04-29 04-AM,DIMUSD,0.0063,0.0064,0.0063,0.0064,99.0,0.6239
2018-04-29 03-AM,DIMUSD,0.0064,0.0066,0.0063,0.0063,265147.0,1679.79
2018-04-29 02-AM,DIMUSD,0.0065,0.0065,0.0064,0.0064,105794.0,686.91
2018-04-29 01-AM,DIMUSD,0.0065,0.0065,0.0065,0.0065,1343.0,8.73
2018-04-29 12-AM,DIMUSD,0.0065,0.0066,0.0064,0.0065,122279.0,793.88
2018-04-28 11-PM,DIMUSD,0.0064,0.0066,0.0064,0.0065,3972.0,25.86
2018-04-28 10-PM,DIMUSD,0.0066,0.0066,0.0064,0.0064,25014.0,164.11
2018-04-28 09-PM,DIMUSD,0.0064,0.0066,0.0064,0.0066,218141.0,1412.34
2018-04-28 08-PM,DIMUSD,0.0065,0.0065,0.0064,0.0064,54215.0,347.93
2018-04-28 07-PM,DIMUSD,0.0065,0.0065,0.0062,0.0065,345039.0,2207.79
2018-04-28 06-PM,DIMUSD,0.0063,0.0065,0.0063,0.0065,164066.0,1042.5
2018-04-28 05-PM,DIMUSD,0.0063,0.0065,0.0063,0.0063,57768.0,370.23
2018-04-28 04-PM,DIMUSD,0.0064,0.0064,0.0063,0.0063,10445.0,65.8
2018-04-28 03-PM,DIMUSD,0.0064,0.0064,0.0064,0.0064,196462.0,1257.36
2018-04-28 02-PM,DIMUSD,0.0062,0.0064,0.0062,0.0064,80363.0,503.12
2018-04-28 01-PM,DIMUSD,0.0063,0.0063,0.006,0.0062,29513.0,182.2
2018-04-28 12-PM,DIMUSD,0.0061,0.0063,0.006,0.0063,247757.0,1533.55
2018-04-28 11-AM,DIMUSD,0.0062,0.0062,0.0059,0.0061,105984.0,632.35
2018-04-28 10-AM,DIMUSD,0.0061,0.0062,0.006,0.0062,17214.0,105.98
2018-04-28 09-AM,DIMUSD,0.0062,0.0062,0.0061,0.0061,4321.0,26.56
2018-04-28 08-AM,DIMUSD,0.006,0.0062,0.0059,0.0062,100654.0,597.83
2018-04-28 07-AM,DIMUSD,0.0062,0.0062,0.0059,0.006,348915.0,2078.02
2018-04-28 06-AM,DIMUSD,0.0061,0.0062,0.0059,0.0062,293502.0,1739.76
2018-04-28 05-AM,DIMUSD,0.0061,0.0061,0.006,0.0061,940.0,5.68
2018-04-28 04-AM,DIMUSD,0.0062,0.0062,0.006,0.0061,24159.0,146.99
2018-04-28 03-AM,DIMUSD,0.0061,0.0062,0.006,0.0062,31450.0,188.78
2018-04-28 02-AM,DIMUSD,0.0061,0.0061,0.0061,0.0061,49683.0,303.07
2018-04-28 01-AM,DIMUSD,0.006,0.0061,0.006,0.0061,5330.0,32.0
2018-04-28 12-AM,DIMUSD,0.0061,0.0061,0.0059,0.006,24869.0,147.02
2018-04-27 11-PM,DIMUSD,0.0059,0.0062,0.0059,0.0061,182121.0,1082.35
2018-04-27 10-PM,DIMUSD,0.0063,0.0063,0.0059,0.0059,53009.0,318.33
2018-04-27 09-PM,DIMUSD,0.006,0.0064,0.006,0.0063,88480.0,542.49
2018-04-27 08-PM,DIMUSD,0.0061,0.0065,0.0059,0.006,153890.0,944.35
2018-04-27 07-PM,DIMUSD,0.0063,0.0065,0.006,0.0061,56785.0,345.99
2018-04-27 06-PM,DIMUSD,0.0062,0.0065,0.006,0.0063,175402.0,1093.44
2018-04-27 05-PM,DIMUSD,0.0062,0.0062,0.006,0.0062,25481.0,157.87
2018-04-27 04-PM,DIMUSD,0.0061,0.0066,0.006,0.0062,106060.0,668.87
2018-04-27 03-PM,DIMUSD,0.0061,0.0064,0.0058,0.0061,57674.0,345.37
2018-04-27 02-PM,DIMUSD,0.0066,0.0068,0.006,0.0061,260837.0,1679.68
2018-04-27 01-PM,DIMUSD,0.0069,0.0069,0.0058,0.0066,1021569.0,6500.55
2018-04-27 12-PM,DIMUSD,0.0065,0.0071,0.0063,0.0069,648069.0,4354.94
2018-04-27 11-AM,DIMUSD,0.0061,0.0065,0.0061,0.0065,215124.0,1338.55
2018-04-27 10-AM,DIMUSD,0.0059,0.0061,0.0058,0.0061,142374.0,843.06
2018-04-27 09-AM,DIMUSD,0.0056,0.0059,0.0056,0.0059,82996.0,472.69
2018-04-27 08-AM,DIMUSD,0.0059,0.0059,0.0056,0.0056,56007.0,319.75
2018-04-27 07-AM,DIMUSD,0.006,0.006,0.0056,0.0059,118822.0,684.52
2018-04-27 06-AM,DIMUSD,0.0058,0.0061,0.0058,0.006,7875.0,45.77
2018-04-27 05-AM,DIMUSD,0.0061,0.0062,0.0058,0.0058,105022.0,616.37
2018-04-27 04-AM,DIMUSD,0.0059,0.0061,0.0059,0.0061,26142.0,158.34
2018-04-27 03-AM,DIMUSD,0.006,0.006,0.0056,0.0059,196046.0,1138.6
2018-04-27 02-AM,DIMUSD,0.006,0.006,0.0057,0.006,22092.0,127.51
2018-04-27 01-AM,DIMUSD,0.006,0.006,0.0058,0.006,2071.0,12.39
2018-04-27 12-AM,DIMUSD,0.0061,0.0061,0.0057,0.006,76884.0,441.95
2018-04-26 11-PM,DIMUSD,0.006,0.0062,0.0057,0.0061,232758.0,1362.25
2018-04-26 10-PM,DIMUSD,0.006,0.0061,0.0058,0.006,40196.0,241.22
2018-04-26 09-PM,DIMUSD,0.0058,0.0061,0.0056,0.006,369804.0,2102.33
2018-04-26 08-PM,DIMUSD,0.0062,0.0063,0.0058,0.0058,237470.0,1411.31
2018-04-26 07-PM,DIMUSD,0.0063,0.0063,0.0061,0.0062,54652.0,343.83
2018-04-26 06-PM,DIMUSD,0.0059,0.0063,0.0059,0.0063,493202.0,3061.47
2018-04-26 05-PM,DIMUSD,0.0059,0.0061,0.0059,0.0059,699462.0,4206.72
2018-04-26 04-PM,DIMUSD,0.0058,0.006,0.0057,0.0059,415185.0,2427.9
2018-04-26 03-PM,DIMUSD,0.0062,0.0062,0.0058,0.0058,23811.0,144.42
2018-04-26 02-PM,DIMUSD,0.0064,0.0065,0.0059,0.0062,165372.0,1018.57
2018-04-26 01-PM,DIMUSD,0.0056,0.0064,0.0056,0.0064,276994.0,1646.83
2018-04-26 12-PM,DIMUSD,0.0055,0.0061,0.0055,0.0056,214719.0,1235.09
2018-04-26 11-AM,DIMUSD,0.0062,0.0065,0.0055,0.0055,1139860.0,6534.43
2018-04-26 10-AM,DIMUSD,0.0064,0.0064,0.0055,0.0062,481267.0,2786.31
2018-04-26 09-AM,DIMUSD,0.0061,0.0068,0.006,0.0064,869079.0,5502.65
2018-04-26 08-AM,DIMUSD,0.0066,0.0067,0.0061,0.0061,126059.0,803.31
2018-04-26 07-AM,DIMUSD,0.0063,0.0069,0.0062,0.0066,469507.0,3088.79
2018-04-26 06-AM,DIMUSD,0.0066,0.0066,0.0062,0.0063,104200.0,650.06
2018-04-26 05-AM,DIMUSD,0.0066,0.0066,0.0063,0.0066,46375.0,293.47
2018-04-26 04-AM,DIMUSD,0.0064,0.0066,0.0063,0.0066,11159.0,72.85
2018-04-26 03-AM,DIMUSD,0.0064,0.0065,0.0064,0.0064,4.0,0.0257
2018-04-26 02-AM,DIMUSD,0.0064,0.0065,0.006,0.0064,69442.0,424.49
2018-04-26 01-AM,DIMUSD,0.0067,0.0067,0.0062,0.0064,21192.0,132.52
2018-04-26 12-AM,DIMUSD,0.0064,0.0067,0.0061,0.0067,23879.0,157.73
2018-04-25 11-PM,DIMUSD,0.0068,0.0068,0.0061,0.0064,156021.0,959.22
2018-04-25 10-PM,DIMUSD,0.0068,0.0068,0.0065,0.0068,324329.0,2138.51
2018-04-25 09-PM,DIMUSD,0.0065,0.0068,0.0063,0.0068,116724.0,759.4
2018-04-25 08-PM,DIMUSD,0.0063,0.0069,0.0063,0.0065,552461.0,3663.07
2018-04-25 07-PM,DIMUSD,0.0062,0.0064,0.006,0.0063,159493.0,1001.35
2018-04-25 06-PM,DIMUSD,0.0063,0.0063,0.0058,0.0062,160723.0,973.27
2018-04-25 05-PM,DIMUSD,0.0067,0.0067,0.0061,0.0063,49145.0,308.25
2018-04-25 04-PM,DIMUSD,0.0062,0.0067,0.0062,0.0067,100708.0,654.41
2018-04-25 03-PM,DIMUSD,0.0059,0.0065,0.0059,0.0062,53120.0,331.0
2018-04-25 02-PM,DIMUSD,0.0066,0.0069,0.0058,0.0059,1131810.0,7020.03
2018-04-25 01-PM,DIMUSD,0.0068,0.0069,0.0065,0.0066,21427.0,145.73
2018-04-25 12-PM,DIMUSD,0.0065,0.007,0.0064,0.0068,490496.0,3274.25
2018-04-25 11-AM,DIMUSD,0.0067,0.0068,0.0062,0.0065,1930931.0,12378.35
2018-04-25 10-AM,DIMUSD,0.0067,0.007,0.0066,0.0067,237497.0,1597.69
2018-04-25 09-AM,DIMUSD,0.0069,0.0072,0.0067,0.0067,320488.0,2214.91
2018-04-25 08-AM,DIMUSD,0.0071,0.0072,0.0069,0.0069,207473.0,1468.53
2018-04-25 07-AM,DIMUSD,0.0066,0.0071,0.0066,0.0071,264378.0,1800.95
2018-04-25 06-AM,DIMUSD,0.0066,0.0072,0.0065,0.0066,346202.0,2386.28
2018-04-25 05-AM,DIMUSD,0.0065,0.0073,0.0065,0.0066,378320.0,2589.22
2018-04-25 04-AM,DIMUSD,0.0074,0.0076,0.0063,0.0065,1952607.0,13458.35
2018-04-25 03-AM,DIMUSD,0.0079,0.0084,0.0074,0.0074,1120539.0,8770.99
2018-04-25 02-AM,DIMUSD,0.0084,0.0086,0.0079,0.0079,219709.0,1829.25
2018-04-25 01-AM,DIMUSD,0.0083,0.0085,0.0078,0.0084,411379.0,3338.12
2018-04-25 12-AM,DIMUSD,0.0083,0.0084,0.0079,0.0083,378269.0,3117.81
2018-04-24 11-PM,DIMUSD,0.0081,0.0083,0.0079,0.0083,532921.0,4336.95
2018-04-24 10-PM,DIMUSD,0.0077,0.0089,0.0076,0.0081,2334109.0,19489.98
2018-04-24 09-PM,DIMUSD,0.0079,0.0079,0.0076,0.0077,662799.0,5062.03
2018-04-24 08-PM,DIMUSD,0.0077,0.0081,0.0076,0.0079,595235.0,4680.63
2018-04-24 07-PM,DIMUSD,0.0079,0.008,0.0075,0.0077,857965.0,6545.75
2018-04-24 06-PM,DIMUSD,0.008,0.008,0.0078,0.0079,246023.0,1934.17
2018-04-24 05-PM,DIMUSD,0.0077,0.008,0.0077,0.008,513395.0,4057.81
2018-04-24 04-PM,DIMUSD,0.0076,0.0082,0.0076,0.0077,653432.0,5078.05
2018-04-24 03-PM,DIMUSD,0.0079,0.0085,0.0076,0.0076,1594899.0,13018.21
2018-04-24 02-PM,DIMUSD,0.0084,0.0085,0.0074,0.0079,3062610.0,23954.66
2018-04-24 01-PM,DIMUSD,0.0063,0.0088,0.0059,0.0084,4713455.0,35805.74
2018-04-24 12-PM,DIMUSD,0.0053,0.0063,0.0053,0.0063,1083604.0,6490.54
2018-04-24 11-AM,DIMUSD,0.0052,0.0056,0.0051,0.0053,297835.0,1608.66
2018-04-24 10-AM,DIMUSD,0.0052,0.0053,0.0051,0.0052,4849.0,25.48
2018-04-24 09-AM,DIMUSD,0.0054,0.0054,0.005,0.0052,183087.0,926.89
2018-04-24 08-AM,DIMUSD,0.0053,0.0055,0.0051,0.0054,431170.0,2345.13
2018-04-24 07-AM,DIMUSD,0.0053,0.0053,0.0049,0.0053,359445.0,1813.84
2018-04-24 06-AM,DIMUSD,0.0053,0.0054,0.005,0.0053,114226.0,599.74
2018-04-24 05-AM,DIMUSD,0.0053,0.0054,0.0052,0.0053,131467.0,708.1
2018-04-24 04-AM,DIMUSD,0.0048,0.0053,0.0048,0.0053,99344.0,515.9
2018-04-24 03-AM,DIMUSD,0.0054,0.0054,0.0048,0.0048,50986.0,269.52
2018-04-24 02-AM,DIMUSD,0.0048,0.0055,0.0048,0.0054,702793.0,3723.93
2018-04-24 01-AM,DIMUSD,0.005,0.0051,0.0046,0.0048,676465.0,3140.91
2018-04-24 12-AM,DIMUSD,0.005,0.0051,0.0049,0.005,16878.0,84.46
2018-04-23 11-PM,DIMUSD,0.005,0.0051,0.005,0.005,8838.0,44.36
2018-04-23 10-PM,DIMUSD,0.0054,0.0054,0.0048,0.005,147199.0,718.13
2018-04-23 09-PM,DIMUSD,0.005,0.0054,0.0048,0.0054,372947.0,1901.53
2018-04-23 08-PM,DIMUSD,0.0052,0.0053,0.0048,0.005,277662.0,1412.01
2018-04-23 07-PM,DIMUSD,0.0049,0.0056,0.0048,0.0052,323619.0,1608.32
2018-04-23 06-PM,DIMUSD,0.0052,0.0057,0.0048,0.0049,564483.0,2988.36
2018-04-23 05-PM,DIMUSD,0.0056,0.0057,0.0048,0.0052,1521257.0,7782.28
2018-04-23 04-PM,DIMUSD,0.0049,0.0063,0.0048,0.0056,2376701.0,12972.62
2018-04-23 03-PM,DIMUSD,0.0044,0.0049,0.0044,0.0049,858519.0,4098.65
2018-04-23 02-PM,DIMUSD,0.0044,0.0046,0.0044,0.0044,186239.0,851.54
2018-04-23 01-PM,DIMUSD,0.0045,0.0046,0.0044,0.0044,45214.0,200.22
2018-04-23 12-PM,DIMUSD,0.0044,0.0045,0.0043,0.0045,199997.0,895.96
2018-04-23 11-AM,DIMUSD,0.0045,0.0045,0.0043,0.0044,43.0,0.188
2018-04-23 10-AM,DIMUSD,0.0045,0.0045,0.0043,0.0045,52381.0,228.83
2018-04-23 09-AM,DIMUSD,0.0044,0.0045,0.0044,0.0045,222.0,0.9973
2018-04-23 08-AM,DIMUSD,0.0044,0.0045,0.0043,0.0044,230388.0,1013.87
2018-04-23 07-AM,DIMUSD,0.0044,0.0045,0.0043,0.0044,482728.0,2111.76
2018-04-23 06-AM,DIMUSD,0.0042,0.0044,0.0042,0.0044,541132.0,2363.62
2018-04-23 05-AM,DIMUSD,0.0041,0.0042,0.0041,0.0042,9722.0,40.81
2018-04-23 04-AM,DIMUSD,0.0042,0.0042,0.0041,0.0041,120365.0,499.76
2018-04-23 03-AM,DIMUSD,0.0042,0.0043,0.0042,0.0042,480.0,2.06
2018-04-23 02-AM,DIMUSD,0.0043,0.0043,0.0042,0.0042,1066.0,4.48
2018-04-23 01-AM,DIMUSD,0.0043,0.0043,0.0043,0.0043,1034.0,4.45
2018-04-23 12-AM,DIMUSD,0.0042,0.0043,0.0042,0.0043,68684.0,294.98
2018-04-22 11-PM,DIMUSD,0.0044,0.0044,0.0042,0.0042,177075.0,743.74
2018-04-22 10-PM,DIMUSD,0.0044,0.0044,0.0044,0.0044,406.0,1.79
2018-04-22 09-PM,DIMUSD,0.0044,0.0044,0.0042,0.0044,24003.0,105.6
2018-04-22 08-PM,DIMUSD,0.0043,0.0044,0.0042,0.0044,49791.0,218.44
2018-04-22 07-PM,DIMUSD,0.0042,0.0043,0.0042,0.0043,1492.0,6.36
2018-04-22 06-PM,DIMUSD,0.0042,0.0044,0.0042,0.0042,3049.0,12.9
2018-04-22 05-PM,DIMUSD,0.0044,0.0044,0.0042,0.0042,63918.0,269.76
2018-04-22 04-PM,DIMUSD,0.0043,0.0044,0.0043,0.0044,206648.0,908.37
2018-04-22 03-PM,DIMUSD,0.0043,0.0044,0.0043,0.0043,562428.0,2419.95
2018-04-22 02-PM,DIMUSD,0.0044,0.0044,0.0043,0.0043,9907.0,42.97
2018-04-22 01-PM,DIMUSD,0.0042,0.0044,0.0042,0.0044,537866.0,2319.52
2018-04-22 12-PM,DIMUSD,0.0043,0.0043,0.0041,0.0042,209290.0,899.04
2018-04-22 11-AM,DIMUSD,0.0041,0.0043,0.0041,0.0043,53768.0,231.2
2018-04-22 10-AM,DIMUSD,0.0041,0.0043,0.0041,0.0041,277910.0,1139.8
2018-04-22 09-AM,DIMUSD,0.0041,0.0043,0.004,0.0041,197280.0,789.72
2018-04-22 08-AM,DIMUSD,0.0043,0.0044,0.0041,0.0041,799861.0,3305.14
2018-04-22 07-AM,DIMUSD,0.0043,0.0044,0.0043,0.0043,206988.0,893.57
2018-04-22 06-AM,DIMUSD,0.0042,0.0043,0.0042,0.0043,23251.0,97.82
2018-04-22 05-AM,DIMUSD,0.0043,0.0043,0.0042,0.0042,46548.0,195.53
2018-04-22 04-AM,DIMUSD,0.0043,0.0043,0.0042,0.0043,4812.0,20.22
2018-04-22 03-AM,DIMUSD,0.0042,0.0043,0.0042,0.0043,39359.0,168.96
2018-04-22 02-AM,DIMUSD,0.0043,0.0043,0.0042,0.0042,9641.0,40.49
2018-04-22 01-AM,DIMUSD,0.0043,0.0043,0.0043,0.0043,0.0,0.0
2018-04-22 12-AM,DIMUSD,0.0043,0.0043,0.0043,0.0043,19.0,0.0817
2018-04-21 11-PM,DIMUSD,0.0043,0.0043,0.0043,0.0043,720.0,3.1
2018-04-21 10-PM,DIMUSD,0.0042,0.0043,0.0042,0.0043,225.0,0.9675
2018-04-21 09-PM,DIMUSD,0.0042,0.0042,0.0042,0.0042,62055.0,260.63
2018-04-21 08-PM,DIMUSD,0.0043,0.0043,0.0041,0.0042,224748.0,945.16
2018-04-21 07-PM,DIMUSD,0.0042,0.0044,0.0042,0.0043,8074.0,34.81
2018-04-21 06-PM,DIMUSD,0.0042,0.0044,0.0042,0.0042,18260.0,77.6
2018-04-21 05-PM,DIMUSD,0.0043,0.0044,0.0042,0.0042,39061.0,166.1
2018-04-21 04-PM,DIMUSD,0.0042,0.0044,0.0042,0.0043,21411.0,92.17
2018-04-21 03-PM,DIMUSD,0.0042,0.0043,0.0042,0.0042,10964.0,46.36
2018-04-21 02-PM,DIMUSD,0.0044,0.0044,0.0042,0.0042,23542.0,98.92
2018-04-21 01-PM,DIMUSD,0.0043,0.0044,0.0043,0.0044,130.0,0.572
2018-04-21 12-PM,DIMUSD,0.0043,0.0044,0.0042,0.0043,59451.0,257.56
2018-04-21 11-AM,DIMUSD,0.0044,0.0044,0.0043,0.0043,4648.0,19.99
2018-04-21 10-AM,DIMUSD,0.0044,0.0045,0.0043,0.0044,14983.0,65.93
2018-04-21 09-AM,DIMUSD,0.0043,0.0044,0.0042,0.0044,607284.0,2609.43
2018-04-21 08-AM,DIMUSD,0.0042,0.0043,0.0042,0.0043,38061.0,162.3
2018-04-21 07-AM,DIMUSD,0.0043,0.0043,0.0042,0.0042,39571.0,167.15
2018-04-21 06-AM,DIMUSD,0.0043,0.0043,0.0042,0.0043,108719.0,467.45
2018-04-21 05-AM,DIMUSD,0.0043,0.0043,0.0042,0.0043,10529.0,44.25
2018-04-21 04-AM,DIMUSD,0.0043,0.0043,0.0042,0.0043,74058.0,312.33
2018-04-21 03-AM,DIMUSD,0.0042,0.0043,0.0042,0.0043,1507.0,6.33
2018-04-21 02-AM,DIMUSD,0.0041,0.0043,0.0041,0.0042,255992.0,1097.85
2018-04-21 01-AM,DIMUSD,0.0042,0.0044,0.0041,0.0041,610520.0,2611.13
2018-04-21 12-AM,DIMUSD,0.0044,0.0044,0.0041,0.0042,481015.0,2092.85
2018-04-20 11-PM,DIMUSD,0.0043,0.0044,0.0042,0.0044,32220.0,135.38
2018-04-20 10-PM,DIMUSD,0.0043,0.0043,0.0042,0.0043,17879.0,75.13
2018-04-20 09-PM,DIMUSD,0.0042,0.0044,0.0042,0.0043,37919.0,163.08
2018-04-20 08-PM,DIMUSD,0.0043,0.0043,0.0042,0.0042,201813.0,849.52
2018-04-20 07-PM,DIMUSD,0.0042,0.0045,0.0042,0.0043,910051.0,3935.01
2018-04-20 06-PM,DIMUSD,0.0041,0.0042,0.004,0.0042,203057.0,852.27
2018-04-20 05-PM,DIMUSD,0.0042,0.0042,0.004,0.0041,63793.0,255.4
2018-04-20 04-PM,DIMUSD,0.0042,0.0043,0.004,0.0042,396478.0,1628.42
2018-04-20 03-PM,DIMUSD,0.0041,0.0042,0.004,0.0042,205824.0,859.12
2018-04-20 02-PM,DIMUSD,0.0041,0.0042,0.0041,0.0041,439.0,1.8
2018-04-20 01-PM,DIMUSD,0.0042,0.0042,0.004,0.0041,80684.0,332.31
2018-04-20 12-PM,DIMUSD,0.0041,0.0042,0.0041,0.0042,240640.0,990.3
2018-04-20 11-AM,DIMUSD,0.0041,0.0041,0.004,0.0041,18716.0,75.88
2018-04-20 10-AM,DIMUSD,0.004,0.0041,0.004,0.0041,55795.0,228.07
2018-04-20 09-AM,DIMUSD,0.004,0.0041,0.004,0.004,1296.0,5.28
2018-04-20 08-AM,DIMUSD,0.004,0.004,0.004,0.004,2000.0,8.0
2018-04-20 07-AM,DIMUSD,0.0041,0.0041,0.0039,0.004,29935.0,120.45
2018-04-20 06-AM,DIMUSD,0.004,0.0041,0.004,0.0041,8445.0,34.23
2018-04-20 05-AM,DIMUSD,0.004,0.0041,0.0039,0.004,268294.0,1098.72
2018-04-20 04-AM,DIMUSD,0.004,0.004,0.0039,0.004,15991.0,62.86
2018-04-20 03-AM,DIMUSD,0.0039,0.0041,0.0038,0.004,594408.0,2286.99
2018-04-20 02-AM,DIMUSD,0.0041,0.0041,0.0039,0.0039,69841.0,285.75
2018-04-20 01-AM,DIMUSD,0.0041,0.0041,0.0039,0.0041,71463.0,285.74
2018-04-20 12-AM,DIMUSD,0.0041,0.0042,0.0037,0.0041,1060183.0,4075.43
2018-04-19 11-PM,DIMUSD,0.0042,0.0042,0.004,0.0041,52018.0,208.09
2018-04-19 10-PM,DIMUSD,0.004,0.0042,0.004,0.0042,14282.0,57.13
2018-04-19 09-PM,DIMUSD,0.0042,0.0042,0.004,0.004,38624.0,157.21
2018-04-19 08-PM,DIMUSD,0.0041,0.0042,0.0041,0.0042,73199.0,307.34
2018-04-19 07-PM,DIMUSD,0.0042,0.0042,0.004,0.0041,52517.0,213.84
2018-04-19 06-PM,DIMUSD,0.0041,0.0043,0.004,0.0042,450923.0,1819.76
2018-04-19 05-PM,DIMUSD,0.0043,0.0043,0.004,0.0041,195947.0,792.2
2018-04-19 04-PM,DIMUSD,0.0041,0.0044,0.004,0.0043,749212.0,3186.44
2018-04-19 03-PM,DIMUSD,0.004,0.0042,0.0039,0.0041,239674.0,962.9
2018-04-19 02-PM,DIMUSD,0.0041,0.0041,0.004,0.004,7781.0,31.44
2018-04-19 01-PM,DIMUSD,0.004,0.0041,0.0039,0.0041,268893.0,1077.0
