Created on 08-07-2019,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume NXT,Volume BTC
2019-08-07,NXTBTC,1.99e-06,2.01e-06,1.99e-06,2.0e-06,11102.86,0.02215
2019-08-06,NXTBTC,1.99e-06,2.01e-06,1.93e-06,1.99e-06,565927.84,1.119
2019-08-05,NXTBTC,1.99e-06,2.0e-06,1.95e-06,1.99e-06,597080.62,1.185
2019-08-04,NXTBTC,2.0e-06,2.03e-06,1.97e-06,1.99e-06,864569.94,1.714
2019-08-03,NXTBTC,2.04e-06,2.04e-06,1.97e-06,2.0e-06,263010.09,0.5285
2019-08-02,NXTBTC,2.04e-06,2.09e-06,2.01e-06,2.04e-06,687902.02,1.412
2019-08-01,NXTBTC,2.21e-06,2.23e-06,1.94e-06,2.04e-06,617058.21,1.274
2019-07-31,NXTBTC,2.25e-06,2.29e-06,2.12e-06,2.21e-06,249132.11,0.5479
2019-07-30,NXTBTC,2.27e-06,2.28e-06,2.23e-06,2.25e-06,165303.75,0.3698
2019-07-29,NXTBTC,2.28e-06,2.32e-06,2.23e-06,2.27e-06,131108.28,0.298
2019-07-28,NXTBTC,2.29e-06,2.33e-06,2.22e-06,2.28e-06,200614.06,0.4568
2019-07-27,NXTBTC,2.3e-06,2.3e-06,2.22e-06,2.29e-06,340301.29,0.7722
2019-07-26,NXTBTC,2.29e-06,2.32e-06,2.22e-06,2.3e-06,502731.41,1.136
2019-07-25,NXTBTC,2.35e-06,2.39e-06,2.26e-06,2.29e-06,345097.83,0.7949
2019-07-24,NXTBTC,2.3e-06,2.36e-06,2.2e-06,2.35e-06,498648.88,1.15
2019-07-23,NXTBTC,2.29e-06,2.38e-06,2.21e-06,2.3e-06,704295.25,1.619
2019-07-22,NXTBTC,2.23e-06,2.43e-06,2.22e-06,2.29e-06,915283.28,2.112
2019-07-21,NXTBTC,2.24e-06,2.24e-06,2.09e-06,2.23e-06,230067.79,0.5047
2019-07-20,NXTBTC,2.25e-06,2.3e-06,2.19e-06,2.24e-06,345353.17,0.7801
2019-07-19,NXTBTC,2.17e-06,2.27e-06,2.17e-06,2.25e-06,350754.78,0.7782
2019-07-18,NXTBTC,2.25e-06,2.25e-06,2.23e-06,2.25e-06,1022.86,0.002291
2019-07-17,NXTBTC,2.18e-06,2.36e-06,2.15e-06,2.25e-06,737712.49,1.659
2019-07-16,NXTBTC,2.22e-06,2.33e-06,2.15e-06,2.18e-06,432516.2,0.9636
2019-07-15,NXTBTC,2.51e-06,2.51e-06,2.2e-06,2.22e-06,1018971.06,2.382
2019-07-14,NXTBTC,2.24e-06,2.78e-06,2.19e-06,2.51e-06,2426176.17,6.017
2019-07-13,NXTBTC,2.11e-06,2.29e-06,2.1e-06,2.24e-06,360899.17,0.8066
2019-07-12,NXTBTC,2.28e-06,2.31e-06,2.07e-06,2.11e-06,771004.45,1.697
2019-07-11,NXTBTC,2.27e-06,2.34e-06,2.18e-06,2.28e-06,769032.09,1.727
