Timezones are UTC,https://www.CryptoDataDownload.com
Date,Symbol,Open,High,Low,Close,Volume DOG,Volume EBTC
2019-07-03,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-07-02,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-07-01,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-30,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-29,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-28,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-27,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-26,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-25,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-24,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-23,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-22,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-21,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-20,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-19,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-18,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-17,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-16,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-15,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-14,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-13,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-12,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-11,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-10,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-09,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-08,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-07,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-06,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-05,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-04,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-03,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-02,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-06-01,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-05-31,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-05-30,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-05-29,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-05-28,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-05-27,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-05-26,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-05-25,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-05-24,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-05-23,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-05-22,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
2019-05-21,DOGEBTC,5.9e-07,5.9e-07,5.9e-07,5.9e-07,0.0,0.0
